,in,what,city,is,sap,center,located,?
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.5823672413825989,0.20211225748062134,0.29064592719078064,0.407527357339859,0.22068053483963013
event,0.27304479479789734,0.26981404423713684,0.13720391690731049,0.2078172266483307,0.08666995167732239,0.2341412752866745,0.133852019906044,0.16076280176639557
was,0.45514053106307983,0.22111038863658905,0.3188765048980713,0.5810302495956421,0.16645340621471405,0.19517986476421356,0.20133289694786072,0.18412111699581146
held,0.3127288818359375,0.0974166989326477,0.21825216710567474,0.19884860515594482,0.1299058347940445,0.2514551877975464,0.30941832065582275,0.14103956520557404
on,0.46853652596473694,0.34226128458976746,0.2549738585948944,0.3635730445384979,0.1404116153717041,0.23809784650802612,0.22447186708450317,0.2714994251728058
february,0.2990526556968689,0.1913013905286789,0.23219485580921173,0.26240548491477966,0.016391966491937637,0.12224441766738892,0.12214403599500656,0.29594847559928894
1,-0.10660158097743988,-0.21266892552375793,0.04870324209332466,-0.12491171807050705,-0.05176115408539772,-0.016384974122047424,0.09080392122268677,-0.249979168176651
",",0.5201468467712402,0.3087472915649414,0.35839709639549255,0.4691906273365021,0.20888403058052063,0.1905742734670639,0.2678719460964203,0.31091248989105225
2016,0.05308714509010315,0.10915659368038177,0.05289103463292122,0.04464074596762657,0.009931106120347977,0.09644220024347305,0.03125529736280441,-0.12147852033376694
at,0.4374977946281433,0.2838611304759979,0.2310783565044403,0.25906258821487427,0.1493971049785614,0.29677248001098633,0.3688831031322479,0.21978627145290375
sap,0.174398735165596,0.18864130973815918,0.12814036011695862,0.15997806191444397,1.0,0.2168835699558258,0.09683921188116074,0.11318067461252213
center,0.27253323793411255,0.1908310204744339,0.32096901535987854,0.24782158434391022,0.2168835699558258,0.9999999403953552,0.33815571665763855,0.12538520991802216
in,1.0,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.174398735165596,0.27253323793411255,0.35149815678596497,0.20430970191955566
san,0.2617562413215637,0.19375550746917725,0.32193511724472046,0.1594623327255249,0.24999742209911346,0.24079224467277527,0.19361372292041779,0.10952327400445938
jose,0.12591789662837982,0.14773352444171906,0.15809156000614166,0.1382024735212326,0.2589830160140991,0.20498378574848175,0.20514002442359924,0.06250977516174316
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.18551987409591675,0.29649654030799866,0.28226932883262634,0.4130953550338745
