,how,many,sites,did,the,nfl,narrow,down,super,bowl,50,'s,location,to,?
the,0.33890387415885925,0.4335206151008606,0.2751152217388153,0.34736719727516174,1.0,0.15305201709270477,0.3104094862937927,0.3325848877429962,0.21959073841571808,0.21576224267482758,0.03602437674999237,-0.01540423184633255,0.351087361574173,0.535392165184021,0.22068053483963013
league,0.04579940438270569,0.15746146440505981,0.15773339569568634,0.17557655274868011,0.2724147439002991,0.3908804953098297,0.10123202204704285,0.15029053390026093,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.0167086161673069,0.16326101124286652,0.18720030784606934,0.15941482782363892
eventually,0.29669713973999023,0.33631840348243713,0.15282081067562103,0.36719876527786255,0.42022404074668884,0.1503177285194397,0.2228122502565384,0.31854209303855896,0.2287168651819229,0.1778719127178192,-0.020709319040179253,-0.021462872624397278,0.10891362279653549,0.4528551697731018,0.13642115890979767
narrowed,0.17884352803230286,0.28217148780822754,0.17043253779411316,0.22170419991016388,0.3612460196018219,0.1329333484172821,0.7952180504798889,0.29104816913604736,0.14927197992801666,0.14345666766166687,0.030878890305757523,-0.01888054423034191,0.1525793820619583,0.30104219913482666,0.1559450924396515
the,0.33890387415885925,0.4335206151008606,0.2751152217388153,0.34736719727516174,1.0,0.15305201709270477,0.3104094862937927,0.3325848877429962,0.21959073841571808,0.21576224267482758,0.03602437674999237,-0.01540423184633255,0.351087361574173,0.535392165184021,0.22068053483963013
bids,0.15445132553577423,0.15081314742565155,0.1978960782289505,0.2074536234140396,0.2717687487602234,0.2699456810951233,0.15743938088417053,0.19822470843791962,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.0399346649646759,0.06687544286251068,0.29412439465522766,0.13915638625621796
to,0.44169697165489197,0.40243685245513916,0.2365284264087677,0.4452643394470215,0.535392165184021,0.1526731252670288,0.2536180913448334,0.33130598068237305,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.03782717138528824,0.2590580880641937,1.0,0.29463258385658264
three,0.23807744681835175,0.4501400589942932,0.12784890830516815,0.2043166607618332,0.43452659249305725,0.13591039180755615,0.23835191130638123,0.24450480937957764,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.03946888819336891,0.13893547654151917,0.3043823838233948,0.20928427577018738
sites,0.19174741208553314,0.3309124708175659,1.0,0.12723024189472198,0.2751152217388153,0.04983314499258995,0.18554936349391937,0.13795875012874603,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.005346949212253094,0.26446112990379333,0.2365284264087677,0.20032718777656555
:,-0.11215605586767197,-0.10786184668540955,-0.09257260710000992,-0.05305134505033493,-0.03403344005346298,0.07629633694887161,-0.13995519280433655,-0.12895414233207703,0.14034654200077057,0.14579139649868011,0.06510673463344574,0.07621461898088455,-0.12906937301158905,-0.09243495017290115,-0.07156077772378922
new,0.20832711458206177,0.2992318272590637,0.18995007872581482,0.227974995970726,0.3845241069793701,0.13000497221946716,0.1868872195482254,0.17361775040626526,0.2769954204559326,0.1471257209777832,-0.011314106173813343,-0.008355522528290749,0.241235613822937,0.33159172534942627,0.14782847464084625
orleans,0.17430447041988373,0.20345625281333923,0.09016721695661545,0.2159711718559265,0.22309443354606628,0.2959001958370209,0.07858040183782578,0.08213424682617188,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.040043119341135025,0.15193749964237213,0.17485511302947998,0.13097690045833588
',0.18823795020580292,0.15973903238773346,0.10573073476552963,0.25488927960395813,0.474788099527359,0.15978126227855682,0.13359452784061432,0.12074901908636093,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.07651367038488388,0.18252496421337128,0.34544456005096436,0.330942302942276
mercedes-benz,0.15194669365882874,0.11847957968711853,0.0937284529209137,0.17896567285060883,0.19218237698078156,0.2083553969860077,0.08896724879741669,0.11931394785642624,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.08687551319599152,0.15817128121852875,0.18091003596782684,0.20224438607692719
superdome,0.07072017341852188,0.13077202439308167,0.14698994159698486,0.1895790696144104,0.24818874895572662,0.32680395245552063,0.07238344848155975,0.14599521458148956,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.06076943501830101,0.17355456948280334,0.1973545402288437,0.10737294703722
",",0.22659391164779663,0.40610817074775696,0.20830219984054565,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.2165912240743637,0.23362469673156738,0.22322475910186768,0.1810409277677536,-0.025195008143782616,-0.0016132977325469255,0.25077858567237854,0.44245919585227966,0.31091248989105225
