,what,year,did,doctor,who,finally,return,to,television,?
doctor,0.20870667695999146,0.16282056272029877,0.18673314154148102,0.9999999403953552,0.3504868149757385,0.18675042688846588,0.18143901228904724,0.22950075566768646,0.31410008668899536,0.1462511420249939
who,0.40942975878715515,0.2851492762565613,0.34038686752319336,0.3504868149757385,0.9999998807907104,0.2843495011329651,0.14819499850273132,0.42656609416007996,0.2515988349914551,0.26220351457595825
finally,0.33623361587524414,0.22676491737365723,0.284234881401062,0.18675042688846588,0.2843495011329651,1.0000001192092896,0.29517465829849243,0.4384642541408539,0.11792271584272385,0.16868984699249268
returned,0.15085899829864502,0.2697434723377228,0.32570260763168335,0.2451178878545761,0.23187772929668427,0.4220111072063446,0.6497189998626709,0.30012887716293335,0.20449930429458618,0.07695316523313522
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.17277967929840088,0.3282766342163086,0.33073151111602783,0.16163842380046844,0.4239959120750427,0.17469868063926697,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.4516841769218445,0.2543797492980957,0.535392165184021,0.24569597840309143,0.22068053483963013
episode,0.1919318586587906,0.24700288474559784,0.14017418026924133,0.2940889000892639,0.2015407234430313,0.25077155232429504,0.224790558218956,0.25052839517593384,0.4547867774963379,0.23978739976882935
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.061698928475379944,0.09640642255544662,0.06720756739377975,-0.06242398917675018,0.0685480609536171
rose,0.13161541521549225,0.18637050688266754,0.029700901359319687,0.13310596346855164,0.1951330006122589,0.18693138659000397,0.16760918498039246,0.15193326771259308,0.18202626705169678,0.11847885698080063
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.06782495975494385,0.024401003494858742,-0.17847320437431335,-0.07134611904621124,-0.009905828163027763,0.06711827218532562,0.018684765323996544
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.1636410653591156,0.2340552806854248,0.2972051501274109,0.16799497604370117,0.41031414270401,0.2825660705566406,0.2714994251728058
bbc,0.20634698867797852,0.2157873958349228,0.1677953153848648,0.32370132207870483,0.2086644321680069,0.13375084102153778,0.11890995502471924,0.19421324133872986,0.48650142550468445,0.20556949079036713
one,0.376489520072937,0.346388578414917,0.27659472823143005,0.17397142946720123,0.40083858370780945,0.25961753726005554,0.18708348274230957,0.4025384783744812,0.23272545635700226,0.2673267424106598
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.1636410653591156,0.2340552806854248,0.2972051501274109,0.16799497604370117,0.41031414270401,0.2825660705566406,0.2714994251728058
26,0.052160754799842834,0.1309739649295807,0.06409474462270737,0.16166801750659943,0.17144237458705902,0.09136015176773071,0.01941099390387535,0.12683738768100739,0.15616515278816223,-0.05200668424367905
march,0.20529508590698242,0.27447643876075745,0.27992504835128784,0.1926569938659668,0.22332389652729034,0.2111351191997528,0.1469397097826004,0.2274535447359085,0.2557291090488434,0.2802562415599823
2005,0.0704459398984909,0.13351094722747803,0.11135691404342651,0.07635467499494553,0.18423187732696533,0.16989971697330475,0.03578948602080345,0.018235651776194572,0.07817749679088593,0.10709824413061142
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.22361043095588684,0.3541337847709656,0.31775936484336853,0.25014954805374146,0.4645031690597534,0.2806251645088196,0.4130953550338745
