,other,than,new,york,where,did,tesla,conduct,experiments,?
tesla,0.11896419525146484,0.16368234157562256,0.15999311208724976,0.15629629790782928,0.12761090695858002,0.09757418930530548,0.9999999403953552,0.23292048275470734,0.29793205857276917,0.10250775516033173
went,0.16995321214199066,0.13491618633270264,0.20990735292434692,0.22007189691066742,0.34604400396347046,0.4810470640659332,0.028210537508130074,0.1651516854763031,0.1950710117816925,0.12109432369470596
on,0.3410046398639679,0.2864885926246643,0.31106263399124146,0.2789517641067505,0.37630224227905273,0.2670976221561432,0.16159376502037048,0.22611549496650696,0.2562560439109802,0.2714994251728058
to,0.4193183183670044,0.3192550539970398,0.33159172534942627,0.22230617702007294,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.2665173411369324,0.273220032453537,0.29463258385658264
pursue,0.22139418125152588,0.22512421011924744,0.22269085049629211,0.22174203395843506,0.21318823099136353,0.24162724614143372,0.022205647081136703,0.21400567889213562,0.15736275911331177,0.1284760683774948
his,0.23453344404697418,0.18405678868293762,0.24132801592350006,0.2475155144929886,0.29880598187446594,0.3546801507472992,0.1580733060836792,0.30929434299468994,0.2605794072151184,0.18075084686279297
ideas,0.33565106987953186,0.21606524288654327,0.2639019191265106,0.20633892714977264,0.22548840939998627,0.3357154428958893,0.21804659068584442,0.19475103914737701,0.4409981071949005,0.2857283353805542
of,0.38583824038505554,0.33036211133003235,0.343457967042923,0.23040355741977692,0.38066378235816956,0.2513895630836487,0.18837453424930573,0.22399970889091492,0.16935081779956818,0.1826142966747284
wireless,0.23304349184036255,0.205280140042305,0.28625407814979553,0.22783243656158447,0.22143395245075226,0.11166471242904663,0.3652113080024719,0.2303728461265564,0.21982169151306152,0.08461163192987442
lighting,0.2858159840106964,0.24979089200496674,0.2852366864681244,0.21727940440177917,0.20135456323623657,0.19960185885429382,0.23439070582389832,0.22707799077033997,0.3063136637210846,0.13502714037895203
and,0.5504306554794312,0.39361441135406494,0.31402453780174255,0.2509689927101135,0.43859338760375977,0.34479495882987976,0.19560420513153076,0.2281462550163269,0.3053898811340332,0.20544172823429108
electricity,0.24915854632854462,0.2252032309770584,0.19778762757778168,0.16459518671035767,0.28470563888549805,0.22498734295368195,0.37243616580963135,0.35178545117378235,0.2895781993865967,0.17856204509735107
distribution,0.21118590235710144,0.18538735806941986,0.13704878091812134,0.10221191495656967,0.19956953823566437,0.11337858438491821,0.20561231672763824,0.13302116096019745,0.2638620436191559,0.0929616317152977
in,0.39989137649536133,0.3270052373409271,0.3758552670478821,0.2961827218532562,0.5344807505607605,0.2593238651752472,0.17097744345664978,0.2630637288093567,0.21977302432060242,0.20430970191955566
his,0.23453344404697418,0.18405678868293762,0.24132801592350006,0.2475155144929886,0.29880598187446594,0.3546801507472992,0.1580733060836792,0.30929434299468994,0.2605794072151184,0.18075084686279297
high-voltage,0.25844305753707886,0.2436136156320572,0.20563733577728271,0.20072807371616364,0.29987624287605286,0.17168061435222626,0.38331884145736694,0.24696312844753265,0.25412487983703613,0.23572029173374176
",",0.4446498453617096,0.3371901512145996,0.36073189973831177,0.2926291227340698,0.3149496018886566,0.3015086054801941,0.20599327981472015,0.19693340361118317,0.22640827298164368,0.31091248989105225
high-frequency,0.22556975483894348,0.27352914214134216,0.16096378862857819,0.16565410792827606,0.2689094543457031,0.15809187293052673,0.26202645897865295,0.21283653378486633,0.2981349527835846,0.22459599375724792
power,0.20244340598583221,0.2108277827501297,0.20792555809020996,0.13107718527317047,0.1914481520652771,0.2120266556739807,0.27547121047973633,0.1954231858253479,0.17855815589427948,0.15304024517536163
experiments,0.2684342563152313,0.19472409784793854,0.1966729760169983,0.13819757103919983,0.2263975441455841,0.2717590034008026,0.29793205857276917,0.2860490679740906,0.9999998807907104,0.14564716815948486
in,0.39989137649536133,0.3270052373409271,0.3758552670478821,0.2961827218532562,0.5344807505607605,0.2593238651752472,0.17097744345664978,0.2630637288093567,0.21977302432060242,0.20430970191955566
new,0.2957918047904968,0.23244358599185944,0.9999999403953552,0.7252664566040039,0.26026442646980286,0.227974995970726,0.15999311208724976,0.1465175896883011,0.1966729760169983,0.14782847464084625
york,0.20110401511192322,0.19444601237773895,0.7252664566040039,1.0,0.21910661458969116,0.16606222093105316,0.15629629790782928,0.18347756564617157,0.13819757103919983,0.15262620151042938
and,0.5504306554794312,0.39361441135406494,0.31402453780174255,0.2509689927101135,0.43859338760375977,0.34479495882987976,0.19560420513153076,0.2281462550163269,0.3053898811340332,0.20544172823429108
colorado,0.16997039318084717,0.20971007645130157,0.2947700023651123,0.34816721081733704,0.17928819358348846,0.16166602075099945,0.17255069315433502,0.20587582886219025,0.15858805179595947,0.15461322665214539
springs,0.2247680276632309,0.19470253586769104,0.23991945385932922,0.2351696938276291,0.2359141707420349,0.10978550463914871,0.18937155604362488,0.15577980875968933,0.23199160397052765,0.0950024425983429
",",0.4446498453617096,0.3371901512145996,0.36073189973831177,0.2926291227340698,0.3149496018886566,0.3015086054801941,0.20599327981472015,0.19693340361118317,0.22640827298164368,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,0.31402453780174255,0.2509689927101135,0.43859338760375977,0.34479495882987976,0.19560420513153076,0.2281462550163269,0.3053898811340332,0.20544172823429108
made,0.2986699640750885,0.25245386362075806,0.20649032294750214,0.1296190768480301,0.20431210100650787,0.3068731725215912,0.1893712431192398,0.2309565246105194,0.25052741169929504,0.17218779027462006
early,0.2753033936023712,0.20756810903549194,0.2641921639442444,0.2529192864894867,0.2230900675058365,0.32047218084335327,0.10564569383859634,0.14439688622951508,0.2604406177997589,0.15272949635982513
(,0.25035592913627625,0.19419437646865845,0.24608564376831055,0.19578008353710175,0.1970011591911316,0.18979617953300476,0.2156914919614792,0.14044137299060822,0.15060357749462128,0.40561532974243164
1893,0.08232596516609192,0.10889077186584473,0.026866691187024117,0.02112414874136448,0.08304338157176971,0.10365716367959976,0.030090492218732834,0.06878577172756195,0.11730798333883286,0.0544506311416626
),0.26200005412101746,0.21982109546661377,0.253329336643219,0.21062339842319489,0.20711064338684082,0.18584993481636047,0.22692398726940155,0.13844919204711914,0.12416966259479523,0.42300865054130554
pronouncements,0.2370758056640625,0.223382830619812,0.13815660774707794,0.1480807363986969,0.18917475640773773,0.2104693353176117,0.12222201377153397,0.181647390127182,0.20364896953105927,0.2776719629764557
on,0.3410046398639679,0.2864885926246643,0.31106263399124146,0.2789517641067505,0.37630224227905273,0.2670976221561432,0.16159376502037048,0.22611549496650696,0.2562560439109802,0.2714994251728058
the,0.44152235984802246,0.3227543234825134,0.3845241069793701,0.3034006953239441,0.5003893971443176,0.34736719727516174,0.1324402391910553,0.24627962708473206,0.21008943021297455,0.22068053483963013
possibility,0.31953904032707214,0.29356876015663147,0.20492930710315704,0.1837366223335266,0.2531750500202179,0.28292912244796753,0.18081195652484894,0.16006067395210266,0.27897918224334717,0.2723599076271057
of,0.38583824038505554,0.33036211133003235,0.343457967042923,0.23040355741977692,0.38066378235816956,0.2513895630836487,0.18837453424930573,0.22399970889091492,0.16935081779956818,0.1826142966747284
wireless,0.23304349184036255,0.205280140042305,0.28625407814979553,0.22783243656158447,0.22143395245075226,0.11166471242904663,0.3652113080024719,0.2303728461265564,0.21982169151306152,0.08461163192987442
communication,0.35359987616539,0.19962643086910248,0.197052001953125,0.15272128582000732,0.18870705366134644,0.1962505280971527,0.25979727506637573,0.22170208394527435,0.291357159614563,0.1517418920993805
with,0.44086363911628723,0.3028803765773773,0.24325589835643768,0.18072271347045898,0.4142743945121765,0.25472134351730347,0.16424812376499176,0.22447605431079865,0.23139363527297974,0.2433311939239502
his,0.23453344404697418,0.18405678868293762,0.24132801592350006,0.2475155144929886,0.29880598187446594,0.3546801507472992,0.1580733060836792,0.30929434299468994,0.2605794072151184,0.18075084686279297
devices,0.3205617070198059,0.23804011940956116,0.15784217417240143,0.11954517662525177,0.2131791114807129,0.17442724108695984,0.4021223783493042,0.25514891743659973,0.36843517422676086,0.10574188083410263
.,0.41511186957359314,0.3594527542591095,0.35031336545944214,0.28861045837402344,0.41390106081962585,0.35288307070732117,0.17949827015399933,0.16721296310424805,0.261809378862381,0.4130953550338745
