,how,do,students,rate,teachers,that,they,feel,are,enthusiastic,?
students,0.25370386242866516,0.23736460506916046,1.0,0.18559207022190094,0.7183375358581543,0.2510627210140228,0.2993403673171997,0.23905043303966522,0.2835792899131775,0.25144505500793457,0.18017297983169556
who,0.4070430099964142,0.2662210166454315,0.3510516881942749,0.11231295764446259,0.34250906109809875,0.45444270968437195,0.47879111766815186,0.297542929649353,0.27294138073921204,0.27773556113243103,0.26220351457595825
had,0.2549138069152832,0.24590566754341125,0.22681021690368652,0.18399685621261597,0.23583905398845673,0.4407361149787903,0.4949169158935547,0.23533929884433746,0.3489702045917511,0.2563580274581909,0.20728366076946259
enthusiastic,0.2831627130508423,0.1892651468515396,0.25144505500793457,0.14625702798366547,0.32480570673942566,0.3231319487094879,0.18358032405376434,0.28972166776657104,0.13870058953762054,0.9999999403953552,0.18814921379089355
teachers,0.24127359688282013,0.28984060883522034,0.7183375358581543,0.12415320426225662,1.0,0.24071024358272552,0.30455440282821655,0.2159198522567749,0.2565288841724396,0.32480570673942566,0.19522249698638916
tend,0.3628930449485779,0.37835952639579773,0.24849039316177368,0.3078203797340393,0.2553025186061859,0.37839043140411377,0.510445773601532,0.42178699374198914,0.48374560475349426,0.22971689701080322,0.19330444931983948
to,0.44169697165489197,0.38876664638519287,0.2905822694301605,0.28584644198417664,0.2668606638908386,0.5436353087425232,0.5452046394348145,0.3145853281021118,0.3504326641559601,0.22432135045528412,0.29463258385658264
rate,0.2722127139568329,0.2211182862520218,0.18559207022190094,1.0000001192092896,0.12415320426225662,0.24504634737968445,0.21111264824867249,0.15136811137199402,0.21138887107372284,0.14625702798366547,0.1308269053697586
them,0.5142028331756592,0.4653012752532959,0.3271694779396057,0.20159217715263367,0.3184705078601837,0.5601773262023926,0.6924025416374207,0.4445617198944092,0.5206625461578369,0.2795601785182953,0.35435691475868225
higher,0.2273179441690445,0.25567880272865295,0.28457292914390564,0.3718094527721405,0.26257336139678955,0.31370723247528076,0.30229783058166504,0.2195991575717926,0.2964613437652588,0.17233555018901825,0.15679465234279633
than,0.29763275384902954,0.2387038916349411,0.233561173081398,0.2922893166542053,0.19273844361305237,0.4891277849674225,0.3383907079696655,0.2761862277984619,0.39206281304359436,0.2480703741312027,0.24917294085025787
teachers,0.24127359688282013,0.28984060883522034,0.7183375358581543,0.12415320426225662,1.0,0.24071024358272552,0.30455440282821655,0.2159198522567749,0.2565288841724396,0.32480570673942566,0.19522249698638916
who,0.4070430099964142,0.2662210166454315,0.3510516881942749,0.11231295764446259,0.34250906109809875,0.45444270968437195,0.47879111766815186,0.297542929649353,0.27294138073921204,0.27773556113243103,0.26220351457595825
did,0.375736802816391,0.5246143937110901,0.1996062994003296,0.14715521037578583,0.23635748028755188,0.47518548369407654,0.4879390597343445,0.3044363260269165,0.2159031480550766,0.2747519612312317,0.3023456633090973
n't,-0.09568241238594055,-0.08343347162008286,0.03946874290704727,-0.035664431750774384,0.07580352574586868,-0.130638986825943,-0.1964540183544159,0.0009142974158748984,-0.1517762839794159,0.028292912989854813,0.07068326324224472
show,0.33347421884536743,0.23687462508678436,0.15391837060451508,0.17075535655021667,0.17230913043022156,0.3486354649066925,0.27125269174575806,0.20834623277187347,0.26362085342407227,0.2539520859718323,0.2520138621330261
much,0.46556615829467773,0.312346875667572,0.18897780776023865,0.31914231181144714,0.20093302428722382,0.4869440197944641,0.39154937863349915,0.35791242122650146,0.2937524914741516,0.3312864899635315,0.23442231118679047
enthusiasm,0.28904932737350464,0.1891610473394394,0.2087896466255188,0.16568425297737122,0.2562251389026642,0.30712437629699707,0.1506582647562027,0.3165784180164337,0.14140336215496063,0.8442074060440063,0.20266079902648926
for,0.3308170735836029,0.29510271549224854,0.2460945099592209,0.2299952208995819,0.274332195520401,0.4137635827064514,0.3466525673866272,0.2635006904602051,0.3895993232727051,0.28798285126686096,0.264628142118454
the,0.33890387415885925,0.30239659547805786,0.25268980860710144,0.24881242215633392,0.22025763988494873,0.5473989248275757,0.49925389885902405,0.264497846364975,0.40399202704429626,0.24707943201065063,0.22068053483963013
course,0.33582279086112976,0.273395836353302,0.38257765769958496,0.1847870647907257,0.31204313039779663,0.3840329051017761,0.2762082815170288,0.24410343170166016,0.2734511196613312,0.3167682886123657,0.28826573491096497
materials,0.28979310393333435,0.20214726030826569,0.27055567502975464,0.25347304344177246,0.2505838871002197,0.28520384430885315,0.32838407158851624,0.25181302428245544,0.304721862077713,0.1919684261083603,0.1301651895046234
.,0.3287222981452942,0.3613996207714081,0.2607303857803345,0.2418757975101471,0.24628326296806335,0.4460422694683075,0.4510921239852905,0.25462567806243896,0.3452940285205841,0.2363789677619934,0.4130953550338745
