,how,old,was,katharina,when,she,married,luther,?
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.17528510093688965,0.38876327872276306,0.30755123496055603,0.23491297662258148,0.13834704458713531,0.21978627145290375
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.15183475613594055,0.5091903209686279,0.36308351159095764,0.10720405727624893,0.1759674996137619,0.22068053483963013
time,0.35346719622612,0.18614520132541656,0.3641340136528015,0.1478620171546936,0.4363728165626526,0.2651025652885437,0.17728599905967712,0.17623016238212585,0.27391523122787476
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.15356898307800293,0.3757161796092987,0.28080645203590393,0.1619977355003357,0.1719115972518921,0.1826142966747284
their,0.3316696584224701,0.1772722750902176,0.2396296262741089,0.11705819517374039,0.3682888448238373,0.2923811674118042,0.15097612142562866,0.1988239735364914,0.1898253709077835
marriage,0.16939570009708405,0.16251230239868164,0.23779970407485962,0.32383739948272705,0.22965650260448456,0.3516085743904114,0.6196155548095703,0.23981435596942902,0.13543564081192017
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.29136550426483154,0.36674630641937256,0.3814608156681061,0.3299272358417511,0.23255878686904907,0.31091248989105225
katharina,0.10002371668815613,0.15718598663806915,0.2396661937236786,1.0000001192092896,0.10002582520246506,0.3624640703201294,0.3914695680141449,0.34570983052253723,0.13054367899894714
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.2396661937236786,0.37326499819755554,0.42156049609184265,0.3079395592212677,0.19185513257980347,0.18412111699581146
26,0.02506413869559765,0.12686572968959808,0.15403041243553162,0.0452067106962204,0.08542202413082123,0.16064532101154327,0.09631311893463135,0.10465234518051147,-0.05200668424367905
years,0.21949264407157898,0.4551808536052704,0.35855233669281006,0.17118775844573975,0.3409145474433899,0.28449055552482605,0.2413390874862671,0.1472962647676468,0.1914375126361847
old,0.1789429783821106,1.0000001192092896,0.2867572605609894,0.15718598663806915,0.36291906237602234,0.2546793818473816,0.1775418221950531,0.15014880895614624,0.20577076077461243
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.2138078659772873,0.4716290831565857,0.4178990125656128,0.23728172481060028,0.20796556770801544,0.20544172823429108
luther,0.13354721665382385,0.15014880895614624,0.19185513257980347,0.34570983052253723,0.14516782760620117,0.22314919531345367,0.1496782898902893,1.0,0.1732746809720993
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.2396661937236786,0.37326499819755554,0.42156049609184265,0.3079395592212677,0.19185513257980347,0.18412111699581146
41,-0.12538115680217743,0.00600986136123538,0.06323911994695663,-0.10095106810331345,-0.06803862750530243,-0.10542066395282745,-0.06481748819351196,-0.07232905179262161,-0.08073537796735764
years,0.21949264407157898,0.4551808536052704,0.35855233669281006,0.17118775844573975,0.3409145474433899,0.28449055552482605,0.2413390874862671,0.1472962647676468,0.1914375126361847
old,0.1789429783821106,1.0000001192092896,0.2867572605609894,0.15718598663806915,0.36291906237602234,0.2546793818473816,0.1775418221950531,0.15014880895614624,0.20577076077461243
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.22008223831653595,0.475719153881073,0.3206634521484375,0.2611352503299713,0.24907569587230682,0.4130953550338745
