,what,fields,of,study,did,martin,luther,prefer,?
luther,0.2134782373905182,0.07078534364700317,0.1719115972518921,0.09971065074205399,0.23667675256729126,0.6228963136672974,1.0,0.11398402601480484,0.1732746809720993
sought,0.2695325016975403,0.18026891350746155,0.33104926347732544,0.20159904658794403,0.3768143653869629,0.08833887428045273,0.15598078072071075,0.24720631539821625,0.1753331869840622
assurances,0.3427577614784241,0.25374841690063477,0.2795693874359131,0.24135670065879822,0.30776432156562805,0.14390955865383148,0.22648058831691742,0.19224628806114197,0.28763842582702637
about,0.47976887226104736,0.08499567210674286,0.40939709544181824,0.31766602396965027,0.28723078966140747,0.1383993774652481,0.203048437833786,0.21445433795452118,0.302409827709198
life,0.24693015217781067,0.13117694854736328,0.2788603901863098,0.2842041254043579,0.22298283874988556,0.19292210042476654,0.20761863887310028,0.1645093560218811,0.21677987277507782
and,0.31309178471565247,0.3074205219745636,0.5116966962814331,0.300253301858902,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.2862892150878906,0.20544172823429108
was,0.22111038863658905,0.09075388312339783,0.4069072902202606,0.18420368432998657,0.41399896144866943,0.2089129239320755,0.19185513257980347,0.0611514076590538,0.18412111699581146
drawn,0.21374164521694183,0.1522185206413269,0.22420795261859894,0.13845111429691315,0.1429028958082199,0.15331818163394928,0.17048944532871246,0.07967757433652878,0.15159106254577637
to,0.455847829580307,0.24277333915233612,0.41548454761505127,0.3326032757759094,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.28644615411758423,0.29463258385658264
theology,0.322174996137619,0.14621269702911377,0.274120032787323,0.41989198327064514,0.13569064438343048,0.26650112867355347,0.3810495138168335,0.10851424932479858,0.1560962051153183
and,0.31309178471565247,0.3074205219745636,0.5116966962814331,0.300253301858902,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.2862892150878906,0.20544172823429108
philosophy,0.3238759934902191,0.1877068281173706,0.2520225942134857,0.4192129373550415,0.16591528058052063,0.15403160452842712,0.2181527316570282,0.10594714432954788,0.17949430644512177
",",0.3087472915649414,0.2786177098751068,0.4946078956127167,0.26425549387931824,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23049421608448029,0.31091248989105225
expressing,0.30992215871810913,0.1809280961751938,0.21722619235515594,0.21853923797607422,0.19973498582839966,0.13504263758659363,0.18005365133285522,0.26103290915489197,0.21913379430770874
particular,0.4548671245574951,0.2354167103767395,0.3490585684776306,0.30084866285324097,0.2405754178762436,0.16863487660884857,0.15838967263698578,0.33776867389678955,0.2741454839706421
interest,0.23849236965179443,0.22007133066654205,0.2115241438150406,0.309728741645813,0.21788068115711212,0.1449248492717743,0.14109325408935547,0.22660709917545319,0.2411724328994751
in,0.30808621644973755,0.19709080457687378,0.5696388483047485,0.2875489294528961,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.15836818516254425,0.20430970191955566
aristotle,0.2998286783695221,0.2504228949546814,0.22867590188980103,0.31935909390449524,0.16725905239582062,0.11594916880130768,0.16848765313625336,0.1658240109682083,0.129203200340271
",",0.3087472915649414,0.2786177098751068,0.4946078956127167,0.26425549387931824,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23049421608448029,0.31091248989105225
william,0.24990826845169067,0.14156721532344818,0.20272590219974518,0.13895496726036072,0.24349860846996307,0.26887163519859314,0.2877860963344574,0.06063215807080269,0.14462219178676605
of,0.33290785551071167,0.19633589684963226,1.0,0.29377859830856323,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.17049390077590942,0.1826142966747284
ockham,0.25862860679626465,0.13296164572238922,0.15835689008235931,0.19395320117473602,0.18848340213298798,0.26774755120277405,0.17773613333702087,0.12123501300811768,0.16545426845550537
",",0.3087472915649414,0.2786177098751068,0.4946078956127167,0.26425549387931824,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23049421608448029,0.31091248989105225
and,0.31309178471565247,0.3074205219745636,0.5116966962814331,0.300253301858902,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.2862892150878906,0.20544172823429108
gabriel,0.1005527600646019,0.07658771425485611,0.1417904943227768,0.06738939881324768,0.12957996129989624,0.28547313809394836,0.1672668755054474,0.04672028869390488,0.05852814391255379
biel,0.10122078657150269,0.1357487142086029,0.1335803121328354,0.04475647956132889,0.10465482622385025,0.21800832450389862,0.20118600130081177,0.003013951238244772,0.08339054137468338
.,0.3567904531955719,0.23414810001850128,0.5352458953857422,0.23432257771492004,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.25715282559394836,0.4130953550338745
