,what,do,a,plant,'s,chloroplasts,descend,from,?
all,0.41981086134910583,0.38664430379867554,0.2696802616119385,0.2260427474975586,0.03181743621826172,0.2712666690349579,0.28935500979423523,0.2866387963294983,0.29575422406196594
chloroplasts,0.2524593770503998,0.2621478736400604,0.24622295796871185,0.5019698739051819,-0.026035647839307785,0.9999999403953552,0.21604874730110168,0.21740731596946716,0.13049766421318054
in,0.30808621644973755,0.23402775824069977,0.539380669593811,0.2597269117832184,-0.037580832839012146,0.21141497790813446,0.16965150833129883,0.4274188280105591,0.20430970191955566
a,0.3320399522781372,0.26237669587135315,1.0,0.2010895311832428,0.04866964742541313,0.24622295796871185,0.1673828661441803,0.322764128446579,0.23916715383529663
plant,0.23371253907680511,0.19011136889457703,0.2010895311832428,1.0,-0.049959149211645126,0.5019698739051819,0.19085551798343658,0.21977990865707397,0.16613075137138367
are,0.29724663496017456,0.41111594438552856,0.265255331993103,0.26068687438964844,-0.008927806280553341,0.3103833794593811,0.23569731414318085,0.2674213647842407,0.24591213464736938
descended,0.20182840526103973,0.250546395778656,0.16815616190433502,0.1846742480993271,-0.05791660398244858,0.2466644048690796,0.9060473442077637,0.25199803709983826,0.1283303201198578
from,0.2737620174884796,0.20424067974090576,0.322764128446579,0.21977990865707397,-0.01936490088701248,0.21740731596946716,0.25137269496917725,1.0,0.19969791173934937
undifferentiated,0.2958493232727051,0.3215979337692261,0.28862497210502625,0.2893456220626831,-0.048188649117946625,0.47159966826438904,0.26936715841293335,0.24032016098499298,0.22367987036705017
proplastids,0.25782695412635803,0.3487069606781006,0.262615829706192,0.4723294675350189,0.014427022077143192,0.8376321792602539,0.25950688123703003,0.21484071016311646,0.20560644567012787
found,0.1796332150697708,0.19611693918704987,0.2869448959827423,0.2388850301504135,0.005866709165275097,0.23219403624534607,0.13717055320739746,0.15488772094249725,0.16790300607681274
in,0.30808621644973755,0.23402775824069977,0.539380669593811,0.2597269117832184,-0.037580832839012146,0.21141497790813446,0.16965150833129883,0.4274188280105591,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.28395459055900574,-0.01540423184633255,0.23062430322170258,0.28131356835365295,0.40150508284568787,0.22068053483963013
zygote,0.18591754138469696,0.25120800733566284,0.2855501174926758,0.39918288588523865,-0.01318731252104044,0.5865589380264282,0.2798527777194977,0.21496593952178955,0.16017307341098785
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.25194862484931946,-0.0016132977325469255,0.20794041454792023,0.20118628442287445,0.39760664105415344,0.31091248989105225
or,0.33867141604423523,0.39439281821250916,0.48853766918182373,0.31485456228256226,0.06871571391820908,0.3088610768318176,0.14774154126644135,0.31242018938064575,0.32389625906944275
fertilized,0.17470206320285797,0.2481745034456253,0.2532808482646942,0.3923127055168152,0.0029835421591997147,0.5329147577285767,0.2755102813243866,0.1949925720691681,0.14342130720615387
egg,0.1961183249950409,0.18527400493621826,0.21959127485752106,0.30207347869873047,0.07708077132701874,0.3897084891796112,0.15281091630458832,0.17882497608661652,0.10452862083911896
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.25658002495765686,-0.003708066651597619,0.23868323862552643,0.16617731750011444,0.41536515951156616,0.4130953550338745
