,what,kind,of,sending,technology,is,being,used,to,protect,tribal,lands,in,the,amazon,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3486887514591217,0.21669498085975647,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.2559677064418793,0.259813129901886,0.3190511167049408,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
use,0.3453877568244934,0.39127564430236816,0.2750902473926544,0.33592304587364197,0.29364532232284546,0.3357410430908203,0.307609498500824,0.7127541303634644,0.47261837124824524,0.32802918553352356,0.12667721509933472,0.170279860496521,0.2715643048286438,0.34342584013938904,0.14814427495002747,0.32795652747154236
of,0.33290785551071167,0.2285657674074173,1.0,0.2912614941596985,0.25238582491874695,0.4854315221309662,0.34885138273239136,0.3075267970561981,0.41548454761505127,0.19880573451519012,0.23765619099140167,0.2730972170829773,0.5696388483047485,0.733189046382904,0.20143137872219086,0.1826142966747284
remote,0.2261817455291748,0.11950216442346573,0.1915879100561142,0.3501557409763336,0.22750265896320343,0.19444316625595093,0.20678888261318207,0.27299052476882935,0.2702028155326843,0.23569081723690033,0.2603340148925781,0.30383574962615967,0.1905011087656021,0.2411084920167923,0.31079429388046265,0.10927822440862656
sensing,0.30590078234672546,0.21219129860401154,0.2063247114419937,0.43311214447021484,0.3112224042415619,0.22082684934139252,0.3122458755970001,0.275741845369339,0.2729046642780304,0.23095890879631042,0.19474126398563385,0.16901202499866486,0.19379767775535583,0.2812829315662384,0.1546504944562912,0.17403143644332886
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.3043045103549957,0.24007871747016907,0.43268078565597534,0.41687241196632385,0.4236139953136444,0.4451248347759247,0.22508934140205383,0.1182631403207779,0.19053864479064941,0.4322226941585541,0.4739971458911896,0.165912926197052,0.264628142118454
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3486887514591217,0.21669498085975647,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.2559677064418793,0.259813129901886,0.3190511167049408,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
conservation,0.18246638774871826,0.2292759269475937,0.2804107666015625,0.14349746704101562,0.2876845598220825,0.24397225677967072,0.2085363268852234,0.1488928347826004,0.2638911306858063,0.2717626690864563,0.1957114189863205,0.16641922295093536,0.24742233753204346,0.2678036689758301,0.1920786052942276,0.1391831338405609
of,0.33290785551071167,0.2285657674074173,1.0,0.2912614941596985,0.25238582491874695,0.4854315221309662,0.34885138273239136,0.3075267970561981,0.41548454761505127,0.19880573451519012,0.23765619099140167,0.2730972170829773,0.5696388483047485,0.733189046382904,0.20143137872219086,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3486887514591217,0.21669498085975647,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.2559677064418793,0.259813129901886,0.3190511167049408,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
amazon,0.16355936229228973,0.13268502056598663,0.20143137872219086,0.2135705202817917,0.11827666312456131,0.15197539329528809,0.16138997673988342,0.11720351874828339,0.17033490538597107,0.1511344611644745,0.15974299609661102,0.14139311015605927,0.12227833271026611,0.260541707277298,1.0000001192092896,0.18144656717777252
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.20526643097400665,0.20767556130886078,1.0,0.4445112943649292,0.3288823366165161,0.42745086550712585,0.17850741744041443,0.15712997317314148,0.1926896721124649,0.5394441485404968,0.5823672413825989,0.15197539329528809,0.22961433231830597
