,who,shared,sideline,duties,with,evan,washburn,?
the,0.3733934462070465,0.21652492880821228,0.2606579065322876,0.21765777468681335,0.4223487675189972,0.16844803094863892,0.2330774962902069,0.22068053483963013
network,0.16999904811382294,0.1824769675731659,0.36970055103302,0.09621477872133255,0.2153671681880951,0.2140064537525177,0.1613079160451889,0.17853789031505585
's,0.05599616840481758,-0.03340120241045952,0.05034257844090462,-0.02254665456712246,-0.04624466598033905,0.015610544010996819,-0.008227174170315266,-0.023395681753754616
lead,0.19455209374427795,0.08766444027423859,0.26441270112991333,0.2411533147096634,0.22399857640266418,0.18549449741840363,0.15519919991493225,0.14552436769008636
broadcast,0.18632595241069794,0.1784643828868866,0.3839482367038727,0.167274609208107,0.1932039111852646,0.2393052875995636,0.24079783260822296,0.15760008990764618
team,0.22248858213424683,0.1552492082118988,0.31359896063804626,0.13359393179416656,0.21111343801021576,0.1842757612466812,0.12086331099271774,0.11243411153554916
of,0.2827862501144409,0.2307819277048111,0.11210323870182037,0.23315410315990448,0.41827285289764404,0.10851188749074936,0.21686263382434845,0.1826142966747284
jim,0.20676904916763306,0.11145657300949097,0.32073962688446045,0.14757448434829712,0.23149578273296356,0.37196269631385803,0.24630583822727203,0.09886423498392105
nantz,0.2156517058610916,0.160199835896492,0.31243813037872314,0.15046364068984985,0.12747496366500854,0.26989227533340454,0.38757985830307007,0.09058576822280884
and,0.41279885172843933,0.2268613576889038,0.22910010814666748,0.2645578980445862,0.5477725267410278,0.19284795224666595,0.2764247953891754,0.20544172823429108
phil,0.22438369691371918,0.08773171901702881,0.29712483286857605,0.211875319480896,0.16409851610660553,0.3359223008155823,0.31022363901138306,0.14019250869750977
simms,0.21366964280605316,0.10558547079563141,0.4095565676689148,0.11362077295780182,0.21182948350906372,0.35920268297195435,0.33655327558517456,0.133713960647583
called,0.3151143789291382,0.21154415607452393,0.1902214139699936,0.0869712233543396,0.3139074146747589,0.07960686087608337,0.12300334870815277,0.18963319063186646
the,0.3733934462070465,0.21652492880821228,0.2606579065322876,0.21765777468681335,0.4223487675189972,0.16844803094863892,0.2330774962902069,0.22068053483963013
contest,0.22248178720474243,0.1377163678407669,0.21925531327724457,0.1685897260904312,0.21526622772216797,0.21723611652851105,0.0795031189918518,0.18081821501255035
",",0.3365725874900818,0.2729959785938263,0.22783276438713074,0.2217356413602829,0.4120737314224243,0.19114191830158234,0.311233252286911,0.31091248989105225
with,0.3282766342163086,0.35073861479759216,0.23826472461223602,0.23237605392932892,0.9999999403953552,0.20241451263427734,0.12288525700569153,0.2433311939239502
tracy,0.17968818545341492,0.04946720227599144,0.39506790041923523,0.08601241558790207,0.14200828969478607,0.37166348099708557,0.3613939583301544,0.1499924659729004
wolfson,0.303815633058548,0.2762831747531891,0.44533199071884155,0.1962020993232727,0.26281148195266724,0.3201426565647125,0.43144088983535767,0.2640695571899414
and,0.41279885172843933,0.2268613576889038,0.22910010814666748,0.2645578980445862,0.5477725267410278,0.19284795224666595,0.2764247953891754,0.20544172823429108
evan,0.2592737078666687,0.13451099395751953,0.3404318392276764,0.13254426419734955,0.20241451263427734,0.9999999403953552,0.3001352846622467,0.15305468440055847
washburn,0.2153020203113556,0.10145837068557739,0.33696693181991577,0.18158549070358276,0.12288525700569153,0.3001352846622467,1.0,0.18174831569194794
on,0.2340552806854248,0.21788671612739563,0.2969872057437897,0.23223383724689484,0.40749499201774597,0.25778815150260925,0.20690542459487915,0.2714994251728058
the,0.3733934462070465,0.21652492880821228,0.2606579065322876,0.21765777468681335,0.4223487675189972,0.16844803094863892,0.2330774962902069,0.22068053483963013
sidelines,0.23730218410491943,0.11716878414154053,0.8816455602645874,0.24075321853160858,0.2618001401424408,0.2790505588054657,0.26996946334838867,0.29124948382377625
.,0.3541337847709656,0.2191859483718872,0.254624605178833,0.1976740062236786,0.4446153938770294,0.21921700239181519,0.3014657497406006,0.4130953550338745
