,how,many,punts,did,ted,ginn,jr.,return,?
newton,0.2514588236808777,0.1828424632549286,0.2252623736858368,0.23863376677036285,0.16670319437980652,0.20642100274562836,0.06589924544095993,0.17271113395690918,0.09645649790763855
's,-0.026164190843701363,0.01698932610452175,0.04079074040055275,0.05069678649306297,-0.056490205228328705,0.014454510994255543,0.06017802655696869,0.03277071565389633,-0.023395681753754616
leading,0.18543758988380432,0.2955435812473297,0.2188800871372223,0.20311816036701202,0.11937298625707626,0.10395459830760956,0.1565508097410202,0.18360719084739685,0.1360926628112793
receivers,0.19961702823638916,0.23490570485591888,0.41251713037490845,0.19869334995746613,0.17388568818569183,0.16074977815151215,0.16071027517318726,0.21542589366436005,0.11676301807165146
were,0.2082374095916748,0.4804460406303406,0.2527983486652374,0.4162326455116272,0.133726567029953,0.21489427983760834,0.1824682205915451,0.16721634566783905,0.17890112102031708
tight,0.20633608102798462,0.19672416150569916,0.3269095718860626,0.17429514229297638,0.17032507061958313,0.18618540465831757,0.21397392451763153,0.18400399386882782,0.11662518978118896
end,0.2481066733598709,0.2364911139011383,0.29800668358802795,0.18808481097221375,0.15127992630004883,0.26327958703041077,0.21369828283786774,0.3622279167175293,0.12543344497680664
greg,0.15761402249336243,0.11422135680913925,0.2231454998254776,0.10622397810220718,0.3667876422405243,0.3023189902305603,0.2025756686925888,0.1436050683259964,0.1691211611032486
olsen,0.1847066879272461,0.19959180057048798,0.2483820915222168,0.10296668112277985,0.27914801239967346,0.2622494697570801,0.16480353474617004,0.1445009410381317,0.17089590430259705
",",0.22659391164779663,0.40610817074775696,0.2694568932056427,0.3015086054801941,0.22491687536239624,0.24936512112617493,0.2029205560684204,0.20895273983478546,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.20536455512046814,0.34038686752319336,0.22989284992218018,0.2595711648464203,0.30755749344825745,0.14819499850273132,0.26220351457595825
caught,0.1856362223625183,0.23109661042690277,0.32783177495002747,0.26102158427238464,0.16839493811130524,0.1357003152370453,0.1844150722026825,0.2777760624885559,0.20266211032867432
a,0.29312583804130554,0.2872205972671509,0.22842645645141602,0.2552328109741211,0.20378315448760986,0.24754364788532257,0.28598788380622864,0.20093116164207458,0.23916715383529663
career-high,0.2514631748199463,0.33343032002449036,0.3188855051994324,0.3148426413536072,0.2650614082813263,0.2866362929344177,0.2680772542953491,0.2000381350517273,0.18277767300605774
77,-0.05810954049229622,-0.08619209378957748,-0.014305834658443928,-0.12506413459777832,-0.10672441124916077,0.07185610383749008,-0.09240026026964188,0.00611041160300374,-0.11628354340791702
