,what,would,someone,who,is,civilly,disobedient,do,in,court,?
steven,0.1722090095281601,0.18829144537448883,0.17015358805656433,0.22480571269989014,0.15821102261543274,0.2084958255290985,0.1727954000234604,0.1368778645992279,0.17032748460769653,0.12903568148612976,0.10277901589870453
barkan,0.09688692539930344,0.09164704382419586,0.10251086950302124,0.17119260132312775,0.18503019213676453,0.12902358174324036,0.24402984976768494,0.13162168860435486,0.25948357582092285,0.15712034702301025,0.12385564297437668
writes,0.31006428599357605,0.23855800926685333,0.31991055607795715,0.3401142954826355,0.2639923393726349,0.2777528166770935,0.3071884512901306,0.164296492934227,0.19626611471176147,0.2131325900554657,0.17896029353141785
that,0.6297725439071655,0.5895259380340576,0.47597742080688477,0.45444270968437195,0.3995479643344879,0.2905351221561432,0.3573726713657379,0.44533252716064453,0.435920387506485,0.2474849969148636,0.32716336846351624
if,0.5277165174484253,0.5543612837791443,0.5409966707229614,0.3758285641670227,0.30927813053131104,0.2610832154750824,0.2359738051891327,0.4196736514568329,0.2589588761329651,0.1713385432958603,0.4441644251346588
defendants,0.2779662609100342,0.31271809339523315,0.3699727952480316,0.3398582935333252,0.218027263879776,0.29907718300819397,0.4552113115787506,0.2739960253238678,0.2303522229194641,0.49214377999305725,0.2534805238246918
plead,0.2829829156398773,0.3149575889110565,0.344716876745224,0.24020807445049286,0.13676275312900543,0.319308340549469,0.4512302577495575,0.23669040203094482,0.2103833109140396,0.430215448141098,0.23760166764259338
not,0.5449194312095642,0.5854519605636597,0.42651668190956116,0.369414746761322,0.3776007890701294,0.30999693274497986,0.3789924085140228,0.6619802713394165,0.3403114080429077,0.21835780143737793,0.41942933201789856
guilty,0.2844175100326538,0.2626497447490692,0.29245495796203613,0.28068235516548157,0.17789146304130554,0.2510327696800232,0.35977303981781006,0.16229043900966644,0.21519289910793304,0.4122660756111145,0.17103199660778046
",",0.3087472915649414,0.32586824893951416,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.2877734899520874,0.29278111457824707,0.3283645510673523,0.5201468467712402,0.24410836398601532,0.31091248989105225
``,0.008517155423760414,0.08063928782939911,0.08897601813077927,0.02397952415049076,0.058766357600688934,0.0922570452094078,0.07555112987756729,0.06628920882940292,0.04765888676047325,0.041694171726703644,0.0685480609536171
they,0.4431931674480438,0.5262938141822815,0.36666789650917053,0.47879111766815186,0.330102801322937,0.2314857393503189,0.32510906457901,0.4667694866657257,0.4330179989337921,0.20706503093242645,0.2753053903579712
must,0.30362528562545776,0.4902471601963043,0.31939685344696045,0.27147307991981506,0.3093329071998596,0.18807782232761383,0.2731342613697052,0.3716966211795807,0.18276341259479523,0.18451771140098572,0.23707495629787445
decide,0.4684337377548218,0.46889594197273254,0.40106073021888733,0.4077208638191223,0.2671701908111572,0.3254632353782654,0.29068976640701294,0.3721175789833069,0.24276606738567352,0.37303096055984497,0.35001131892204285
whether,0.5516265630722046,0.4638608992099762,0.461668461561203,0.3777885138988495,0.30252501368522644,0.2215735912322998,0.2497442066669464,0.37359970808029175,0.24645471572875977,0.2577516734600067,0.3150278329849243
their,0.35142919421195984,0.4112042188644409,0.3081207871437073,0.3767721951007843,0.2101074606180191,0.20516404509544373,0.29542815685272217,0.35424983501434326,0.34976133704185486,0.18032172322273254,0.1898253709077835
primary,0.2113915979862213,0.20085611939430237,0.14733095467090607,0.15416203439235687,0.23824772238731384,0.037964560091495514,0.12390575557947159,0.21139554679393768,0.21150650084018707,0.14342263340950012,0.16286636888980865
goal,0.2571476101875305,0.3103758990764618,0.19099906086921692,0.24070286750793457,0.20883920788764954,0.14771850407123566,0.20051559805870056,0.20632509887218475,0.2241991013288498,0.17167581617832184,0.1964566856622696
will,0.3510494530200958,0.7075439691543579,0.34571272134780884,0.24651563167572021,0.3723262846469879,0.2525799870491028,0.27358725666999817,0.4303531050682068,0.2580665349960327,0.15028992295265198,0.35046905279159546
be,0.3929833769798279,0.5202695727348328,0.45383936166763306,0.3371641933917999,0.4819129705429077,0.30943843722343445,0.3166491389274597,0.36575672030448914,0.3481820821762085,0.20228137075901031,0.3324260413646698
to,0.455847829580307,0.5965728163719177,0.38986673951148987,0.42656609416007996,0.42745086550712585,0.28255900740623474,0.3079164922237396,0.38876664638519287,0.45010748505592346,0.24824365973472595,0.29463258385658264
win,0.15653561055660248,0.25951945781707764,0.17102527618408203,0.25592827796936035,0.21301808953285217,0.1605290174484253,0.19290943443775177,0.20501472055912018,0.2503834664821625,0.17107801139354706,0.1873117983341217
an,0.2821882665157318,0.2650099992752075,0.32873862981796265,0.2848317325115204,0.4654068350791931,0.16386447846889496,0.27593162655830383,0.25865980982780457,0.2605783939361572,0.20114386081695557,0.19793890416622162
acquittal,0.23635438084602356,0.23528853058815002,0.2777141332626343,0.24774368107318878,0.16603650152683258,0.2476329803466797,0.3694760799407959,0.16570156812667847,0.25351572036743164,0.394745409488678,0.18193498253822327
and,0.31309178471565247,0.34921059012413025,0.22983601689338684,0.41279885172843933,0.3859752118587494,0.25159159302711487,0.31924816966056824,0.276123583316803,0.4954058527946472,0.22896502912044525,0.20544172823429108
avoid,0.2615243196487427,0.316925585269928,0.32726600766181946,0.14522388577461243,0.2189902514219284,0.24174028635025024,0.29540035128593445,0.3229144513607025,0.2092532515525818,0.14935967326164246,0.26885488629341125
imprisonment,0.16481763124465942,0.20107124745845795,0.1279854029417038,0.17522525787353516,0.17076261341571808,0.1789393126964569,0.4256378412246704,0.08639563620090485,0.2529809772968292,0.3935856223106384,0.13416679203510284
or,0.33867141604423523,0.39548179507255554,0.49079629778862,0.31144875288009644,0.41870999336242676,0.1690520942211151,0.31635817885398865,0.39439281821250916,0.3586423695087433,0.1935720443725586,0.32389625906944275
a,0.3320399522781372,0.398599237203598,0.4145890474319458,0.36608949303627014,0.658733606338501,0.23264986276626587,0.28178003430366516,0.26237669587135315,0.539380669593811,0.23624834418296814,0.23916715383529663
fine,0.34325724840164185,0.274957537651062,0.25144296884536743,0.15771207213401794,0.23897533118724823,0.20760028064250946,0.14502747356891632,0.23937468230724335,0.24146175384521484,0.12589123845100403,0.3000907599925995
",",0.3087472915649414,0.32586824893951416,0.23755213618278503,0.3365725874900818,0.4691906273365021,0.2877734899520874,0.29278111457824707,0.3283645510673523,0.5201468467712402,0.24410836398601532,0.31091248989105225
or,0.33867141604423523,0.39548179507255554,0.49079629778862,0.31144875288009644,0.41870999336242676,0.1690520942211151,0.31635817885398865,0.39439281821250916,0.3586423695087433,0.1935720443725586,0.32389625906944275
