,income,not,from,the,creation,of,wealth,but,by,grabbing,a,larger,share,of,it,is,know,to,economists,by,what,term,?
this,0.26293206214904785,0.557635486125946,0.3469814360141754,0.6274310946464539,0.34056568145751953,0.45148900151252747,0.24383994936943054,0.6141145825386047,0.38438332080841064,0.24651053547859192,0.5422310829162598,0.33173298835754395,0.2181081622838974,0.45148900151252747,0.6107783317565918,0.480927973985672,0.458240270614624,0.5759071707725525,0.24677127599716187,0.38438332080841064,0.5489566326141357,0.3113332986831665,0.3155723512172699
process,0.18099328875541687,0.36931324005126953,0.21066352725028992,0.264274537563324,0.2306336611509323,0.23962904512882233,0.1429525911808014,0.30837446451187134,0.2115318775177002,0.22406171262264252,0.2601566016674042,0.14305734634399414,0.14788809418678284,0.23962904512882233,0.2984703481197357,0.21762968599796295,0.24940405786037445,0.35462963581085205,0.18805156648159027,0.2115318775177002,0.3466717302799225,0.2777116000652313,0.2460896074771881
",",0.19703416526317596,0.3769696354866028,0.39760664105415344,0.4933079481124878,0.24387513101100922,0.4946078956127167,0.22482609748840332,0.48126736283302307,0.3680937886238098,0.2258247584104538,0.427140474319458,0.2491181194782257,0.29725754261016846,0.4946078956127167,0.48329564929008484,0.4691906273365021,0.32349470257759094,0.44245919585227966,0.23655612766742706,0.3680937886238098,0.3087472915649414,0.21599270403385162,0.31091248989105225
known,0.0314241498708725,0.22453871369361877,0.18996182084083557,0.3624623417854309,0.1436919867992401,0.35814476013183594,0.17007966339588165,0.22940602898597717,0.24461808800697327,0.1330474317073822,0.30882248282432556,0.21234314143657684,0.16182751953601837,0.35814476013183594,0.2640952467918396,0.41921812295913696,0.32153865694999695,0.14337651431560516,0.13191331923007965,0.24461808800697327,0.20381177961826324,0.25956669449806213,0.18314571678638458
to,0.27188464999198914,0.5149973034858704,0.4069952368736267,0.535392165184021,0.28549936413764954,0.41548454761505127,0.30562296509742737,0.5542377829551697,0.33534231781959534,0.22219723463058472,0.45503583550453186,0.27928784489631653,0.27366065979003906,0.41548454761505127,0.513711154460907,0.42745086550712585,0.3767812252044678,1.0,0.2734855115413666,0.33534231781959534,0.455847829580307,0.3310292959213257,0.29463258385658264
economists,0.35917308926582336,0.2635095417499542,0.15346023440361023,0.20146530866622925,0.13976368308067322,0.18642286956310272,0.4069678485393524,0.24552930891513824,0.18344974517822266,0.02818112075328827,0.19890359044075012,0.1324356198310852,0.1877238154411316,0.18642286956310272,0.22152720391750336,0.2185990959405899,0.25492367148399353,0.2734855115413666,1.0000001192092896,0.18344974517822266,0.26094529032707214,0.2540387809276581,0.1671878695487976
as,0.1530616581439972,0.5105602741241455,0.3251767158508301,0.48381632566452026,0.18788519501686096,0.3886612355709076,0.2313503623008728,0.4864770472049713,0.3815547823905945,0.18443766236305237,0.39550232887268066,0.2847188115119934,0.21369688212871552,0.3886612355709076,0.4461488723754883,0.43216490745544434,0.32223308086395264,0.42092081904411316,0.21407417953014374,0.3815547823905945,0.31749409437179565,0.3224089443683624,0.27043893933296204
rent-seeking,0.4274577796459198,0.27306026220321655,0.28571781516075134,0.3301745057106018,0.22787687182426453,0.32774582505226135,0.3803246319293976,0.34157341718673706,0.21595528721809387,0.32350030541419983,0.3259243369102478,0.26541826128959656,0.32445427775382996,0.32774582505226135,0.22448818385601044,0.2399342805147171,0.24835419654846191,0.38142645359039307,0.262771874666214,0.21595528721809387,0.2263883501291275,0.31442973017692566,0.257251113653183
",",0.19703416526317596,0.3769696354866028,0.39760664105415344,0.4933079481124878,0.24387513101100922,0.4946078956127167,0.22482609748840332,0.48126736283302307,0.3680937886238098,0.2258247584104538,0.427140474319458,0.2491181194782257,0.29725754261016846,0.4946078956127167,0.48329564929008484,0.4691906273365021,0.32349470257759094,0.44245919585227966,0.23655612766742706,0.3680937886238098,0.3087472915649414,0.21599270403385162,0.31091248989105225
brings,0.22607259452342987,0.26016971468925476,0.2517489790916443,0.35625261068344116,0.21956239640712738,0.3483275771141052,0.3071421682834625,0.325687050819397,0.16752703487873077,0.2688046991825104,0.30217888951301575,0.18345186114311218,0.24143536388874054,0.3483275771141052,0.23080070316791534,0.3344581425189972,0.2679471969604492,0.3526528477668762,0.2532820701599121,0.16752703487873077,0.2661646604537964,0.20336152613162994,0.21409378945827484
income,1.0,0.25472235679626465,0.17458222806453705,0.23699946701526642,0.13160766661167145,0.2581324577331543,0.46220239996910095,0.22640815377235413,0.17474129796028137,0.0955793708562851,0.2084353119134903,0.2407306283712387,0.28178873658180237,0.2581324577331543,0.17110911011695862,0.14559021592140198,0.15239740908145905,0.27188464999198914,0.35917308926582336,0.17474129796028137,0.21837803721427917,0.16641829907894135,0.14935168623924255
not,0.25472235679626465,0.9999999403953552,0.2567668557167053,0.4310511648654938,0.2157992422580719,0.3307090103626251,0.2089119404554367,0.6553761959075928,0.291808545589447,0.22724585235118866,0.3791346549987793,0.2550850212574005,0.2734396755695343,0.3307090103626251,0.4651523232460022,0.3776007890701294,0.5477336645126343,0.5149973034858704,0.2635095417499542,0.291808545589447,0.5449194312095642,0.2823779284954071,0.41942933201789856
from,0.17458222806453705,0.2567668557167053,1.0,0.40150508284568787,0.2031598687171936,0.4249346852302551,0.19466403126716614,0.3133932948112488,0.3373257517814636,0.22722414135932922,0.322764128446579,0.19401557743549347,0.23348109424114227,0.4249346852302551,0.325604110956192,0.27355384826660156,0.24678851664066315,0.4069952368736267,0.15346023440361023,0.3373257517814636,0.2737620174884796,0.25269290804862976,0.19969791173934937
creation,0.13160766661167145,0.2157992422580719,0.2031598687171936,0.34625571966171265,1.0,0.35750406980514526,0.20425690710544586,0.22916531562805176,0.23915661871433258,0.1691034734249115,0.26870065927505493,0.14297619462013245,0.12280677258968353,0.35750406980514526,0.31133928894996643,0.2773818373680115,0.21798010170459747,0.28549936413764954,0.13976368308067322,0.23915661871433258,0.2653278112411499,0.15508554875850677,0.2407430112361908
of,0.2581324577331543,0.3307090103626251,0.4249346852302551,0.733189046382904,0.35750406980514526,1.0,0.27235376834869385,0.39942997694015503,0.3646814823150635,0.17013032734394073,0.5052502155303955,0.32469573616981506,0.2850857973098755,1.0,0.38761502504348755,0.4854315221309662,0.24288669228553772,0.41548454761505127,0.18642286956310272,0.3646814823150635,0.33290785551071167,0.26047757267951965,0.1826142966747284
wealth,0.46220239996910095,0.2089119404554367,0.19466403126716614,0.24999672174453735,0.20425690710544586,0.27235376834869385,0.9999998807907104,0.2546709477901459,0.1584445983171463,0.06975243240594864,0.20101723074913025,0.1508147269487381,0.3023650050163269,0.27235376834869385,0.2183379977941513,0.19482117891311646,0.2023717612028122,0.30562296509742737,0.4069678485393524,0.1584445983171463,0.2415573000907898,0.14096017181873322,0.1624586433172226
but,0.22640815377235413,0.6553761959075928,0.3133932948112488,0.4859698414802551,0.22916531562805176,0.39942997694015503,0.2546709477901459,1.0000001192092896,0.3159136474132538,0.2882743179798126,0.44750767946243286,0.30780234932899475,0.27550527453422546,0.39942997694015503,0.5299214720726013,0.4106791317462921,0.49707332253456116,0.5542377829551697,0.24552930891513824,0.3159136474132538,0.5029441118240356,0.27162063121795654,0.27921953797340393
from,0.17458222806453705,0.2567668557167053,1.0,0.40150508284568787,0.2031598687171936,0.4249346852302551,0.19466403126716614,0.3133932948112488,0.3373257517814636,0.22722414135932922,0.322764128446579,0.19401557743549347,0.23348109424114227,0.4249346852302551,0.325604110956192,0.27355384826660156,0.24678851664066315,0.4069952368736267,0.15346023440361023,0.3373257517814636,0.2737620174884796,0.25269290804862976,0.19969791173934937
``,0.05631798505783081,0.09406080842018127,0.02677825279533863,0.029072100296616554,0.06019286811351776,0.06780257821083069,0.03245234861969948,0.09151377528905869,-0.030704375356435776,0.08742016553878784,0.07272057235240936,0.11762765794992447,0.019116675481200218,0.06780257821083069,0.035206809639930725,0.058766357600688934,0.04465534910559654,0.06720756739377975,0.06807196140289307,-0.030704375356435776,0.008517155423760414,0.11803510040044785,0.0685480609536171
grabbing,0.0955793708562851,0.22724585235118866,0.22722414135932922,0.21476954221725464,0.1691034734249115,0.17013032734394073,0.06975243240594864,0.2882743179798126,0.2170015126466751,1.0,0.28256699442863464,0.2932492792606354,0.15023739635944366,0.17013032734394073,0.16424031555652618,0.14382000267505646,0.23143453896045685,0.22219723463058472,0.02818112075328827,0.2170015126466751,0.1736147254705429,0.10030017793178558,0.2287217378616333
a,0.2084353119134903,0.3791346549987793,0.322764128446579,0.5829201340675354,0.26870065927505493,0.5052502155303955,0.20101723074913025,0.44750767946243286,0.32094135880470276,0.28256699442863464,1.0,0.2846074104309082,0.18168987333774567,0.5052502155303955,0.5452592968940735,0.658733606338501,0.3143780827522278,0.45503583550453186,0.19890359044075012,0.32094135880470276,0.3320399522781372,0.3080509603023529,0.23916715383529663
larger,0.2407306283712387,0.2550850212574005,0.19401557743549347,0.378620445728302,0.14297619462013245,0.32469573616981506,0.1508147269487381,0.30780234932899475,0.25135114789009094,0.2932492792606354,0.2846074104309082,1.0000001192092896,0.20474687218666077,0.32469573616981506,0.29589205980300903,0.24218857288360596,0.21082079410552979,0.27928784489631653,0.1324356198310852,0.25135114789009094,0.23663538694381714,0.1897190511226654,0.1602165699005127
share,0.28178873658180237,0.2734396755695343,0.23348109424114227,0.249948650598526,0.12280677258968353,0.2850857973098755,0.3023650050163269,0.27550527453422546,0.1474302113056183,0.15023739635944366,0.18168987333774567,0.20474687218666077,1.0,0.2850857973098755,0.2168361097574234,0.2221677452325821,0.3008183240890503,0.27366065979003906,0.1877238154411316,0.1474302113056183,0.2764742076396942,0.12492188066244125,0.1754547506570816
of,0.2581324577331543,0.3307090103626251,0.4249346852302551,0.733189046382904,0.35750406980514526,1.0,0.27235376834869385,0.39942997694015503,0.3646814823150635,0.17013032734394073,0.5052502155303955,0.32469573616981506,0.2850857973098755,1.0,0.38761502504348755,0.4854315221309662,0.24288669228553772,0.41548454761505127,0.18642286956310272,0.3646814823150635,0.33290785551071167,0.26047757267951965,0.1826142966747284
the,0.23699946701526642,0.4310511648654938,0.40150508284568787,1.0,0.34625571966171265,0.733189046382904,0.24999672174453735,0.4859698414802551,0.4408751428127289,0.21476954221725464,0.5829201340675354,0.378620445728302,0.249948650598526,0.733189046382904,0.6251175999641418,0.5823672413825989,0.31593990325927734,0.535392165184021,0.20146530866622925,0.4408751428127289,0.42745697498321533,0.2740369141101837,0.22068053483963013
wealth,0.46220239996910095,0.2089119404554367,0.19466403126716614,0.24999672174453735,0.20425690710544586,0.27235376834869385,0.9999998807907104,0.2546709477901459,0.1584445983171463,0.06975243240594864,0.20101723074913025,0.1508147269487381,0.3023650050163269,0.27235376834869385,0.2183379977941513,0.19482117891311646,0.2023717612028122,0.30562296509742737,0.4069678485393524,0.1584445983171463,0.2415573000907898,0.14096017181873322,0.1624586433172226
that,0.2627509534358978,0.6600887179374695,0.3477667272090912,0.5473989248275757,0.3483982980251312,0.41498205065727234,0.256238728761673,0.7244205474853516,0.37496164441108704,0.25303342938423157,0.47537946701049805,0.3079192042350769,0.3158736228942871,0.41498205065727234,0.5921133160591125,0.3995479643344879,0.524049699306488,0.5436353087425232,0.30523014068603516,0.37496164441108704,0.6297725439071655,0.2833994925022125,0.32716336846351624
would,0.24426236748695374,0.5854519605636597,0.26231399178504944,0.4133751392364502,0.27378490567207336,0.3353942930698395,0.2968173027038574,0.5366146564483643,0.28394925594329834,0.2125290483236313,0.398599237203598,0.2998374104499817,0.28867387771606445,0.3353942930698395,0.36398744583129883,0.33626067638397217,0.47732508182525635,0.5965728163719177,0.3274282217025757,0.28394925594329834,0.45766422152519226,0.23224718868732452,0.37178951501846313
otherwise,0.2562676966190338,0.5355417728424072,0.21182730793952942,0.2968122065067291,0.17711931467056274,0.2133692502975464,0.23750987648963928,0.48300406336784363,0.24314837157726288,0.22307318449020386,0.3438074290752411,0.2214103639125824,0.21829622983932495,0.2133692502975464,0.36366480588912964,0.3212507367134094,0.36266985535621643,0.4337620139122009,0.2573063373565674,0.24314837157726288,0.39239436388015747,0.2401675581932068,0.29367905855178833
have,0.21030287444591522,0.5619372129440308,0.30702701210975647,0.40389683842658997,0.26364752650260925,0.3802283704280853,0.20081286132335663,0.5920813083648682,0.3359639644622803,0.29674404859542847,0.338716596364975,0.3610467314720154,0.3486129939556122,0.3802283704280853,0.40974161028862,0.3613572418689728,0.5195760726928711,0.4544740617275238,0.2622951567173004,0.3359639644622803,0.39808809757232666,0.24443839490413666,0.32991164922714233
been,0.14217017590999603,0.39571741223335266,0.27624839544296265,0.3563927710056305,0.27890244126319885,0.31685134768486023,0.19302761554718018,0.4365503787994385,0.39107078313827515,0.19350290298461914,0.3315402865409851,0.2250993251800537,0.1949121654033661,0.31685134768486023,0.35515493154525757,0.39566612243652344,0.2962788939476013,0.34945759177207947,0.2127341777086258,0.39107078313827515,0.2567804455757141,0.1964738517999649,0.24354910850524902
produced,0.17076632380485535,0.1850743442773819,0.19831010699272156,0.22045251727104187,0.1837823987007141,0.18961067497730255,0.12633515894412994,0.1909298598766327,0.4647648334503174,0.07351212203502655,0.21993228793144226,0.13547512888908386,0.1311761885881424,0.18961067497730255,0.32564496994018555,0.25678005814552307,0.17845527827739716,0.16305041313171387,0.17097952961921692,0.4647648334503174,0.1393624097108841,0.1250150203704834,0.1623450517654419
without,0.19506746530532837,0.49322307109832764,0.3087378740310669,0.3270869255065918,0.19110533595085144,0.3081340193748474,0.1359248161315918,0.3904196619987488,0.3249483108520508,0.3077924847602844,0.2797018885612488,0.26037776470184326,0.239628404378891,0.3081340193748474,0.23948165774345398,0.22869740426540375,0.2801322042942047,0.37970873713493347,0.09087951481342316,0.3249483108520508,0.3181614279747009,0.220688596367836,0.2928665280342102
their,0.21846599876880646,0.4368778169155121,0.3038119673728943,0.516537070274353,0.208929643034935,0.4329940676689148,0.22131560742855072,0.409988135099411,0.3242124021053314,0.3123095631599426,0.29698723554611206,0.2951369285583496,0.3837305009365082,0.4329940676689148,0.3067983090877533,0.2101074606180191,0.30861034989356995,0.44619059562683105,0.22332727909088135,0.3242124021053314,0.35142919421195984,0.18210019171237946,0.1898253709077835
effort,0.24969495832920074,0.3437078893184662,0.16687573492527008,0.25344645977020264,0.2768874764442444,0.21940191090106964,0.27611470222473145,0.3404156267642975,0.23263044655323029,0.23612086474895477,0.2670682966709137,0.2069288194179535,0.15663185715675354,0.21940191090106964,0.26101890206336975,0.17625613510608673,0.2655485272407532,0.39937761425971985,0.29513105750083923,0.23263044655323029,0.2810528576374054,0.18858173489570618,0.27546563744544983
'',-0.01438893098384142,0.04262445494532585,-0.011389154009521008,0.041273195296525955,-0.06385795772075653,0.13035868108272552,0.0916694775223732,0.03805634379386902,-0.010275691747665405,-0.06355766206979752,0.04890415817499161,0.05833309888839722,0.03161776810884476,0.13035868108272552,-0.016964951530098915,0.0793738141655922,0.06276578456163406,-0.009905828163027763,-0.004412809852510691,-0.010275691747665405,0.08143015950918198,0.13619764149188995,0.018684765323996544
