,where,is,the,apache,point,observatory,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.19279393553733826,0.3084787130355835,0.24322111904621124,0.407527357339859,0.22068053483963013
university,0.26550742983818054,0.20346471667289734,0.263973206281662,0.08099647611379623,0.18546868860721588,0.3824211359024048,0.2719898521900177,0.11887256056070328
partially,0.25528421998023987,0.2664160132408142,0.27405473589897156,0.09420762211084366,0.22397737205028534,0.13153421878814697,0.21931695938110352,0.10232327878475189
manages,0.22280769050121307,0.2673741281032562,0.2700745761394501,0.21244686841964722,0.11460477113723755,0.0338006392121315,0.20476627349853516,0.10891501605510712
argonne,0.18455633521080017,0.19748657941818237,0.26346632838249207,0.16816066205501556,0.2034096121788025,0.21822407841682434,0.20868007838726044,0.135736882686615
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.12257066369056702,0.17815686762332916,0.20439735054969788,0.23469306528568268,0.15643028914928436
laboratory,0.24821273982524872,0.21502412855625153,0.19762322306632996,0.12204885482788086,0.10944008082151413,0.4582423269748688,0.18138287961483002,0.07445509731769562
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1632513403892517,0.28971099853515625,0.24730639159679413,0.2678719460964203,0.31091248989105225
part,0.3328706920146942,0.4582172930240631,0.527681291103363,0.12035970389842987,0.3106235861778259,0.1675453931093216,0.3639143705368042,0.08557961881160736
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.16712462902069092,0.269877165555954,0.2204931229352951,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.19279393553733826,0.3084787130355835,0.24322111904621124,0.407527357339859,0.22068053483963013
united,0.23721055686473846,0.22408509254455566,0.34367692470550537,0.213446706533432,0.1401236653327942,0.11685141921043396,0.21170265972614288,0.17266890406608582
states,0.24649012088775635,0.21939043700695038,0.3463578522205353,0.26256394386291504,0.20235875248908997,0.11791767925024033,0.24650995433330536,0.16272737085819244
department,0.1931867003440857,0.22835731506347656,0.32582083344459534,0.15533630549907684,0.16734230518341064,0.22366417944431305,0.2387969046831131,0.1343645304441452
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.16712462902069092,0.269877165555954,0.2204931229352951,0.32520920038223267,0.1826142966747284
energy,0.21021723747253418,0.2171693742275238,0.26756542921066284,0.1501527726650238,0.20112496614456177,0.16404496133327484,0.12124821543693542,0.14860127866268158
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,-0.08042217046022415,0.0017411779845133424,-0.09106855094432831,-0.031078986823558807,-0.023395681753754616
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.12257066369056702,0.17815686762332916,0.20439735054969788,0.23469306528568268,0.15643028914928436
laboratory,0.24821273982524872,0.21502412855625153,0.19762322306632996,0.12204885482788086,0.10944008082151413,0.4582423269748688,0.18138287961483002,0.07445509731769562
system,0.2373466193675995,0.2282046526670456,0.3233085572719574,0.15734034776687622,0.1728723645210266,0.15521451830863953,0.23046575486660004,0.15556083619594574
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1632513403892517,0.28971099853515625,0.24730639159679413,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19590149819850922,0.23319636285305023,0.16165590286254883,0.24183952808380127,0.20544172823429108
has,0.32190436124801636,0.5668748617172241,0.4177538752555847,0.07292904704809189,0.24093425273895264,0.21179896593093872,0.2580956220626831,0.15994466841220856
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.17898312211036682,0.2913021743297577,0.2085716277360916,0.2605401277542114,0.23916715383529663
joint,0.15465719997882843,0.18687279522418976,0.2854326069355011,0.12570582330226898,0.22464756667613983,0.1411116123199463,0.2101757973432541,0.15804731845855713
stake,0.17058172821998596,0.17842623591423035,0.23719215393066406,0.10303294658660889,0.2060198038816452,0.14893898367881775,0.1473960280418396,0.10940878093242645
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.13890060782432556,0.24451331794261932,0.22521188855171204,0.35149815678596497,0.20430970191955566
fermilab,0.2892168164253235,0.19521555304527283,0.2714831829071045,0.10079522430896759,0.18564681708812714,0.3691670894622803,0.3312033414840698,0.14421918988227844
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1632513403892517,0.28971099853515625,0.24730639159679413,0.2678719460964203,0.31091248989105225
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.17898312211036682,0.2913021743297577,0.2085716277360916,0.2605401277542114,0.23916715383529663
nearby,0.3348102569580078,0.19478072226047516,0.2903098165988922,0.14639420807361603,0.14523285627365112,0.3333350419998169,0.3940320312976837,0.07977716624736786
particle,0.24096731841564178,0.26882052421569824,0.2507205605506897,0.14970675110816956,0.24715788662433624,0.3092849850654602,0.12287510186433792,0.22597293555736542
physics,0.2248479723930359,0.16058161854743958,0.17952929437160492,0.09092976152896881,0.2339465171098709,0.3584364056587219,0.13461776077747345,0.1470423936843872
laboratory,0.24821273982524872,0.21502412855625153,0.19762322306632996,0.12204885482788086,0.10944008082151413,0.4582423269748688,0.18138287961483002,0.07445509731769562
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1632513403892517,0.28971099853515625,0.24730639159679413,0.2678719460964203,0.31091248989105225
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.15897433459758759,0.1902783066034317,0.16055479645729065,0.20928777754306793,0.27043893933296204
well,0.4122413992881775,0.33406564593315125,0.42630070447921753,0.1473555564880371,0.23576059937477112,0.15041185915470123,0.18824397027492523,0.24815571308135986
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.15897433459758759,0.1902783066034317,0.16055479645729065,0.20928777754306793,0.27043893933296204
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.17898312211036682,0.2913021743297577,0.2085716277360916,0.2605401277542114,0.23916715383529663
