,in,what,borough,is,there,a,neighborhood,called,huguenot,?
a,0.539380669593811,0.3320399522781372,0.1976964920759201,0.658733606338501,0.4214206337928772,1.0,0.22184410691261292,0.4868806302547455,0.22502337396144867,0.23916715383529663
small,0.3722202181816101,0.2504110634326935,0.18940232694149017,0.32085540890693665,0.42771267890930176,0.41262131929397583,0.21034732460975647,0.36828139424324036,0.16900116205215454,0.13914890587329865
group,0.2304753065109253,0.2114069163799286,0.16927500069141388,0.22153858840465546,0.21350394189357758,0.2594761848449707,0.17547465860843658,0.3319643437862396,0.1790638267993927,0.13827809691429138
of,0.5696388483047485,0.33290785551071167,0.23685723543167114,0.4854315221309662,0.44397735595703125,0.5052502155303955,0.15683332085609436,0.4222904443740845,0.29061198234558105,0.1826142966747284
huguenots,0.25916293263435364,0.22128188610076904,0.25951096415519714,0.09711743891239166,0.21640802919864655,0.20410758256912231,0.1828153431415558,0.17146770656108856,0.9459913372993469,0.16010338068008423
also,0.5073733329772949,0.42747777700424194,0.20455671846866608,0.5012649297714233,0.44705238938331604,0.5149940252304077,0.20604711771011353,0.5140911936759949,0.19632644951343536,0.21848613023757935
settled,0.30584418773651123,0.23502321541309357,0.24433891475200653,0.1917823702096939,0.3111475706100464,0.24018414318561554,0.29583096504211426,0.3142487704753876,0.28613531589508057,0.09694210439920425
on,0.46853652596473694,0.34226128458976746,0.17129766941070557,0.3635730445384979,0.3521401882171631,0.3848365545272827,0.24290773272514343,0.25462663173675537,0.1345445066690445,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.2728978395462036,0.5823672413825989,0.47025805711746216,0.5829201340675354,0.20152483880519867,0.489897221326828,0.29557526111602783,0.22068053483963013
south,0.33642083406448364,0.15388517081737518,0.2900737226009369,0.27680471539497375,0.22120301425457,0.23680485785007477,0.23358052968978882,0.18167877197265625,0.23090137541294098,0.12336621433496475
shore,0.299950510263443,0.12943395972251892,0.25086137652397156,0.24340078234672546,0.19613908231258392,0.21940593421459198,0.23802344501018524,0.19816721975803375,0.20187678933143616,0.07139872014522552
of,0.5696388483047485,0.33290785551071167,0.23685723543167114,0.4854315221309662,0.44397735595703125,0.5052502155303955,0.15683332085609436,0.4222904443740845,0.29061198234558105,0.1826142966747284
staten,0.25107645988464355,0.18260684609413147,0.4374178647994995,0.1783570647239685,0.25039196014404297,0.1957535594701767,0.32944878935813904,0.2507450580596924,0.2766858637332916,0.11455671489238739
island,0.24730545282363892,0.1299295574426651,0.243217334151268,0.2365664541721344,0.24438025057315826,0.2505504786968231,0.2769293189048767,0.19134381413459778,0.18617680668830872,0.0887429490685463
along,0.3603311777114868,0.22421957552433014,0.15094609558582306,0.23571021854877472,0.22725200653076172,0.24426962435245514,0.24835723638534546,0.24222734570503235,0.16033333539962769,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.2728978395462036,0.5823672413825989,0.47025805711746216,0.5829201340675354,0.20152483880519867,0.489897221326828,0.29557526111602783,0.22068053483963013
new,0.3758552670478821,0.2130378633737564,0.32604292035102844,0.2208656519651413,0.26218199729919434,0.3214259147644043,0.2831582725048065,0.2586444020271301,0.20695649087429047,0.14782847464084625
york,0.2961827218532562,0.15652963519096375,0.39478909969329834,0.14725744724273682,0.1963474601507187,0.205710306763649,0.3578636646270752,0.20070093870162964,0.2514478862285614,0.15262620151042938
harbor,0.23326189815998077,0.18641622364521027,0.23817342519760132,0.16627100110054016,0.1968376785516739,0.15820764005184174,0.25678393244743347,0.16900262236595154,0.2176215797662735,0.15534080564975739
",",0.5201468467712402,0.3087472915649414,0.18933524191379547,0.4691906273365021,0.4587128460407257,0.427140474319458,0.21194669604301453,0.26549121737480164,0.24752236902713776,0.31091248989105225
for,0.4322226941585541,0.3017193675041199,0.18088339269161224,0.43268078565597534,0.3728419542312622,0.44038116931915283,0.1602821797132492,0.29870352149009705,0.14738403260707855,0.264628142118454
which,0.4840516746044159,0.5261979103088379,0.2195223569869995,0.4457404911518097,0.45256471633911133,0.56894451379776,0.1964341700077057,0.5573342442512512,0.22239398956298828,0.25814583897590637
the,0.6662389636039734,0.42745697498321533,0.2728978395462036,0.5823672413825989,0.47025805711746216,0.5829201340675354,0.20152483880519867,0.489897221326828,0.29557526111602783,0.22068053483963013
current,0.1955713927745819,0.18294453620910645,0.12800145149230957,0.2555285692214966,0.22421196103096008,0.1987239569425583,0.08983441442251205,0.08690909296274185,0.07975666224956512,0.12074550241231918
neighborhood,0.20924240350723267,0.12062139064073563,0.37193429470062256,0.20414865016937256,0.15984123945236206,0.22184410691261292,1.0000001192092896,0.19304148852825165,0.18225358426570892,0.048473283648490906
of,0.5696388483047485,0.33290785551071167,0.23685723543167114,0.4854315221309662,0.44397735595703125,0.5052502155303955,0.15683332085609436,0.4222904443740845,0.29061198234558105,0.1826142966747284
huguenot,0.26198551058769226,0.1912020891904831,0.2552051246166229,0.12706810235977173,0.18001434206962585,0.22502337396144867,0.18225358426570892,0.17961494624614716,1.0000001192092896,0.1359742432832718
was,0.45514053106307983,0.22111038863658905,0.18714088201522827,0.5810302495956421,0.24909798800945282,0.4508470594882965,0.21888069808483124,0.33927658200263977,0.24281072616577148,0.18412111699581146
named,0.28130269050598145,0.1525408923625946,0.1371745765209198,0.28335005044937134,0.21535170078277588,0.3292267918586731,0.17251379787921906,0.45048224925994873,0.1712815910577774,0.1297498345375061
.,0.5591574311256409,0.3567904531955719,0.2056887298822403,0.4569662809371948,0.43897318840026855,0.50484299659729,0.15837088227272034,0.300344854593277,0.2060975730419159,0.4130953550338745
