,what,do,the,leaders,of,the,opposition,parties,and,other,msps,question,the,first,minister,about,?
after,0.21973377466201782,0.20534609258174896,0.4565047025680542,0.2957238256931305,0.3867455720901489,0.4565047025680542,0.20689865946769714,0.18554076552391052,0.3765919506549835,0.18459384143352509,0.23086677491664886,0.19035755097866058,0.4565047025680542,0.42302387952804565,0.21305006742477417,0.2603839039802551,0.16608688235282898
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
statement,0.39422667026519775,0.27458205819129944,0.20954233407974243,0.2645472586154938,0.1980573982000351,0.20954233407974243,0.3906663656234741,0.25705090165138245,0.17807939648628235,0.16459189355373383,0.2514079511165619,0.5307198762893677,0.20954233407974243,0.24768909811973572,0.15787053108215332,0.2559269070625305,0.28978636860847473
has,0.20338068902492523,0.22084827721118927,0.4177538752555847,0.105832539498806,0.3909035325050354,0.4177538752555847,0.17611689865589142,0.1972295194864273,0.43716782331466675,0.3162766396999359,0.23862218856811523,0.23505258560180664,0.4177538752555847,0.28288596868515015,0.1543704718351364,0.35519757866859436,0.15994466841220856
been,0.2567804455757141,0.25179004669189453,0.3563927710056305,0.16258563101291656,0.31685134768486023,0.3563927710056305,0.24498063325881958,0.19564390182495117,0.3424558639526367,0.34575363993644714,0.27758675813674927,0.27758076786994934,0.3563927710056305,0.32745984196662903,0.14663785696029663,0.2887439727783203,0.24354910850524902
delivered,0.15653006732463837,0.11976846307516098,0.24479162693023682,0.15646924078464508,0.17907582223415375,0.24479162693023682,0.16923289000988007,0.13677294552326202,0.17662553489208221,0.14382368326187134,0.24094803631305695,0.20466649532318115,0.24479162693023682,0.28222522139549255,0.14764754474163055,0.17241045832633972,0.17044389247894287
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.21003474295139313,0.4946078956127167,0.4933079481124878,0.23061631619930267,0.219932422041893,0.6633074283599854,0.4446498453617096,0.24289752542972565,0.2616102993488312,0.4933079481124878,0.34503069519996643,0.24737542867660522,0.3877100944519043,0.31091248989105225
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
leaders,0.2629711329936981,0.16285301744937897,0.3157886564731598,1.0,0.2602892220020294,0.3157886564731598,0.43289482593536377,0.40830713510513306,0.2407902181148529,0.24164140224456787,0.34423938393592834,0.15332593023777008,0.3157886564731598,0.18219828605651855,0.39742815494537354,0.16776281595230103,0.13927052915096283
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.2602892220020294,1.0,0.733189046382904,0.27615541219711304,0.2394237220287323,0.5116966962814331,0.38583824038505554,0.32335641980171204,0.2222393900156021,0.733189046382904,0.3536086082458496,0.23343199491500854,0.40939709544181824,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
opposition,0.2798226773738861,0.1712726205587387,0.26783087849617004,0.43289482593536377,0.27615541219711304,0.26783087849617004,0.9999998807907104,0.42622193694114685,0.23348990082740784,0.2216717004776001,0.4344192445278168,0.3349038064479828,0.26783087849617004,0.21385855972766876,0.36622607707977295,0.21858884394168854,0.15647298097610474
parties,0.21181418001651764,0.17614218592643738,0.2535073459148407,0.40830713510513306,0.2394237220287323,0.2535073459148407,0.42622193694114685,1.0000001192092896,0.28593164682388306,0.28949210047721863,0.5079727172851562,0.2286110669374466,0.2535073459148407,0.15968278050422668,0.23740656673908234,0.12815868854522705,0.16949701309204102
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.2407902181148529,0.5116966962814331,0.5171257257461548,0.23348990082740784,0.28593164682388306,1.0,0.5504306554794312,0.2830604016780853,0.20355750620365143,0.5171257257461548,0.3167642652988434,0.24971023201942444,0.3875081241130829,0.20544172823429108
other,0.341873437166214,0.34946969151496887,0.44152235984802246,0.24164140224456787,0.38583824038505554,0.44152235984802246,0.2216717004776001,0.28949210047721863,0.5504306554794312,0.9999999403953552,0.29567211866378784,0.21061557531356812,0.44152235984802246,0.23885147273540497,0.1277157962322235,0.3130497336387634,0.24682199954986572
msps,0.1885128617286682,0.2718619704246521,0.3199247419834137,0.34423938393592834,0.32335641980171204,0.3199247419834137,0.4344192445278168,0.5079727172851562,0.2830604016780853,0.29567211866378784,0.9999999403953552,0.23325802385807037,0.3199247419834137,0.223291277885437,0.32801443338394165,0.1472761183977127,0.14526908099651337
question,0.5285786390304565,0.33009862899780273,0.28031662106513977,0.15332593023777008,0.2222393900156021,0.28031662106513977,0.3349038064479828,0.2286110669374466,0.20355750620365143,0.21061557531356812,0.23325802385807037,1.0,0.28031662106513977,0.25265398621559143,0.1578506976366043,0.3495442569255829,0.48000848293304443
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
first,0.28086137771606445,0.19137287139892578,0.49448907375335693,0.18219828605651855,0.3536086082458496,0.49448907375335693,0.21385855972766876,0.15968278050422668,0.3167642652988434,0.23885147273540497,0.223291277885437,0.25265398621559143,0.49448907375335693,1.0,0.20848903059959412,0.23546195030212402,0.18701928853988647
minister,0.1705908179283142,0.1634378731250763,0.19297581911087036,0.39742815494537354,0.23343199491500854,0.19297581911087036,0.36622607707977295,0.23740656673908234,0.24971023201942444,0.1277157962322235,0.32801443338394165,0.1578506976366043,0.19297581911087036,0.20848903059959412,0.9999998807907104,0.13998419046401978,0.10825661569833755
on,0.34226128458976746,0.3025321364402771,0.5107308030128479,0.15185171365737915,0.3966929316520691,0.5107308030128479,0.19688518345355988,0.2389986664056778,0.4077630043029785,0.3410046398639679,0.22484996914863586,0.19436295330524445,0.5107308030128479,0.3120559751987457,0.14813750982284546,0.322975218296051,0.2714994251728058
issues,0.33279702067375183,0.25844764709472656,0.2638932764530182,0.2717222571372986,0.2288406491279602,0.2638932764530182,0.35900840163230896,0.3150624632835388,0.2817770540714264,0.24079221487045288,0.30957844853401184,0.4274749457836151,0.2638932764530182,0.21679075062274933,0.1588302105665207,0.2578675150871277,0.320565789937973
related,0.258600115776062,0.21855129301548004,0.26962998509407043,0.12764401733875275,0.2691357135772705,0.26962998509407043,0.20236538350582123,0.1915283203125,0.27869361639022827,0.4466543197631836,0.23518803715705872,0.20301705598831177,0.26962998509407043,0.14923372864723206,0.1943652629852295,0.3317706286907196,0.17689068615436554
to,0.455847829580307,0.38876664638519287,0.535392165184021,0.25293630361557007,0.41548454761505127,0.535392165184021,0.2251589596271515,0.22887584567070007,0.48971283435821533,0.4193183183670044,0.23906059563159943,0.33945542573928833,0.535392165184021,0.3792489171028137,0.17637476325035095,0.391953706741333,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
substance,0.2803279459476471,0.20690172910690308,0.27041906118392944,0.05511971563100815,0.23127788305282593,0.27041906118392944,0.19081929326057434,0.1547333002090454,0.2428969293832779,0.25785526633262634,0.246329203248024,0.2719384431838989,0.27041906118392944,0.22284238040447235,0.12061048299074173,0.20525218546390533,0.2033585160970688
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.2602892220020294,1.0,0.733189046382904,0.27615541219711304,0.2394237220287323,0.5116966962814331,0.38583824038505554,0.32335641980171204,0.2222393900156021,0.733189046382904,0.3536086082458496,0.23343199491500854,0.40939709544181824,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.3157886564731598,0.733189046382904,1.0,0.26783087849617004,0.2535073459148407,0.5171257257461548,0.44152235984802246,0.3199247419834137,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.22068053483963013
statement,0.39422667026519775,0.27458205819129944,0.20954233407974243,0.2645472586154938,0.1980573982000351,0.20954233407974243,0.3906663656234741,0.25705090165138245,0.17807939648628235,0.16459189355373383,0.2514079511165619,0.5307198762893677,0.20954233407974243,0.24768909811973572,0.15787053108215332,0.2559269070625305,0.28978636860847473
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.18761023879051208,0.5352458953857422,0.5934505462646484,0.2079138308763504,0.23241087794303894,0.588965117931366,0.41511186957359314,0.23013411462306976,0.2639329135417938,0.5934505462646484,0.4345304071903229,0.16012521088123322,0.42038556933403015,0.4130953550338745
