,what,class,is,most,commonly,not,ascribed,to,the,graph,isomorphism,problem,in,spite,of,definitive,determination,?
an,0.2821882665157318,0.16298675537109375,0.4654068350791931,0.2748267352581024,0.1532389372587204,0.3722182512283325,0.1468466818332672,0.3138085603713989,0.4207492768764496,0.24688895046710968,0.19194193184375763,0.21292734146118164,0.2605783939361572,0.1387270838022232,0.32280945777893066,0.18285606801509857,0.253470778465271,0.19793890416622162
important,0.31164905428886414,0.1629442423582077,0.350485235452652,0.5079463124275208,0.2651229798793793,0.2887309193611145,0.2016133964061737,0.30913278460502625,0.39348116517066956,0.22930927574634552,0.19635498523712158,0.2612578570842743,0.3796374499797821,0.1729981154203415,0.43301743268966675,0.1830848604440689,0.20811355113983154,0.17812499403953552
unsolved,0.2298731654882431,0.13958024978637695,0.1910337656736374,0.22101402282714844,0.1206347718834877,0.23952363431453705,0.24035313725471497,0.1343403458595276,0.2769743502140045,0.26162636280059814,0.30046939849853516,0.46192029118537903,0.2789076864719391,0.22261936962604523,0.26219990849494934,0.2487349659204483,0.3336755335330963,0.19177721440792084
problem,0.42183366417884827,0.19669321179389954,0.23238427937030792,0.2509269416332245,0.23363131284713745,0.3932628929615021,0.24277977645397186,0.2502208352088928,0.24928659200668335,0.32991036772727966,0.30088382959365845,1.0,0.16969570517539978,0.18031512200832367,0.20464475452899933,0.3344120383262634,0.26751092076301575,0.3762950301170349
in,0.30808621644973755,0.1761927455663681,0.5394441485404968,0.41416558623313904,0.2769457697868347,0.3403114080429077,0.15755720436573029,0.45010748505592346,0.6662389636039734,0.19268742203712463,0.19024604558944702,0.16969570517539978,1.0,0.2916569411754608,0.5696388483047485,0.1850643754005432,0.24502035975456238,0.20430970191955566
complexity,0.33747240900993347,0.22154183685779572,0.2541271150112152,0.22505328059196472,0.22764980792999268,0.2915634512901306,0.23989003896713257,0.28336837887763977,0.21171598136425018,0.43260061740875244,0.44356560707092285,0.5039530992507935,0.20012179017066956,0.254618763923645,0.23338180780410767,0.38886868953704834,0.363372802734375,0.23062916100025177
theory,0.297923743724823,0.15376703441143036,0.19279582798480988,0.232156440615654,0.1913415640592575,0.24455146491527557,0.15525661408901215,0.21947365999221802,0.2277156263589859,0.35035789012908936,0.38281673192977905,0.32978713512420654,0.16955126821994781,0.18558351695537567,0.23506702482700348,0.29537081718444824,0.31188809871673584,0.1387292891740799
is,0.28837618231773376,0.1275252103805542,1.0,0.41165053844451904,0.3994327187538147,0.3776007890701294,0.1527765691280365,0.42745086550712585,0.5823672413825989,0.2441651076078415,0.26257652044296265,0.23238427937030792,0.5394441485404968,0.20081092417240143,0.4854315221309662,0.24800565838813782,0.2626546323299408,0.22961433231830597
whether,0.5516265630722046,0.16324768960475922,0.30252501368522644,0.29556190967559814,0.2078264057636261,0.5590019822120667,0.21929951012134552,0.43423423171043396,0.3211745023727417,0.257305383682251,0.2650802433490753,0.39455604553222656,0.24645471572875977,0.2600571811199188,0.24392437934875488,0.2632054090499878,0.40473872423171997,0.3150278329849243
the,0.42745697498321533,0.18034407496452332,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.4310511648654938,0.242087721824646,0.535392165184021,1.0,0.26083993911743164,0.20008665323257446,0.24928659200668335,0.6662389636039734,0.2700543701648712,0.733189046382904,0.24077510833740234,0.34492117166519165,0.22068053483963013
graph,0.2775743007659912,0.2394396811723709,0.2441651076078415,0.21236953139305115,0.15268535912036896,0.23144161701202393,0.2515391707420349,0.19438183307647705,0.26083993911743164,0.9999999403953552,0.3808310031890869,0.32991036772727966,0.19268742203712463,0.1368083506822586,0.24485914409160614,0.2988961935043335,0.32246890664100647,0.20263607800006866
isomorphism,0.24923816323280334,0.2193615585565567,0.26257652044296265,0.23371121287345886,0.2595287561416626,0.3138432204723358,0.33067983388900757,0.18489499390125275,0.20008665323257446,0.3808310031890869,1.0000001192092896,0.30088382959365845,0.19024604558944702,0.163500115275383,0.2362123429775238,0.3803460896015167,0.44161292910575867,0.18148627877235413
problem,0.42183366417884827,0.19669321179389954,0.23238427937030792,0.2509269416332245,0.23363131284713745,0.3932628929615021,0.24277977645397186,0.2502208352088928,0.24928659200668335,0.32991036772727966,0.30088382959365845,1.0,0.16969570517539978,0.18031512200832367,0.20464475452899933,0.3344120383262634,0.26751092076301575,0.3762950301170349
is,0.28837618231773376,0.1275252103805542,1.0,0.41165053844451904,0.3994327187538147,0.3776007890701294,0.1527765691280365,0.42745086550712585,0.5823672413825989,0.2441651076078415,0.26257652044296265,0.23238427937030792,0.5394441485404968,0.20081092417240143,0.4854315221309662,0.24800565838813782,0.2626546323299408,0.22961433231830597
in,0.30808621644973755,0.1761927455663681,0.5394441485404968,0.41416558623313904,0.2769457697868347,0.3403114080429077,0.15755720436573029,0.45010748505592346,0.6662389636039734,0.19268742203712463,0.19024604558944702,0.16969570517539978,1.0,0.2916569411754608,0.5696388483047485,0.1850643754005432,0.24502035975456238,0.20430970191955566
p,0.18586504459381104,0.1395781934261322,0.11757151037454605,0.13517431914806366,0.1402779072523117,0.18450647592544556,0.030676066875457764,0.14269764721393585,0.16481639444828033,0.17920397222042084,0.16874684393405914,0.1706637293100357,0.10853569954633713,0.09298582375049591,0.18174134194850922,0.13271667063236237,0.17662423849105835,0.20840544998645782
",",0.3087472915649414,0.1753857135772705,0.4691906273365021,0.3636029064655304,0.27548834681510925,0.3769696354866028,0.20257076621055603,0.44245919585227966,0.4933079481124878,0.21839329600334167,0.15876521170139313,0.23938199877738953,0.5201468467712402,0.2410493940114975,0.4946078956127167,0.22954121232032776,0.22005055844783783,0.31091248989105225
np-complete,0.28050094842910767,0.19734898209571838,0.22069956362247467,0.2053162008523941,0.12359165400266647,0.3110159635543823,0.26585277915000916,0.24762758612632751,0.27450188994407654,0.2744949162006378,0.32109490036964417,0.2782294750213623,0.22477759420871735,0.21219150722026825,0.2697024643421173,0.3720328211784363,0.2858200669288635,0.16391170024871826
",",0.3087472915649414,0.1753857135772705,0.4691906273365021,0.3636029064655304,0.27548834681510925,0.3769696354866028,0.20257076621055603,0.44245919585227966,0.4933079481124878,0.21839329600334167,0.15876521170139313,0.23938199877738953,0.5201468467712402,0.2410493940114975,0.4946078956127167,0.22954121232032776,0.22005055844783783,0.31091248989105225
or,0.33867141604423523,0.1972517967224121,0.41870999336242676,0.30746427178382874,0.3941306471824646,0.5119067430496216,0.2510395050048828,0.38921234011650085,0.4174870550632477,0.2870807647705078,0.30838730931282043,0.29821720719337463,0.3586423695087433,0.1997353732585907,0.3792596757411957,0.2337007224559784,0.3223434090614319,0.32389625906944275
np-intermediate,0.19063158333301544,0.1895141452550888,0.2573157548904419,0.2770412564277649,0.2694280445575714,0.25494328141212463,0.270315945148468,0.2630598247051239,0.3197491765022278,0.24045239388942719,0.4001510739326477,0.20997971296310425,0.23935425281524658,0.17487387359142303,0.32019829750061035,0.2663944959640503,0.3280041515827179,0.14066758751869202
.,0.3567904531955719,0.24688394367694855,0.4569662809371948,0.35404038429260254,0.2135825902223587,0.4824007451534271,0.1973024606704712,0.4645031690597534,0.5934505462646484,0.2842925190925598,0.20319531857967377,0.22562150657176971,0.5591574311256409,0.2371416985988617,0.5352458953857422,0.19404372572898865,0.26222988963127136,0.4130953550338745
,what,class,is,most,commonly,not,ascribed,to,the,graph,isomorphism,problem,in,spite,of,definitive,determination,?
the,0.42745697498321533,0.18034407496452332,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.4310511648654938,0.242087721824646,0.535392165184021,1.0,0.26083993911743164,0.20008665323257446,0.24928659200668335,0.6662389636039734,0.2700543701648712,0.733189046382904,0.24077510833740234,0.34492117166519165,0.22068053483963013
answer,0.44430363178253174,0.147554412484169,0.21693027019500732,0.16256992518901825,0.10302422940731049,0.3522319495677948,0.3041468858718872,0.31252485513687134,0.24840699136257172,0.33354952931404114,0.2218799591064453,0.4718674123287201,0.14774714410305023,0.20363816618919373,0.17047110199928284,0.23340491950511932,0.31124380230903625,0.367276668548584
is,0.28837618231773376,0.1275252103805542,1.0,0.41165053844451904,0.3994327187538147,0.3776007890701294,0.1527765691280365,0.42745086550712585,0.5823672413825989,0.2441651076078415,0.26257652044296265,0.23238427937030792,0.5394441485404968,0.20081092417240143,0.4854315221309662,0.24800565838813782,0.2626546323299408,0.22961433231830597
not,0.5449194312095642,0.1832761913537979,0.3776007890701294,0.419027179479599,0.24139097332954407,0.9999999403953552,0.2716979682445526,0.5149973034858704,0.4310511648654938,0.23144161701202393,0.3138432204723358,0.3932628929615021,0.3403114080429077,0.3786931037902832,0.3307090103626251,0.2846515476703644,0.3541005551815033,0.41942933201789856
known,0.20381177961826324,0.12499057501554489,0.41921812295913696,0.3850763440132141,0.4381987154483795,0.22453871369361877,0.30050939321517944,0.14337651431560516,0.3624623417854309,0.1328870952129364,0.19247442483901978,0.1978386789560318,0.32641831040382385,0.13173078000545502,0.35814476013183594,0.24804139137268066,0.21307584643363953,0.18314571678638458
",",0.3087472915649414,0.1753857135772705,0.4691906273365021,0.3636029064655304,0.27548834681510925,0.3769696354866028,0.20257076621055603,0.44245919585227966,0.4933079481124878,0.21839329600334167,0.15876521170139313,0.23938199877738953,0.5201468467712402,0.2410493940114975,0.4946078956127167,0.22954121232032776,0.22005055844783783,0.31091248989105225
but,0.5029441118240356,0.21080657839775085,0.4106791317462921,0.45211657881736755,0.1945234090089798,0.6553761959075928,0.22446003556251526,0.5542377829551697,0.4859698414802551,0.1938081979751587,0.2762681841850281,0.4038695693016052,0.48674455285072327,0.42007362842559814,0.39942997694015503,0.2826128900051117,0.2861006259918213,0.27921953797340393
