,what,other,business,district,does,orange,county,envelop,outside,of,downtown,santa,ana,and,newport,center,?
orange,0.18341036140918732,0.18665827810764313,0.033929113298654556,0.09297752380371094,0.14521151781082153,0.9999999403953552,0.30057042837142944,0.19902372360229492,0.1803843230009079,0.2509242296218872,0.1111748069524765,0.25097736716270447,0.1757892668247223,0.2314995527267456,0.2633832097053528,0.17493192851543427,0.1066059097647667
county,0.16114220023155212,0.17025738954544067,0.22033794224262238,0.34830406308174133,0.0816752091050148,0.30057042837142944,1.0,0.06112193316221237,0.16481734812259674,0.2393190860748291,0.3185681700706482,0.2138165384531021,0.1146283820271492,0.2045455276966095,0.35149168968200684,0.19531235098838806,0.07680056244134903
is,0.28837618231773376,0.25895947217941284,0.19332653284072876,0.2656395733356476,0.4403602182865143,0.20677390694618225,0.19461438059806824,0.13920463621616364,0.2823421061038971,0.4854315221309662,0.21999821066856384,0.1796122044324875,0.14406538009643555,0.3859752118587494,0.21399910748004913,0.24782158434391022,0.22961433231830597
a,0.3320399522781372,0.2806335389614105,0.2670866549015045,0.20739410817623138,0.38201746344566345,0.26101911067962646,0.19835104048252106,0.2479901909828186,0.3113526403903961,0.5052502155303955,0.20975551009178162,0.1996532380580902,0.19845660030841827,0.3739250600337982,0.22317630052566528,0.2640431225299835,0.23916715383529663
rapidly,0.20276354253292084,0.21011830866336823,0.2269919514656067,0.11722886562347412,0.1879628449678421,0.12449005246162415,0.07774323225021362,0.318166583776474,0.20891447365283966,0.18131932616233826,0.22204458713531494,0.1225668415427208,0.1221359372138977,0.2722635865211487,0.11287158727645874,0.24110674858093262,0.11245343834161758
developing,0.22094523906707764,0.27902019023895264,0.2695958912372589,0.1315140724182129,0.22585083544254303,0.10753960907459259,0.06815703958272934,0.2791909873485565,0.25255000591278076,0.27299609780311584,0.19447186589241028,0.109679214656353,0.1515025794506073,0.294929563999176,0.16063234210014343,0.18873722851276398,0.1301516592502594
business,0.21758167445659637,0.24130384624004364,1.0,0.18776759505271912,0.20479586720466614,0.033929113298654556,0.22033794224262238,0.09995772689580917,0.18807725608348846,0.23985227942466736,0.3174465298652649,0.12676207721233368,0.13956831395626068,0.33353009819984436,0.1734425574541092,0.1883840411901474,0.1545659303665161
center,0.1908310204744339,0.18266704678535461,0.1883840411901474,0.19152459502220154,0.1333722323179245,0.17493192851543427,0.19531235098838806,0.19171242415905,0.2597479522228241,0.24526838958263397,0.3762131631374359,0.18421897292137146,0.19824360311031342,0.28670641779899597,0.2426675409078598,0.9999999403953552,0.12538520991802216
that,0.6297725439071655,0.5570666193962097,0.25197073817253113,0.1158059686422348,0.4764937460422516,0.1752406358718872,0.16055446863174438,0.20846772193908691,0.351840078830719,0.41498205065727234,0.1801929473876953,0.19766521453857422,0.13569387793540955,0.4731321930885315,0.19011473655700684,0.22661058604717255,0.32716336846351624
includes,0.17138352990150452,0.3191470205783844,0.15038809180259705,0.18906542658805847,0.2753782868385315,0.12202339619398117,0.14346913993358612,0.12446395307779312,0.21653249859809875,0.4359378218650818,0.16660717129707336,0.16327069699764252,0.04164008051156998,0.3265656530857086,0.19113612174987793,0.149657741189003,0.14011523127555847
