,what,lineage,is,karlodinium,in,?
the,0.42745697498321533,0.2478068619966507,0.5823672413825989,0.2757175862789154,0.6662389636039734,0.22068053483963013
fucoxanthin,0.23281820118427277,0.35226765275001526,0.2995339334011078,0.4400886297225952,0.27110177278518677,0.28684136271476746
dinophyte,0.22649647295475006,0.5424467325210571,0.23675218224525452,0.3691038489341736,0.18352466821670532,0.21492615342140198
lineages,0.14779634773731232,0.9164671897888184,0.19924521446228027,0.22086384892463684,0.17917577922344208,0.1678934246301651
(,0.2411840260028839,0.19818474352359772,0.35393038392066956,0.24043142795562744,0.3087427020072937,0.40561532974243164
including,0.18328791856765747,0.14721688628196716,0.25093933939933777,0.20123982429504395,0.35857823491096497,0.1633303165435791
karlodinium,0.1722671389579773,0.20278853178024292,0.2740325629711151,1.0,0.3165292739868164,0.16869142651557922
and,0.31309178471565247,0.18835565447807312,0.3859752118587494,0.24114340543746948,0.4954058527946472,0.20544172823429108
karenia,0.25948262214660645,0.25386154651641846,0.20485787093639374,0.43945616483688354,0.25086116790771484,0.22757366299629211
),0.26259949803352356,0.19770151376724243,0.37732169032096863,0.26678553223609924,0.3326910734176636,0.42300865054130554
lost,0.198215052485466,0.09772409498691559,0.18998044729232788,0.12928323447704315,0.3167656362056732,0.15261413156986237
their,0.35142919421195984,0.2484438270330429,0.2101074606180191,0.1578783094882965,0.34976133704185486,0.1898253709077835
original,0.24651947617530823,0.12350159883499146,0.2681281864643097,0.1769513636827469,0.2534193694591522,0.17256900668144226
red,0.16784515976905823,0.12047882378101349,0.22996017336845398,0.2086571902036667,0.18753071129322052,0.1495664119720459
algal,0.19235531985759735,0.2865651845932007,0.28404173254966736,0.3496476411819458,0.22039514780044556,0.18147486448287964
derived,0.20143714547157288,0.3159329295158386,0.2666328251361847,0.19156886637210846,0.17734654247760773,0.1241099163889885
chloroplast,0.23505516350269318,0.32536736130714417,0.20798198878765106,0.41763633489608765,0.19207799434661865,0.12532055377960205
",",0.3087472915649414,0.1862419843673706,0.4691906273365021,0.3476698100566864,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.18835565447807312,0.3859752118587494,0.24114340543746948,0.4954058527946472,0.20544172823429108
replaced,0.12975038588047028,0.08751896023750305,0.20220594108104706,0.21872016787528992,0.2068215310573578,0.14945141971111298
it,0.45803478360176086,0.14032088220119476,0.6328473687171936,0.3281343877315521,0.5130809545516968,0.25732165575027466
with,0.2464839518070221,0.11556816846132278,0.3250955045223236,0.23150761425495148,0.4080928862094879,0.2433311939239502
a,0.3320399522781372,0.1881593018770218,0.658733606338501,0.28525856137275696,0.539380669593811,0.23916715383529663
new,0.2130378633737564,0.12546773254871368,0.2208656519651413,0.19879640638828278,0.3758552670478821,0.14782847464084625
chloroplast,0.23505516350269318,0.32536736130714417,0.20798198878765106,0.41763633489608765,0.19207799434661865,0.12532055377960205
derived,0.20143714547157288,0.3159329295158386,0.2666328251361847,0.19156886637210846,0.17734654247760773,0.1241099163889885
from,0.2737620174884796,0.10654319077730179,0.27355384826660156,0.2240878939628601,0.4274188280105591,0.19969791173934937
a,0.3320399522781372,0.1881593018770218,0.658733606338501,0.28525856137275696,0.539380669593811,0.23916715383529663
haptophyte,0.31162071228027344,0.5100429654121399,0.27355679869651794,0.35066473484039307,0.22497595846652985,0.21879670023918152
endosymbiont,0.25026771426200867,0.4667966067790985,0.27044546604156494,0.3510397970676422,0.22090354561805725,0.2268921285867691
.,0.3567904531955719,0.1666526049375534,0.4569662809371948,0.30125272274017334,0.5591574311256409,0.4130953550338745
