,where,was,the,charles,porter,steam,engine,indicator,shown,?
early,0.2230900675058365,0.4148794412612915,0.34442198276519775,0.24095898866653442,0.15120771527290344,0.24322280287742615,0.12666913866996765,0.18130406737327576,0.17963722348213196,0.15272949635982513
versions,0.19885821640491486,0.21841871738433838,0.2621293067932129,0.14693453907966614,0.20218829810619354,0.26325514912605286,0.2456447035074234,0.13933990895748138,0.27645421028137207,0.2371230572462082
were,0.2363632768392563,0.590133786201477,0.3906462490558624,0.1862054467201233,0.15513338148593903,0.20219570398330688,0.164800226688385,0.0793139785528183,0.18749555945396423,0.17890112102031708
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.21346928179264069,0.21711483597755432,0.19852672517299652,0.18885408341884613,0.2048887014389038,0.2988935708999634,0.20430970191955566
use,0.3083797097206116,0.17744606733322144,0.34342584013938904,0.058211781084537506,0.18538320064544678,0.2950085997581482,0.2398114949464798,0.31880542635917664,0.29536885023117065,0.32795652747154236
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.24757300317287445,0.2517763674259186,0.18134352564811707,0.1870088279247284,0.1357191801071167,0.2900676429271698,0.17966607213020325
1851,0.07134025543928146,0.16452156007289886,0.1120925024151802,0.16465654969215393,-0.011099960654973984,0.06164843589067459,0.0722942054271698,0.09251407533884048,0.022490166127681732,0.04808126762509346
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24990057945251465,0.33977827429771423,0.2264556586742401,0.19789794087409973,0.23202009499073029,0.25911012291908264,0.31091248989105225
but,0.49101024866104126,0.36023372411727905,0.4859698414802551,0.1353951096534729,0.20792613923549652,0.25995272397994995,0.22055119276046753,0.3360828459262848,0.31408271193504333,0.27921953797340393
the,0.5003893971443176,0.48711544275283813,1.0,0.20777860283851624,0.221673846244812,0.23105813562870026,0.21651263535022736,0.29087164998054504,0.3387985825538635,0.22068053483963013
most,0.3678402900695801,0.29933857917785645,0.47635307908058167,0.1356566697359085,0.20936527848243713,0.2003706395626068,0.19863130152225494,0.20948345959186554,0.17725767195224762,0.2107497900724411
successful,0.1425083875656128,0.3046294152736664,0.31354787945747375,0.16775353252887726,0.1613784283399582,0.2572654187679291,0.16274981200695038,0.15732377767562866,0.14316657185554504,0.1132197454571724
indicator,0.22147220373153687,0.14304766058921814,0.29087164998054504,0.09797421842813492,0.1126273050904274,0.12344299256801605,0.2206995189189911,1.0,0.3270478844642639,0.2145715057849884
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.28342804312705994,0.30808785557746887,0.16913670301437378,0.205611914396286,0.14304766058921814,0.21061603724956512,0.18412111699581146
developed,0.17737361788749695,0.3253139555454254,0.24490751326084137,0.09723134338855743,0.04822126030921936,0.1999523788690567,0.25843650102615356,0.1613597869873047,0.19071894884109497,0.10763012617826462
for,0.38599511981010437,0.3863949179649353,0.4739971458911896,0.18664933741092682,0.21990248560905457,0.19393667578697205,0.17779722809791565,0.2892799973487854,0.28684258460998535,0.264628142118454
the,0.5003893971443176,0.48711544275283813,1.0,0.20777860283851624,0.221673846244812,0.23105813562870026,0.21651263535022736,0.29087164998054504,0.3387985825538635,0.22068053483963013
high,0.26466572284698486,0.19978567957878113,0.28034812211990356,0.12901949882507324,0.11560491472482681,0.17955797910690308,0.14603596925735474,0.1432913988828659,0.12420843541622162,0.11137914657592773
speed,0.1819118708372116,0.2205008864402771,0.2310667634010315,0.11546628177165985,0.16858242452144623,0.3738003075122833,0.3154596984386444,0.24764756858348846,0.140611469745636,0.17392314970493317
engine,0.1442544013261795,0.205611914396286,0.21651263535022736,0.1379614919424057,0.2080778181552887,0.4921848475933075,1.0,0.2206995189189911,0.09196699410676956,0.17739196121692657
inventor,0.10392933338880539,0.24424013495445251,0.15489226579666138,0.23579499125480652,0.2644819915294647,0.3006623089313507,0.2885926067829132,0.19032397866249084,0.038310348987579346,0.1474177986383438
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.23640480637550354,0.2803874909877777,0.24133789539337158,0.18437977135181427,0.2561950385570526,0.28805026412010193,0.20544172823429108
manufacturer,0.143379345536232,0.22239656746387482,0.18454907834529877,0.12493418157100677,0.3182731866836548,0.3498929440975189,0.3859609365463257,0.1668616086244583,0.08110705018043518,0.11731472611427307
charles,0.14790989458560944,0.28342804312705994,0.20777860283851624,1.0000001192092896,0.2702552378177643,0.09958212822675705,0.1379614919424057,0.09797421842813492,0.06774301826953888,0.17366734147071838
porter,0.16554808616638184,0.30808785557746887,0.221673846244812,0.2702552378177643,1.0,0.19468344748020172,0.2080778181552887,0.1126273050904274,0.045012716203927994,0.13770055770874023
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.24757300317287445,0.2517763674259186,0.18134352564811707,0.1870088279247284,0.1357191801071167,0.2900676429271698,0.17966607213020325
charles,0.14790989458560944,0.28342804312705994,0.20777860283851624,1.0000001192092896,0.2702552378177643,0.09958212822675705,0.1379614919424057,0.09797421842813492,0.06774301826953888,0.17366734147071838
richard,0.12078883498907089,0.26966050267219543,0.2087954580783844,0.3810234069824219,0.224295511841774,0.17245730757713318,0.14558422565460205,0.09708552807569504,0.12122608721256256,0.15003317594528198
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.23640480637550354,0.2803874909877777,0.24133789539337158,0.18437977135181427,0.2561950385570526,0.28805026412010193,0.20544172823429108
exhibited,0.23581840097904205,0.21724039316177368,0.19632861018180847,0.1941625475883484,0.09731817245483398,0.2031852751970291,0.1644672155380249,0.2038690447807312,0.38689306378364563,0.1261514127254486
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.19099077582359314,0.19725272059440613,0.15630799531936646,0.16097232699394226,0.20407646894454956,0.27937185764312744,0.21978627145290375
london,0.23023706674575806,0.3026486933231354,0.27034124732017517,0.23104818165302277,0.21049275994300842,0.19368141889572144,0.13462264835834503,0.05944143608212471,0.15260480344295502,0.11278104782104492
exhibition,0.22705262899398804,0.24921445548534393,0.22614671289920807,0.20480762422084808,0.1372845619916916,0.24873676896095276,0.18112687766551971,0.11970572918653488,0.31157591938972473,0.11494685709476471
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.21346928179264069,0.21711483597755432,0.19852672517299652,0.18885408341884613,0.2048887014389038,0.2988935708999634,0.20430970191955566
1862,0.004819567780941725,0.09021888673305511,0.043515436351299286,0.0997518002986908,0.06312808394432068,0.024435099214315414,0.11112385988235474,0.16624318063259125,0.10708838701248169,0.06664664298295975
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2551998198032379,0.2605594992637634,0.22855372726917267,0.21814921498298645,0.26492640376091003,0.3143177330493927,0.4130953550338745
