,in,2013,",",abc,'s,identity,was,revamped,by,what,design,agency,?
a,0.539380669593811,-0.3549499809741974,0.427140474319458,0.21331243216991425,0.04866964742541313,0.2551039159297943,0.4508470594882965,0.2129848748445511,0.32094135880470276,0.3320399522781372,0.25211480259895325,0.186392143368721,0.23916715383529663
revised,0.19535814225673676,-0.10770288109779358,0.2112094908952713,0.10548311471939087,-0.16661804914474487,0.12017279118299484,0.25717079639434814,0.35556936264038086,0.23103463649749756,0.15843524038791656,0.20457255840301514,0.14535632729530334,0.1835426688194275
version,0.19599339365959167,-0.2572754919528961,0.2078275829553604,0.18512789905071259,-0.009124638512730598,0.11924465745687485,0.297456830739975,0.3441527485847473,0.21702225506305695,0.20755547285079956,0.25855475664138794,0.13805267214775085,0.2573966085910797
of,0.5696388483047485,-0.2904720902442932,0.4946078956127167,0.14607268571853638,-0.03817026689648628,0.14822673797607422,0.4069072902202606,0.2588852345943451,0.3646814823150635,0.33290785551071167,0.2522938847541809,0.21890796720981598,0.1826142966747284
the,0.6662389636039734,-0.38509321212768555,0.4933079481124878,0.2068762183189392,-0.01540423184633255,0.22824928164482117,0.48711544275283813,0.3294838070869446,0.4408751428127289,0.42745697498321533,0.27913451194763184,0.24253644049167633,0.22068053483963013
abc,0.1697147786617279,-0.1548854112625122,0.2097204476594925,1.0000001192092896,0.06670809537172318,0.11982347816228867,0.21565799415111542,0.22990576922893524,0.17600902915000916,0.1317344456911087,0.131185382604599,0.12310310453176498,0.19065172970294952
logo,0.1848117560148239,-0.2084343135356903,0.20034073293209076,0.23574566841125488,0.036982785910367966,0.2468387335538864,0.17813098430633545,0.22094611823558807,0.1381736546754837,0.21781428158283234,0.3563442528247833,0.14718659222126007,0.23347119987010956
was,0.45514053106307983,-0.16685336828231812,0.45456063747406006,0.21565799415111542,0.008974763564765453,0.16594535112380981,1.0000001192092896,0.3307194709777832,0.4752357602119446,0.22111038863658905,0.2780803442001343,0.19805613160133362,0.18412111699581146
introduced,0.2614979147911072,-0.1701497882604599,0.22034090757369995,0.15027591586112976,-0.07158663123846054,0.12839609384536743,0.32667654752731323,0.301555335521698,0.2554222345352173,0.09417270123958588,0.28332576155662537,0.1390337496995926,0.16386865079402924
for,0.4322226941585541,-0.2664349377155304,0.4464869201183319,0.22510288655757904,-0.07241261005401611,0.19687332212924957,0.3863949179649353,0.2685343325138092,0.3248702883720398,0.3017193675041199,0.2477298229932785,0.2340606451034546,0.264628142118454
promotions,0.1997411847114563,-0.2534477114677429,0.27384960651397705,0.22880257666110992,-0.020309166982769966,0.2304302453994751,0.22922086715698242,0.3088369071483612,0.19329053163528442,0.19845254719257355,0.16416041553020477,0.22528882324695587,0.23684287071228027
for,0.4322226941585541,-0.2664349377155304,0.4464869201183319,0.22510288655757904,-0.07241261005401611,0.19687332212924957,0.3863949179649353,0.2685343325138092,0.3248702883720398,0.3017193675041199,0.2477298229932785,0.2340606451034546,0.264628142118454
the,0.6662389636039734,-0.38509321212768555,0.4933079481124878,0.2068762183189392,-0.01540423184633255,0.22824928164482117,0.48711544275283813,0.3294838070869446,0.4408751428127289,0.42745697498321533,0.27913451194763184,0.24253644049167633,0.22068053483963013
2013–14,-0.10896475613117218,0.03854033350944519,-0.10108540207147598,0.01600622572004795,0.014882172457873821,0.05605987459421158,-0.14340822398662567,0.05441027134656906,-0.020139912143349648,0.02452688291668892,0.1359914094209671,-0.04239426553249359,0.10449400544166565
season,0.2184021919965744,-0.1576877385377884,0.2232367992401123,0.29887476563453674,0.06624794006347656,0.09575916081666946,0.24797968566417694,0.23809276521205902,0.10566911846399307,0.12117787450551987,0.12955935299396515,0.14053522050380707,0.16793298721313477
during,0.4627237319946289,-0.222421795129776,0.3225448727607727,0.18870772421360016,0.011294117197394371,0.18836958706378937,0.4470829963684082,0.30810531973838806,0.3220438063144684,0.24137552082538605,0.12925274670124054,0.1655157506465912,0.1325719803571701
the,0.6662389636039734,-0.38509321212768555,0.4933079481124878,0.2068762183189392,-0.01540423184633255,0.22824928164482117,0.48711544275283813,0.3294838070869446,0.4408751428127289,0.42745697498321533,0.27913451194763184,0.24253644049167633,0.22068053483963013
network,0.19496823847293854,-0.2188497632741928,0.1932937651872635,0.4295894205570221,0.07819218933582306,0.23231635987758636,0.1994880586862564,0.19057615101337433,0.214903324842453,0.16917307674884796,0.1834171861410141,0.22931116819381714,0.17853789031505585
's,-0.037580832839012146,-0.05552978441119194,-0.0016132977325469255,0.06670809537172318,0.9999999403953552,-0.05894738435745239,0.008974763564765453,0.0773421972990036,-0.010884488001465797,0.02692362666130066,0.04322526603937149,-0.003614572109654546,-0.023395681753754616
upfront,0.354218989610672,-0.3679802119731903,0.334564208984375,0.2942982614040375,-0.008661117404699326,0.16842679679393768,0.3619743585586548,0.43132928013801575,0.2566400170326233,0.22599507868289948,0.3153899610042572,0.19867822527885437,0.21859878301620483
presentation,0.19460372626781464,-0.160715714097023,0.21531207859516144,0.24004562199115753,-0.041264068335294724,0.23762623965740204,0.15273751318454742,0.2639089524745941,0.22787491977214813,0.28562942147254944,0.3210024833679199,0.2505648732185364,0.17073048651218414
on,0.46853652596473694,-0.3310580551624298,0.49057599902153015,0.2862928807735443,0.0026888418942689896,0.16811807453632355,0.3909217119216919,0.32649242877960205,0.33887791633605957,0.34226128458976746,0.21461689472198486,0.18671666085720062,0.2714994251728058
may,0.3424151837825775,-0.21739166975021362,0.5007920861244202,0.11823318153619766,-0.07006479054689407,0.14517132937908173,0.3388521671295166,0.16994395852088928,0.1970296949148178,0.25739946961402893,0.15666541457176208,0.1353754997253418,0.2768254578113556
14,0.07915190607309341,-0.015382269397377968,0.1548261046409607,0.04168788716197014,-0.005885524209588766,0.0828014612197876,0.020082935690879822,0.019641099497675896,0.0813634842634201,0.050140514969825745,0.05175189673900604,0.016017625108361244,0.11697390675544739
",",0.5201468467712402,-0.20834597945213318,1.0000001192092896,0.2097204476594925,-0.0016132977325469255,0.20418424904346466,0.45456063747406006,0.2628278434276581,0.3680937886238098,0.3087472915649414,0.19350415468215942,0.21437011659145355,0.31091248989105225
2013,-0.2606481909751892,1.0000001192092896,-0.20834597945213318,-0.1548854112625122,-0.05552978441119194,-0.20063914358615875,-0.16685336828231812,-0.3449341952800751,-0.25238490104675293,-0.3886653184890747,-0.14298184216022491,-0.0707893967628479,-0.2969330847263336
",",0.5201468467712402,-0.20834597945213318,1.0000001192092896,0.2097204476594925,-0.0016132977325469255,0.20418424904346466,0.45456063747406006,0.2628278434276581,0.3680937886238098,0.3087472915649414,0.19350415468215942,0.21437011659145355,0.31091248989105225
and,0.4954058527946472,-0.31428804993629456,0.6633074283599854,0.16453155875205994,0.06895173341035843,0.24922586977481842,0.3740963041782379,0.2531672418117523,0.4289871156215668,0.31309178471565247,0.21815341711044312,0.23476453125476837,0.20544172823429108
officially,0.33332085609436035,-0.17759771645069122,0.27735915780067444,0.13077399134635925,-0.010966640897095203,0.2357349544763565,0.4353274703025818,0.21325720846652985,0.28765860199928284,0.17107035219669342,0.18418589234352112,0.23307585716247559,0.15603435039520264
introduced,0.2614979147911072,-0.1701497882604599,0.22034090757369995,0.15027591586112976,-0.07158663123846054,0.12839609384536743,0.32667654752731323,0.301555335521698,0.2554222345352173,0.09417270123958588,0.28332576155662537,0.1390337496995926,0.16386865079402924
on-air,0.3179948925971985,-0.11187072843313217,0.32619452476501465,0.14554472267627716,0.033456653356552124,0.21792049705982208,0.25952771306037903,0.16847404837608337,0.230026513338089,0.2461182028055191,0.24918007850646973,0.14847984910011292,0.20872481167316437
on,0.46853652596473694,-0.3310580551624298,0.49057599902153015,0.2862928807735443,0.0026888418942689896,0.16811807453632355,0.3909217119216919,0.32649242877960205,0.33887791633605957,0.34226128458976746,0.21461689472198486,0.18671666085720062,0.2714994251728058
june,0.29047903418540955,-0.06408224999904633,0.45453834533691406,0.22739821672439575,-0.0547623410820961,0.12241598218679428,0.42821118235588074,0.2102847397327423,0.19631804525852203,0.2171148657798767,0.16653187572956085,0.21788795292377472,0.31416764855384827
17,0.10391845554113388,-0.025493253022432327,0.1536172777414322,0.1145334243774414,-0.00850291270762682,0.13400451838970184,0.06704052537679672,0.10397529602050781,0.13851910829544067,0.1129629984498024,0.0583193264901638,0.20190735161304474,0.17603135108947754
(,0.3087427020072937,-0.10410845279693604,0.6363511681556702,0.183883935213089,0.0012731997994706035,0.15184591710567474,0.2980341613292694,0.1586386263370514,0.20696312189102173,0.2411840260028839,0.10962162166833878,0.20146732032299042,0.40561532974243164
although,0.28763338923454285,-0.337306410074234,0.36230817437171936,0.12329328805208206,0.06846998631954193,0.18924324214458466,0.3711436688899994,0.3192574679851532,0.2373359203338623,0.24844598770141602,0.1548384577035904,0.15696419775485992,0.15541206300258636
some,0.4010399878025055,-0.44182610511779785,0.42400437593460083,0.12714526057243347,0.056411296129226685,0.24084623157978058,0.21528802812099457,0.28336700797080994,0.306446373462677,0.4491020441055298,0.21408924460411072,0.11959628015756607,0.2562315762042999
