,what,was,the,main,reason,for,the,show,'s,suspension,in,1989,?
[,0.010752761736512184,0.03263993561267853,0.07130392640829086,0.08897214382886887,0.029807236045598984,0.10575617104768753,0.07130392640829086,0.1936832070350647,0.01083834283053875,0.1121566966176033,0.12324675917625427,-0.11229327321052551,0.011015460826456547
citation,0.26448965072631836,0.17611537873744965,0.2536581754684448,0.06691110879182816,0.22649893164634705,0.2762897312641144,0.2536581754684448,0.19603215157985687,-0.10153055191040039,0.24713394045829773,0.22942641377449036,0.01685241237282753,0.3382055461406708
needed,0.3631289601325989,0.227164626121521,0.3064746856689453,0.25679904222488403,0.42605283856391907,0.38127243518829346,0.3064746856689453,0.25215256214141846,0.00025875959545373917,0.2071652114391327,0.21117523312568665,-0.1436304897069931,0.2863257825374603
],-0.03775298595428467,0.0001094614781322889,-0.04779602214694023,0.050800126045942307,-0.01478018518537283,-0.023346275091171265,-0.04779602214694023,0.03207634016871452,-0.10493394732475281,-0.014676231890916824,-0.1088862195611,0.04882846027612686,-0.0022520492784678936
figures,0.20573294162750244,0.22765325009822845,0.2664589285850525,0.12604404985904694,0.1720428615808487,0.20523646473884583,0.2664589285850525,0.24435503780841827,0.03680308163166046,0.05189282074570656,0.1782902628183365,-0.027630213648080826,0.15584851801395416
remained,0.1733817607164383,0.49345076084136963,0.3492392301559448,0.21439270675182343,0.15960811078548431,0.17849485576152802,0.3492392301559448,0.12211970239877701,0.03340933844447136,0.17939554154872894,0.30947351455688477,0.01728575862944126,0.08263323456048965
respectable,0.3507072925567627,0.24751150608062744,0.2631959915161133,0.12672699987888336,0.37860074639320374,0.37510615587234497,0.2631959915161133,0.2625884413719177,0.019421573728322983,0.09385953098535538,0.2766161262989044,-0.05888782814145088,0.30600404739379883
into,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.270794540643692,0.197392076253891,0.231735959649086,0.39493247866630554,0.15942896902561188,0.00961404386907816,0.1521090865135193,0.38021373748779297,-0.06904663890600204,0.15662476420402527
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
1980s,-0.06585196405649185,-0.0172738004475832,0.07890266180038452,0.09642072767019272,0.03375320881605148,0.01433656644076109,0.07890266180038452,-0.06472986936569214,0.1363120675086975,0.21663585305213928,0.03401865437626839,0.3125411570072174,-0.0718669518828392
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.24553878605365753,0.4464869201183319,0.4933079481124878,0.31928569078445435,-0.0016132977325469255,0.1453205645084381,0.5201468467712402,0.16465967893600464,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.22118166089057922,0.45176705718040466,0.45162561535835266,0.4859698414802551,0.2724117040634155,0.04136733338236809,0.20111137628555298,0.48674455285072327,-0.12875285744667053,0.27921953797340393
fell,0.1721644401550293,0.38681042194366455,0.2598440647125244,0.11412177979946136,0.04064307361841202,0.15289437770843506,0.2598440647125244,0.0825740173459053,0.039782505482435226,0.21119199693202972,0.22975562512874603,-0.017727656289935112,0.13107693195343018
noticeably,0.31822940707206726,0.20672732591629028,0.3751157224178314,0.24949103593826294,0.24516993761062622,0.22683168947696686,0.3751157224178314,0.1991804987192154,0.02099657990038395,0.20900630950927734,0.31978973746299744,0.07148875296115875,0.17568495869636536
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.22158725559711456,0.20010484755039215,0.3650246858596802,0.4565047025680542,0.21172942221164703,-0.055672239512205124,0.2115059792995453,0.44050168991088867,-0.02076919935643673,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
programme,0.1876801699399948,0.23988407850265503,0.23601844906806946,0.17651598155498505,0.15961430966854095,0.2829385995864868,0.23601844906806946,0.3225559890270233,0.11070065200328827,0.14748503267765045,0.249719500541687,-0.041464097797870636,0.139840766787529
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.032559316605329514,0.0060955071821808815,-0.07241261005401611,-0.01540423184633255,6.513196422019973e-05,0.9999999403953552,0.07091380655765533,-0.037580832839012146,0.06551578640937805,-0.023395681753754616
23rd,0.10341863334178925,0.21569092571735382,0.1487896591424942,0.06904548406600952,0.09412627667188644,0.06436842679977417,0.1487896591424942,0.04958994314074516,0.08990024030208588,0.12052124738693237,0.14762936532497406,0.12252581864595413,0.12878289818763733
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.2151961624622345,0.14760608971118927,0.2715710699558258,0.31376904249191284,0.41789430379867554,0.0006390819908119738,0.26038336753845215,0.2914260923862457,0.04167081043124199,0.1709602326154709
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.23413166403770447,0.3863949179649353,0.48711544275283813,0.20142383873462677,0.008974763564765453,0.20420148968696594,0.45514053106307983,0.06480737775564194,0.18412111699581146
postponed,0.28391343355178833,0.35942167043685913,0.3301263153553009,0.1470993459224701,0.2857877016067505,0.31865161657333374,0.3301263153553009,0.17784669995307922,-0.03559548780322075,0.24366658926010132,0.2686324417591095,-0.10305818915367126,0.30054938793182373
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21220409870147705,0.4322226941585541,0.6662389636039734,0.27595704793930054,-0.037580832839012146,0.17704683542251587,1.0,0.006802527233958244,0.20430970191955566
1985,0.07759413868188858,0.010012023150920868,0.02310241386294365,0.02346949465572834,0.01514667458832264,0.010790123604238033,0.02310241386294365,0.06527157127857208,0.05392909795045853,0.0643683671951294,0.015247007831931114,0.3150794804096222,-0.03005216084420681
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.26490068435668945,0.5064792633056641,0.5171257257461548,0.3455478549003601,0.06895173341035843,0.21360312402248383,0.4954058527946472,0.014511989429593086,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
show,0.29653704166412354,0.20142383873462677,0.319829523563385,0.2130698561668396,0.22669893503189087,0.3141973614692688,0.319829523563385,0.9999999403953552,6.513196422019973e-05,0.1077333465218544,0.27595704793930054,-0.01176610216498375,0.2520138621330261
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.23413166403770447,0.3863949179649353,0.48711544275283813,0.20142383873462677,0.008974763564765453,0.20420148968696594,0.45514053106307983,0.06480737775564194,0.18412111699581146
