,the,amazon,rainforest,became,a,mostly,inland,forest,around,which,global,event,?
it,0.6251175999641418,0.22231659293174744,0.2913419008255005,0.21312855184078217,0.5452592968940735,0.345846951007843,0.32057440280914307,0.1905752569437027,0.4002610445022583,0.616637647151947,0.18422578275203705,0.3087007403373718,0.25732165575027466
expanded,0.3258892893791199,0.1697382628917694,0.1703696995973587,0.19977040588855743,0.20242644846439362,0.14969542622566223,0.27373918890953064,0.10565315186977386,0.277321994304657,0.2827520966529846,0.19236241281032562,0.12958428263664246,0.2124357968568802
again,0.4104243218898773,0.1476903110742569,0.1670699417591095,0.3505932092666626,0.3266791105270386,0.1827857941389084,0.16414563357830048,0.22584332525730133,0.3067546486854553,0.3812651038169861,0.12192215025424957,0.17899751663208008,0.2679590880870819
during,0.4838213622570038,0.11170908063650131,0.1900283694267273,0.37706515192985535,0.30341604351997375,0.3008732497692108,0.18573962152004242,0.181576669216156,0.39122623205184937,0.3590145409107208,0.15211611986160278,0.30241382122039795,0.1325719803571701
the,1.0,0.260541707277298,0.2571161389350891,0.36325156688690186,0.5829201340675354,0.3490641117095947,0.28756555914878845,0.24134553968906403,0.40085816383361816,0.6521818041801453,0.17898012697696686,0.2960145175457001,0.22068053483963013
middle,0.3405749201774597,0.13513457775115967,0.20448337495326996,0.16834865510463715,0.23820361495018005,0.23112425208091736,0.17707759141921997,0.1708296835422516,0.35182157158851624,0.22406704723834991,0.18064169585704803,0.1510247141122818,0.13139553368091583
miocene,0.18358224630355835,0.20750561356544495,0.3829556703567505,0.1514042317867279,0.1425538957118988,0.22165073454380035,0.3036072850227356,0.22607095539569855,0.2418365478515625,0.24013003706932068,0.17571473121643066,0.22434048354625702,0.17454083263874054
",",0.4933079481124878,0.2214922308921814,0.2737860679626465,0.2798398435115814,0.427140474319458,0.34322500228881836,0.2774789035320282,0.2901519536972046,0.3298884332180023,0.3658004403114319,0.1937657743692398,0.22701776027679443,0.31091248989105225
then,0.4297412931919098,0.12791220843791962,0.13874958455562592,0.273019403219223,0.3970017731189728,0.17918506264686584,0.2503455877304077,0.14205436408519745,0.3076397180557251,0.4444481134414673,0.17369379103183746,0.2288743555545807,0.2884598970413208
retracted,0.23689348995685577,0.13275840878486633,0.1112980768084526,0.11919458955526352,0.23073118925094604,0.1561182141304016,0.16773918271064758,0.08458797633647919,0.16933511197566986,0.2878112494945526,0.05779077112674713,0.09581521153450012,0.15319350361824036
to,0.535392165184021,0.17033490538597107,0.23412610590457916,0.20401327311992645,0.45503583550453186,0.25999927520751953,0.26499468088150024,0.1971547156572342,0.3591267168521881,0.5345056653022766,0.21649709343910217,0.2585321366786957,0.29463258385658264
a,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.28774285316467285,1.0,0.29069283604621887,0.20193709433078766,0.24025723338127136,0.3187784254550934,0.56894451379776,0.1549941897392273,0.2635729908943176,0.23916715383529663
mostly,0.3490641117095947,0.19168931245803833,0.2903974652290344,0.18307894468307495,0.29069283604621887,1.0,0.19538603723049164,0.24507953226566315,0.3750092685222626,0.4112597107887268,0.0661802664399147,0.13652043044567108,0.09124795347452164
inland,0.28756555914878845,0.27776065468788147,0.40582138299942017,0.24931609630584717,0.20193709433078766,0.19538603723049164,1.0000001192092896,0.2841687500476837,0.2916041910648346,0.2825321853160858,0.12354766577482224,0.22703328728675842,0.1506642997264862
formation,0.33687281608581543,0.09974120557308197,0.22916540503501892,0.20595289766788483,0.28019317984580994,0.2148488461971283,0.27006101608276367,0.19758227467536926,0.18884684145450592,0.37379011511802673,0.21772421896457672,0.28357747197151184,0.09831923991441727
at,0.457212895154953,0.1615314781665802,0.17889252305030823,0.23894885182380676,0.3095070421695709,0.2129979431629181,0.24200333654880524,0.15520213544368744,0.350727915763855,0.3286694884300232,0.11592055857181549,0.3039053678512573,0.21978627145290375
the,1.0,0.260541707277298,0.2571161389350891,0.36325156688690186,0.5829201340675354,0.3490641117095947,0.28756555914878845,0.24134553968906403,0.40085816383361816,0.6521818041801453,0.17898012697696686,0.2960145175457001,0.22068053483963013
last,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.22279223799705505,0.2864423990249634,0.21833911538124084,0.1411396712064743,0.15160499513149261,0.23360204696655273,0.2768070101737976,0.14644011855125427,0.22930040955543518,0.22371746599674225
glacial,0.23225238919258118,0.1315527856349945,0.34196141362190247,0.08219244331121445,0.16328370571136475,0.20041491091251373,0.3480876684188843,0.26153823733329773,0.2387648969888687,0.23535339534282684,0.2591015100479126,0.20495694875717163,0.09140896797180176
maximum,0.228700190782547,0.21980735659599304,0.21575546264648438,0.04729557782411575,0.24441662430763245,0.12203964591026306,0.25743529200553894,0.05360197275876999,0.2670252323150635,0.25036051869392395,0.2200387418270111,0.2268684208393097,0.10959649085998535
.,0.5934505462646484,0.262887567281723,0.25713270902633667,0.2806840240955353,0.50484299659729,0.3207794427871704,0.280521422624588,0.2418428510427475,0.3712388277053833,0.45942068099975586,0.23260977864265442,0.2068977802991867,0.4130953550338745
