,what,may,members,question,the,first,minister,about,directly,during,first,minister,'s,question,time,?
this,0.5489566326141357,0.37716761231422424,0.24857299029827118,0.40604478120803833,0.6274310946464539,0.41690850257873535,0.15190128982067108,0.3886062204837799,0.4170306324958801,0.34351885318756104,0.41690850257873535,0.15190128982067108,0.02106832154095173,0.40604478120803833,0.43249568343162537,0.3155723512172699
gives,0.20556846261024475,0.13492704927921295,0.12433753162622452,0.28433486819267273,0.3072636127471924,0.13902424275875092,0.1129206195473671,0.30993545055389404,0.14498458802700043,0.11414885520935059,0.13902424275875092,0.1129206195473671,0.012086298316717148,0.28433486819267273,0.13734818994998932,0.2204105257987976
members,0.16873176395893097,0.20884567499160767,0.9999998807907104,0.15677165985107422,0.3321719169616699,0.1530320644378662,0.23313948512077332,0.19847041368484497,0.22386854887008667,0.24851804971694946,0.1530320644378662,0.23313948512077332,0.02701987512409687,0.15677165985107422,0.18101826310157776,0.10212311148643494
an,0.2821882665157318,0.30457955598831177,0.1668950915336609,0.24332959949970245,0.4207492768764496,0.29757723212242126,0.07818209379911423,0.2700941264629364,0.21385347843170166,0.21076080203056335,0.29757723212242126,0.07818209379911423,0.025255560874938965,0.24332959949970245,0.17594800889492035,0.19793890416622162
opportunity,0.2871367037296295,0.2135997861623764,0.20437151193618774,0.3113078474998474,0.2641824185848236,0.2693009376525879,0.18914014101028442,0.23512539267539978,0.1860460788011551,0.23195621371269226,0.2693009376525879,0.18914014101028442,-0.004584139678627253,0.3113078474998474,0.2947385609149933,0.19524551928043365
to,0.455847829580307,0.391582727432251,0.26617446541786194,0.33945542573928833,0.535392165184021,0.3792489171028137,0.17637476325035095,0.391953706741333,0.46690139174461365,0.2828781306743622,0.3792489171028137,0.17637476325035095,0.03782717138528824,0.33945542573928833,0.3679993152618408,0.29463258385658264
question,0.5285786390304565,0.20744988322257996,0.15677165985107422,1.0,0.28031662106513977,0.25265398621559143,0.1578506976366043,0.3495442569255829,0.2970517873764038,0.15260885655879974,0.25265398621559143,0.1578506976366043,-0.031095150858163834,1.0,0.28554263710975647,0.48000848293304443
the,0.42745697498321533,0.2694292366504669,0.3321719169616699,0.28031662106513977,1.0,0.49448907375335693,0.19297581911087036,0.37995871901512146,0.4502958655357361,0.4838213622570038,0.49448907375335693,0.19297581911087036,-0.01540423184633255,0.28031662106513977,0.43061500787734985,0.22068053483963013
first,0.28086137771606445,0.24023057520389557,0.1530320644378662,0.25265398621559143,0.49448907375335693,1.0,0.20848903059959412,0.23546195030212402,0.28205159306526184,0.45377472043037415,1.0,0.20848903059959412,-0.014458609744906425,0.25265398621559143,0.4013477563858032,0.18701928853988647
minister,0.1705908179283142,0.18394364416599274,0.23313948512077332,0.1578506976366043,0.19297581911087036,0.20848903059959412,0.9999998807907104,0.13998419046401978,0.13732950389385223,0.19317708909511566,0.20848903059959412,0.9999998807907104,0.006020988803356886,0.1578506976366043,0.16280372440814972,0.10825661569833755
directly,0.3618607521057129,0.23431356251239777,0.22386854887008667,0.2970517873764038,0.4502958655357361,0.28205159306526184,0.13732950389385223,0.2702961266040802,1.0,0.22574260830879211,0.28205159306526184,0.13732950389385223,-0.014331134036183357,0.2970517873764038,0.22525086998939514,0.2187996357679367
on,0.34226128458976746,0.3428080081939697,0.22849144041538239,0.19436295330524445,0.5107308030128479,0.3120559751987457,0.14813750982284546,0.322975218296051,0.27730438113212585,0.3347817361354828,0.3120559751987457,0.14813750982284546,0.0026888418942689896,0.19436295330524445,0.30044233798980713,0.2714994251728058
issues,0.33279702067375183,0.2472052276134491,0.1768854707479477,0.4274749457836151,0.2638932764530182,0.21679075062274933,0.1588302105665207,0.2578675150871277,0.2827949523925781,0.1676650047302246,0.21679075062274933,0.1588302105665207,-0.05637482926249504,0.4274749457836151,0.25565674901008606,0.320565789937973
under,0.20154598355293274,0.17191942036151886,0.18708907067775726,0.12079562991857529,0.3348022699356079,0.25392189621925354,0.19379590451717377,0.1724463254213333,0.27230575680732727,0.27601271867752075,0.25392189621925354,0.19379590451717377,-0.03376881033182144,0.12079562991857529,0.22838614881038666,0.18233340978622437
their,0.35142919421195984,0.2552892565727234,0.32611769437789917,0.2328127771615982,0.516537070274353,0.26809096336364746,0.14810903370380402,0.25792208313941956,0.3078517019748688,0.3022443354129791,0.26809096336364746,0.14810903370380402,-0.005530759692192078,0.2328127771615982,0.32461634278297424,0.1898253709077835
jurisdiction,0.2511868178844452,0.22648340463638306,0.22274300456047058,0.2897481322288513,0.27412351965904236,0.1341836303472519,0.23283424973487854,0.17056483030319214,0.2916841506958008,0.13707897067070007,0.1341836303472519,0.23283424973487854,0.005550486035645008,0.2897481322288513,0.18746410310268402,0.19550715386867523
.,0.3567904531955719,0.35826805233955383,0.21119362115859985,0.2639329135417938,0.5934505462646484,0.4345304071903229,0.16012521088123322,0.42038556933403015,0.30484142899513245,0.3485563397407532,0.4345304071903229,0.16012521088123322,-0.003708066651597619,0.2639329135417938,0.371569961309433,0.4130953550338745
