,why,was,the,dutch,lawyer,who,moved,to,belgium,while,advising,a,client,in,a,social,society,case,told,he,could,n't,continue,?
for,0.3869043290615082,0.3863949179649353,0.4739971458911896,0.1401536464691162,0.21253685653209686,0.37110671401023865,0.24037009477615356,0.4451248347759247,0.207788348197937,0.4232339859008789,0.34616023302078247,0.44038116931915283,0.2184782177209854,0.4322226941585541,0.44038116931915283,0.2460131198167801,0.21769006550312042,0.30355575680732727,0.24704350531101227,0.4540175199508667,0.3405117690563202,-0.05512906610965729,0.2841116189956665,0.264628142118454
example,0.38324207067489624,0.16563157737255096,0.3755223751068115,0.12455317378044128,0.20728716254234314,0.27006375789642334,0.137048602104187,0.3451666533946991,0.13804669678211212,0.29871246218681335,0.1613578498363495,0.40234753489494324,0.15848088264465332,0.30483278632164,0.40234753489494324,0.22240042686462402,0.21221527457237244,0.4172644317150116,0.16831853985786438,0.1694410741329193,0.3105258345603943,-0.07179015874862671,0.19365651905536652,0.30374911427497864
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.2853246331214905,0.3365725874900818,0.30661246180534363,0.44245919585227966,0.23520174622535706,0.38232675194740295,0.24829937517642975,0.427140474319458,0.14864055812358856,0.5201468467712402,0.427140474319458,0.2674078345298767,0.20629194378852844,0.2977246046066284,0.2750641405582428,0.40251094102859497,0.27399855852127075,0.11016341298818588,0.3163892924785614,0.31091248989105225
in,0.23227278888225555,0.45514053106307983,0.6662389636039734,0.17559829354286194,0.2124365270137787,0.2792111933231354,0.3323737680912018,0.45010748505592346,0.2803505063056946,0.3399278521537781,0.19644007086753845,0.539380669593811,0.1503005474805832,1.0,0.539380669593811,0.23382627964019775,0.21229879558086395,0.2190418541431427,0.18950185179710388,0.41690486669540405,0.29357993602752686,-0.0012929976219311357,0.249076247215271,0.20430970191955566
van,0.1455809324979782,0.20371906459331512,0.13541297614574432,0.5013076663017273,0.1539960652589798,0.19967937469482422,0.08301052451133728,0.198682501912117,0.2972446382045746,0.12463843077421188,0.1396920531988144,0.17539796233177185,0.07664558291435242,0.19506873190402985,0.17539796233177185,0.0311379786580801,0.025013837963342667,0.11165543645620346,0.1576928049325943,0.1898173689842224,0.13545671105384827,0.11986285448074341,0.04718707874417305,0.15528257191181183
binsbergen,0.17181415855884552,0.2634892761707306,0.2126530408859253,0.346723735332489,0.23362798988819122,0.2648546099662781,0.15385746955871582,0.21831254661083221,0.3386128544807434,0.14934924244880676,0.2491787225008011,0.24602529406547546,0.07051084190607071,0.3043439984321594,0.24602529406547546,0.2162635773420334,0.16071981191635132,0.22688737511634827,0.19972273707389832,0.20206685364246368,0.197489932179451,0.19936040043830872,0.1489020586013794,0.20521309971809387
v,0.13882660865783691,0.16128918528556824,0.18580520153045654,0.06204941123723984,0.20063157379627228,0.06742344051599503,0.09450827538967133,0.2109750658273697,0.1854671686887741,0.0930400937795639,0.10593890398740768,0.21861357986927032,0.11108671128749847,0.15216681361198425,0.21861357986927032,0.10950707644224167,0.11053261905908585,0.2666381299495697,0.1088147833943367,0.12488074600696564,0.17897208034992218,-0.02970251627266407,0.1528645157814026,0.28677162528038025
bestuur,0.22895300388336182,0.2945745587348938,0.3277735710144043,0.26265987753868103,0.24419428408145905,0.2669321298599243,0.18343211710453033,0.19275079667568207,0.247703418135643,0.15740428864955902,0.2644372284412384,0.2467893660068512,0.25413307547569275,0.2999226450920105,0.2467893660068512,0.2603256106376648,0.23552650213241577,0.12710775434970856,0.2000550776720047,0.2804473042488098,0.18339557945728302,0.1821410059928894,0.1319398432970047,0.30664288997650146
van,0.1455809324979782,0.20371906459331512,0.13541297614574432,0.5013076663017273,0.1539960652589798,0.19967937469482422,0.08301052451133728,0.198682501912117,0.2972446382045746,0.12463843077421188,0.1396920531988144,0.17539796233177185,0.07664558291435242,0.19506873190402985,0.17539796233177185,0.0311379786580801,0.025013837963342667,0.11165543645620346,0.1576928049325943,0.1898173689842224,0.13545671105384827,0.11986285448074341,0.04718707874417305,0.15528257191181183
de,0.13332346081733704,0.20575080811977386,0.23491892218589783,0.2948541045188904,0.15824219584465027,0.18189555406570435,0.11986742913722992,0.15903331339359283,0.2819381654262543,0.13402992486953735,0.11682311445474625,0.19532008469104767,0.061756670475006104,0.24818959832191467,0.19532008469104767,0.18953214585781097,0.15240880846977234,0.07690953463315964,0.11246591061353683,0.21074703335762024,0.0708952471613884,0.16807064414024353,0.14203840494155884,0.11064168810844421
bedrijfvereniging,0.251520574092865,0.2921643853187561,0.24363431334495544,0.41818174719810486,0.25733432173728943,0.31667107343673706,0.14476171135902405,0.22294381260871887,0.4198300540447235,0.3073340654373169,0.3162270188331604,0.3163210153579712,0.2586556077003479,0.27790287137031555,0.3163210153579712,0.28217068314552307,0.22206763923168182,0.1913474053144455,0.24567560851573944,0.30060115456581116,0.21677571535110474,0.20137621462345123,0.18246062099933624,0.21754994988441467
voor,0.13937290012836456,0.20865850150585175,0.18284355103969574,0.4731582701206207,0.15371844172477722,0.20675325393676758,0.09204863756895065,0.15065377950668335,0.3713876008987427,0.09877899289131165,0.1893162876367569,0.19049403071403503,0.10671107470989227,0.2244786024093628,0.19049403071403503,0.2117955982685089,0.19231487810611725,0.053336821496486664,0.1804046779870987,0.23204560577869415,0.08366444706916809,0.17776432633399963,0.01815437711775303,0.11440077424049377
de,0.13332346081733704,0.20575080811977386,0.23491892218589783,0.2948541045188904,0.15824219584465027,0.18189555406570435,0.11986742913722992,0.15903331339359283,0.2819381654262543,0.13402992486953735,0.11682311445474625,0.19532008469104767,0.061756670475006104,0.24818959832191467,0.19532008469104767,0.18953214585781097,0.15240880846977234,0.07690953463315964,0.11246591061353683,0.21074703335762024,0.0708952471613884,0.16807064414024353,0.14203840494155884,0.11064168810844421
metaalnijverheid,0.22905601561069489,0.27564510703086853,0.3052131235599518,0.3897542655467987,0.23360368609428406,0.18834030628204346,0.17878250777721405,0.230998694896698,0.3757980167865753,0.17914608120918274,0.19389212131500244,0.3503481149673462,0.19240733981132507,0.30925488471984863,0.3503481149673462,0.24129636585712433,0.15935589373111725,0.2078290581703186,0.1487644910812378,0.2649947702884674,0.1726679503917694,0.23283107578754425,0.16911107301712036,0.29053518176078796
a,0.2667238116264343,0.4508470594882965,0.5829201340675354,0.1946597695350647,0.29755905270576477,0.36608949303627014,0.22416134178638458,0.45503583550453186,0.17649415135383606,0.3733035624027252,0.23609516024589539,1.0,0.2345588207244873,0.539380669593811,1.0,0.2286769598722458,0.22652459144592285,0.3104211390018463,0.18592841923236847,0.4393508732318878,0.3736826181411743,0.013574101030826569,0.21998350322246552,0.23916715383529663
dutch,0.10383101552724838,0.2182149887084961,0.1705695390701294,0.9999999403953552,0.16175270080566406,0.25214898586273193,0.08901067823171616,0.1383991241455078,0.4445931911468506,0.10054577142000198,0.1337791532278061,0.1946597695350647,0.1185917779803276,0.17559829354286194,0.1946597695350647,0.07040021568536758,0.08448561280965805,0.07627259194850922,0.1560990959405899,0.2025880664587021,0.1189623773097992,0.10985580086708069,0.09864163398742676,0.1081366017460823
lawyer,0.17252106964588165,0.2828832268714905,0.17304322123527527,0.16175270080566406,1.0,0.3792445957660675,0.17378737032413483,0.2520906627178192,0.11209332197904587,0.13608989119529724,0.30160123109817505,0.29755905270576477,0.3086688220500946,0.2124365270137787,0.29755905270576477,0.22856847941875458,0.1883162260055542,0.3204497992992401,0.23282991349697113,0.4172278642654419,0.16349074244499207,0.16189615428447723,0.11977124214172363,0.23041324317455292
moved,0.21598075330257416,0.3804442584514618,0.32031023502349854,0.08901067823171616,0.17378737032413483,0.17135502398014069,1.0000001192092896,0.2918468713760376,0.18700267374515533,0.27193185687065125,0.17047415673732758,0.22416134178638458,0.06589797884225845,0.3323737680912018,0.22416134178638458,0.14190295338630676,0.12746064364910126,0.14845886826515198,0.25474220514297485,0.2954341471195221,0.29606878757476807,0.016413576900959015,0.2638598382472992,0.15112607181072235
to,0.4100138247013092,0.3636345863342285,0.535392165184021,0.1383991241455078,0.2520906627178192,0.42656609416007996,0.2918468713760376,1.0,0.18273715674877167,0.43899232149124146,0.30646416544914246,0.45503583550453186,0.20786559581756592,0.45010748505592346,0.45503583550453186,0.19684761762619019,0.20199917256832123,0.3172709345817566,0.36673256754875183,0.385390967130661,0.5461788773536682,-0.14541994035243988,0.4441169500350952,0.29463258385658264
belgium,0.08592603355646133,0.21451419591903687,0.24047598242759705,0.4445931911468506,0.11209332197904587,0.09635444730520248,0.18700267374515533,0.18273715674877167,1.0,0.18370097875595093,0.15094460546970367,0.17649415135383606,0.09069307893514633,0.2803505063056946,0.17649415135383606,0.12143661826848984,0.08403779566287994,0.17539848387241364,0.12886454164981842,0.1978529691696167,0.15574325621128082,0.06644057482481003,0.12541355192661285,0.1067093089222908
while,0.3304853141307831,0.3253832161426544,0.39804592728614807,0.10054577142000198,0.13608989119529724,0.4068111777305603,0.27193185687065125,0.43899232149124146,0.18370097875595093,1.0,0.29589053988456726,0.3733035624027252,0.18116198480129242,0.3399278521537781,0.3733035624027252,0.19636285305023193,0.11741195619106293,0.2690838575363159,0.2933177947998047,0.3526706397533417,0.30216607451438904,-0.11986064165830612,0.4169272184371948,0.21076419949531555
advising,0.2608281075954437,0.2566259801387787,0.2601720094680786,0.1337791532278061,0.30160123109817505,0.37064555287361145,0.17047415673732758,0.30646416544914246,0.15094460546970367,0.29589053988456726,1.0,0.23609516024589539,0.24047477543354034,0.19644007086753845,0.23609516024589539,0.3436574637889862,0.2513071298599243,0.1923583745956421,0.3095402121543884,0.34228578209877014,0.30257341265678406,-0.014380176551640034,0.34449416399002075,0.18198339641094208
a,0.2667238116264343,0.4508470594882965,0.5829201340675354,0.1946597695350647,0.29755905270576477,0.36608949303627014,0.22416134178638458,0.45503583550453186,0.17649415135383606,0.3733035624027252,0.23609516024589539,1.0,0.2345588207244873,0.539380669593811,1.0,0.2286769598722458,0.22652459144592285,0.3104211390018463,0.18592841923236847,0.4393508732318878,0.3736826181411743,0.013574101030826569,0.21998350322246552,0.23916715383529663
