,who,lead,the,super,bowl,50,halftime,performance,?
the,0.3733934462070465,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.260756254196167,0.22068053483963013
super,0.1819351613521576,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.1697542667388916,0.166326642036438
bowl,0.09189514070749283,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.1576956957578659,0.21118052303791046
50,0.0322180911898613,-0.011630125343799591,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.010851318016648293,0.04151197522878647,0.030512850731611252
halftime,0.19379067420959473,0.28099048137664795,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3604390323162079,0.21138669550418854
show,0.2095358669757843,0.22444236278533936,0.319829523563385,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.3664279878139496,0.24070924520492554,0.2520138621330261
was,0.3318818509578705,0.1970783770084381,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.3564006984233856,0.2485550493001938,0.18412111699581146
headlined,0.15209026634693146,0.25775495171546936,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2652970850467682,0.26601076126098633
by,0.39727845788002014,0.23356960713863373,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.3021155297756195,0.2061610072851181,0.17966607213020325
the,0.3733934462070465,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.260756254196167,0.22068053483963013
british,0.2666113078594208,0.16205406188964844,0.28973397612571716,0.09609456360340118,0.07435981184244156,-0.0867072194814682,0.15968884527683258,0.14870062470436096,0.09711728990077972
rock,0.1515379399061203,0.25194308161735535,0.23786304891109467,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.4056971073150635,0.24208790063858032,0.13172835111618042
group,0.33690139651298523,0.1742405891418457,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.1973573863506317,0.20998376607894897,0.13827809691429138
coldplay,0.21639695763587952,0.24992360174655914,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.5025559067726135,0.3532392978668213,0.2499987930059433
with,0.3282766342163086,0.22399857640266418,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3187163174152374,0.18899750709533691,0.2433311939239502
special,0.21519862115383148,0.16209714114665985,0.3027077615261078,0.2675681412220001,0.188632994890213,0.010398488491773605,0.2269991636276245,0.22492675483226776,0.29623302817344666
guest,0.2661038935184479,0.23580299317836761,0.17925196886062622,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.3126589357852936,0.2771458625793457,0.23479853570461273
performers,0.3387889564037323,0.19443000853061676,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.4207268953323364,0.5770130157470703,0.1344873309135437
beyoncé,0.23366473615169525,0.22962352633476257,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.4306446313858032,0.28661489486694336,0.25188755989074707
and,0.41279885172843933,0.31077226996421814,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.25085049867630005,0.20544172823429108
bruno,0.2274247407913208,0.12750820815563202,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.26777195930480957,0.20871685445308685,0.1273501217365265
mars,0.19560889899730682,0.1350651979446411,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1926746964454651,0.16694986820220947,0.1826961636543274
",",0.3365725874900818,0.2561914026737213,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.2156122624874115,0.31091248989105225
who,0.9999998807907104,0.19455209374427795,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.19379067420959473,0.19123515486717224,0.26220351457595825
headlined,0.15209026634693146,0.25775495171546936,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2652970850467682,0.26601076126098633
the,0.3733934462070465,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.260756254196167,0.22068053483963013
super,0.1819351613521576,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.1697542667388916,0.166326642036438
