,what,did,the,astronauts,on,the,moon,send,back,to,earth,live,via,signals,?
they,0.4431931674480438,0.4879390597343445,0.49925389885902405,0.27732720971107483,0.31295230984687805,0.49925389885902405,0.2035096138715744,0.3351874053478241,0.3456249535083771,0.5452046394348145,0.20461301505565643,0.3367162346839905,0.1549089103937149,0.28183192014694214,0.2753053903579712
spent,0.17218980193138123,0.26986101269721985,0.24215754866600037,0.20157404243946075,0.2312440574169159,0.24215754866600037,0.13280457258224487,0.21440790593624115,0.23907381296157837,0.16536113619804382,0.09923630207777023,0.22124962508678436,0.05883272737264633,0.1200883686542511,0.09774520993232727
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.14729517698287964,0.3848365545272827,0.5829201340675354,0.23150557279586792,0.2153356671333313,0.31908270716667175,0.45503583550453186,0.21121151745319366,0.21948647499084473,0.15732350945472717,0.22286362946033478,0.23916715383529663
total,0.19850242137908936,0.14788632094860077,0.27068960666656494,0.128601536154747,0.19572006165981293,0.27068960666656494,0.10965441912412643,0.13474947214126587,0.1607888638973236,0.22792020440101624,0.09910166263580322,0.21879000961780548,0.13240312039852142,0.1739223152399063,0.14396025240421295
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.16999632120132446,0.3966929316520691,0.733189046382904,0.18815091252326965,0.22127455472946167,0.23051875829696655,0.41548454761505127,0.2329314798116684,0.27734068036079407,0.1293322592973709,0.20960435271263123,0.1826142966747284
21,-0.09070611000061035,-0.051883723586797714,-0.05849577113986015,0.003823437262326479,-0.02347504533827305,-0.05849577113986015,-0.016538970172405243,-0.09327414631843567,-0.08197397738695145,-0.14846622943878174,0.020696282386779785,0.1489732563495636,-0.012440146878361702,-0.127733051776886,-0.01186173316091299
hours,0.21807120740413666,0.24668937921524048,0.18919475376605988,0.2994135022163391,0.3053959012031555,0.18919475376605988,0.2626129984855652,0.15874925255775452,0.23423396050930023,0.23638038337230682,0.18174481391906738,0.15797923505306244,0.17831991612911224,0.24695689976215363,0.21755769848823547
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
36,-0.22702908515930176,-0.26229310035705566,-0.13033781945705414,-0.20919060707092285,-0.11592748761177063,-0.13033781945705414,-0.18808691203594208,-0.1912357360124588,-0.17455120384693146,-0.21620690822601318,-0.153316929936409,-0.03613137826323509,0.021947728469967842,-0.12138459086418152,-0.2611904740333557
minutes,0.20975765585899353,0.1874036341905594,0.20313966274261475,0.3134351968765259,0.24994522333145142,0.20313966274261475,0.22691066563129425,0.14830709993839264,0.22183771431446075,0.2305816262960434,0.20096911489963531,0.19797004759311676,0.23074549436569214,0.22201420366764069,0.14419560134410858
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.2219601273536682,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.16991586983203888,0.3159608244895935,0.41031414270401,0.20645220577716827,0.24591919779777527,0.29968157410621643,0.22392448782920837,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.197182759642601,0.5107308030128479,1.0,0.23613092303276062,0.2581755518913269,0.3612101674079895,0.535392165184021,0.2801888585090637,0.2995128035545349,0.23979412019252777,0.28817644715309143,0.22068053483963013
surface,0.23580394685268402,0.14255931973457336,0.2555135488510132,0.306205689907074,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.12184900790452957,0.20380796492099762,0.23727688193321228,0.49709221720695496,0.20516027510166168,0.13527323305606842,0.2883271276950836,0.14613434672355652
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.20313000679016113,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.3002150058746338,0.32774487137794495,0.48971283435821533,0.27524080872535706,0.29040172696113586,0.20018906891345978,0.2103828638792038,0.20544172823429108
spent,0.17218980193138123,0.26986101269721985,0.24215754866600037,0.20157404243946075,0.2312440574169159,0.24215754866600037,0.13280457258224487,0.21440790593624115,0.23907381296157837,0.16536113619804382,0.09923630207777023,0.22124962508678436,0.05883272737264633,0.1200883686542511,0.09774520993232727
2,-0.049862053245306015,-0.044790901243686676,-0.019434669986367226,-0.005196654237806797,-0.0046874904073774815,-0.019434669986367226,0.014117274433374405,-0.00394841842353344,-0.14717712998390198,-0.0836251974105835,-0.020212499424815178,-0.06818465888500214,0.06255283951759338,-0.04898536577820778,0.001977203879505396
hours,0.21807120740413666,0.24668937921524048,0.18919475376605988,0.2994135022163391,0.3053959012031555,0.18919475376605988,0.2626129984855652,0.15874925255775452,0.23423396050930023,0.23638038337230682,0.18174481391906738,0.15797923505306244,0.17831991612911224,0.24695689976215363,0.21755769848823547
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
31,0.04987277463078499,-0.021883003413677216,0.12550820410251617,-0.011395941488444805,0.09168531000614166,0.12550820410251617,0.00423995079472661,0.008549394086003304,0.06605744361877441,0.06736459583044052,0.06675800681114197,0.06269318610429764,0.07795049250125885,0.1038835346698761,-0.017570214346051216
minutes,0.20975765585899353,0.1874036341905594,0.20313966274261475,0.3134351968765259,0.24994522333145142,0.20313966274261475,0.22691066563129425,0.14830709993839264,0.22183771431446075,0.2305816262960434,0.20096911489963531,0.19797004759311676,0.23074549436569214,0.22201420366764069,0.14419560134410858
outside,0.3224688768386841,0.21874573826789856,0.3879719078540802,0.14649850130081177,0.3252089023590088,0.3879719078540802,0.08198346942663193,0.17493052780628204,0.269625186920166,0.3292369544506073,0.21300886571407318,0.23117874562740326,0.23739394545555115,0.2231682538986206,0.14839068055152893
the,0.42745697498321533,0.34736719727516174,1.0,0.197182759642601,0.5107308030128479,1.0,0.23613092303276062,0.2581755518913269,0.3612101674079895,0.535392165184021,0.2801888585090637,0.2995128035545349,0.23979412019252777,0.28817644715309143,0.22068053483963013
spacecraft,0.19567668437957764,0.13561677932739258,0.21476294100284576,0.6521798372268677,0.20470470190048218,0.21476294100284576,0.5240141749382019,0.31069380044937134,0.21844685077667236,0.25703316926956177,0.4782452881336212,0.07984346151351929,0.13349491357803345,0.29348447918891907,0.17708687484264374
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
walking,0.24905268847942352,0.18199899792671204,0.22236526012420654,0.21764573454856873,0.24367409944534302,0.22236526012420654,0.21984151005744934,0.15835820138454437,0.19551992416381836,0.212619811296463,0.21028979122638702,0.17944836616516113,0.20164309442043304,0.20992228388786316,0.14641889929771423
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.2219601273536682,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.16991586983203888,0.3159608244895935,0.41031414270401,0.20645220577716827,0.24591919779777527,0.29968157410621643,0.22392448782920837,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.197182759642601,0.5107308030128479,1.0,0.23613092303276062,0.2581755518913269,0.3612101674079895,0.535392165184021,0.2801888585090637,0.2995128035545349,0.23979412019252777,0.28817644715309143,0.22068053483963013
surface,0.23580394685268402,0.14255931973457336,0.2555135488510132,0.306205689907074,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.12184900790452957,0.20380796492099762,0.23727688193321228,0.49709221720695496,0.20516027510166168,0.13527323305606842,0.2883271276950836,0.14613434672355652
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
taking,0.24635453522205353,0.22738158702850342,0.32714390754699707,0.21067188680171967,0.2542884647846222,0.32714390754699707,0.19784663617610931,0.26429834961891174,0.23764018714427948,0.3001216948032379,0.1888754516839981,0.1365136355161667,0.12394021451473236,0.18136517703533173,0.19960761070251465
photographs,0.15199247002601624,0.1559889018535614,0.16852141916751862,0.24520468711853027,0.16608111560344696,0.16852141916751862,0.1739257425069809,0.21512605249881744,0.21503107249736786,0.1759694665670395,0.15839393436908722,0.12072400003671646,0.0855952724814415,0.21931879222393036,0.16775095462799072
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
collecting,0.3264275789260864,0.18782690167427063,0.3076229989528656,0.13304965198040009,0.24664168059825897,0.3076229989528656,0.13511160016059875,0.2819569706916809,0.23274004459381104,0.23876340687274933,0.1160615086555481,0.13200139999389648,0.14822420477867126,0.2668759524822235,0.1986284703016281
material,0.2591213285923004,0.18850626051425934,0.26762521266937256,0.22297415137290955,0.26862505078315735,0.26762521266937256,0.20372650027275085,0.11879264563322067,0.17651212215423584,0.29219651222229004,0.3232226073741913,0.11663965880870819,0.15328675508499146,0.22330938279628754,0.18117131292819977
samples,0.23286624252796173,0.1458299607038498,0.2069351226091385,0.21379321813583374,0.19188322126865387,0.2069351226091385,0.3050103485584259,0.22295217216014862,0.1887572705745697,0.19206596910953522,0.2559386193752289,0.12397222965955734,0.13408803939819336,0.3152786195278168,0.1777840405702591
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.20313000679016113,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.3002150058746338,0.32774487137794495,0.48971283435821533,0.27524080872535706,0.29040172696113586,0.20018906891345978,0.2103828638792038,0.20544172823429108
deploying,0.2691388726234436,0.15673020482063293,0.2685965597629547,0.2606652081012726,0.2810318171977997,0.2685965597629547,0.21256516873836517,0.34695011377334595,0.26992514729499817,0.2711743116378784,0.228796124458313,0.09218281507492065,0.17524494230747223,0.32361119985580444,0.24282804131507874
automated,0.30911338329315186,0.21432465314865112,0.19617362320423126,0.18737336993217468,0.19595685601234436,0.19617362320423126,0.13719116151332855,0.22644907236099243,0.1794925183057785,0.2349403351545334,0.17124535143375397,0.07680636644363403,0.2604139745235443,0.34207871556282043,0.32748398184776306
scientific,0.18922170996665955,0.18252882361412048,0.24748262763023376,0.3231196105480194,0.21381816267967224,0.24748262763023376,0.19774939119815826,0.07365552335977554,0.08493595570325851,0.26786625385284424,0.24453161656856537,0.08732851594686508,0.10160812735557556,0.2511087656021118,0.16215236485004425
instruments,0.2494814395904541,0.23381318151950836,0.21890103816986084,0.2546473443508148,0.179425910115242,0.21890103816986084,0.1945229172706604,0.22558268904685974,0.18309885263442993,0.2603708803653717,0.20787560939788818,0.12717828154563904,0.038603853434324265,0.3325085937976837,0.14437328279018402
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23683924973011017,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.24667364358901978,0.3066370487213135,0.44245919585227966,0.23186853528022766,0.29754534363746643,0.26232874393463135,0.18197466433048248,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.39804592728614807,0.24142082035541534,0.44084006547927856,0.39804592728614807,0.19663068652153015,0.1722332239151001,0.3826620578765869,0.43899232149124146,0.23815299570560455,0.1947995275259018,0.2312873750925064,0.1800142526626587,0.21076419949531555
continuously,0.2850121855735779,0.198167085647583,0.3446447253227234,0.13110999763011932,0.268385648727417,0.3446447253227234,0.08032587170600891,0.09489975869655609,0.29477542638778687,0.3176272511482239,0.16998375952243805,0.1853266805410385,0.2439497858285904,0.30064940452575684,0.12734593451023102
sending,0.3269664943218231,0.23902535438537598,0.3486887514591217,0.2557525038719177,0.23598553240299225,0.3486887514591217,0.23860256373882294,0.6908668875694275,0.35711783170700073,0.36574411392211914,0.2668761909008026,0.15139935910701752,0.26608598232269287,0.4667346477508545,0.12831254303455353
black-and-white,0.2351612001657486,0.253682017326355,0.3203617334365845,0.29905304312705994,0.254519522190094,0.3203617334365845,0.25973713397979736,0.20144718885421753,0.3143404424190521,0.32919982075691223,0.2540353536605835,0.2126777321100235,0.1258576661348343,0.22526995837688446,0.22171147167682648
television,0.19838058948516846,0.17055591940879822,0.24569597840309143,0.26187601685523987,0.2825660705566406,0.24569597840309143,0.17559866607189178,0.17074978351593018,0.12467575073242188,0.1933557242155075,0.19517122209072113,0.21072427928447723,0.12059302628040314,0.27671000361442566,0.16825827956199646
back,0.2965294420719147,0.2601068317890167,0.3612101674079895,0.2125529646873474,0.3159608244895935,0.3612101674079895,0.17210103571414948,0.35250645875930786,0.9999999403953552,0.4675939381122589,0.22372058033943176,0.22199426591396332,0.2129582315683365,0.23443007469177246,0.2397768795490265
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.22723354399204254,0.41031414270401,0.535392165184021,0.17707908153533936,0.3854542672634125,0.4675939381122589,1.0,0.2486501932144165,0.298321396112442,0.27847176790237427,0.28668031096458435,0.29463258385658264
earth,0.25883176922798157,0.15510493516921997,0.2801888585090637,0.41923049092292786,0.20645220577716827,0.2801888585090637,0.5198023319244385,0.1788845956325531,0.22372058033943176,0.2486501932144165,1.0,0.201178640127182,0.04772097244858742,0.19901324808597565,0.17717236280441284
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.23320762813091278,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.31951451301574707,0.3154444992542267,0.4645031690597534,0.2542925775051117,0.32964062690734863,0.19197528064250946,0.1770751029253006,0.4130953550338745
