,when,did,the,plos,pathogens,paper,come,out,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.14195695519447327,0.17208784818649292,0.18605142831802368,0.26272067427635193,0.3576207756996155,0.20430970191955566
october,0.273419588804245,0.2746104896068573,0.2621108889579773,0.0334065742790699,0.10243567824363708,0.1019054725766182,0.14667077362537384,0.1686478704214096,0.29706719517707825
2010,0.1552559733390808,0.29398393630981445,0.31722962856292725,-0.02483164332807064,0.10941402614116669,-0.03262406215071678,0.28773367404937744,0.19704926013946533,0.21232788264751434
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2258119285106659,0.20320750772953033,0.2304661124944687,0.350309282541275,0.3161109685897827,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.36020293831825256,0.39404502511024475,0.22068053483963013
open-access,0.19384638965129852,0.1898082047700882,0.2678740918636322,0.12395774573087692,0.2607036828994751,0.20072108507156372,0.25292614102363586,0.21927271783351898,0.2941596508026123
scientific,0.18225052952766418,0.18252882361412048,0.24748262763023376,0.26139432191848755,0.31898558139801025,0.2615535259246826,0.16142064332962036,0.20069360733032227,0.16215236485004425
journal,0.11475617438554764,0.15933221578598022,0.20882099866867065,0.21267235279083252,0.24590632319450378,0.29886236786842346,0.16861292719841003,0.11967156082391739,0.11746427416801453
plos,0.10969090461730957,0.09259381890296936,0.17448601126670837,1.0,0.3063320219516754,0.13966982066631317,0.16018369793891907,0.13136431574821472,0.1841345727443695
pathogens,0.23183007538318634,0.1848660260438919,0.23115308582782745,0.3063320219516754,1.0,0.19900861382484436,0.19397084414958954,0.2451762706041336,0.21364152431488037
published,0.1944759637117386,0.17877818644046783,0.22017472982406616,0.11425136029720306,0.13048329949378967,0.40487754344940186,0.15499459207057953,0.13655893504619598,0.16280238330364227
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2581964433193207,0.21121124923229218,0.25947141647338867,0.23267972469329834,0.34264278411865234,0.23916715383529663
paper,0.2627309560775757,0.2034338414669037,0.2077420949935913,0.13966982066631317,0.19900861382484436,0.9999998807907104,0.17452633380889893,0.28206560015678406,0.12693770229816437
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.07354491949081421,0.20554135739803314,0.20666080713272095,0.11457374691963196,0.29497629404067993,0.17966607213020325
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2581964433193207,0.21121124923229218,0.25947141647338867,0.23267972469329834,0.34264278411865234,0.23916715383529663
multinational,0.15982221066951752,0.1323789656162262,0.28697076439857483,0.1673414558172226,0.16751384735107422,0.1713579148054123,0.14690633118152618,0.1571151614189148,0.0989086851477623
team,0.19886156916618347,0.1497787982225418,0.22564226388931274,0.14233382046222687,0.11516838520765305,0.09515414386987686,0.17624928057193756,0.17385028302669525,0.11243411153554916
who,0.48282691836357117,0.34038686752319336,0.3733934462070465,0.17101909220218658,0.17308282852172852,0.17045389115810394,0.2822050154209137,0.3129808306694031,0.26220351457595825
undertook,0.2728467881679535,0.3387361168861389,0.3710167109966278,0.1466241329908371,0.1802985817193985,0.2232753038406372,0.15563516318798065,0.26968368887901306,0.1819676011800766
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2581964433193207,0.21121124923229218,0.25947141647338867,0.23267972469329834,0.34264278411865234,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.3845241069793701,0.10742048174142838,0.13515934348106384,0.1730293184518814,0.2029125690460205,0.2098110169172287,0.14782847464084625
investigation,0.2474265843629837,0.21193689107894897,0.2993324100971222,0.1768045276403427,0.2753674387931824,0.2534979581832886,0.14113673567771912,0.28152090311050415,0.1558016687631607
into,0.389646977186203,0.14888085424900055,0.39493247866630554,0.03742905706167221,0.18723729252815247,0.19487905502319336,0.2680339217185974,0.47896379232406616,0.15662476420402527
the,0.5091903209686279,0.34736719727516174,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.36020293831825256,0.39404502511024475,0.22068053483963013
role,0.2170606553554535,0.16237343847751617,0.26607486605644226,0.09677854925394058,0.1788806915283203,0.1536952406167984,0.10880021750926971,0.09481458365917206,0.18676944077014923
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1732918620109558,0.22946582734584808,0.19050662219524384,0.3194141983985901,0.34176841378211975,0.1826142966747284
yersinia,0.2913760542869568,0.17139646410942078,0.26242390275001526,0.32869017124176025,0.5756018161773682,0.24509188532829285,0.1946987360715866,0.23256072402000427,0.22753337025642395
pestis,0.2564457058906555,0.14983123540878296,0.23376873135566711,0.38103801012039185,0.5820359587669373,0.238261416554451,0.15834683179855347,0.2108362466096878,0.2471543848514557
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.14195695519447327,0.17208784818649292,0.18605142831802368,0.26272067427635193,0.3576207756996155,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.36020293831825256,0.39404502511024475,0.22068053483963013
black,0.1860525906085968,0.14310608804225922,0.28466513752937317,0.17271260917186737,0.14461396634578705,0.18181076645851135,0.17896617949008942,0.12750746309757233,0.15159966051578522
death,0.21254116296768188,0.2252790331840515,0.21438048779964447,0.039208460599184036,0.19186393916606903,0.16478250920772552,0.12778449058532715,0.15523947775363922,0.21149799227714539
following,0.3263498842716217,0.28040066361427307,0.39779382944107056,0.04187795892357826,0.15212282538414001,0.12050650268793106,0.17436909675598145,0.167931467294693,0.1555173695087433
the,0.5091903209686279,0.34736719727516174,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.36020293831825256,0.39404502511024475,0.22068053483963013
disputed,0.23811669647693634,0.18744073808193207,0.32414746284484863,0.0931658148765564,0.15118402242660522,0.16721323132514954,0.15922871232032776,0.17385146021842957,0.2165134698152542
identification,0.21953128278255463,0.1512075811624527,0.3052813708782196,0.21623143553733826,0.38303840160369873,0.18344596028327942,0.10275796800851822,0.1733132302761078,0.2123335301876068
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.07354491949081421,0.20554135739803314,0.20666080713272095,0.11457374691963196,0.29497629404067993,0.17966607213020325
drancourt,0.21663236618041992,0.17863331735134125,0.32447513937950134,0.17189015448093414,0.1722746193408966,0.13036088645458221,0.24186748266220093,0.1657712608575821,0.22359926998615265
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.17953655123710632,0.21800068020820618,0.21158236265182495,0.3412281572818756,0.3881998062133789,0.20544172823429108
raoult,0.2511100172996521,0.18927165865898132,0.22710131108760834,0.18921388685703278,0.2259320169687271,0.012414919212460518,0.15814010798931122,0.16377484798431396,0.1586870402097702
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.14195695519447327,0.17208784818649292,0.18605142831802368,0.26272067427635193,0.3576207756996155,0.20430970191955566
1998,-0.02254817821085453,0.1446981579065323,-0.047468025237321854,0.012211344204843044,-0.12132658064365387,0.009871931746602058,0.0296738613396883,-0.0374196395277977,0.11714459210634232
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.19277657568454742,0.2375609129667282,0.2429187148809433,0.2866859436035156,0.34234723448753357,0.4130953550338745
