,which,fantasy,books,have,references,to,doctor,who,?
references,0.2562655210494995,0.16848492622375488,0.37539348006248474,0.328636109828949,0.9999998807907104,0.26855769753456116,0.11018913984298706,0.18663379549980164,0.37122470140457153
to,0.5345056653022766,0.12895970046520233,0.20019930601119995,0.4544740617275238,0.26855769753456116,1.0,0.22950075566768646,0.42656609416007996,0.29463258385658264
doctor,0.19030126929283142,0.18068693578243256,0.22348254919052124,0.17649078369140625,0.11018913984298706,0.22950075566768646,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.3688730001449585,0.20600542426109314,0.25903794169425964,0.39246654510498047,0.18663379549980164,0.42656609416007996,0.3504868149757385,0.9999998807907104,0.26220351457595825
have,0.49652695655822754,0.1599811315536499,0.20376041531562805,0.9999999403953552,0.328636109828949,0.4544740617275238,0.17649078369140625,0.39246654510498047,0.32991164922714233
also,0.6566565632820129,0.19027559459209442,0.2951752245426178,0.5252172946929932,0.2656227946281433,0.5348826050758362,0.2990783452987671,0.47919341921806335,0.21848613023757935
appeared,0.21686145663261414,0.22697056829929352,0.272948294878006,0.23906831443309784,0.23226787149906158,0.17344161868095398,0.23563694953918457,0.22738154232501984,0.1384376585483551
in,0.4840516746044159,0.1463249772787094,0.250139981508255,0.36843645572662354,0.21304915845394135,0.45010748505592346,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
young,0.19934482872486115,0.19384436309337616,0.21470683813095093,0.21245437860488892,0.0878482460975647,0.22202858328819275,0.16390559077262878,0.4362107217311859,0.14931946992874146
adult,0.2390105426311493,0.274775892496109,0.26652511954307556,0.25291189551353455,0.1704571396112442,0.2005145102739334,0.13711844384670258,0.2506396472454071,0.14439715445041656
fantasy,0.19895397126674652,1.0000001192092896,0.44467538595199585,0.1599811315536499,0.16848492622375488,0.12895970046520233,0.18068693578243256,0.20600542426109314,0.19511307775974274
novels,0.16949355602264404,0.4467566907405853,0.6259106397628784,0.1674632728099823,0.21554280817508698,0.12311761826276779,0.23027703166007996,0.20128938555717468,0.13125161826610565
brisingr,0.29056644439697266,0.3307427167892456,0.3036961257457733,0.24699197709560394,0.2661530673503876,0.24684569239616394,0.16037151217460632,0.20704339444637299,0.20603255927562714
and,0.506277859210968,0.21368414163589478,0.3090738356113434,0.4711785912513733,0.27511847019195557,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.20544172823429108
high,0.25426656007766724,0.07948265224695206,0.12404666095972061,0.2406233847141266,0.1383235603570938,0.28947713971138,0.07957974821329117,0.14553065598011017,0.11137914657592773
wizardry,0.25434133410453796,0.43595394492149353,0.3724975883960724,0.25887101888656616,0.2239779382944107,0.2715017795562744,0.2043023556470871,0.3144707977771759,0.23689956963062286
",",0.3658004403114319,0.1870657205581665,0.258169561624527,0.3541618287563324,0.2993101179599762,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
video,0.22561120986938477,0.2785744071006775,0.23099474608898163,0.2139592170715332,0.19854964315891266,0.18658137321472168,0.22010014951229095,0.24429279565811157,0.22771678864955902
game,0.23652023077011108,0.36257901787757874,0.20392170548439026,0.2211744487285614,0.19316630065441132,0.2540906071662903,0.2088698148727417,0.2523840069770813,0.1829071193933487
rock,0.2919301390647888,0.19413548707962036,0.08209995180368423,0.22425121068954468,0.16222967207431793,0.22657817602157593,0.04430077224969864,0.1515379399061203,0.13172835111618042
band,0.21879728138446808,0.17893731594085693,0.1597730964422226,0.19294743239879608,0.14234942197799683,0.24239279329776764,0.17680174112319946,0.2104743868112564,0.1476995348930359
",",0.3658004403114319,0.1870657205581665,0.258169561624527,0.3541618287563324,0.2993101179599762,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
soap,0.20322954654693604,0.21245093643665314,0.17258642613887787,0.14033791422843933,0.10228978842496872,0.16551382839679718,0.2037750631570816,0.13830624520778656,0.1800997406244278
opera,0.2053554803133011,0.24243707954883575,0.20395709574222565,0.1280546486377716,0.11090689152479172,0.18654409050941467,0.17378202080726624,0.20698651671409607,0.12079104036092758
eastenders,0.19189482927322388,0.2518991231918335,0.27407723665237427,0.12939611077308655,0.19681939482688904,0.2097715139389038,0.27685514092445374,0.2821651101112366,0.15309326350688934
",",0.3658004403114319,0.1870657205581665,0.258169561624527,0.3541618287563324,0.2993101179599762,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
adult,0.2390105426311493,0.274775892496109,0.26652511954307556,0.25291189551353455,0.1704571396112442,0.2005145102739334,0.13711844384670258,0.2506396472454071,0.14439715445041656
swim,0.2563098669052124,0.1896466612815857,0.18072374165058136,0.25829917192459106,0.09270297735929489,0.3092407286167145,0.2492363154888153,0.20635099709033966,0.122484490275383
comedy,0.19440831243991852,0.3528895974159241,0.22838746011257172,0.16262604296207428,0.21632839739322662,0.1824766844511032,0.18777132034301758,0.18432167172431946,0.23552699387073517
show,0.32096749544143677,0.13419102132320404,0.20987530052661896,0.33534201979637146,0.24148869514465332,0.29833272099494934,0.2094513326883316,0.2095358669757843,0.2520138621330261
robot,0.22144098579883575,0.2664978802204132,0.19937795400619507,0.20648375153541565,0.15576539933681488,0.17133626341819763,0.2552931606769562,0.32534560561180115,0.25116392970085144
chicken,0.2045145183801651,0.1483774483203888,0.1838875710964203,0.21654120087623596,0.2158907651901245,0.16317549347877502,0.18246454000473022,0.2009682059288025,0.21590152382850647
",",0.3658004403114319,0.1870657205581665,0.258169561624527,0.3541618287563324,0.2993101179599762,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
family,0.2529175877571106,0.1392328292131424,0.1886322945356369,0.15777942538261414,0.14497195184230804,0.21285007894039154,0.19009946286678314,0.23428858816623688,0.15222905576229095
guy,0.15988950431346893,0.13363754749298096,0.18262210488319397,0.20133477449417114,0.22244994342327118,0.18503864109516144,0.18875060975551605,0.25973543524742126,0.2167169600725174
episodes,0.20309853553771973,0.23311862349510193,0.29328635334968567,0.22485783696174622,0.2848765552043915,0.21516069769859314,0.2920081615447998,0.20461446046829224,0.21740183234214783
``,0.05178012326359749,-0.09698205441236496,-0.052074506878852844,0.1022237241268158,0.03933034837245941,0.06720756739377975,0.03718610852956772,0.02397952415049076,0.0685480609536171
blue,0.28615784645080566,0.16701987385749817,0.12445124238729477,0.2230624407529831,0.2048482894897461,0.2423304319381714,0.12319361418485641,0.1325749307870865,0.15668673813343048
harvest,0.25705552101135254,0.1482778936624527,0.19719572365283966,0.15326721966266632,0.20262789726257324,0.22505506873130798,0.13217280805110931,0.13463160395622253,0.21993160247802734
'',-0.03332270681858063,0.07009810209274292,0.03635586425662041,0.0312618687748909,0.07141119241714478,-0.009905828163027763,0.06782495975494385,0.024401003494858742,0.018684765323996544
and,0.506277859210968,0.21368414163589478,0.3090738356113434,0.4711785912513733,0.27511847019195557,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.20544172823429108
``,0.05178012326359749,-0.09698205441236496,-0.052074506878852844,0.1022237241268158,0.03933034837245941,0.06720756739377975,0.03718610852956772,0.02397952415049076,0.0685480609536171
420,-0.176180899143219,-0.028173835948109627,-0.11128856986761093,-0.10446810722351074,-0.10808102786540985,-0.16710320115089417,0.0046052769757807255,0.013274670578539371,-0.0570630319416523
'',-0.03332270681858063,0.07009810209274292,0.03635586425662041,0.0312618687748909,0.07141119241714478,-0.009905828163027763,0.06782495975494385,0.024401003494858742,0.018684765323996544
",",0.3658004403114319,0.1870657205581665,0.258169561624527,0.3541618287563324,0.2993101179599762,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
and,0.506277859210968,0.21368414163589478,0.3090738356113434,0.4711785912513733,0.27511847019195557,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.20544172823429108
the,0.6521818041801453,0.20843781530857086,0.23187310993671417,0.40389683842658997,0.24170354008674622,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
game,0.23652023077011108,0.36257901787757874,0.20392170548439026,0.2211744487285614,0.19316630065441132,0.2540906071662903,0.2088698148727417,0.2523840069770813,0.1829071193933487
runescape,0.34424805641174316,0.30096864700317383,0.23563571274280548,0.2746813893318176,0.23562295734882355,0.29937732219696045,0.20344915986061096,0.3112892210483551,0.20203399658203125
.,0.45942068099975586,0.23060013353824615,0.2393038123846054,0.41614407300949097,0.2561616599559784,0.4645031690597534,0.22361043095588684,0.3541337847709656,0.4130953550338745
