,prior,to,super,bowl,50,",",what,was,the,last,super,bowl,in,california,?
it,0.19259445369243622,0.513711154460907,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.48329564929008484,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.23236626386642456,0.19638319313526154,0.1748591959476471,0.5130809545516968,0.1883031278848648,0.25732165575027466
is,0.14228065311908722,0.42745086550712585,0.15390309691429138,0.14233897626399994,0.0017694636480882764,0.4691906273365021,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.2445172220468521,0.15390309691429138,0.14233897626399994,0.5394441485404968,0.20727038383483887,0.22961433231830597
the,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.2750805914402008,0.22068053483963013
first,0.3186335265636444,0.3792489171028137,0.2717077434062958,0.20817767083644867,0.07933352887630463,0.34503069519996643,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.5431418418884277,0.2717077434062958,0.20817767083644867,0.4127444326877594,0.20105555653572083,0.18701928853988647
super,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.166326642036438
bowl,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.21118052303791046
held,0.20017679035663605,0.22177374362945557,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.2880980372428894,0.0974166989326477,0.30231067538261414,0.32185450196266174,0.20021413266658783,0.1602509617805481,0.1913566142320633,0.3127288818359375,0.17937809228897095,0.14103956520557404
in,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
the,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.2750805914402008,0.22068053483963013
san,0.20334714651107788,0.21651452779769897,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.25561806559562683,0.19375550746917725,0.2675222158432007,0.2858080565929413,0.15585462749004364,0.15279507637023926,0.18508543074131012,0.2617562413215637,0.5170050263404846,0.10952327400445938
francisco,0.17062698304653168,0.21318043768405914,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.22144022583961487,0.17887917160987854,0.24025709927082062,0.25086042284965515,0.16255201399326324,0.1658499836921692,0.20152677595615387,0.21278683841228485,0.5200812816619873,0.1020219698548317
