,what,is,the,paper,written,by,richard,karp,in,1972,that,ushered,in,a,new,era,of,understanding,between,intractability,and,np-complete,problems,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18605142831802368,0.20878943800926208,0.370934396982193,0.23321768641471863,0.20719370245933533,1.0,0.07430855184793472,0.435920387506485,0.293471097946167,1.0,0.539380669593811,0.3758552670478821,0.19679902493953705,0.5696388483047485,0.23784463107585907,0.41100412607192993,0.25368472933769226,0.4954058527946472,0.22477759420871735,0.21061907708644867,0.20430970191955566
1972,-0.19211961328983307,-0.017347048968076706,0.017579182982444763,-0.15037359297275543,-0.007591241504997015,0.017894208431243896,0.08222126215696335,0.21520763635635376,0.07430855184793472,0.9999999403953552,-0.25558358430862427,0.01145873498171568,0.07430855184793472,-0.08910045027732849,0.05057481303811073,-0.019225990399718285,0.07561471313238144,-0.2331937700510025,-0.060834091156721115,-0.19660192728042603,-0.06165798008441925,-0.055604707449674606,-0.17045211791992188,-0.13323214650154114
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2304661124944687,0.2737409770488739,0.3680937886238098,0.27245110273361206,0.29179710149765015,0.5201468467712402,0.08021809905767441,0.4137537479400635,0.30711987614631653,0.5201468467712402,0.427140474319458,0.36073189973831177,0.19162635505199432,0.4946078956127167,0.2624114453792572,0.27714940905570984,0.22138279676437378,0.6633074283599854,0.21401260793209076,0.2596952021121979,0.31091248989105225
richard,0.19329693913459778,0.13580143451690674,0.2087954580783844,0.08476490527391434,0.2126295268535614,0.24423328042030334,0.9999999403953552,0.3194103240966797,0.23321768641471863,0.08222126215696335,0.1658092886209488,0.24449032545089722,0.23321768641471863,0.243032768368721,0.18675245344638824,0.1827394813299179,0.2227524220943451,0.2407495528459549,0.14471161365509033,0.1411009430885315,0.22443673014640808,0.2758353650569916,0.09825029969215393,0.15003317594528198
karp,0.17241311073303223,0.20569662749767303,0.208003431558609,0.14044715464115143,0.11807682365179062,0.13249127566814423,0.3194103240966797,0.9999999403953552,0.20719370245933533,0.21520763635635376,0.15616340935230255,0.1547803431749344,0.20719370245933533,0.20327863097190857,0.09671612083911896,0.13284063339233398,0.20941458642482758,0.2163587212562561,0.09668989479541779,0.20429852604866028,0.1801057755947113,0.18610158562660217,0.17343546450138092,0.1731996238231659
took,0.1316593885421753,0.18076173961162567,0.31657639145851135,0.12125950306653976,0.09879813343286514,0.21169665455818176,0.16531087458133698,0.13818812370300293,0.2818296551704407,0.09255567938089371,0.2222771942615509,0.28607478737831116,0.2818296551704407,0.18697012960910797,0.18012940883636475,0.2128785252571106,0.2766268849372864,0.12867654860019684,0.24659404158592224,0.09478617459535599,0.25750628113746643,0.15007522702217102,0.18087635934352875,0.14109265804290771
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.24589014053344727,0.28095096349716187,0.38438332080841064,0.17440494894981384,0.1445239633321762,0.45205554366111755,-0.21103797852993011,0.6909449696540833,0.22176159918308258,0.45205554366111755,0.5422310829162598,0.3234144449234009,0.2598396837711334,0.45148900151252747,0.4483559727668762,0.29040461778640747,0.38391420245170593,0.42353692650794983,0.4156428575515747,0.33706656098365784,0.3155723512172699
idea,0.44512778520584106,0.21963010728359222,0.2839161455631256,0.23938614130020142,0.22700044512748718,0.2571745216846466,0.17759659886360168,0.1592569798231125,0.20288406312465668,-0.18500569462776184,0.49277663230895996,0.18467774987220764,0.20288406312465668,0.3483608067035675,0.2159312218427658,0.1401035487651825,0.2342950403690338,0.5012898445129395,0.21083922684192657,0.2969866394996643,0.24201342463493347,0.23548133671283722,0.2970621585845947,0.2952161729335785
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25947141647338867,0.22976966202259064,0.32094135880470276,0.243032768368721,0.20327863097190857,0.539380669593811,-0.08910045027732849,0.47537946701049805,0.23846331238746643,0.539380669593811,1.0,0.3214259147644043,0.1276342272758484,0.5052502155303955,0.3053482472896576,0.29385313391685486,0.34386247396469116,0.3739250600337982,0.28990697860717773,0.21523453295230865,0.23916715383529663
leap,0.13248476386070251,0.17891649901866913,0.2143751084804535,0.22389112412929535,0.16755108535289764,0.13891687989234924,0.10309051722288132,0.13991819322109222,0.14291106164455414,-0.10920117795467377,0.24218522012233734,0.17538921535015106,0.14291106164455414,0.20091316103935242,0.13082167506217957,0.24479904770851135,0.12919089198112488,0.25188592076301575,0.1874210685491562,0.25239449739456177,0.12733018398284912,0.16850405931472778,0.16035428643226624,0.1516948640346527
forward,0.201840341091156,0.20026402175426483,0.2383665293455124,0.22593778371810913,0.09810168296098709,0.17068231105804443,0.13735704123973846,0.17445003986358643,0.16177327930927277,-0.09521185606718063,0.25619006156921387,0.1533750593662262,0.16177327930927277,0.3004973232746124,0.18227064609527588,0.08273176848888397,0.17140159010887146,0.2522338926792145,0.11369524151086807,0.26378923654556274,0.22262142598628998,0.17966237664222717,0.12405053526163101,0.19862937927246094
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2179279774427414,0.21299967169761658,0.39731505513191223,0.16466177999973297,0.1583150327205658,0.4080928862094879,-0.11055134236812592,0.4154358208179474,0.31487855315208435,0.4080928862094879,0.3783375024795532,0.24325589835643768,0.1776808798313141,0.41827285289764404,0.32057997584342957,0.3829993009567261,0.3003274202346802,0.5477725267410278,0.22193770110607147,0.3139011859893799,0.2433311939239502
his,0.26976513862609863,0.24372583627700806,0.4394008219242096,0.2224591225385666,0.2101215273141861,0.3107621967792511,0.2745850384235382,0.1681908816099167,0.3598145842552185,-0.00882809516042471,0.3173833191394806,0.276933878660202,0.3598145842552185,0.3497250974178314,0.24132801592350006,0.17493180930614471,0.38364991545677185,0.2760874927043915,0.15603972971439362,0.21441708505153656,0.4234102666378021,0.21293507516384125,0.26380395889282227,0.18075084686279297
landmark,0.22080667316913605,0.17858435213565826,0.26586976647377014,0.14644090831279755,0.11910304427146912,0.19093501567840576,0.11619170755147934,0.19099906086921692,0.24597838521003723,0.09775067865848541,0.22052954137325287,0.14900408685207367,0.24597838521003723,0.24002137780189514,0.22016477584838867,0.1983739137649536,0.22038531303405762,0.19501365721225739,0.08227270841598511,0.2040483057498932,0.1993752121925354,0.18437838554382324,0.12316720932722092,0.18481020629405975
paper,0.21202662587165833,0.20328976213932037,0.2077420949935913,0.9999998807907104,0.22888131439685822,0.20666080713272095,0.08476490527391434,0.14044715464115143,0.18605142831802368,-0.15037359297275543,0.3100363612174988,0.11350086331367493,0.18605142831802368,0.25947141647338867,0.1730293184518814,0.1383979618549347,0.19050662219524384,0.21583309769630432,0.10999835282564163,0.26095280051231384,0.21158236265182495,0.10500486195087433,0.18486927449703217,0.12693770229816437
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2304661124944687,0.2737409770488739,0.3680937886238098,0.27245110273361206,0.29179710149765015,0.5201468467712402,0.08021809905767441,0.4137537479400635,0.30711987614631653,0.5201468467712402,0.427140474319458,0.36073189973831177,0.19162635505199432,0.4946078956127167,0.2624114453792572,0.27714940905570984,0.22138279676437378,0.6633074283599854,0.21401260793209076,0.2596952021121979,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.00819169171154499,0.08063548058271408,-0.030704375356435776,-0.043472543358802795,-0.0017210040241479874,0.04765888676047325,0.07285740226507187,0.05285148695111275,0.015853282064199448,0.04765888676047325,0.07272057235240936,-0.03575563058257103,0.04220643267035484,0.06780257821083069,0.05828457325696945,0.08136986941099167,0.10790351033210754,0.036644238978624344,-0.05553894117474556,0.07921574264764786,0.0685480609536171
