,how,many,medieval,warm,period,reconstructions,covered,"1,000+",years,?
in,0.2601168751716614,0.41474202275276184,0.2546980679035187,0.24172447621822357,0.23051127791404724,0.2827760875225067,0.27591216564178467,0.10517903417348862,0.33554986119270325,0.20430970191955566
addition,0.24312371015548706,0.3811662197113037,0.08975964039564133,0.18830841779708862,0.14142471551895142,0.2604144513607025,0.2309935986995697,-0.022580336779356003,0.20348259806632996,0.19187232851982117
",",0.22659391164779663,0.40610817074775696,0.18470603227615356,0.24420368671417236,0.25030651688575745,0.2596146762371063,0.30773067474365234,0.1754264235496521,0.2589467465877533,0.31091248989105225
analysis,0.289559006690979,0.21450452506542206,0.15290360152721405,0.1249367892742157,0.1571381837129593,0.4096476137638092,0.11333347111940384,-0.12315400689840317,0.156134694814682,0.15352053940296173
of,0.2480744868516922,0.37253960967063904,0.31686919927597046,0.21449124813079834,0.2698146104812622,0.30999359488487244,0.28798651695251465,0.05002462491393089,0.2904134690761566,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.28617456555366516,0.2764509320259094,0.3125074505805969,0.31834158301353455,0.3132939636707306,0.1392284333705902,0.2912273406982422,0.22068053483963013
medieval,0.14603546261787415,0.24158154428005219,1.0,0.2004401832818985,0.3200860619544983,0.25950801372528076,0.19928500056266785,0.05691355839371681,0.14651337265968323,0.15571735799312592
warm,0.2252393364906311,0.2916550040245056,0.2004401832818985,0.9999999403953552,0.2505011260509491,0.07102179527282715,0.31045815348625183,0.21438895165920258,0.16859057545661926,0.15442228317260742
period,0.22695960104465485,0.23770453035831451,0.3200860619544983,0.2505011260509491,1.0,0.2828887701034546,0.1718197762966156,0.09108506888151169,0.38214126229286194,0.18706195056438446
cited,0.20270095765590668,0.1916373372077942,0.21650075912475586,0.12591800093650818,0.19251589477062225,0.25524237751960754,0.2818208932876587,0.0016574892215430737,0.16638723015785217,0.32995760440826416
reconstructions,0.2121342122554779,0.30185768008232117,0.25950801372528076,0.07102179527282715,0.2828887701034546,0.9999999403953552,0.20116932690143585,0.02537836879491806,0.2731611728668213,0.16968035697937012
by,0.34370526671409607,0.3409687578678131,0.18843704462051392,0.12205103039741516,0.22862431406974792,0.1642511934041977,0.2547268867492676,0.10882686823606491,0.19883383810520172,0.17966607213020325
crowley,0.18299239873886108,0.1586274802684784,0.18945874273777008,0.05792619287967682,0.09477954357862473,0.21018172800540924,0.10885117202997208,0.05918235704302788,0.1553371101617813,0.19416803121566772
&,0.1377509981393814,0.12268554419279099,0.14738665521144867,0.06921069324016571,0.004337700083851814,0.14390674233436584,0.15878406167030334,0.035094089806079865,0.0772986188530922,0.12596383690834045
lowery,0.14435811340808868,0.22071316838264465,0.24153201282024384,0.200238898396492,0.2000112533569336,0.2572077810764313,0.14897972345352173,0.08033472299575806,0.13998058438301086,0.10754073411226273
2000,-0.07386910915374756,-0.06041426211595535,-0.042744047939777374,-0.17341725528240204,-0.10019590705633163,-0.08874630928039551,-0.07325486838817596,-0.14224191009998322,-0.03743647038936615,-0.0824366956949234
(,0.1676948219537735,0.1455259770154953,0.13381382822990417,0.2119666486978531,0.22779083251953125,0.19426265358924866,0.1960790902376175,0.14409486949443817,0.21505801379680634,0.40561532974243164
as,0.33782753348350525,0.4070141911506653,0.19556987285614014,0.2181284874677658,0.23129993677139282,0.2695465683937073,0.264883816242218,0.09974963963031769,0.234328031539917,0.27043893933296204
cited,0.20270095765590668,0.1916373372077942,0.21650075912475586,0.12591800093650818,0.19251589477062225,0.25524237751960754,0.2818208932876587,0.0016574892215430737,0.16638723015785217,0.32995760440826416
in,0.2601168751716614,0.41474202275276184,0.2546980679035187,0.24172447621822357,0.23051127791404724,0.2827760875225067,0.27591216564178467,0.10517903417348862,0.33554986119270325,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.28617456555366516,0.2764509320259094,0.3125074505805969,0.31834158301353455,0.3132939636707306,0.1392284333705902,0.2912273406982422,0.22068053483963013
tar,0.18140293657779694,0.17252126336097717,0.19218985736370087,0.15741625428199768,0.0357121005654335,0.15485352277755737,0.1767808347940445,0.18341287970542908,0.13563008606433868,0.09344086050987244
),0.17939934134483337,0.16602720320224762,0.13722628355026245,0.22945182025432587,0.2531823217868805,0.19396546483039856,0.17703554034233093,0.142088383436203,0.20000751316547394,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.2673880457878113,0.277122437953949,0.23878438770771027,0.23602545261383057,0.3234351575374603,0.16305731236934662,0.300204873085022,0.20544172823429108
osborn,0.2110094130039215,0.19037126004695892,0.18391069769859314,0.1387157142162323,0.09981593489646912,0.249734565615654,0.11351414024829865,0.09242282807826996,0.20045587420463562,0.14969660341739655
&,0.1377509981393814,0.12268554419279099,0.14738665521144867,0.06921069324016571,0.004337700083851814,0.14390674233436584,0.15878406167030334,0.035094089806079865,0.0772986188530922,0.12596383690834045
briffa,0.27416011691093445,0.30765774846076965,0.32961148023605347,0.2247416079044342,0.1567358374595642,0.25149643421173096,0.24377663433551788,0.26863154768943787,0.19415269792079926,0.25396081805229187
2006,0.10067587345838547,0.10145369172096252,-0.006503424607217312,0.010736742056906223,0.055217444896698,0.05030359327793121,0.1366937756538391,-0.09411294758319855,0.03130507469177246,-0.1194092258810997
.,0.3287222981452942,0.3974229395389557,0.2585373520851135,0.27272140979766846,0.2575049102306366,0.28516528010368347,0.2543253004550934,0.1664191037416458,0.31919315457344055,0.4130953550338745
,how,many,medieval,warm,period,reconstructions,covered,"1,000+",years,?
ten,0.26821833848953247,0.340677946805954,0.11553125828504562,0.08562953025102615,0.22801728546619415,0.13847200572490692,0.2077520489692688,0.10104203224182129,0.38129207491874695,0.14471080899238586
of,0.2480744868516922,0.37253960967063904,0.31686919927597046,0.21449124813079834,0.2698146104812622,0.30999359488487244,0.28798651695251465,0.05002462491393089,0.2904134690761566,0.1826142966747284
these,0.41104358434677124,0.7077717185020447,0.18285556137561798,0.2677168548107147,0.280052125453949,0.36201798915863037,0.3156011402606964,0.1807275265455246,0.2443821281194687,0.2571668326854706
14,0.03452076017856598,-0.04532574862241745,0.016650760546326637,0.05312121659517288,-0.07514013350009918,-0.029287751764059067,0.08866402506828308,0.1626293957233429,0.02883278764784336,0.11697390675544739
reconstructions,0.2121342122554779,0.30185768008232117,0.25950801372528076,0.07102179527282715,0.2828887701034546,0.9999999403953552,0.20116932690143585,0.02537836879491806,0.2731611728668213,0.16968035697937012
covered,0.15735739469528198,0.3388194143772125,0.19928500056266785,0.31045815348625183,0.1718197762966156,0.20116932690143585,1.0,0.2666298449039459,0.16325168311595917,0.139833465218544
"1,000",-0.019969388842582703,0.12109162658452988,0.10405012220144272,0.12701258063316345,0.057725172489881516,0.03808429837226868,0.1948101967573166,0.8200870156288147,0.12085787206888199,0.02905043587088585
years,0.21949264407157898,0.2731519937515259,0.14651337265968323,0.16859057545661926,0.38214126229286194,0.2731611728668213,0.16325168311595917,0.11687291413545609,1.0,0.1914375126361847
or,0.3378981947898865,0.36905089020729065,0.2551206052303314,0.23900975286960602,0.22841477394104004,0.27470025420188904,0.2868901193141937,0.12431708723306656,0.1433926820755005,0.32389625906944275
