,what,animals,may,have,been,stampeded,over,genghis,khan,'s,grave,site,?
other,0.341873437166214,0.33722957968711853,0.40045788884162903,0.559082567691803,0.34575363993644714,0.1692819595336914,0.3579636216163635,0.12828509509563446,0.15205100178718567,0.04445967823266983,0.11231102049350739,0.19204844534397125,0.24682199954986572
tales,0.1971687525510788,0.22658035159111023,0.09904105216264725,0.1915631890296936,0.21309301257133484,0.15475153923034668,0.1521383672952652,0.25978243350982666,0.12713097035884857,-0.05797804519534111,0.1405375599861145,0.11258576810359955,0.20862066745758057
state,0.24273863434791565,0.18110398948192596,0.1538422703742981,0.2083192616701126,0.18701127171516418,0.26544511318206787,0.20602752268314362,0.17091327905654907,0.11223016679286957,0.038451772183179855,0.07628414779901505,0.2026614397764206,0.1160883978009224
that,0.6297725439071655,0.3000275194644928,0.4234136641025543,0.6182622313499451,0.4152003228664398,0.1898963898420334,0.3882925808429718,0.21352417767047882,0.14077997207641602,0.04397977516055107,0.17904837429523468,0.19933675229549408,0.32716336846351624
his,0.26976513862609863,0.21014831960201263,0.17931339144706726,0.25689181685447693,0.2785126268863678,0.26151514053344727,0.3031150996685028,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.22214633226394653,0.15587002038955688,0.18075084686279297
grave,0.19387894868850708,0.09249947965145111,0.14431928098201752,0.1495572328567505,0.13002188503742218,0.24400462210178375,0.21629498898983002,0.24420137703418732,0.1328037530183792,0.06285359710454941,1.0,0.3544329106807709,0.2043718844652176
was,0.22111038863658905,0.16088683903217316,0.3388521671295166,0.2863433063030243,0.518218457698822,0.29456260800361633,0.24486446380615234,0.3037589192390442,0.23483267426490784,0.008974763564765453,0.18294581770896912,0.24460934102535248,0.18412111699581146
stampeded,0.1994425356388092,0.22246016561985016,0.1953689157962799,0.18617312610149384,0.21541506052017212,1.0,0.18327391147613525,0.2913287878036499,0.2131454199552536,0.06093672290444374,0.24400462210178375,0.2541883885860443,0.17340901494026184
over,0.28007611632347107,0.22338351607322693,0.21850831806659698,0.41283175349235535,0.36951375007629395,0.18327391147613525,1.0,0.2570053040981293,0.12129305303096771,0.016215575858950615,0.21629498898983002,0.18573054671287537,0.25742942094802856
by,0.2455483376979828,0.23609067499637604,0.1970296949148178,0.3359639644622803,0.39107078313827515,0.23616933822631836,0.29360154271125793,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.11974640190601349,0.16451333463191986,0.17966607213020325
many,0.36131182312965393,0.34836235642433167,0.29758191108703613,0.5841760635375977,0.4963826537132263,0.15114790201187134,0.47131630778312683,0.2155562937259674,0.15215526521205902,0.01698932610452175,0.18913322687149048,0.2359645813703537,0.2124512493610382
horses,0.20263072848320007,0.5097335577011108,0.1637790948152542,0.28259479999542236,0.24806460738182068,0.23207585513591766,0.20780661702156067,0.26322728395462036,0.14213278889656067,0.07039947807788849,0.11514464020729065,0.08310315012931824,0.11661676317453384
",",0.3087472915649414,0.23067066073417664,0.5007920861244202,0.3541618287563324,0.34873589873313904,0.3096001446247101,0.3301127254962921,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.16230325400829315,0.2036259025335312,0.31091248989105225
and,0.31309178471565247,0.3589221239089966,0.34598252177238464,0.4711785912513733,0.3424558639526367,0.23670148849487305,0.4021143913269043,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.15214112401008606,0.19108152389526367,0.20544172823429108
that,0.6297725439071655,0.3000275194644928,0.4234136641025543,0.6182622313499451,0.4152003228664398,0.1898963898420334,0.3882925808429718,0.21352417767047882,0.14077997207641602,0.04397977516055107,0.17904837429523468,0.19933675229549408,0.32716336846351624
trees,0.18814536929130554,0.4020002782344818,0.18450763821601868,0.27078256011009216,0.23668506741523743,0.18840833008289337,0.30575618147850037,0.19121751189231873,0.07007178664207458,0.019250985234975815,0.21546617150306702,0.12643888592720032,0.11582431197166443
were,0.22298263013362885,0.2710593342781067,0.2525627911090851,0.5193349123001099,0.5062422156333923,0.2588609755039215,0.30589473247528076,0.25783681869506836,0.12865866720676422,0.007088581565767527,0.20260518789291382,0.2008490264415741,0.17890112102031708
then,0.4072686731815338,0.19585981965065002,0.1997610628604889,0.3610527813434601,0.3188432455062866,0.23713289201259613,0.3562479317188263,0.22429892420768738,0.21561427414417267,0.010921895503997803,0.14353446662425995,0.1801062524318695,0.2884598970413208
planted,0.20231463015079498,0.30300939083099365,0.19231301546096802,0.22128796577453613,0.2913058400154114,0.28847774863243103,0.2563103139400482,0.21685834228992462,0.13506510853767395,-0.016704414039850235,0.23001907765865326,0.16288882493972778,0.13236138224601746
over,0.28007611632347107,0.22338351607322693,0.21850831806659698,0.41283175349235535,0.36951375007629395,0.18327391147613525,1.0,0.2570053040981293,0.12129305303096771,0.016215575858950615,0.21629498898983002,0.18573054671287537,0.25742942094802856
the,0.42745697498321533,0.2939487397670746,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.34495556354522705,0.39856547117233276,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.16996482014656067,0.288954496383667,0.22068053483963013
site,0.21561308205127716,0.16291579604148865,0.15846408903598785,0.21874290704727173,0.3156470060348511,0.2541883885860443,0.18573054671287537,0.19428767263889313,0.12226516753435135,0.007863886654376984,0.3544329106807709,1.0000001192092896,0.2014765441417694
",",0.3087472915649414,0.23067066073417664,0.5007920861244202,0.3541618287563324,0.34873589873313904,0.3096001446247101,0.3301127254962921,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.16230325400829315,0.2036259025335312,0.31091248989105225
and,0.31309178471565247,0.3589221239089966,0.34598252177238464,0.4711785912513733,0.3424558639526367,0.23670148849487305,0.4021143913269043,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.15214112401008606,0.19108152389526367,0.20544172823429108
the,0.42745697498321533,0.2939487397670746,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.34495556354522705,0.39856547117233276,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.16996482014656067,0.288954496383667,0.22068053483963013
permafrost,0.26254212856292725,0.4077144265174866,0.2791317403316498,0.39312997460365295,0.30799582600593567,0.27749356627464294,0.34874072670936584,0.267086923122406,0.1836821287870407,0.08799860626459122,0.24661321938037872,0.18871286511421204,0.18800492584705353
also,0.42747777700424194,0.3087356686592102,0.3555105924606323,0.5252172946929932,0.46553757786750793,0.2514840364456177,0.35972511768341064,0.2539297640323639,0.21398134529590607,-0.0014726108638569713,0.14254680275917053,0.24941858649253845,0.21848613023757935
did,0.4259131848812103,0.1985561102628708,0.3038632869720459,0.3783526122570038,0.2835664749145508,0.21057750284671783,0.2535076439380646,0.18339850008487701,0.155345618724823,0.05069678649306297,0.16173191368579865,0.11670486629009247,0.3023456633090973
its,0.30393704771995544,0.19757187366485596,0.17664512991905212,0.3852778375148773,0.2810076177120209,0.15503700077533722,0.36371928453445435,0.24289198219776154,0.1278151124715805,0.03202139586210251,0.10285310447216034,0.17821022868156433,0.15103481709957123
part,0.3476244807243347,0.21641035377979279,0.18155068159103394,0.25547030568122864,0.21233350038528442,0.24775490164756775,0.29511886835098267,0.1747124046087265,0.15835325419902802,0.007562864106148481,0.11058510094881058,0.21392333507537842,0.08557961881160736
in,0.30808621644973755,0.26300355792045593,0.3424151837825775,0.36843645572662354,0.3515113592147827,0.24633347988128662,0.3605569899082184,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.1714838296175003,0.20704983174800873,0.20430970191955566
hiding,0.28701403737068176,0.23454461991786957,0.21024712920188904,0.21899588406085968,0.19041955471038818,0.16841107606887817,0.19930274784564972,0.19390451908111572,0.10973287373781204,0.03114449791610241,0.22642765939235687,0.136847123503685,0.24915523827075958
