,when,did,doctor,who,win,an,award,for,best,drama,series,?
the,0.5091903209686279,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.4207492768764496,0.24073810875415802,0.4739971458911896,0.3134109377861023,0.2408958077430725,0.31376904249191284,0.22068053483963013
show,0.2859477698802948,0.1697595715522766,0.2094513326883316,0.2095358669757843,0.2181871086359024,0.23366062343120575,0.1845170259475708,0.3141973614692688,0.2132754772901535,0.27227604389190674,0.41789430379867554,0.2520138621330261
has,0.34538573026657104,0.2124989777803421,0.1778179407119751,0.2558172643184662,0.1720101237297058,0.2991473078727722,0.22060689330101013,0.450642853975296,0.23016110062599182,0.20040154457092285,0.16834278404712677,0.15994466841220856
received,0.17342817783355713,0.3125181496143341,0.16980679333209991,0.20717638731002808,0.30450135469436646,0.1721169799566269,0.4663506746292114,0.30396392941474915,0.2106049358844757,0.2596699893474579,0.18686877191066742,0.11905962228775024
recognition,0.2345452457666397,0.23289744555950165,0.17521712183952332,0.2689022123813629,0.24166339635849,0.22019268572330475,0.4345490336418152,0.340660035610199,0.27340564131736755,0.16641384363174438,0.17415589094161987,0.20074869692325592
as,0.4437963366508484,0.3596470057964325,0.17422905564308167,0.3923053741455078,0.17371131479740143,0.37218472361564636,0.18954238295555115,0.44774648547172546,0.32800307869911194,0.21959319710731506,0.2641415596008301,0.27043893933296204
one,0.38307374715805054,0.27659472823143005,0.17397142946720123,0.40083858370780945,0.26722627878189087,0.2829729914665222,0.18067443370819092,0.384836345911026,0.3874412178993225,0.1530417501926422,0.21504130959510803,0.2673267424106598
of,0.3757161796092987,0.2513895630836487,0.16895952820777893,0.2827862501144409,0.18048720061779022,0.32280945777893066,0.19404402375221252,0.4185989499092102,0.23660683631896973,0.18793216347694397,0.22268271446228027,0.1826142966747284
britain,0.21153636276721954,0.23567047715187073,0.13749557733535767,0.2346068173646927,0.17595046758651733,0.15375836193561554,0.15017259120941162,0.22167551517486572,0.1979956179857254,0.16046716272830963,0.1497352421283722,0.1268460750579834
's,-0.03368149697780609,0.05069678649306297,0.031664930284023285,0.05599616840481758,0.04981255531311035,0.025255560874938965,-0.01696835085749626,-0.07241261005401611,0.06545830518007278,0.06856228411197662,0.0006390819908119738,-0.023395681753754616
finest,0.1332266926765442,0.18820245563983917,0.07229311019182205,0.22643354535102844,0.1713610291481018,0.14448587596416473,0.21220004558563232,0.30583667755126953,0.3874865174293518,0.25190281867980957,0.1248733326792717,0.1559486985206604
television,0.19077982008457184,0.17055591940879822,0.31410008668899536,0.2515988349914551,0.19937200844287872,0.22427234053611755,0.34563982486724854,0.27045196294784546,0.28448715806007385,0.4801269471645355,0.6111506819725037,0.16825827956199646
programmes,0.1424974501132965,0.1713329702615738,0.24234649538993835,0.2315400391817093,0.1532386839389801,0.18708476424217224,0.2989667057991028,0.3215053081512451,0.2510201334953308,0.35734158754348755,0.3711557686328888,0.20130415260791779
",",0.36674630641937256,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.2999197840690613,0.3581022024154663,0.25078102946281433,0.4464869201183319,0.3461092710494995,0.240437850356102,0.24060699343681335,0.31091248989105225
winning,0.1919308304786682,0.29349252581596375,0.15085053443908691,0.24573363363742828,0.6084633469581604,0.16738973557949066,0.5711818337440491,0.3403407335281372,0.3954976797103882,0.29102668166160583,0.2735115885734558,0.1251823455095291
the,0.5091903209686279,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.4207492768764496,0.24073810875415802,0.4739971458911896,0.3134109377861023,0.2408958077430725,0.31376904249191284,0.22068053483963013
2006,0.023816242814064026,-0.07636451721191406,-0.11969777941703796,-0.026890208944678307,-0.10328231006860733,0.0447457917034626,-0.03667088598012924,0.037143539637327194,-0.03418292477726936,-0.08645106852054596,0.036084845662117004,-0.1194092258810997
british,0.1642608791589737,0.2039594054222107,0.19140693545341492,0.2666113078594208,0.2070116400718689,0.21499769389629364,0.24145695567131042,0.1970057189464569,0.2461317479610443,0.2167758345603943,0.2473444640636444,0.09711728990077972
academy,0.16761095821857452,0.16967160999774933,0.19127340614795685,0.18382731080055237,0.2377585470676422,0.16079072654247284,0.5406574606895447,0.2934502065181732,0.4203295111656189,0.35422343015670776,0.23720937967300415,0.1340850442647934
television,0.19077982008457184,0.17055591940879822,0.31410008668899536,0.2515988349914551,0.19937200844287872,0.22427234053611755,0.34563982486724854,0.27045196294784546,0.28448715806007385,0.4801269471645355,0.6111506819725037,0.16825827956199646
award,0.17902956902980804,0.19671815633773804,0.14153583347797394,0.20553933084011078,0.3150961101055145,0.13912445306777954,1.0,0.33284175395965576,0.5186157822608948,0.3400711417198181,0.3122923970222473,0.18240714073181152
for,0.43402108550071716,0.318512886762619,0.1556548923254013,0.37110671401023865,0.33295753598213196,0.3236706852912903,0.33284175395965576,0.9999999403953552,0.45128104090690613,0.22676996886730194,0.2715710699558258,0.264628142118454
best,0.15734568238258362,0.25550925731658936,0.1909310668706894,0.266329824924469,0.3168060779571533,0.22843749821186066,0.5186157822608948,0.45128104090690613,0.9999999403953552,0.32843729853630066,0.3025350868701935,0.2799045741558075
drama,0.15549175441265106,0.19004322588443756,0.2582404613494873,0.2117668092250824,0.2231770008802414,0.18521735072135925,0.3400711417198181,0.22676996886730194,0.32843729853630066,1.0,0.42834165692329407,0.21114452183246613
series,0.2194245308637619,0.15581852197647095,0.2712797522544861,0.21484537422657013,0.19905273616313934,0.16255386173725128,0.3122923970222473,0.2715710699558258,0.3025350868701935,0.42834165692329407,1.0000001192092896,0.1709602326154709
and,0.4716290831565857,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.25380003452301025,0.2838519215583801,0.2334289401769638,0.5064792633056641,0.30328524112701416,0.23960810899734497,0.26972857117652893,0.20544172823429108
five,0.2892635762691498,0.1999429613351822,0.11301461607217789,0.22190363705158234,0.19863863289356232,0.16619600355625153,0.2238638997077942,0.30701300501823425,0.23439423739910126,0.15541131794452667,0.29426780343055725,0.18342848122119904
consecutive,0.2351420670747757,0.19610702991485596,0.12443006038665771,0.14943990111351013,0.3929280638694763,0.11628027260303497,0.28886178135871887,0.2670096158981323,0.23386727273464203,0.11763538420200348,0.2523640990257263,0.16441477835178375
(,0.2459595799446106,0.18979617953300476,0.1570640504360199,0.2443375140428543,0.21469834446907043,0.286407470703125,0.2435217648744583,0.3357032239437103,0.31621530652046204,0.2218865007162094,0.21145714819431305,0.40561532974243164
2005–2010,0.06263036280870438,0.14958320558071136,0.08021476864814758,0.232108473777771,0.04230254888534546,0.16823816299438477,0.14564162492752075,0.11482421308755875,0.1496729552745819,0.1611650437116623,0.18055720627307892,0.1453372985124588
),0.2538422644138336,0.18584993481636047,0.1509941965341568,0.2457384318113327,0.23206643760204315,0.2873353958129883,0.2504473030567169,0.3639558255672455,0.32877472043037415,0.24340344965457916,0.20434704422950745,0.42300865054130554
awards,0.18605242669582367,0.1954083889722824,0.16846410930156708,0.22637341916561127,0.3160313665866852,0.13011738657951355,0.8199694752693176,0.3199397027492523,0.48694908618927,0.3189375102519989,0.29899898171424866,0.2122269868850708
at,0.38876327872276306,0.28390252590179443,0.2165924310684204,0.22096660733222961,0.18453358113765717,0.2446778565645218,0.14759428799152374,0.34237727522850037,0.17172780632972717,0.16776888072490692,0.1310107558965683,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.28308698534965515,0.4207492768764496,0.24073810875415802,0.4739971458911896,0.3134109377861023,0.2408958077430725,0.31376904249191284,0.22068053483963013
national,0.1649656444787979,0.17743784189224243,0.11481086909770966,0.18105065822601318,0.22418774664402008,0.1631900668144226,0.23192229866981506,0.36267757415771484,0.18944062292575836,0.14643830060958862,0.1541798710823059,0.15643028914928436
television,0.19077982008457184,0.17055591940879822,0.31410008668899536,0.2515988349914551,0.19937200844287872,0.22427234053611755,0.34563982486724854,0.27045196294784546,0.28448715806007385,0.4801269471645355,0.6111506819725037,0.16825827956199646
awards,0.18605242669582367,0.1954083889722824,0.16846410930156708,0.22637341916561127,0.3160313665866852,0.13011738657951355,0.8199694752693176,0.3199397027492523,0.48694908618927,0.3189375102519989,0.29899898171424866,0.2122269868850708
during,0.46721696853637695,0.30679523944854736,0.19493472576141357,0.30551859736442566,0.22393421828746796,0.21076080203056335,0.18135583400726318,0.3448435664176941,0.19040215015411377,0.2056724727153778,0.25247013568878174,0.1325719803571701
russell,0.19072842597961426,0.14146405458450317,0.12072563916444778,0.2708354890346527,0.13103628158569336,0.21404433250427246,0.1814550757408142,0.23828181624412537,0.22798988223075867,0.14428988099098206,0.21904300153255463,0.11642709374427795
t,0.2666409909725189,0.3365301787853241,0.17748232185840607,0.23457348346710205,0.21923573315143585,0.18232253193855286,0.15557049214839935,0.26018503308296204,0.2024327963590622,0.22339029610157013,0.13229136168956757,0.4954066574573517
davies,0.15396663546562195,0.16403736174106598,0.2710629403591156,0.24405889213085175,0.11410268396139145,0.2554696500301361,0.16034384071826935,0.22298221290111542,0.23362906277179718,0.2406836450099945,0.28206896781921387,0.12641099095344543
',0.2558356821537018,0.25488927960395813,0.2026606649160385,0.22534559667110443,0.18705692887306213,0.36139753460884094,0.21834291517734528,0.31184524297714233,0.33204957842826843,0.28256654739379883,0.22980502247810364,0.330942302942276
tenure,0.1306052803993225,0.2287319153547287,0.1131453886628151,0.22222712635993958,0.16683340072631836,0.1323913186788559,0.1280709058046341,0.29878389835357666,0.20497934520244598,0.19311228394508362,0.16193273663520813,0.19726786017417908
as,0.4437963366508484,0.3596470057964325,0.17422905564308167,0.3923053741455078,0.17371131479740143,0.37218472361564636,0.18954238295555115,0.44774648547172546,0.32800307869911194,0.21959319710731506,0.2641415596008301,0.27043893933296204
executive,0.1448189616203308,0.1714463233947754,0.1511356085538864,0.20786358416080475,0.12349052727222443,0.1932171881198883,0.22644881904125214,0.12237442284822464,0.1682453453540802,0.12259507924318314,0.1810639202594757,0.12134998291730881
producer,0.19339103996753693,0.1227913573384285,0.23966555297374725,0.20600847899913788,0.19353626668453217,0.25181761384010315,0.290800541639328,0.19654105603694916,0.29222893714904785,0.23557370901107788,0.2266491949558258,0.17015865445137024
.,0.475719153881073,0.35288307070732117,0.22361043095588684,0.3541337847709656,0.25577837228775024,0.3581749200820923,0.21118880808353424,0.4726039469242096,0.31068575382232666,0.2663460075855255,0.3121925890445709,0.4130953550338745
