,who,was,tesla,'s,secretary,?
his,0.44966956973075867,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.22783547639846802,0.18075084686279297
loyal,0.3842272162437439,0.2292376458644867,0.1222565770149231,0.045645665377378464,0.2142530232667923,0.09812439978122711
secretary,0.2019355148077011,0.2750075161457062,0.09461670368909836,-0.007464706432074308,0.9999999403953552,0.10113837569952011
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.24522995948791504,0.31091248989105225
dorothy,0.20318709313869476,0.22642767429351807,0.10124805569648743,-0.03807182237505913,0.16375550627708435,0.19687046110630035
skerrit,0.30053526163101196,0.2797072231769562,0.16110771894454956,0.051365599036216736,0.22005215287208557,0.30414238572120667
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.24522995948791504,0.31091248989105225
wrote,0.2670581638813019,0.40092042088508606,0.13169313967227936,0.07554080337285995,0.19704082608222961,0.19322504103183746
:,-0.0025186005514115095,0.002802103292196989,0.0028187385760247707,0.07621461898088455,0.018662497401237488,-0.07156077772378922
``,0.02397952415049076,-0.012679691426455975,0.04274534806609154,-0.03416389226913452,0.07340669631958008,0.0685480609536171
his,0.44966956973075867,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.22783547639846802,0.18075084686279297
genial,0.17210248112678528,0.1629871428012848,0.28077778220176697,-0.01095831673592329,0.14709800481796265,0.24283599853515625
smile,0.2267240285873413,0.17002934217453003,0.1131988912820816,0.06534141302108765,0.1435960978269577,0.22386209666728973
and,0.41279885172843933,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.2080061286687851,0.20544172823429108
nobility,0.27967900037765503,0.21040508151054382,0.1694711595773697,-0.06801348924636841,0.22221095860004425,0.18718111515045166
of,0.2827862501144409,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.21537087857723236,0.1826142966747284
bearing,0.18316270411014557,0.1359698623418808,0.1846504807472229,-0.051790688186883926,0.11891771852970123,0.24770914018154144
always,0.35447362065315247,0.190224289894104,0.13400006294250488,0.07762603461742401,0.17121374607086182,0.26136693358421326
denoted,0.12629535794258118,0.20626050233840942,0.208984375,-0.04383493587374687,0.14043334126472473,0.18363580107688904
the,0.3733934462070465,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.23160062730312347,0.22068053483963013
gentlemanly,0.30588459968566895,0.28756508231163025,0.10381840914487839,0.01883341744542122,0.14018498361110687,0.17968545854091644
characteristics,0.1773955374956131,0.1686122566461563,0.14475436508655548,-0.0074400147423148155,0.14798995852470398,0.13894438743591309
that,0.45444270968437195,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.18073731660842896,0.32716336846351624
were,0.3188014328479767,0.590133786201477,0.1222306564450264,0.007088581565767527,0.14929230511188507,0.17890112102031708
so,0.39952170848846436,0.2666010558605194,0.186936616897583,0.04364320635795593,0.1137566789984703,0.43163934350013733
ingrained,0.24314992129802704,0.2926683723926544,0.1887062042951584,0.029543492943048477,0.14654770493507385,0.273776113986969
in,0.2792111933231354,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.22551915049552917,0.20430970191955566
his,0.44966956973075867,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.22783547639846802,0.18075084686279297
soul,0.2787841260433197,0.17936494946479797,0.16144660115242004,0.08064237982034683,0.12060712277889252,0.2029775083065033
.,0.3541337847709656,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.2235480397939682,0.4130953550338745
'',0.024401003494858742,0.04456103965640068,0.048713020980358124,-0.04859459400177002,-0.03673524037003517,0.018684765323996544
