,what,is,the,name,of,world,renowned,cellist,is,a,former,harvard,student,?
du,0.10019232332706451,0.14207105338573456,0.22366085648536682,0.11224523186683655,0.19881431758403778,0.1222057044506073,0.24797651171684265,0.2551738917827606,0.14207105338573456,0.20477020740509033,0.13527555763721466,0.17213337123394012,0.09119398146867752,0.155681312084198
bois,0.17828457057476044,0.2090991735458374,0.21516507863998413,0.11784043163061142,0.1543956995010376,0.11975153535604477,0.1978733092546463,0.21768619120121002,0.2090991735458374,0.2653695344924927,0.16690658032894135,0.19980117678642273,0.15521785616874695,0.20908278226852417
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09254426509141922,0.06347186863422394,-0.022943729534745216,0.05324986204504967,-0.02122584730386734,-0.07176365703344345,0.005234759766608477,-0.04321422427892685,0.10349778085947037
philosopher,0.22530826926231384,0.18358319997787476,0.14052307605743408,0.1378946304321289,0.1313987523317337,0.1552462875843048,0.3073352575302124,0.40207958221435547,0.18358319997787476,0.20043519139289856,0.1729850172996521,0.3006695508956909,0.2858532667160034,0.1893014907836914
henry,0.1911626160144806,0.17977802455425262,0.2542637586593628,0.11923310905694962,0.2390729784965515,0.17114602029323578,0.1348537802696228,0.213540717959404,0.17977802455425262,0.24300003051757812,0.1697331666946411,0.2223862111568451,0.14432574808597565,0.16836383938789368
david,0.1299152821302414,0.14622443914413452,0.2237231284379959,0.09105115383863449,0.191870778799057,0.15108299255371094,0.1524796187877655,0.23305298388004303,0.14622443914413452,0.19156141579151154,0.1907336413860321,0.19779399037361145,0.13041158020496368,0.04158485680818558
thoreau,0.3263375163078308,0.23455512523651123,0.30504027009010315,0.16890326142311096,0.27008235454559326,0.16152259707450867,0.2585330307483673,0.2643278241157532,0.23455512523651123,0.25918325781822205,0.06714767962694168,0.2744091749191284,0.22714540362358093,0.1922200322151184
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09254426509141922,0.06347186863422394,-0.022943729534745216,0.05324986204504967,-0.02122584730386734,-0.07176365703344345,0.005234759766608477,-0.04321422427892685,0.10349778085947037
authors,0.20440030097961426,0.18932047486305237,0.198689267039299,0.2768469452857971,0.19112128019332886,0.10274649411439896,0.25887468457221985,0.21054217219352722,0.18932047486305237,0.12876835465431213,0.10637684166431427,0.2318568080663681,0.2066313773393631,0.19121912121772766
ralph,0.16919583082199097,0.08551191538572311,0.1921381652355194,0.08878130465745926,0.20447495579719543,0.20903855562210083,0.21833984553813934,0.2364741414785385,0.08551191538572311,0.09681907296180725,0.1479639858007431,0.20967485010623932,0.2379600703716278,0.0765800029039383
waldo,0.1774282604455948,0.14660081267356873,0.21176496148109436,0.11120616644620895,0.16315564513206482,0.18039554357528687,0.13516660034656525,0.18572047352790833,0.14660081267356873,0.1837075799703598,0.18069292604923248,0.2064339518547058,0.12055690586566925,0.17885999381542206
emerson,0.1891968548297882,0.20223960280418396,0.2135593593120575,0.1596115082502365,0.2203364223241806,0.19823168218135834,0.22742433845996857,0.24807190895080566,0.20223960280418396,0.22709603607654572,0.2063235193490982,0.3556196093559265,0.26159560680389404,0.20183783769607544
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3246132433414459,0.259299635887146,0.20805050432682037,0.3859752118587494,0.3739250600337982,0.2516189515590668,0.2453373372554779,0.2391568422317505,0.20544172823429108
william,0.24990826845169067,0.13717274367809296,0.21537061035633087,0.10910340398550034,0.20272590219974518,0.08222561329603195,0.20740538835525513,0.22984275221824646,0.13717274367809296,0.19269351661205292,0.13653042912483215,0.3073069155216217,0.1881522238254547,0.14462219178676605
s.,0.027025721967220306,-0.06830571591854095,-0.04539619758725166,-0.020858418196439743,-0.10292956233024597,-0.04368308559060097,-0.19525423645973206,-0.12616033852100372,-0.06830571591854095,0.01792140118777752,0.0012680512154474854,-0.09851834177970886,-0.07963898032903671,0.07581593841314316
burroughs,0.16488432884216309,0.2671095132827759,0.24527746438980103,0.21938982605934143,0.23000280559062958,0.21170827746391296,0.23651039600372314,0.22831004858016968,0.2671095132827759,0.2251291424036026,0.1975724697113037,0.22121982276439667,0.16046468913555145,0.19296176731586456
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09254426509141922,0.06347186863422394,-0.022943729534745216,0.05324986204504967,-0.02122584730386734,-0.07176365703344345,0.005234759766608477,-0.04321422427892685,0.10349778085947037
educators,0.21457290649414062,0.15624448657035828,0.22086481750011444,0.10425014793872833,0.23434682190418243,0.17350032925605774,0.37007176876068115,0.366171270608902,0.15624448657035828,0.18664242327213287,0.2284201979637146,0.3204413950443268,0.360424667596817,0.19681230187416077
werner,0.20484279096126556,0.18018043041229248,0.2415284812450409,0.09325648099184036,0.19863280653953552,0.18070672452449799,0.18146178126335144,0.2923511564731598,0.18018043041229248,0.17161442339420319,0.2017504870891571,0.22999247908592224,0.23864996433258057,0.2211776077747345
baer,0.19315750896930695,0.15677176415920258,0.21734488010406494,0.17204730212688446,0.19897106289863586,0.2598698139190674,0.2502148747444153,0.3772953450679779,0.15677176415920258,0.2138826847076416,0.225645512342453,0.3311290144920349,0.22380729019641876,0.18381035327911377
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.26091980934143066,0.19441866874694824,0.2829265296459198,0.4691906273365021,0.427140474319458,0.2738454341888428,0.2719281017780304,0.2261858433485031,0.31091248989105225
harlan,0.18146352469921112,0.16331236064434052,0.22123396396636963,0.1735956072807312,0.2112726867198944,0.18201810121536255,0.17819567024707794,0.18781116604804993,0.16331236064434052,0.21752335131168365,0.17442741990089417,0.3595893681049347,0.1757822483778,0.1691509187221527
hanson,0.20860253274440765,0.2071819305419922,0.22875995934009552,0.18536341190338135,0.19024230539798737,0.11788976937532425,0.26966091990470886,0.26714885234832764,0.2071819305419922,0.2505384385585785,0.16363246738910675,0.2646922767162323,0.2260814756155014,0.13444508612155914
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09254426509141922,0.06347186863422394,-0.022943729534745216,0.05324986204504967,-0.02122584730386734,-0.07176365703344345,0.005234759766608477,-0.04321422427892685,0.10349778085947037
poets,0.15958723425865173,0.18117466568946838,0.24236875772476196,0.1853862851858139,0.24180567264556885,0.13856075704097748,0.25127363204956055,0.3231866657733917,0.18117466568946838,0.15673354268074036,0.10083337873220444,0.2188231199979782,0.21682696044445038,0.14710669219493866
wallace,0.18739053606987,0.15177011489868164,0.21016709506511688,0.08590453863143921,0.2113148272037506,0.15797580778598785,0.147418811917305,0.22718587517738342,0.15177011489868164,0.2103947252035141,0.1785261332988739,0.2337302565574646,0.14795343577861786,0.14731012284755707
stevens,0.14559771120548248,0.13902032375335693,0.2338823676109314,0.07876352965831757,0.23136362433433533,0.16370941698551178,0.1693432778120041,0.20056675374507904,0.13902032375335693,0.17029376327991486,0.16806919872760773,0.2671281695365906,0.19290310144424438,0.12149069458246231
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.26091980934143066,0.19441866874694824,0.2829265296459198,0.4691906273365021,0.427140474319458,0.2738454341888428,0.2719281017780304,0.2261858433485031,0.31091248989105225
t.,-0.05916019156575203,-0.06051672250032425,-0.07556280493736267,0.04559951648116112,0.0035911432933062315,0.00369077455252409,-0.06291359663009644,0.037373170256614685,-0.06051672250032425,-0.03661913424730301,0.0056261103600263596,-0.1246330514550209,-0.05656008794903755,0.025474894791841507
