,how,many,yards,did,the,carolina,panthers,gain,in,the,487,in,the,nfc,championship,game,?
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.2682225704193115,0.6662389636039734,1.0,-0.11880908161401749,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.33815330266952515,0.189295694231987,0.2602776288986206,0.4154948592185974,0.9999999403953552,0.16974183917045593,0.2115829735994339,0.2602776288986206,-0.1087554469704628,0.2115829735994339,0.2602776288986206,0.472109317779541,0.40219083428382874,0.26323550939559937,0.16608978807926178
then,0.36093711853027344,0.27087974548339844,0.18285872042179108,0.303744375705719,0.4297412931919098,0.1936628222465515,0.1711401343345642,0.2296624332666397,0.36253848671913147,0.4297412931919098,-0.25713562965393066,0.36253848671913147,0.4297412931919098,0.19782333076000214,0.1592818647623062,0.2141346037387848,0.2884598970413208
blew,0.21451584994792938,0.1964925080537796,0.2729286551475525,0.29447054862976074,0.2350693792104721,0.19220346212387085,0.15841616690158844,0.12272191047668457,0.1993202567100525,0.2350693792104721,-0.25221264362335205,0.1993202567100525,0.2350693792104721,0.08932272344827652,0.14978666603565216,0.08494593948125839,0.2121112197637558
out,0.3963836133480072,0.3329806923866272,0.2550521492958069,0.28413498401641846,0.39404502511024475,0.15893693268299103,0.12961417436599731,0.1810852736234665,0.3576207756996155,0.39404502511024475,-0.1876598447561264,0.3576207756996155,0.39404502511024475,0.16633296012878418,0.170593723654747,0.2353202998638153,0.22020699083805084
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.2682225704193115,0.6662389636039734,1.0,-0.11880908161401749,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.2238541692495346,0.1684030294418335,0.22572119534015656,0.43068161606788635,0.3588832914829254,0.06248290091753006,0.2594328224658966,0.22572119534015656,-0.11823020875453949,0.2594328224658966,0.22572119534015656,0.29782453179359436,0.14675039052963257,0.14382030069828033,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.3431735336780548,0.1666116863489151,0.2451406717300415,0.2545091211795807,0.47018635272979736,0.10923212021589279,0.19347693026065826,0.2451406717300415,-0.14590908586978912,0.19347693026065826,0.2451406717300415,0.44831347465515137,0.29463377594947815,0.25987708568573,0.13200661540031433
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.23473112285137177,1.0,0.6662389636039734,-0.10079757124185562,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.2682225704193115,0.6662389636039734,1.0,-0.11880908161401749,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.4452243447303772,0.11289361864328384,0.2545439600944519,0.3309314548969269,0.472109317779541,0.22300441563129425,0.20630285143852234,0.2545439600944519,-0.2288915365934372,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.2674148976802826,0.18663130700588226,0.2540402412414551,0.1809738576412201,0.40219083428382874,0.1944582313299179,0.20047812163829803,0.2540402412414551,-0.12426751852035522,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.2516956329345703,0.19789010286331177,0.285271555185318,0.1679076999425888,0.26323550939559937,0.1905084252357483,0.23986028134822845,0.285271555185318,-0.1329537034034729,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2041122019290924,0.5201468467712402,0.4933079481124878,0.004185452125966549,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
49–15,0.04852207005023956,0.19625228643417358,0.0323631577193737,-0.03175068646669388,0.09043944627046585,-0.03483651950955391,0.020930055528879166,0.03307720273733139,0.03759656473994255,0.09043944627046585,0.11451525241136551,0.03759656473994255,0.09043944627046585,-0.014515412040054798,-0.0035784251522272825,-0.0603368878364563,-0.055436357855796814
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2041122019290924,0.5201468467712402,0.4933079481124878,0.004185452125966549,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
racking,0.21720391511917114,0.2336263358592987,0.3148203492164612,0.2108302116394043,0.2599547207355499,0.1151466816663742,0.1909378170967102,0.20776069164276123,0.255935937166214,0.2599547207355499,-0.20293796062469482,0.255935937166214,0.2599547207355499,0.26659488677978516,0.17299732565879822,0.253297358751297,0.19295835494995117
