,what,is,another,name,for,an,immune,system,'s,improved,response,?
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.30142447352409363,0.5082864165306091,0.41881775856018066,0.2550543546676636,0.3294329345226288,0.02106832154095173,0.3331642150878906,0.37390729784965515,0.3155723512172699
improved,0.2572605311870575,0.13577689230442047,0.22342899441719055,0.09217367321252823,0.3204425573348999,0.23069146275520325,0.24617357552051544,0.2610759437084198,0.043154362589120865,1.0000001192092896,0.2602601945400238,0.22755856812000275
response,0.3532308340072632,0.21022158861160278,0.24799224734306335,0.1356540024280548,0.2802165448665619,0.2884137034416199,0.43541768193244934,0.2933112382888794,-0.01666334457695484,0.2602601945400238,1.0000001192092896,0.2007838636636734
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.4654068350791931,0.2092347890138626,0.2282046526670456,0.02396530658006668,0.13577689230442047,0.21022158861160278,0.22961433231830597
then,0.4072686731815338,0.24618037045001984,0.41574007272720337,0.2490658462047577,0.3392637073993683,0.18823587894439697,0.15461865067481995,0.19562329351902008,0.010921895503997803,0.18919558823108673,0.20596645772457123,0.2884598970413208
retained,0.13867077231407166,0.19355665147304535,0.21306423842906952,0.19161182641983032,0.231937974691391,0.14705617725849152,0.13497844338417053,0.1602206975221634,-0.04329646751284599,0.28612667322158813,0.1536274552345276,0.0590956024825573
after,0.21973377466201782,0.2835143506526947,0.3540703058242798,0.2467648833990097,0.3650246858596802,0.20180045068264008,0.15239761769771576,0.1537032574415207,-0.055672239512205124,0.16912347078323364,0.2113122195005417,0.16608688235282898
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4207492768764496,0.21364226937294006,0.3233085572719574,-0.01540423184633255,0.21394658088684082,0.28909924626350403,0.22068053483963013
pathogen,0.2550991475582123,0.1968173384666443,0.2380489706993103,0.1155620887875557,0.18619482219219208,0.1627405285835266,0.5720921158790588,0.2914358079433441,-0.09079740196466446,0.22267429530620575,0.35348427295684814,0.1893778294324875
has,0.20338068902492523,0.5668748617172241,0.34104037284851074,0.2698039710521698,0.450642853975296,0.2991473078727722,0.14773638546466827,0.17706717550754547,-0.040683966130018234,0.2791714668273926,0.20699505507946014,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3350543975830078,0.1697598248720169,0.39068686962127686,0.24947525560855865,0.2276422679424286,0.19161449372768402,-0.10734795778989792,0.3413253128528595,0.2648615539073944,0.24354910850524902
eliminated,0.14590737223625183,0.08820679038763046,0.15462523698806763,0.11054449528455734,0.13935334980487823,0.12487924844026566,0.22486943006515503,0.057442113757133484,-0.055016759783029556,0.24245773255825043,0.15802200138568878,0.09558668732643127
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.3581022024154663,0.15102852880954742,0.18439900875091553,-0.0016132977325469255,0.267753005027771,0.24039098620414734,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2459065467119217,0.4322226941585541,0.2605783939361572,0.14682820439338684,0.21978288888931274,-0.037580832839012146,0.2403203547000885,0.20744606852531433,0.20430970191955566
