,what,campaigh,did,the,scottish,national,party,(,snp,),run,?
during,0.24137552082538605,0.3153858482837677,0.30679523944854736,0.4838213622570038,0.09815505892038345,0.22776640951633453,0.19235707819461823,0.2139192670583725,0.14582395553588867,0.23182427883148193,0.22647301852703094,0.1325719803571701
this,0.5489566326141357,0.2536693811416626,0.3609912693500519,0.6274310946464539,0.20456062257289886,0.21063072979450226,0.20103472471237183,0.3388223350048065,0.2481365203857422,0.3621573746204376,0.25478053092956543,0.3155723512172699
time,0.36319252848625183,0.2163929045200348,0.3567926585674286,0.43061500787734985,0.15791401267051697,0.19250556826591492,0.1647135615348816,0.28391751646995544,0.10712005198001862,0.2857224941253662,0.25891321897506714,0.27391523122787476
",",0.3087472915649414,0.25319916009902954,0.3015086054801941,0.4933079481124878,0.21369139850139618,0.23933029174804688,0.21963930130004883,0.6363511681556702,0.2538265883922577,0.63033527135849,0.2309936285018921,0.31091248989105225
the,0.42745697498321533,0.28509193658828735,0.34736719727516174,1.0,0.21724988520145416,0.32739606499671936,0.23779736459255219,0.33289089798927307,0.283728688955307,0.3456730246543884,0.27883726358413696,0.22068053483963013
discovery,0.16559629142284393,0.12634576857089996,0.14172746241092682,0.29877567291259766,0.11318882554769516,0.13871970772743225,0.083358995616436,0.13944952189922333,0.2479753941297531,0.1379145234823227,0.07893241196870804,0.11594310402870178
of,0.33290785551071167,0.22838030755519867,0.2513895630836487,0.733189046382904,0.1698460429906845,0.3314673602581024,0.23662418127059937,0.35032153129577637,0.26387298107147217,0.3680361211299896,0.2272813767194748,0.1826142966747284
oil,0.14842186868190765,0.17600390315055847,0.10956666618585587,0.21849922835826874,0.13339051604270935,0.16741646826267242,0.15405869483947754,0.152932271361351,0.14279454946517944,0.15803109109401703,0.17009350657463074,0.14867261052131653
in,0.30808621644973755,0.279945969581604,0.2593238651752472,0.6662389636039734,0.16512006521224976,0.28915393352508545,0.20446790754795074,0.3087427020072937,0.2307669222354889,0.3326910734176636,0.26368704438209534,0.20430970191955566
the,0.42745697498321533,0.28509193658828735,0.34736719727516174,1.0,0.21724988520145416,0.32739606499671936,0.23779736459255219,0.33289089798927307,0.283728688955307,0.3456730246543884,0.27883726358413696,0.22068053483963013
north,0.18673177063465118,0.2668773829936981,0.16732536256313324,0.36298373341560364,0.18123669922351837,0.2592843174934387,0.21213632822036743,0.20408999919891357,0.16164931654930115,0.19693730771541595,0.13168033957481384,0.11829731613397598
sea,0.19525039196014404,0.12815308570861816,0.1665116548538208,0.30363768339157104,0.1386827975511551,0.16547846794128418,0.09395921230316162,0.19181853532791138,0.20320481061935425,0.18647637963294983,0.11584663391113281,0.15551945567131042
and,0.31309178471565247,0.29376253485679626,0.34479495882987976,0.5171257257461548,0.2972351908683777,0.2608908712863922,0.20650289952754974,0.4862271547317505,0.19471479952335358,0.4961937665939331,0.2711782455444336,0.20544172823429108
the,0.42745697498321533,0.28509193658828735,0.34736719727516174,1.0,0.21724988520145416,0.32739606499671936,0.23779736459255219,0.33289089798927307,0.283728688955307,0.3456730246543884,0.27883726358413696,0.22068053483963013
following,0.2506418824195862,0.18269820511341095,0.28040066361427307,0.39779382944107056,0.12489945441484451,0.14854097366333008,0.16784267127513885,0.1340836137533188,0.1813957840204239,0.14027400314807892,0.21596939861774445,0.1555173695087433
