,what,kind,of,contract,is,given,when,the,contractor,is,given,a,performance,specification,and,must,undertake,the,project,from,design,to,construction,",",while,adhering,to,the,performance,specifications,?
this,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.21657794713974,0.480927973985672,0.36582374572753906,0.4959332048892975,0.6274310946464539,0.21148554980754852,0.480927973985672,0.36582374572753906,0.5422310829162598,0.2704232335090637,0.41601312160491943,0.42353692650794983,0.3238177001476288,0.3147100508213043,0.6274310946464539,0.3302684724330902,0.3469814360141754,0.26571303606033325,0.5759071707725525,0.2970173954963684,0.4316047728061676,0.3306356966495514,0.32875433564186096,0.5759071707725525,0.6274310946464539,0.2704232335090637,0.3756715655326843,0.3155723512172699
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.14098215103149414,1.0,0.249215230345726,0.3471449911594391,0.5823672413825989,0.1496407836675644,1.0,0.249215230345726,0.658733606338501,0.21145814657211304,0.24459144473075867,0.3859752118587494,0.3093329071998596,0.14193832874298096,0.5823672413825989,0.1924840211868286,0.27355384826660156,0.18976035714149475,0.42745086550712585,0.2135658711194992,0.4691906273365021,0.2713196575641632,0.3030839264392853,0.42745086550712585,0.5823672413825989,0.21145814657211304,0.20805388689041138,0.22961433231830597
designated,0.06610333919525146,0.09141554683446884,0.22357919812202454,0.06473492085933685,0.20732922852039337,0.32375073432922363,0.16771680116653442,0.23178240656852722,0.15915794670581818,0.20732922852039337,0.32375073432922363,0.2710168659687042,0.15570217370986938,0.3037654161453247,0.14898179471492767,0.2395128607749939,0.16093800961971283,0.23178240656852722,0.14767374098300934,0.14407232403755188,0.3469215929508209,0.194892019033432,0.2442348301410675,0.20988495647907257,0.08422642201185226,0.17228367924690247,0.194892019033432,0.23178240656852722,0.15570217370986938,0.31781134009361267,0.1318070888519287
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.15880483388900757,0.43216490745544434,0.32487574219703674,0.4437963366508484,0.48381632566452026,0.211790531873703,0.43216490745544434,0.32487574219703674,0.39550232887268066,0.22430801391601562,0.2721126973628998,0.49487000703811646,0.2723003923892975,0.22929418087005615,0.48381632566452026,0.22332392632961273,0.3251767158508301,0.21253643929958344,0.42092081904411316,0.22668303549289703,0.48816442489624023,0.4165958762168884,0.2801564931869507,0.42092081904411316,0.48381632566452026,0.22430801391601562,0.2804725766181946,0.27043893933296204
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.20562967658042908,0.658733606338501,0.3335871398448944,0.44397395849227905,0.5829201340675354,0.24873769283294678,0.658733606338501,0.3335871398448944,1.0,0.25398191809654236,0.3402242958545685,0.3739250600337982,0.3016769587993622,0.2497260570526123,0.5829201340675354,0.2328382134437561,0.322764128446579,0.25211480259895325,0.45503583550453186,0.25036895275115967,0.427140474319458,0.3733035624027252,0.27348801493644714,0.45503583550453186,0.5829201340675354,0.25398191809654236,0.3033483624458313,0.23916715383529663
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.03615178167819977,0.058766357600688934,0.044645439833402634,0.07174111902713776,0.029072100296616554,-0.0022656864020973444,0.058766357600688934,0.044645439833402634,0.07272057235240936,-0.06266190111637115,0.05044316500425339,0.036644238978624344,0.07918783277273178,0.039981741458177567,0.029072100296616554,-0.08674123138189316,0.02677825279533863,-0.07792260497808456,0.06720756739377975,-0.05752743408083916,0.09681109338998795,0.01993810012936592,0.06858131289482117,0.06720756739377975,0.029072100296616554,-0.06266190111637115,0.04746484383940697,0.0685480609536171
design,0.23893405497074127,0.20948083698749542,0.2522938847541809,0.16439299285411835,0.18976035714149475,0.19642147421836853,0.1777849793434143,0.27913451194763184,0.3189314901828766,0.18976035714149475,0.19642147421836853,0.25211480259895325,0.3100380599498749,0.44732511043548584,0.21815341711044312,0.17000149190425873,0.18568676710128784,0.27913451194763184,0.3001759350299835,0.10586436837911606,1.0000001192092896,0.26415011286735535,0.44344785809516907,0.19350415468215942,0.17481791973114014,0.29789769649505615,0.26415011286735535,0.27913451194763184,0.3100380599498749,0.45796436071395874,0.16351860761642456
build,0.27055490016937256,0.18188787996768951,0.22630037367343903,0.2643553912639618,0.21933425962924957,0.22966191172599792,0.26137539744377136,0.2602573335170746,0.3310299217700958,0.21933425962924957,0.22966191172599792,0.26229962706565857,0.20543763041496277,0.2608807384967804,0.27539998292922974,0.17704299092292786,0.2404624968767166,0.2602573335170746,0.3504675328731537,0.16964644193649292,0.384398490190506,0.38783395290374756,0.5256122946739197,0.22204548120498657,0.1695818305015564,0.2682146728038788,0.38783395290374756,0.2602573335170746,0.20543763041496277,0.26825404167175293,0.1704305112361908
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,0.016656067222356796,0.0793738141655922,0.10763400048017502,-0.07688097655773163,0.041273195296525955,0.027068085968494415,0.0793738141655922,0.10763400048017502,0.04890415817499161,0.008115270175039768,0.00567488931119442,0.021612688899040222,0.03862186148762703,0.004622609354555607,0.041273195296525955,-0.03403550386428833,-0.011389154009521008,0.04564860090613365,-0.009905828163027763,0.043016478419303894,-0.037358131259679794,-0.10191148519515991,-0.06799589097499847,-0.009905828163027763,0.041273195296525955,0.008115270175039768,0.002344624139368534,0.018684765323996544
contract,0.2276902049779892,0.13583986461162567,0.13800480961799622,1.0000001192092896,0.14098215103149414,0.16257479786872864,0.23667094111442566,0.23003633320331573,0.7720444202423096,0.14098215103149414,0.16257479786872864,0.20562967658042908,0.18263062834739685,0.24988612532615662,0.1687537431716919,0.1258041113615036,0.2894662320613861,0.23003633320331573,0.1668499857187271,0.16377976536750793,0.16439299285411835,0.2871469259262085,0.2770758271217346,0.20806868374347687,0.2157430797815323,0.09241736680269241,0.2871469259262085,0.23003633320331573,0.18263062834739685,0.2284950613975525,0.12573233246803284
