,which,company,sponsored,a,contest,called,``,small,business,big,game,'',?
quickbooks,0.3840883672237396,0.2871352434158325,0.2490781843662262,0.3290599584579468,0.15614621341228485,0.2983747720718384,0.010585673153400421,0.2805779278278351,0.30975770950317383,0.21180376410484314,0.31494608521461487,-0.014170819893479347,0.33220136165618896
sponsored,0.22965051233768463,0.3296874463558197,1.0,0.18844401836395264,0.24587011337280273,0.3077305257320404,-0.16573815047740936,0.12921154499053955,0.23820935189723969,0.19521106779575348,0.17864055931568146,-0.03241896256804466,0.12262218445539474
a,0.56894451379776,0.22037413716316223,0.18844401836395264,1.0,0.229091614484787,0.4868806302547455,0.07272057235240936,0.41262131929397583,0.2670866549015045,0.29998910427093506,0.23211604356765747,0.04890415817499161,0.23916715383529663
``,0.05178012326359749,-0.11237407475709915,-0.16573815047740936,0.07272057235240936,0.04525066912174225,0.00907047651708126,1.0,0.10102039575576782,-0.05304241552948952,-0.0069975960068404675,-0.06292625516653061,-0.09173435717821121,0.0685480609536171
small,0.42979657649993896,0.12259259819984436,0.12921154499053955,0.41262131929397583,0.1103823333978653,0.36828139424324036,0.10102039575576782,1.0,0.18630383908748627,0.48713555932044983,0.1830410659313202,0.08523771911859512,0.13914890587329865
business,0.2152334302663803,0.4683041572570801,0.23820935189723969,0.2670866549015045,0.16115210950374603,0.22945508360862732,-0.05304241552948952,0.18630383908748627,1.0,0.22936654090881348,0.16821792721748352,0.06789033114910126,0.1545659303665161
big,0.3132573664188385,0.1937519758939743,0.19521106779575348,0.29998910427093506,0.1867656260728836,0.2661399245262146,-0.0069975960068404675,0.48713555932044983,0.22936654090881348,1.0,0.20332641899585724,0.05268444865942001,0.20497842133045197
game,0.23652023077011108,0.19029217958450317,0.17864055931568146,0.23211604356765747,0.24918979406356812,0.18780666589736938,-0.06292625516653061,0.1830410659313202,0.16821792721748352,0.20332641899585724,0.9999998807907104,0.07443881779909134,0.1829071193933487
'',-0.03332270681858063,0.04412749409675598,-0.03241896256804466,0.04890415817499161,0.07599218189716339,0.021102847531437874,-0.09173435717821121,0.08523771911859512,0.06789033114910126,0.05268444865942001,0.07443881779909134,1.0,0.018684765323996544
contest,0.18239639699459076,0.18119753897190094,0.24587011337280273,0.229091614484787,1.0000001192092896,0.10357446223497391,0.04525066912174225,0.1103823333978653,0.16115210950374603,0.1867656260728836,0.24918979406356812,0.07599218189716339,0.18081821501255035
