,what,do,the,ten,commandments,teach,christians,how,to,do,?
on,0.34226128458976746,0.3025321364402771,0.5107308030128479,0.3009583055973053,0.26223358511924744,0.2140905261039734,0.1498868316411972,0.32655060291290283,0.41031414270401,0.3025321364402771,0.2714994251728058
the,0.42745697498321533,0.30239659547805786,1.0,0.3256247341632843,0.3037950396537781,0.1966347098350525,0.24734680354595184,0.33890387415885925,0.535392165184021,0.30239659547805786,0.22068053483963013
other,0.341873437166214,0.34946969151496887,0.44152235984802246,0.22313447296619415,0.2766760289669037,0.24548381567001343,0.25253307819366455,0.3591516315937042,0.4193183183670044,0.34946969151496887,0.24682199954986572
hand,0.26703396439552307,0.20230989158153534,0.253619521856308,0.2603011429309845,0.23464278876781464,0.2018510401248932,0.15815089643001556,0.3344757854938507,0.29793334007263184,0.20230989158153534,0.20656698942184448
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.22192275524139404,0.255241334438324,0.22659391164779663,0.44245919585227966,0.3283645510673523,0.31091248989105225
luther,0.2134782373905182,0.10933273285627365,0.1759674996137619,0.15128806233406067,0.2768189609050751,0.21748284995555878,0.30765244364738464,0.13354721665382385,0.18029534816741943,0.10933273285627365,0.1732746809720993
also,0.42747777700424194,0.36242780089378357,0.6021018624305725,0.2695881724357605,0.2840980589389801,0.2816314995288849,0.23270295560359955,0.43506327271461487,0.5348826050758362,0.36242780089378357,0.21848613023757935
points,0.2184005230665207,0.1964488923549652,0.2560983896255493,0.180362731218338,0.25789761543273926,0.12435387820005417,0.18957549333572388,0.22446410357952118,0.2551480233669281,0.1964488923549652,0.11006313562393188
out,0.3633197546005249,0.30558764934539795,0.39404502511024475,0.2463867962360382,0.22537702322006226,0.24874211847782135,0.17303510010242462,0.3963836133480072,0.42386990785598755,0.30558764934539795,0.22020699083805084
that,0.6297725439071655,0.44533252716064453,0.5473989248275757,0.25370344519615173,0.3818904459476471,0.30684569478034973,0.306755006313324,0.557814359664917,0.5436353087425232,0.44533252716064453,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,1.0,0.3256247341632843,0.3037950396537781,0.1966347098350525,0.24734680354595184,0.33890387415885925,0.535392165184021,0.30239659547805786,0.22068053483963013
ten,0.1616830825805664,0.13663049042224884,0.3256247341632843,0.9999999403953552,0.4070856273174286,0.2666946053504944,0.1400195062160492,0.26821833848953247,0.2618066668510437,0.13663049042224884,0.14471080899238586
commandments,0.3296407163143158,0.24058672785758972,0.3037950396537781,0.4070856273174286,1.0,0.2878263294696808,0.4477251172065735,0.3212631344795227,0.29559826850891113,0.24058672785758972,0.25463607907295227
–,0.13008765876293182,0.09956804662942886,0.2607575058937073,0.2404278665781021,0.1172824576497078,0.15779641270637512,0.14520320296287537,0.13681066036224365,0.19410304725170135,0.09956804662942886,0.2714554965496063
when,0.4700249433517456,0.28572237491607666,0.5091903209686279,0.2517945468425751,0.24108536541461945,0.22142930328845978,0.20523862540721893,0.4767928421497345,0.5423505902290344,0.28572237491607666,0.22841128706932068
considered,0.2834889590740204,0.19726763665676117,0.4028765559196472,0.1765289157629013,0.24475610256195068,0.1630588173866272,0.27604934573173523,0.1960998773574829,0.2954166829586029,0.19726763665676117,0.19909770786762238
not,0.5449194312095642,0.6619802713394165,0.4310511648654938,0.17208710312843323,0.30596351623535156,0.3034680187702179,0.2782294452190399,0.4869767427444458,0.5149973034858704,0.6619802713394165,0.41942933201789856
as,0.31749409437179565,0.38329678773880005,0.48381632566452026,0.24323910474777222,0.3076116442680359,0.2547597289085388,0.22496174275875092,0.33782753348350525,0.42092081904411316,0.38329678773880005,0.27043893933296204
god,0.3127830922603607,0.21549351513385773,0.24689088761806488,0.19632895290851593,0.48053210973739624,0.31131142377853394,0.4300692677497864,0.25761839747428894,0.2408517301082611,0.21549351513385773,0.23396754264831543
's,0.02692362666130066,-0.01994597539305687,-0.01540423184633255,0.0769851952791214,0.028551464900374413,-0.013839141465723515,0.09842957556247711,-0.026164190843701363,0.03782717138528824,-0.01994597539305687,-0.023395681753754616
condemning,0.3369600474834442,0.2853674590587616,0.3010975420475006,0.15047389268875122,0.3868720531463623,0.19543378055095673,0.41346821188926697,0.29689592123031616,0.3191162645816803,0.2853674590587616,0.26393499970436096
judgment,0.4164268970489502,0.2582555115222931,0.27075421810150146,0.1559210866689682,0.36422908306121826,0.21281979978084564,0.31346529722213745,0.23364730179309845,0.21608297526836395,0.2582555115222931,0.27361494302749634
but,0.5029441118240356,0.4077886939048767,0.4859698414802551,0.24512116611003876,0.31045982241630554,0.2608379125595093,0.29260286688804626,0.43101516366004944,0.5542377829551697,0.4077886939048767,0.27921953797340393
as,0.31749409437179565,0.38329678773880005,0.48381632566452026,0.24323910474777222,0.3076116442680359,0.2547597289085388,0.22496174275875092,0.33782753348350525,0.42092081904411316,0.38329678773880005,0.27043893933296204
an,0.2821882665157318,0.25865980982780457,0.4207492768764496,0.15947604179382324,0.16230712831020355,0.12128275632858276,0.13574403524398804,0.2520636022090912,0.3138085603713989,0.25865980982780457,0.19793890416622162
expression,0.258706271648407,0.2024868279695511,0.2569258511066437,0.12551897764205933,0.25140684843063354,0.25163817405700684,0.2482108324766159,0.2512543201446533,0.28936564922332764,0.2024868279695511,0.17946012318134308
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.2743614614009857,0.23104912042617798,0.2383975088596344,0.25621283054351807,0.2480744868516922,0.41548454761505127,0.26150479912757874,0.1826142966747284
his,0.26976513862609863,0.15088757872581482,0.4394008219242096,0.25134992599487305,0.22985447943210602,0.28347906470298767,0.20611931383609772,0.24614305794239044,0.3715193271636963,0.15088757872581482,0.18075084686279297
eternal,0.2438916563987732,0.19420501589775085,0.25021472573280334,0.06364984065294266,0.3097476363182068,0.12227146327495575,0.3121832609176636,0.13537462055683136,0.17740747332572937,0.19420501589775085,0.21455733478069305
will,0.3510494530200958,0.4303531050682068,0.3635469079017639,0.1683346927165985,0.2619515359401703,0.250504732131958,0.1837090253829956,0.41543328762054443,0.5091033577919006,0.4303531050682068,0.35046905279159546
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.22192275524139404,0.255241334438324,0.22659391164779663,0.44245919585227966,0.3283645510673523,0.31091248989105225
that,0.6297725439071655,0.44533252716064453,0.5473989248275757,0.25370344519615173,0.3818904459476471,0.30684569478034973,0.306755006313324,0.557814359664917,0.5436353087425232,0.44533252716064453,0.32716336846351624
is,0.28837618231773376,0.30895981192588806,0.5823672413825989,0.17448657751083374,0.2231278270483017,0.15221208333969116,0.19429630041122437,0.22544461488723755,0.42745086550712585,0.30895981192588806,0.22961433231830597
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.23681947588920593,0.26035192608833313,0.22192275524139404,0.255241334438324,0.22659391164779663,0.44245919585227966,0.3283645510673523,0.31091248989105225
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.2743614614009857,0.23104912042617798,0.2383975088596344,0.25621283054351807,0.2480744868516922,0.41548454761505127,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.3256247341632843,0.3037950396537781,0.1966347098350525,0.24734680354595184,0.33890387415885925,0.535392165184021,0.30239659547805786,0.22068053483963013
natural,0.15666867792606354,0.17623268067836761,0.2291368842124939,0.13638536632061005,0.1975538730621338,0.17836256325244904,0.09512846916913986,0.16170236468315125,0.21663954854011536,0.17623268067836761,0.16155436635017395
law,0.2145031988620758,0.193905308842659,0.24548950791358948,0.11396164447069168,0.3132851719856262,0.24647553265094757,0.253726989030838,0.18813064694404602,0.259207159280777,0.193905308842659,0.1528988480567932
–,0.13008765876293182,0.09956804662942886,0.2607575058937073,0.2404278665781021,0.1172824576497078,0.15779641270637512,0.14520320296287537,0.13681066036224365,0.19410304725170135,0.09956804662942886,0.2714554965496063
also,0.42747777700424194,0.36242780089378357,0.6021018624305725,0.2695881724357605,0.2840980589389801,0.2816314995288849,0.23270295560359955,0.43506327271461487,0.5348826050758362,0.36242780089378357,0.21848613023757935
positively,0.29586997628211975,0.2706219255924225,0.28200608491897583,0.22876398265361786,0.2184378057718277,0.09522367268800735,0.20100261270999908,0.3132894039154053,0.31960007548332214,0.2706219255924225,0.19553256034851074
teach,0.2818700671195984,0.38400548696517944,0.1966347098350525,0.2666946053504944,0.2878263294696808,1.0000001192092896,0.31356072425842285,0.33111798763275146,0.36650484800338745,0.38400548696517944,0.24188745021820068
how,0.6468034982681274,0.40287578105926514,0.33890387415885925,0.26821833848953247,0.3212631344795227,0.33111798763275146,0.2047172486782074,1.0,0.44169697165489197,0.40287578105926514,0.4024120569229126
the,0.42745697498321533,0.30239659547805786,1.0,0.3256247341632843,0.3037950396537781,0.1966347098350525,0.24734680354595184,0.33890387415885925,0.535392165184021,0.30239659547805786,0.22068053483963013
christian,0.17849333584308624,0.1530228853225708,0.19930796325206757,0.1575065553188324,0.2900334894657135,0.2604462802410126,0.7310670018196106,0.10634523630142212,0.19438040256500244,0.1530228853225708,0.1508396863937378
ought,0.4937606751918793,0.36321988701820374,0.27067163586616516,0.11486054956912994,0.2907145917415619,0.3489789068698883,0.24415811896324158,0.47757765650749207,0.4235277473926544,0.36321988701820374,0.39326661825180054
to,0.455847829580307,0.38876664638519287,0.535392165184021,0.2618066668510437,0.29559826850891113,0.36650484800338745,0.2587539851665497,0.44169697165489197,1.0,0.38876664638519287,0.29463258385658264
live,0.20532001554965973,0.2297554910182953,0.2995128035545349,0.20294173061847687,0.19298240542411804,0.2398008108139038,0.20837292075157166,0.16572442650794983,0.298321396112442,0.2297554910182953,0.19481121003627777
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.2531837224960327,0.25932231545448303,0.2642667293548584,0.2501663267612457,0.3287222981452942,0.4645031690597534,0.3613996207714081,0.4130953550338745
