,what,marine,engines,were,less,efficient,than,steam,turbines,?
in,0.30808621644973755,0.24858763813972473,0.18084456026554108,0.3815755248069763,0.2661931812763214,0.1738889366388321,0.3270052373409271,0.19852672517299652,0.23479467630386353,0.20430970191955566
marine,0.15737493336200714,0.9999999403953552,0.1420617550611496,0.17330197989940643,0.19900138676166534,0.1884036809206009,0.1919475644826889,0.18714645504951477,0.1769198775291443,0.1407923698425293
service,0.16857224702835083,0.295685350894928,0.20293909311294556,0.15802285075187683,0.190904900431633,0.24793553352355957,0.19813115894794464,0.24540282785892487,0.16808639466762543,0.1676298975944519
",",0.3087472915649414,0.231239914894104,0.20245449244976044,0.36755475401878357,0.28111666440963745,0.19394852221012115,0.3371901512145996,0.2264556586742401,0.22887319326400757,0.31091248989105225
(,0.2411840260028839,0.1985759139060974,0.12876033782958984,0.14743882417678833,0.20576579868793488,0.14426638185977936,0.19419437646865845,0.11881943792104721,0.1777433604001999,0.40561532974243164
pioneered,0.15102891623973846,0.21117642521858215,0.22375015914440155,0.2221895307302475,0.10007456690073013,0.27263641357421875,0.054731015115976334,0.24957019090652466,0.2500578761100769,0.049910396337509155
on,0.34226128458976746,0.18864913284778595,0.19385121762752533,0.2774328887462616,0.24623660743236542,0.14957718551158905,0.2864885926246643,0.1939276158809662,0.18957532942295074,0.2714994251728058
the,0.42745697498321533,0.2547752857208252,0.2245008647441864,0.3906462490558624,0.29185041785240173,0.22032952308654785,0.3227543234825134,0.23105813562870026,0.2202165722846985,0.22068053483963013
turbinia,0.16956689953804016,0.18707694113254547,0.46429911255836487,0.22139260172843933,0.21585646271705627,0.39482277631759644,0.20596206188201904,0.39551281929016113,0.8269756436347961,0.19683723151683807
),0.26259949803352356,0.19022700190544128,0.14278316497802734,0.1566188633441925,0.20886565744876862,0.1525680124759674,0.21982109546661377,0.13912063837051392,0.16324561834335327,0.42300865054130554
",",0.3087472915649414,0.231239914894104,0.20245449244976044,0.36755475401878357,0.28111666440963745,0.19394852221012115,0.3371901512145996,0.2264556586742401,0.22887319326400757,0.31091248989105225
steam,0.15672586858272552,0.18714645504951477,0.4903687536716461,0.20219570398330688,0.2419378012418747,0.3283361792564392,0.18941029906272888,1.0000001192092896,0.5227647423744202,0.113324373960495
turbines,0.17412316799163818,0.1769198775291443,0.5360714197158813,0.2492387294769287,0.2708401083946228,0.4634987711906433,0.24307750165462494,0.5227647423744202,1.0,0.18342499434947968
with,0.2464839518070221,0.19302231073379517,0.21779674291610718,0.3179011940956116,0.30557194352149963,0.19889171421527863,0.3028803765773773,0.21801024675369263,0.1452864110469818,0.2433311939239502
reduction,0.19884426891803741,0.1660020351409912,0.2733219563961029,0.11749227344989777,0.36303019523620605,0.44521069526672363,0.2833653688430786,0.2092806100845337,0.3073348104953766,0.1612403839826584
gearing,0.24599871039390564,0.17027467489242554,0.42775723338127136,0.23497746884822845,0.27724018692970276,0.41095495223999023,0.2674201726913452,0.41599923372268677,0.3978533148765564,0.1791764497756958
(,0.2411840260028839,0.1985759139060974,0.12876033782958984,0.14743882417678833,0.20576579868793488,0.14426638185977936,0.19419437646865845,0.11881943792104721,0.1777433604001999,0.40561532974243164
although,0.24844598770141602,0.20068654417991638,0.20839811861515045,0.29094749689102173,0.3641321659088135,0.3032800555229187,0.36858466267585754,0.17423155903816223,0.16724669933319092,0.15541206300258636
the,0.42745697498321533,0.2547752857208252,0.2245008647441864,0.3906462490558624,0.29185041785240173,0.22032952308654785,0.3227543234825134,0.23105813562870026,0.2202165722846985,0.22068053483963013
turbinia,0.16956689953804016,0.18707694113254547,0.46429911255836487,0.22139260172843933,0.21585646271705627,0.39482277631759644,0.20596206188201904,0.39551281929016113,0.8269756436347961,0.19683723151683807
has,0.20338068902492523,0.1891830712556839,0.165262833237648,0.2784052789211273,0.3121291995048523,0.1995074301958084,0.32792407274246216,0.13945941627025604,0.19695548713207245,0.15994466841220856
direct,0.26271191239356995,0.17479208111763,0.2199638932943344,0.16136619448661804,0.2614041566848755,0.30896613001823425,0.23212264478206635,0.22078190743923187,0.25059938430786133,0.18476411700248718
turbines,0.17412316799163818,0.1769198775291443,0.5360714197158813,0.2492387294769287,0.2708401083946228,0.4634987711906433,0.24307750165462494,0.5227647423744202,1.0,0.18342499434947968
to,0.455847829580307,0.19042746722698212,0.24536406993865967,0.31913647055625916,0.38397523760795593,0.29811713099479675,0.3192550539970398,0.22894427180290222,0.27050408720970154,0.29463258385658264
propellers,0.2089560627937317,0.29320770502090454,0.4989611804485321,0.2841222882270813,0.3061891198158264,0.3631564974784851,0.2745051980018616,0.4516347646713257,0.471510648727417,0.14355260133743286
with,0.2464839518070221,0.19302231073379517,0.21779674291610718,0.3179011940956116,0.30557194352149963,0.19889171421527863,0.3028803765773773,0.21801024675369263,0.1452864110469818,0.2433311939239502
no,0.339326947927475,0.14436744153499603,0.1927698701620102,0.24298787117004395,0.3085037171840668,0.24114809930324554,0.322791188955307,0.1177506372332573,0.11135531216859818,0.32165053486824036
reduction,0.19884426891803741,0.1660020351409912,0.2733219563961029,0.11749227344989777,0.36303019523620605,0.44521069526672363,0.2833653688430786,0.2092806100845337,0.3073348104953766,0.1612403839826584
gearbox,0.12969307601451874,0.09496032446622849,0.44416582584381104,0.160191610455513,0.18316811323165894,0.32394129037857056,0.13837437331676483,0.4510904848575592,0.39507555961608887,0.11944329738616943
),0.26259949803352356,0.19022700190544128,0.14278316497802734,0.1566188633441925,0.20886565744876862,0.1525680124759674,0.21982109546661377,0.13912063837051392,0.16324561834335327,0.42300865054130554
dominated,0.145044207572937,0.1770726889371872,0.22770684957504272,0.2555982172489166,0.2754706144332886,0.227721706032753,0.21977688372135162,0.14922811090946198,0.23448698222637177,0.04715321213006973
large,0.2017821967601776,0.19275207817554474,0.22275741398334503,0.3147265911102295,0.2973068952560425,0.3202294409275055,0.28131288290023804,0.23716430366039276,0.32871341705322266,0.1355665624141693
ship,0.15709257125854492,0.2349863201379776,0.2655882239341736,0.18924842774868011,0.13291122019290924,0.10624217242002487,0.1542014330625534,0.3316591680049896,0.22979938983917236,0.14488010108470917
propulsion,0.18541935086250305,0.28308868408203125,0.46274974942207336,0.20003508031368256,0.29891014099121094,0.5091968178749084,0.2534515857696533,0.43176960945129395,0.5480700731277466,0.14722804725170135
throughout,0.2130906730890274,0.2799322307109833,0.16912569105625153,0.2758198380470276,0.27744999527931213,0.22622157633304596,0.2593178153038025,0.19800332188606262,0.21935506165027618,0.12665234506130219
the,0.42745697498321533,0.2547752857208252,0.2245008647441864,0.3906462490558624,0.29185041785240173,0.22032952308654785,0.3227543234825134,0.23105813562870026,0.2202165722846985,0.22068053483963013
late,0.1576872020959854,0.18526509404182434,0.1462334394454956,0.37638410925865173,0.1721368432044983,0.1708991825580597,0.17601057887077332,0.20586377382278442,0.1661190241575241,0.11339222639799118
20th,0.1850772649049759,0.08786553889513016,0.15909530222415924,0.10248053073883057,0.14075389504432678,0.18689776957035065,0.17825637757778168,0.17203637957572937,0.20386925339698792,0.14985637366771698
century,0.20422613620758057,0.15417319536209106,0.15469561517238617,0.34997639060020447,0.17614446580410004,0.17760804295539856,0.20492443442344666,0.2347051203250885,0.20577530562877655,0.1026201918721199
",",0.3087472915649414,0.231239914894104,0.20245449244976044,0.36755475401878357,0.28111666440963745,0.19394852221012115,0.3371901512145996,0.2264556586742401,0.22887319326400757,0.31091248989105225
being,0.3760843276977539,0.13906675577163696,0.21743115782737732,0.4775565266609192,0.3841317892074585,0.23175828158855438,0.3368562161922455,0.18737007677555084,0.18120765686035156,0.26743772625923157
more,0.3484537899494171,0.15012703835964203,0.2802164554595947,0.33779072761535645,0.7355562448501587,0.4292800724506378,0.726518988609314,0.18688981235027313,0.25652506947517395,0.27894994616508484
efficient,0.22662539780139923,0.1884036809206009,0.43092378973960876,0.1770784854888916,0.4394133985042572,1.0000001192092896,0.4201815128326416,0.3283361792564392,0.4634987711906433,0.18034493923187256
(,0.2411840260028839,0.1985759139060974,0.12876033782958984,0.14743882417678833,0.20576579868793488,0.14426638185977936,0.19419437646865845,0.11881943792104721,0.1777433604001999,0.40561532974243164
and,0.31309178471565247,0.24699723720550537,0.21148960292339325,0.42175528407096863,0.35327455401420593,0.2733532190322876,0.39361441135406494,0.24133789539337158,0.26675039529800415,0.20544172823429108
requiring,0.23015210032463074,0.15895792841911316,0.2154640555381775,0.18685099482536316,0.34135329723358154,0.4524095356464386,0.3435138463973999,0.21079280972480774,0.19626206159591675,0.19080378115177155
far,0.34794166684150696,0.11318731307983398,0.14690569043159485,0.25027263164520264,0.3632562458515167,0.2608235776424408,0.3604656159877777,0.17746984958648682,0.18519428372383118,0.2170870453119278
less,0.31119704246520996,0.19900138676166534,0.3012803792953491,0.27063897252082825,1.0,0.4394133985042572,0.7410463690757751,0.2419378012418747,0.2708401083946228,0.22418740391731262
maintenance,0.2305917888879776,0.21434202790260315,0.29521599411964417,0.21820102632045746,0.20623095333576202,0.3888925015926361,0.17048662900924683,0.20578643679618835,0.27176132798194885,0.2885645627975464
),0.26259949803352356,0.19022700190544128,0.14278316497802734,0.1566188633441925,0.20886565744876862,0.1525680124759674,0.21982109546661377,0.13912063837051392,0.16324561834335327,0.42300865054130554
than,0.29388150572776794,0.1919475644826889,0.24655835330486298,0.2885614037513733,0.7410463690757751,0.4201815128326416,1.0,0.18941029906272888,0.24307750165462494,0.24917294085025787
reciprocating,0.3255842924118042,0.16076503694057465,0.3725995421409607,0.1897997260093689,0.39469027519226074,0.48836609721183777,0.31285837292671204,0.2718157172203064,0.4335135221481323,0.2616906762123108
steam,0.15672586858272552,0.18714645504951477,0.4903687536716461,0.20219570398330688,0.2419378012418747,0.3283361792564392,0.18941029906272888,1.0000001192092896,0.5227647423744202,0.113324373960495
engines,0.1634974628686905,0.1420617550611496,1.0000001192092896,0.27072596549987793,0.3012803792953491,0.43092378973960876,0.24655835330486298,0.4903687536716461,0.5360714197158813,0.18940703570842743
.,0.3567904531955719,0.2793916165828705,0.24894580245018005,0.3378238379955292,0.32668155431747437,0.2178027182817459,0.3594527542591095,0.22855372726917267,0.24173502624034882,0.4130953550338745
