,what,catholic,church,liturgical,belief,did,lortie,criticize,openly,?
andrew,0.16871996223926544,0.18570846319198608,0.18061894178390503,0.18563774228096008,0.15343157947063446,0.17693506181240082,0.2703823447227478,0.2174043357372284,0.21815353631973267,0.13208141922950745
lortie,0.08860394358634949,0.17734195291996002,0.12994761765003204,0.015136669389903545,0.06960690766572952,0.13325603306293488,1.0000001192092896,0.09756814688444138,0.17855390906333923,0.10974837839603424
(,0.2411840260028839,0.18460820615291595,0.17581534385681152,0.13754010200500488,0.1614961177110672,0.18979617953300476,0.2644381821155548,0.09362190961837769,0.12581829726696014,0.40561532974243164
born,0.16581368446350098,0.19286081194877625,0.16245555877685547,0.158919557929039,0.13482636213302612,0.15831230580806732,0.23522481322288513,0.13062363862991333,0.33898016810417175,0.19166848063468933
andré,0.1135505810379982,0.17218554019927979,0.12646602094173431,0.12381026148796082,0.03905276209115982,0.13471858203411102,0.30333349108695984,0.15671169757843018,0.09635584056377411,0.12573561072349548
lortie,0.08860394358634949,0.17734195291996002,0.12994761765003204,0.015136669389903545,0.06960690766572952,0.13325603306293488,1.0000001192092896,0.09756814688444138,0.17855390906333923,0.10974837839603424
),0.26259949803352356,0.19267836213111877,0.1983546018600464,0.1495610624551773,0.16383624076843262,0.18584993481636047,0.26057255268096924,0.09244707226753235,0.10813117772340775,0.42300865054130554
",",0.3087472915649414,0.2713983952999115,0.2707274258136749,0.2623405456542969,0.2058863788843155,0.3015086054801941,0.2849471867084503,0.2570696175098419,0.29348745942115784,0.31091248989105225
a,0.3320399522781372,0.2060672640800476,0.19588641822338104,0.2434745728969574,0.23425845801830292,0.2552328109741211,0.2916106879711151,0.2141730934381485,0.19781415164470673,0.23916715383529663
leading,0.197072371840477,0.14764206111431122,0.12252844870090485,0.18868224322795868,0.10989582538604736,0.20311816036701202,0.19538308680057526,0.2486935257911682,0.18726134300231934,0.1360926628112793
huguenot,0.1912020891904831,0.44785669445991516,0.3685069978237152,0.3452153205871582,0.22557410597801208,0.22897696495056152,0.34645259380340576,0.23079141974449158,0.24160221219062805,0.1359742432832718
theologian,0.21899068355560303,0.47717973589897156,0.443839430809021,0.42130905389785767,0.2803007662296295,0.08529769629240036,0.15617217123508453,0.2193698287010193,0.21994443237781525,0.1625964343547821
and,0.31309178471565247,0.2147825062274933,0.1976170688867569,0.24862739443778992,0.24502891302108765,0.34479495882987976,0.23575888574123383,0.24892021715641022,0.24153371155261993,0.20544172823429108
writer,0.16903695464134216,0.2205420583486557,0.20154142379760742,0.19385996460914612,0.17293787002563477,0.15883904695510864,0.1828531175851822,0.3129502236843109,0.2606009542942047,0.1860569268465042
who,0.40942975878715515,0.2637768089771271,0.19418756663799286,0.24127213656902313,0.30179622769355774,0.34038686752319336,0.21533365547657013,0.24491706490516663,0.38552337884902954,0.26220351457595825
led,0.12112844735383987,0.18895240128040314,0.1619405299425125,0.15836776793003082,0.2098577618598938,0.3213953971862793,0.1808740794658661,0.25600704550743103,0.22129160165786743,0.09273858368396759
the,0.42745697498321533,0.26391419768333435,0.23846197128295898,0.28711211681365967,0.22474968433380127,0.34736719727516174,0.2655501961708069,0.21518537402153015,0.19510823488235474,0.22068053483963013
exiled,0.16960734128952026,0.33194807171821594,0.2567567825317383,0.2623691260814667,0.23863905668258667,0.23896455764770508,0.1298033595085144,0.26636743545532227,0.257754385471344,0.10943403840065002
community,0.29032719135284424,0.28118667006492615,0.24990960955619812,0.2518189549446106,0.2491733282804489,0.1464618593454361,0.12007266283035278,0.20004865527153015,0.30893218517303467,0.2380419820547104
in,0.30808621644973755,0.26313918828964233,0.2493300437927246,0.21131151914596558,0.21588771045207977,0.2593238651752472,0.2531178593635559,0.2048979103565216,0.23383252322673798,0.20430970191955566
london,0.15188734233379364,0.16051219403743744,0.1458871215581894,0.1723918467760086,0.15090811252593994,0.25170615315437317,0.2538403570652008,0.11705102771520615,0.2450883537530899,0.11278104782104492
",",0.3087472915649414,0.2713983952999115,0.2707274258136749,0.2623405456542969,0.2058863788843155,0.3015086054801941,0.2849471867084503,0.2570696175098419,0.29348745942115784,0.31091248989105225
became,0.1434093862771988,0.19363752007484436,0.19466228783130646,0.2166370153427124,0.11658893525600433,0.3632316589355469,0.18035641312599182,0.20060157775878906,0.2563767433166504,0.11374033987522125
known,0.20381177961826324,0.13806496560573578,0.1530768871307373,0.22555099427700043,0.14275717735290527,0.25943970680236816,0.23894008994102478,0.21200451254844666,0.16571958363056183,0.18314571678638458
for,0.3017193675041199,0.15741609036922455,0.15542230010032654,0.2419699877500534,0.20662997663021088,0.318512886762619,0.2695801258087158,0.30032265186309814,0.22407542169094086,0.264628142118454
articulating,0.25255462527275085,0.12407691031694412,0.09315847605466843,0.3280479311943054,0.16371458768844604,0.1401432901620865,0.07655349373817444,0.23402969539165497,0.16775235533714294,0.24956627190113068
their,0.35142919421195984,0.1967206746339798,0.17209430038928986,0.22395317256450653,0.23326465487480164,0.38078752160072327,0.17751209437847137,0.2633897364139557,0.23687447607517242,0.1898253709077835
criticism,0.30332592129707336,0.30312028527259827,0.22310911118984222,0.3137478232383728,0.3907791078090668,0.3342134952545166,0.11732518672943115,0.7148542404174805,0.31924426555633545,0.23740006983280182
of,0.33290785551071167,0.3452084958553314,0.3079429268836975,0.3143458962440491,0.2605385482311249,0.2513895630836487,0.22233861684799194,0.21127407252788544,0.14141330122947693,0.1826142966747284
