,who,designed,the,golf,course,located,at,the,sunnyside,country,club,?
it,0.2868398427963257,0.3057002127170563,0.6251175999641418,0.18369661271572113,0.38061466813087463,0.34368759393692017,0.36473900079727173,0.6251175999641418,0.22761675715446472,0.2677888870239258,0.2073596715927124,0.25732165575027466
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.16050244867801666,0.2551652491092682,0.35717159509658813,0.25906258821487427,0.5823672413825989,0.2392246574163437,0.24409033358097076,0.2173977941274643,0.22961433231830597
also,0.47919341921806335,0.2500925362110138,0.6021018624305725,0.22990617156028748,0.3288753926753998,0.25066080689430237,0.36980849504470825,0.6021018624305725,0.28634408116340637,0.2604532539844513,0.2340644747018814,0.21848613023757935
the,0.3733934462070465,0.2559613883495331,1.0,0.20818336308002472,0.32268625497817993,0.407527357339859,0.457212895154953,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
home,0.2542758285999298,0.1671946942806244,0.28978195786476135,0.27012842893600464,0.22732038795948029,0.2476850003004074,0.260183721780777,0.28978195786476135,0.4048134386539459,0.2009231001138687,0.23186923563480377,0.0757145956158638
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.18562845885753632,0.2579863667488098,0.32520920038223267,0.42558613419532776,0.733189046382904,0.22733090817928314,0.28866857290267944,0.19264739751815796,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.20818336308002472,0.32268625497817993,0.407527357339859,0.457212895154953,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
sunnyside,0.3060632646083832,0.2133868932723999,0.29481041431427,0.25773054361343384,0.2220572680234909,0.25359973311424255,0.27545782923698425,0.29481041431427,1.0,0.18157123029232025,0.2528400421142578,0.1275515854358673
country,0.22791717946529388,0.08988538384437561,0.30432501435279846,0.19607894122600555,0.16878171265125275,0.19386409223079681,0.18832142651081085,0.30432501435279846,0.18157123029232025,1.0000001192092896,0.14863790571689606,0.12647280097007751
club,0.18853667378425598,0.11623907834291458,0.23249365389347076,0.31280818581581116,0.2021913379430771,0.21040509641170502,0.17265090346336365,0.23249365389347076,0.2528400421142578,0.14863790571689606,1.0000001192092896,0.1374303698539734
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.19818919897079468,0.3528233766555786,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.31080201268196106,0.27878350019454956,0.2388690710067749,0.31091248989105225
which,0.3688730001449585,0.3073212206363678,0.6521818041801453,0.2308656871318817,0.34200045466423035,0.29797419905662537,0.3286694884300232,0.6521818041801453,0.23973491787910461,0.2308337539434433,0.257539838552475,0.25814583897590637
maintains,0.16201341152191162,0.24156075716018677,0.2744854986667633,0.13978728652000427,0.22072699666023254,0.3578656017780304,0.19874083995819092,0.2744854986667633,0.24036478996276855,0.1726645678281784,0.13258670270442963,0.13273680210113525
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.16213588416576385,0.2895289659500122,0.2605401277542114,0.3095070421695709,0.5829201340675354,0.283404141664505,0.20991116762161255,0.24639363586902618,0.23916715383529663
golf,0.14124168455600739,0.1674875020980835,0.20818336308002472,1.0000001192092896,0.3056775629520416,0.1992059051990509,0.1707073301076889,0.20818336308002472,0.25773054361343384,0.19607894122600555,0.31280818581581116,0.1563393920660019
course,0.23641245067119598,0.22027529776096344,0.32268625497817993,0.3056775629520416,1.0000001192092896,0.12974317371845245,0.28257861733436584,0.32268625497817993,0.2220572680234909,0.16878171265125275,0.2021913379430771,0.28826573491096497
designed,0.21097040176391602,1.0,0.2559613883495331,0.1674875020980835,0.22027529776096344,0.29085591435432434,0.23261167109012604,0.2559613883495331,0.2133868932723999,0.08988538384437561,0.11623907834291458,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.15452659130096436,0.22359874844551086,0.18208515644073486,0.2368064820766449,0.4408751428127289,0.2190549671649933,0.24224938452243805,0.14662392437458038,0.17966607213020325
william,0.32068803906440735,0.12336456030607224,0.21537061035633087,0.16551418602466583,0.15508444607257843,0.07760541141033173,0.16626758873462677,0.21537061035633087,0.3273048996925354,0.1095217764377594,0.16373978555202484,0.14462219178676605
p.,0.11096447706222534,0.08815618604421616,0.00706930598244071,0.11482693254947662,0.12959221005439758,0.08132386952638626,0.16786380112171173,0.00706930598244071,0.24804845452308655,0.10042724758386612,0.14851640164852142,0.11662347614765167
bell,0.18710675835609436,0.2361326515674591,0.21121244132518768,0.23888352513313293,0.14467334747314453,0.12867394089698792,0.11182848364114761,0.21121244132518768,0.24551942944526672,0.04469024017453194,0.1326828896999359,0.08332687616348267
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.1778612583875656,0.29073402285575867,0.28226932883262634,0.4549728035926819,0.5934505462646484,0.31776362657546997,0.26130348443984985,0.2326166033744812,0.4130953550338745
