,what,service,did,abc,launch,in,may,2013,?
in,0.30808621644973755,0.1740635335445404,0.2593238651752472,0.1697147786617279,0.19686491787433624,1.0,0.3424151837825775,-0.2606481909751892,0.20430970191955566
may,0.25739946961402893,0.1700732558965683,0.3038632869720459,0.11823318153619766,0.12139954417943954,0.3424151837825775,0.9999998807907104,-0.21739166975021362,0.2768254578113556
2013,-0.3886653184890747,-0.17693792283535004,-0.264662504196167,-0.1548854112625122,-0.2533850073814392,-0.2606481909751892,-0.21739166975021362,1.0000001192092896,-0.2969330847263336
",",0.3087472915649414,0.2389259785413742,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.5201468467712402,0.5007920861244202,-0.20834597945213318,0.31091248989105225
abc,0.1317344456911087,0.22076331079006195,0.13353709876537323,1.0000001192092896,0.21600057184696198,0.1697147786617279,0.11823318153619766,-0.1548854112625122,0.19065172970294952
launched,0.1668553501367569,0.29664507508277893,0.1794346421957016,0.2561926543712616,0.8017768263816833,0.18876992166042328,0.10873191803693771,-0.22148175537586212,0.1803835779428482
``,0.008517155423760414,0.017600590363144875,-0.029888948425650597,-0.04806871339678764,-0.12748949229717255,0.04765888676047325,0.13614267110824585,-0.03703688085079193,0.0685480609536171
watch,0.2853691279888153,0.1689300537109375,0.25620150566101074,0.20378684997558594,0.23485539853572845,0.18451254069805145,0.16716429591178894,-0.19992320239543915,0.2568144202232361
abc,0.1317344456911087,0.22076331079006195,0.13353709876537323,1.0000001192092896,0.21600057184696198,0.1697147786617279,0.11823318153619766,-0.1548854112625122,0.19065172970294952
'',0.08143015950918198,-0.12121836096048355,0.01978493109345436,-0.05768610164523125,-0.030384715646505356,0.07432962208986282,0.020231230184435844,-0.027504753321409225,0.018684765323996544
",",0.3087472915649414,0.2389259785413742,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.5201468467712402,0.5007920861244202,-0.20834597945213318,0.31091248989105225
a,0.3320399522781372,0.23104366660118103,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.29255667328834534,-0.3549499809741974,0.23916715383529663
revamp,0.40520453453063965,0.269738107919693,0.2751811444759369,0.26257795095443726,0.2730776369571686,0.2501068711280823,0.2003941535949707,-0.3263269066810608,0.3757469356060028
of,0.33290785551071167,0.18425606191158295,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.5696388483047485,0.26447007060050964,-0.2904720902442932,0.1826142966747284
its,0.30393704771995544,0.180259108543396,0.19922670722007751,0.19045390188694,0.2549111843109131,0.3793783485889435,0.17664512991905212,-0.3646434545516968,0.15103481709957123
traditional,0.20066824555397034,0.19017700850963593,0.17380854487419128,0.12761685252189636,0.09758727997541428,0.2736763060092926,0.18086451292037964,-0.20173649489879608,0.1327509582042694
multi-platform,0.20084984600543976,0.30152952671051025,0.1305917650461197,0.1738627403974533,0.31501346826553345,0.15268611907958984,0.11826923489570618,-0.2619120180606842,0.1750110387802124
streaming,0.21690556406974792,0.3720870912075043,0.09285816550254822,0.3399188816547394,0.2554365396499634,0.19644196331501007,0.15800386667251587,-0.33755865693092346,0.19690081477165222
services,0.16048473119735718,0.7696225047111511,0.14472568035125732,0.20619745552539825,0.25271880626678467,0.22287973761558533,0.19098414480686188,-0.19470328092575073,0.1328447163105011
encompassing,0.2889697849750519,0.22438253462314606,0.14345376193523407,0.14477995038032532,0.21274495124816895,0.21769501268863678,0.13689175248146057,-0.28031936287879944,0.1728201061487198
the,0.42745697498321533,0.22661015391349792,0.34736719727516174,0.2068762183189392,0.2628649175167084,0.6662389636039734,0.2694292366504669,-0.38509321212768555,0.22068053483963013
network,0.16917307674884796,0.30970117449760437,0.08572790026664734,0.4295894205570221,0.24389193952083588,0.19496823847293854,0.18319375813007355,-0.2188497632741928,0.17853789031505585
's,0.02692362666130066,0.017307469621300697,0.05069678649306297,0.06670809537172318,0.01992534101009369,-0.037580832839012146,-0.07006479054689407,-0.05552978441119194,-0.023395681753754616
existing,0.31325602531433105,0.23217636346817017,0.2163872867822647,0.12463470548391342,0.19690914452075958,0.2761130928993225,0.24146124720573425,-0.37878847122192383,0.31003472208976746
streaming,0.21690556406974792,0.3720870912075043,0.09285816550254822,0.3399188816547394,0.2554365396499634,0.19644196331501007,0.15800386667251587,-0.33755865693092346,0.19690081477165222
portal,0.2278856635093689,0.22947509586811066,0.07921949028968811,0.17203548550605774,0.2534903883934021,0.16855470836162567,0.09976740926504135,-0.16535311937332153,0.21281102299690247
at,0.2838611304759979,0.2093784511089325,0.28390252590179443,0.12953892350196838,0.2472303807735443,0.4374977946281433,0.2711789011955261,-0.20461249351501465,0.21978627145290375
abc.com,0.282875657081604,0.2778773605823517,0.2852266728878021,0.6080112457275391,0.21898029744625092,0.23520666360855103,0.21346589922904968,-0.17907774448394775,0.34610676765441895
and,0.31309178471565247,0.24532052874565125,0.34479495882987976,0.16453155875205994,0.18879936635494232,0.4954058527946472,0.34598252177238464,-0.31428804993629456,0.20544172823429108
a,0.3320399522781372,0.23104366660118103,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.29255667328834534,-0.3549499809741974,0.23916715383529663
mobile,0.20647284388542175,0.2808193564414978,0.14520208537578583,0.1389712542295456,0.25525444746017456,0.2290361225605011,0.19655677676200867,-0.23519286513328552,0.15319456160068512
app,0.20000869035720825,0.3079882860183716,0.1509854644536972,0.21740293502807617,0.30615532398223877,0.17052096128463745,0.20156171917915344,-0.2579585015773773,0.2307083010673523
for,0.3017193675041199,0.31237727403640747,0.318512886762619,0.22510288655757904,0.25149083137512207,0.4322226941585541,0.29255861043930054,-0.2664349377155304,0.264628142118454
smartphones,0.3014732599258423,0.2829724848270416,0.17680449783802032,0.176589235663414,0.29385295510292053,0.19748316705226898,0.21122148633003235,-0.32801875472068787,0.23329822719097137
and,0.31309178471565247,0.24532052874565125,0.34479495882987976,0.16453155875205994,0.18879936635494232,0.4954058527946472,0.34598252177238464,-0.31428804993629456,0.20544172823429108
tablet,0.24464674293994904,0.14037780463695526,0.1760590672492981,0.18261927366256714,0.20648017525672913,0.18894390761852264,0.20702503621578217,-0.2556014955043793,0.18099245429039001
computers,0.3057560622692108,0.2741870582103729,0.25192227959632874,0.1941423863172531,0.24966545403003693,0.17761334776878357,0.23702096939086914,-0.2666977643966675,0.22440722584724426
;,0.10986888408660889,0.04945044219493866,0.10727239400148392,-0.0012340332614257932,0.051411449909210205,0.092739537358284,-0.015097163617610931,-0.10176942497491837,0.10349778085947037
in,0.30808621644973755,0.1740635335445404,0.2593238651752472,0.1697147786617279,0.19686491787433624,1.0,0.3424151837825775,-0.2606481909751892,0.20430970191955566
