,what,aspects,of,life,does,islamism,seek,to,integrate,itself,into,?
islamism,0.28119760751724243,0.3662961721420288,0.2555263340473175,0.18928593397140503,0.20293419063091278,1.0000001192092896,0.22943592071533203,0.23028403520584106,0.19493263959884644,0.20193880796432495,0.15268687903881073,0.19147449731826782
",",0.3087472915649414,0.19650225341320038,0.4946078956127167,0.24050940573215485,0.28617382049560547,0.20622773468494415,0.2198648303747177,0.44245919585227966,0.2247243970632553,0.2783147692680359,0.2826121151447296,0.31091248989105225
also,0.42747777700424194,0.3070827126502991,0.4924938678741455,0.18713383376598358,0.4118025600910187,0.25251519680023193,0.23241643607616425,0.5348826050758362,0.223502054810524,0.3654869794845581,0.2882355749607086,0.21848613023757935
known,0.20381177961826324,0.16324648261070251,0.35814476013183594,0.16769470274448395,0.24860821664333344,0.1328653246164322,0.08434122800827026,0.14337651431560516,0.10838038474321365,0.20702509582042694,0.1555754393339157,0.18314571678638458
as,0.31749409437179565,0.2758888602256775,0.3886612355709076,0.23248597979545593,0.31202155351638794,0.22173546254634857,0.2845454812049866,0.42092081904411316,0.20112015306949615,0.2946869432926178,0.24094121158123016,0.27043893933296204
political,0.21846716105937958,0.29834768176078796,0.27319738268852234,0.25942739844322205,0.16916483640670776,0.49158284068107605,0.2649472951889038,0.2065112292766571,0.23039104044437408,0.1501518338918686,0.1303238570690155,0.17130474746227264
islam,0.23237212002277374,0.29589560627937317,0.21728332340717316,0.1998450607061386,0.1891104280948639,0.7715402841567993,0.20415575802326202,0.2398901730775833,0.19222186505794525,0.16416035592556,0.13224594295024872,0.18358638882637024
(,0.2411840260028839,0.14275944232940674,0.35032153129577637,0.16464252769947052,0.2728188931941986,0.12314659357070923,0.10537290573120117,0.30882009863853455,0.12773264944553375,0.1687830686569214,0.1606949418783188,0.40561532974243164
arabic,0.1854897290468216,0.18096010386943817,0.2065649777650833,0.07596214860677719,0.20067143440246582,0.4088257849216461,0.1246044784784317,0.22180728614330292,0.13381829857826233,0.1981974095106125,0.16409806907176971,0.18792502582073212
:,-0.12022944539785385,-0.053685836493968964,-0.08807745575904846,-0.13699789345264435,-0.11934193223714828,-0.04118749871850014,-0.05867008864879608,-0.09243495017290115,-0.05944597348570824,-0.13429635763168335,-0.047708455473184586,-0.07156077772378922
