,civil,disobedience,has,been,argued,in,more,recent,times,to,have,suffered,from,what,?
it,0.17707513272762299,0.2648297846317291,0.41962623596191406,0.35515493154525757,0.16358210146427155,0.5130809545516968,0.42550966143608093,0.229965478181839,0.21116118133068085,0.513711154460907,0.40974161028862,0.15823760628700256,0.325604110956192,0.45803478360176086,0.25732165575027466
has,0.14805923402309418,0.11896127462387085,1.0,0.6162750124931335,0.1626124083995819,0.4173259735107422,0.3442428410053253,0.3722807466983795,0.37720999121665955,0.3619994819164276,0.6353569626808167,0.19488826394081116,0.2621968984603882,0.20338068902492523,0.15994466841220856
been,0.16754008829593658,0.20087917149066925,0.6162750124931335,0.9999998807907104,0.2594577372074127,0.3515113592147827,0.34097588062286377,0.4627731740474701,0.4048621952533722,0.34945759177207947,0.6493861675262451,0.30588921904563904,0.27624839544296265,0.2567804455757141,0.24354910850524902
argued,0.22184301912784576,0.387824684381485,0.1626124083995819,0.2594577372074127,1.0,0.16827838122844696,0.19259075820446014,0.19943195581436157,0.15304359793663025,0.24650873243808746,0.3102279305458069,0.23498651385307312,0.1619374305009842,0.31776854395866394,0.18905270099639893
that,0.16867391765117645,0.3551425039768219,0.41272613406181335,0.4152003228664398,0.3780103027820587,0.435920387506485,0.4813884496688843,0.3408474624156952,0.2866678833961487,0.5436353087425232,0.6182622313499451,0.22544844448566437,0.3477667272090912,0.6297725439071655,0.32716336846351624
the,0.2477465271949768,0.30963727831840515,0.4177538752555847,0.3563927710056305,0.1919303685426712,0.6662389636039734,0.39758381247520447,0.31046223640441895,0.29093852639198303,0.535392165184021,0.40389683842658997,0.2558774948120117,0.40150508284568787,0.42745697498321533,0.22068053483963013
term,0.15453830361366272,0.19347046315670013,0.1874341368675232,0.1964738517999649,0.20934560894966125,0.27866655588150024,0.2468089461326599,0.18111518025398254,0.23900550603866577,0.3310292959213257,0.24443839490413666,0.16667599976062775,0.25269290804862976,0.25282326340675354,0.1901002675294876
``,0.06784805655479431,0.06214885041117668,0.06254398077726364,0.006640665698796511,-0.040055494755506516,0.04765888676047325,0.08673381805419922,-0.05434009060263634,0.027419542893767357,0.06720756739377975,0.1022237241268158,0.0790644958615303,0.02677825279533863,0.008517155423760414,0.0685480609536171
civil,1.0,0.5442691445350647,0.14805923402309418,0.16754008829593658,0.22184301912784576,0.26466667652130127,0.17124666273593903,0.20549947023391724,0.11522168666124344,0.2019355595111847,0.16153892874717712,0.18557174503803253,0.11420916765928268,0.15091551840305328,0.1494513899087906
disobedience,0.5442691445350647,1.0,0.11896127462387085,0.20087917149066925,0.387824684381485,0.3054615259170532,0.2029244303703308,0.1859210729598999,0.14712707698345184,0.30665844678878784,0.22560594975948334,0.2571471035480499,0.1641564965248108,0.3298627436161041,0.19890835881233215
