,who,was,hired,to,produce,abc,'s,2001-02,identity,?
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.23457570374011993,0.2068762183189392,-0.01540423184633255,-0.029546741396188736,0.22824928164482117,0.22068053483963013
network,0.16999904811382294,0.1994880586862564,0.20746494829654694,0.25940340757369995,0.1738414615392685,0.4295894205570221,0.07819218933582306,-0.07061054557561874,0.23231635987758636,0.17853789031505585
hired,0.38516125082969666,0.3013991713523865,1.0000001192092896,0.32017654180526733,0.20051389932632446,0.1669238954782486,-0.030750012025237083,-0.11668552458286285,0.19137875735759735,0.1434362679719925
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.23457570374011993,0.2068762183189392,-0.01540423184633255,-0.029546741396188736,0.22824928164482117,0.22068053483963013
troika,0.15808534622192383,0.24794822931289673,0.1927129328250885,0.1622537523508072,0.06185616925358772,0.14733187854290009,0.0378916971385479,-0.17176051437854767,0.16666272282600403,0.1416107714176178
design,0.12787467241287231,0.2780803442001343,0.23264196515083313,0.26415011286735535,0.2532102167606354,0.131185382604599,0.04322526603937149,-0.07920608669519424,0.18752291798591614,0.16351860761642456
group,0.33690139651298523,0.1789962202310562,0.18675050139427185,0.2672896385192871,0.17903980612754822,0.11665991693735123,-0.01093533169478178,-0.011799330823123455,0.26445749402046204,0.13827809691429138
to,0.42656609416007996,0.3636345863342285,0.32017654180526733,1.0,0.30018290877342224,0.1762417107820511,0.03782717138528824,-0.15212784707546234,0.19229429960250854,0.29463258385658264
design,0.12787467241287231,0.2780803442001343,0.23264196515083313,0.26415011286735535,0.2532102167606354,0.131185382604599,0.04322526603937149,-0.07920608669519424,0.18752291798591614,0.16351860761642456
and,0.41279885172843933,0.3740963041782379,0.2731825113296509,0.48971283435821533,0.2701570689678192,0.16453155875205994,0.06895173341035843,-0.08981230109930038,0.24922586977481842,0.20544172823429108
produce,0.10283058881759644,0.1402507871389389,0.20051389932632446,0.30018290877342224,1.0,0.20918875932693481,-0.01003879401832819,0.00023461220553144813,0.09024771302938461,0.19229066371917725
its,0.1326070874929428,0.3518870174884796,0.1180037185549736,0.3691340684890747,0.2532801926136017,0.19045390188694,0.03202139586210251,-0.01796763762831688,0.1754866987466812,0.15103481709957123
2001–02,0.1893475353717804,0.12702926993370056,0.16474349796772003,0.2599166929721832,0.06308980286121368,0.07614441215991974,-0.03311556205153465,0.1067294254899025,0.005082298535853624,0.12574850022792816
identity,0.30720454454421997,0.16594535112380981,0.19137875735759735,0.19229429960250854,0.09024771302938461,0.11982347816228867,-0.05894738435745239,-0.16342003643512726,0.9999998807907104,0.1520950198173523
",",0.3365725874900818,0.45456063747406006,0.19597217440605164,0.44245919585227966,0.19927625358104706,0.2097204476594925,-0.0016132977325469255,-0.10073062777519226,0.20418424904346466,0.31091248989105225
which,0.3688730001449585,0.2830964922904968,0.14777979254722595,0.5345056653022766,0.44459521770477295,0.1991286277770996,0.03856118768453598,-0.007656313944607973,0.24152661859989166,0.25814583897590637
continued,0.15470513701438904,0.40578481554985046,0.37747979164123535,0.33327484130859375,0.12649253010749817,0.18273437023162842,0.02139776200056076,-0.07092805206775665,0.09989883005619049,0.10404038429260254
using,0.24094825983047485,0.18766598403453827,0.1856258660554886,0.3678804934024811,0.3523085117340088,0.1571076661348343,-0.029558077454566956,-0.10751105099916458,0.2586256265640259,0.2804589569568634
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.23457570374011993,0.2068762183189392,-0.01540423184633255,-0.029546741396188736,0.22824928164482117,0.22068053483963013
black-and-yellow,0.3460257351398468,0.25172480940818787,0.2786984443664551,0.33704569935798645,0.259717732667923,0.28124621510505676,0.034853532910346985,0.03396959602832794,0.22956542670726776,0.23597440123558044
coloring,0.14969408512115479,0.15845875442028046,0.21100786328315735,0.32137224078178406,0.4025503993034363,0.16268689930438995,-0.0033949348144233227,0.015001351945102215,0.19401954114437103,0.22803331911563873
of,0.2827862501144409,0.4069072902202606,0.10122424364089966,0.41548454761505127,0.19541172683238983,0.14607268571853638,-0.03817026689648628,-0.031106112524867058,0.14822673797607422,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.23457570374011993,0.2068762183189392,-0.01540423184633255,-0.029546741396188736,0.22824928164482117,0.22068053483963013
logo,0.15606588125228882,0.17813098430633545,0.2565077543258667,0.2215760052204132,0.19266578555107117,0.23574566841125488,0.036982785910367966,-0.057075291872024536,0.2468387335538864,0.23347119987010956
and,0.41279885172843933,0.3740963041782379,0.2731825113296509,0.48971283435821533,0.2701570689678192,0.16453155875205994,0.06895173341035843,-0.08981230109930038,0.24922586977481842,0.20544172823429108
featured,0.25015440583229065,0.3064519464969635,0.2674005925655365,0.1969822198152542,0.21317817270755768,0.3030971884727478,-0.01579626277089119,-0.046492066234350204,0.19485756754875183,0.2944096624851227
dots,0.14994686841964722,0.11328127235174179,0.11274048686027527,0.21268963813781738,0.27817821502685547,0.1579815298318863,0.018973689526319504,0.0266879890114069,0.25002169609069824,0.1364283561706543
and,0.41279885172843933,0.3740963041782379,0.2731825113296509,0.48971283435821533,0.2701570689678192,0.16453155875205994,0.06895173341035843,-0.08981230109930038,0.24922586977481842,0.20544172823429108
stripes,0.16116143763065338,0.12951594591140747,0.14174798130989075,0.21273715794086456,0.21092379093170166,0.19841250777244568,0.010572602972388268,0.038859955966472626,0.1839682161808014,0.10615219175815582
in,0.2792111933231354,0.45514053106307983,0.18746300041675568,0.45010748505592346,0.21160131692886353,0.1697147786617279,-0.037580832839012146,-0.0429445318877697,0.19517956674098969,0.20430970191955566
various,0.21537287533283234,0.14120686054229736,0.16539473831653595,0.33564820885658264,0.2419585883617401,0.12460041046142578,0.0089445561170578,0.04390275105834007,0.19711941480636597,0.12823495268821716
promotional,0.21203607320785522,0.2403564751148224,0.24902929365634918,0.28222447633743286,0.2486697882413864,0.2290448695421219,-0.03815995156764984,-0.12135988473892212,0.26330941915512085,0.30985286831855774
and,0.41279885172843933,0.3740963041782379,0.2731825113296509,0.48971283435821533,0.2701570689678192,0.16453155875205994,0.06895173341035843,-0.08981230109930038,0.24922586977481842,0.20544172823429108
identification,0.22406744956970215,0.15994779765605927,0.14863666892051697,0.22975040972232819,0.27499163150787354,0.12506003677845,-0.05840081349015236,-0.05108852684497833,0.4717840850353241,0.2123335301876068
spots,0.18618489801883698,0.13440993428230286,0.17232519388198853,0.13685625791549683,0.19256986677646637,0.13742437958717346,-0.035880301147699356,0.06968069821596146,0.2279883623123169,0.11847157776355743
.,0.3541337847709656,0.40146201848983765,0.20825324952602386,0.4645031690597534,0.2587496340274811,0.2567209303379059,-0.003708066651597619,-0.12931416928768158,0.23951315879821777,0.4130953550338745
