,which,descendant,of,genghis,khan,is,remembered,as,having,reunified,china,?
while,0.38669952750205994,0.1461576223373413,0.3366928696632385,0.17087101936340332,0.16199307143688202,0.2713196575641632,0.2425173670053482,0.4165958762168884,0.45387592911720276,0.22591300308704376,0.20504237711429596,0.21076419949531555
genghis,0.26472097635269165,0.3387492299079895,0.2938849925994873,1.0,0.5896923542022705,0.1866190880537033,0.17874212563037872,0.17543354630470276,0.18975847959518433,0.2155226320028305,0.41767415404319763,0.18813461065292358
khan,0.19211235642433167,0.19751887023448944,0.17124508321285248,0.5896923542022705,1.0,0.20103248953819275,0.11846797168254852,0.22500167787075043,0.13455428183078766,0.1958325356245041,0.3775990903377533,0.12862591445446014
never,0.3926985263824463,0.19776111841201782,0.22336244583129883,0.21176771819591522,0.11793749779462814,0.18605512380599976,0.3095914423465729,0.33632391691207886,0.4191538095474243,0.3179597854614258,0.16398030519485474,0.24137508869171143
conquered,0.18364886939525604,0.3132026791572571,0.30313581228256226,0.5049505233764648,0.2886276841163635,0.14777769148349762,0.26549848914146423,0.18793179094791412,0.13268537819385529,0.38171496987342834,0.27400752902030945,0.12499574571847916
all,0.50777268409729,0.22075435519218445,0.42798417806625366,0.198136106133461,0.17470678687095642,0.2553904056549072,0.18507878482341766,0.33195313811302185,0.3806970715522766,0.2393568605184555,0.2396208494901657,0.29575422406196594
of,0.5011631846427917,0.29808375239372253,1.0,0.2938849925994873,0.17124508321285248,0.4854315221309662,0.31641438603401184,0.3886612355709076,0.38889452815055847,0.30263298749923706,0.27699828147888184,0.1826142966747284
china,0.2780199646949768,0.08785419911146164,0.27699828147888184,0.41767415404319763,0.3775990903377533,0.1968986988067627,0.1331200748682022,0.22077526152133942,0.17969191074371338,0.3220992684364319,1.0000001192092896,0.18007943034172058
",",0.3658004403114319,0.24288435280323029,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.4691906273365021,0.27055618166923523,0.48816442489624023,0.3154076039791107,0.31361380219459534,0.27650898694992065,0.31091248989105225
his,0.32283493876457214,0.2647243142127991,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.24372583627700806,0.37436363101005554,0.3146366477012634,0.34516337513923645,0.25336793065071106,0.12265565246343613,0.18075084686279297
grandson,0.14502906799316406,0.46783626079559326,0.2974647879600525,0.46543535590171814,0.33875492215156555,0.161429300904274,0.2404472976922989,0.19351886212825775,0.1296083778142929,0.2333914041519165,0.1585582196712494,0.14955078065395355
kublai,0.2277727872133255,0.19700483977794647,0.231930211186409,0.6883882284164429,0.5925762057304382,0.15107055008411407,0.20590686798095703,0.1864137202501297,0.20574156939983368,0.30367401242256165,0.4708422124385834,0.14562560617923737
khan,0.19211235642433167,0.19751887023448944,0.17124508321285248,0.5896923542022705,1.0,0.20103248953819275,0.11846797168254852,0.22500167787075043,0.13455428183078766,0.1958325356245041,0.3775990903377533,0.12862591445446014
