,why,are,there,more,poor,people,in,the,united,states,and,europe,than,china,?
oxfam,0.23587460815906525,0.11889723688364029,0.15352623164653778,0.22154366970062256,0.23320035636425018,0.21007446944713593,0.2296697497367859,0.2714040279388428,0.29149508476257324,0.2725551426410675,0.26136499643325806,0.2765807807445526,0.1771133989095688,0.254864364862442,0.19253410398960114
's,-0.016663772985339165,-0.008927806280553341,-0.04860968142747879,0.032942235469818115,0.07552039623260498,0.023582622408866882,-0.037580832839012146,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,0.06895173341035843,0.08762212097644806,0.0585811510682106,0.023593749850988388,-0.023395681753754616
claims,0.2540956735610962,0.16840213537216187,0.20902985334396362,0.21149908006191254,0.20632508397102356,0.19269390404224396,0.15647023916244507,0.24698559939861298,0.14182201027870178,0.1948423683643341,0.23295684158802032,0.10028901696205139,0.21816493570804596,0.27498623728752136,0.18741291761398315
have,0.4418443739414215,0.6577680706977844,0.5194604992866516,0.49033403396606445,0.261106014251709,0.3380994498729706,0.36843645572662354,0.40389683842658997,0.17950676381587982,0.20162390172481537,0.4711785912513733,0.2433963268995285,0.46517109870910645,0.24882429838180542,0.32991164922714233
however,0.425906240940094,0.44812726974487305,0.4319024085998535,0.4843848645687103,0.30328240990638733,0.2839839458465576,0.3982149362564087,0.49814513325691223,0.2734779119491577,0.29044950008392334,0.498121976852417,0.27939364314079285,0.3964720070362091,0.28959131240844727,0.2152075469493866
been,0.3097085654735565,0.4703826308250427,0.3571467399597168,0.34097588062286377,0.18864639103412628,0.23209184408187866,0.3515113592147827,0.3563927710056305,0.21903765201568604,0.20674076676368713,0.3424558639526367,0.24241842329502106,0.29363131523132324,0.26163211464881897,0.24354910850524902
questioned,0.3908306360244751,0.2067973017692566,0.2956436276435852,0.23044559359550476,0.21893243491649628,0.17812371253967285,0.25425803661346436,0.2955554127693176,0.21404698491096497,0.23784226179122925,0.2444506287574768,0.13581404089927673,0.19696401059627533,0.17166925966739655,0.38011181354522705
on,0.2698206305503845,0.268924742937088,0.3521401882171631,0.37351730465888977,0.20774881541728973,0.2559742033481598,0.46853652596473694,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.4077630043029785,0.250590980052948,0.2864885926246643,0.15178346633911133,0.2714994251728058
the,0.30742117762565613,0.40399202704429626,0.47025805711746216,0.39758381247520447,0.21093174815177917,0.36838498711586,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.34463706612586975,0.3227543234825134,0.3110525608062744,0.22068053483963013
basis,0.21885164082050323,0.31422433257102966,0.24157504737377167,0.33040139079093933,0.27819857001304626,0.1651846021413803,0.24894960224628448,0.2758672833442688,0.16248571872711182,0.19955123960971832,0.2805973291397095,0.15457677841186523,0.31954145431518555,0.09623732417821884,0.14255106449127197
of,0.28464117646217346,0.39081433415412903,0.44397735595703125,0.30478984117507935,0.23458099365234375,0.3251037895679474,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.5116966962814331,0.29299741983413696,0.33036211133003235,0.27699828147888184,0.1826142966747284
the,0.30742117762565613,0.40399202704429626,0.47025805711746216,0.39758381247520447,0.21093174815177917,0.36838498711586,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.34463706612586975,0.3227543234825134,0.3110525608062744,0.22068053483963013
methodology,0.2876381278038025,0.2060481309890747,0.19174359738826752,0.2601260542869568,0.1980637013912201,0.13337008655071259,0.21248172223567963,0.19022232294082642,0.21331508457660675,0.24814951419830322,0.19073200225830078,0.16623547673225403,0.2356436401605606,0.17765161395072937,0.25115275382995605
used,0.29222622513771057,0.3322218656539917,0.3545510172843933,0.3030165731906891,0.17449608445167542,0.2769155204296112,0.3090210556983948,0.3718377649784088,0.2768322229385376,0.23992468416690826,0.3150506615638733,0.28002986311912537,0.28633373975753784,0.23685875535011292,0.22430120408535004
:,-0.11512262374162674,-0.1189703419804573,-0.12092237174510956,-0.05062626302242279,-0.057267848402261734,-0.05447685718536377,0.020521078258752823,-0.03403344005346298,-0.047390166670084,-0.00829977635294199,-0.04625999182462692,0.0585792101919651,-0.11965936422348022,-0.001177502330392599,-0.07156077772378922
by,0.19170543551445007,0.37842893600463867,0.20383623242378235,0.2627272307872772,0.15843991935253143,0.20350977778434753,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.4289871156215668,0.2368858903646469,0.2015816867351532,0.15857630968093872,0.17966607213020325
using,0.31002920866012573,0.3385874032974243,0.2854459285736084,0.3065866529941559,0.20727133750915527,0.2431780993938446,0.2717311978340149,0.28364112973213196,0.1630413681268692,0.1784699261188507,0.33157408237457275,0.13339203596115112,0.3075134754180908,0.20408087968826294,0.2804589569568634
