,what,does,the,sea,monster,with,a,female,upper,body,hold,in,its,claws,?
city,0.17493832111358643,0.10004369169473648,0.35769423842430115,0.22298549115657806,0.1415139138698578,0.19554263353347778,0.2349124401807785,0.1285499632358551,0.14371392130851746,0.11285208910703659,0.15556544065475464,0.3911624252796173,0.3465842306613922,0.06310690194368362,0.13423943519592285
records,0.17999422550201416,0.1736549735069275,0.23809710144996643,0.0994596853852272,0.2141837179660797,0.1708124577999115,0.20202140510082245,0.07907889038324356,0.12435619533061981,0.1261550635099411,0.1841515153646469,0.19519685208797455,0.14024871587753296,0.17529697716236115,0.12384546548128128
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.1931508332490921,0.17699721455574036,0.40387406945228577,0.39550232887268066,0.19753755629062653,0.22030669450759888,0.24814960360527039,0.2402239739894867,0.3887844979763031,0.31874480843544006,0.2115006148815155,0.27043893933296204
far,0.34794166684150696,0.2871477007865906,0.38564538955688477,0.2322877198457718,0.16990172863006592,0.2511198818683624,0.21638330817222595,0.10731309652328491,0.21453650295734406,0.14023910462856293,0.2088049054145813,0.2599720060825348,0.2760116159915924,0.2127201110124588,0.2170870453119278
back,0.2965294420719147,0.23855993151664734,0.3612101674079895,0.16707821190357208,0.22766461968421936,0.3237067759037018,0.31908270716667175,0.17711539566516876,0.23778334259986877,0.2503145635128021,0.3087905943393707,0.25397348403930664,0.27476218342781067,0.2542545199394226,0.2397768795490265
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.1931508332490921,0.17699721455574036,0.40387406945228577,0.39550232887268066,0.19753755629062653,0.22030669450759888,0.24814960360527039,0.2402239739894867,0.3887844979763031,0.31874480843544006,0.2115006148815155,0.27043893933296204
1609,0.07027307897806168,0.05249185487627983,0.16631834208965302,0.22222007811069489,-0.03928808122873306,0.05335259437561035,0.09112320095300674,0.08592991530895233,0.2842486798763275,0.1406806856393814,0.09867195039987564,0.15526911616325378,0.099493607878685,0.19267898797988892,0.1029956191778183
document,0.2726209759712219,0.20625118911266327,0.2833879888057709,0.11398378759622574,0.06862196326255798,0.17090103030204773,0.24302230775356293,0.10581735521554947,0.15070270001888275,0.14093759655952454,0.19011807441711426,0.19825614988803864,0.16130787134170532,0.04638760909438133,0.23232926428318024
the,0.42745697498321533,0.35928019881248474,1.0,0.30363768339157104,0.20434913039207458,0.4223487675189972,0.5829201340675354,0.2673940658569336,0.35289278626441956,0.31682634353637695,0.3067915439605713,0.6662389636039734,0.559237003326416,0.20785965025424957,0.22068053483963013
use,0.3453877568244934,0.39963871240615845,0.34342584013938904,0.14737698435783386,0.18550501763820648,0.3356984257698059,0.30793872475624084,0.13670097291469574,0.1836542934179306,0.22484350204467773,0.3873708248138428,0.2715643048286438,0.27883994579315186,0.2706577181816101,0.32795652747154236
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2707739472389221,0.17913073301315308,0.41827285289764404,0.5052502155303955,0.26416701078414917,0.25818127393722534,0.25063133239746094,0.2465030699968338,0.5696388483047485,0.48690423369407654,0.16793523728847504,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.17038485407829285,0.24933300912380219,0.3783375024795532,1.0,0.22815600037574768,0.26226839423179626,0.26263290643692017,0.2822398841381073,0.539380669593811,0.4424409866333008,0.19642306864261627,0.23916715383529663
crude,0.2648032605648041,0.17755873501300812,0.2332729995250702,0.2084418088197708,0.18665218353271484,0.2777526080608368,0.2387891411781311,0.11582811176776886,0.10272743552923203,0.15294773876667023,0.17656449973583221,0.195363387465477,0.2760520577430725,0.22558294236660004,0.21938680112361908
form,0.15868011116981506,0.26710256934165955,0.29286009073257446,0.1316663771867752,0.143755704164505,0.29348593950271606,0.3088195323944092,0.23440736532211304,0.1515580117702484,0.24916589260101318,0.17942140996456146,0.2815987169742584,0.2492789775133133,0.16938672959804535,0.1463010311126709
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2707739472389221,0.17913073301315308,0.41827285289764404,0.5052502155303955,0.26416701078414917,0.25818127393722534,0.25063133239746094,0.2465030699968338,0.5696388483047485,0.48690423369407654,0.16793523728847504,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.17038485407829285,0.24933300912380219,0.3783375024795532,1.0,0.22815600037574768,0.26226839423179626,0.26263290643692017,0.2822398841381073,0.539380669593811,0.4424409866333008,0.19642306864261627,0.23916715383529663
sea,0.19525039196014404,0.12523514032363892,0.30363768339157104,1.0,0.2555127739906311,0.20304065942764282,0.17038485407829285,0.15206536650657654,0.18279597163200378,0.19253990054130554,0.11633175611495972,0.2302369773387909,0.21550384163856506,0.28962668776512146,0.15551945567131042
monster,0.19673536717891693,0.19850431382656097,0.20434913039207458,0.2555127739906311,0.9999999403953552,0.15805098414421082,0.24933300912380219,0.1588984876871109,0.09906336665153503,0.20322267711162567,0.14803482592105865,0.18909434974193573,0.12795983254909515,0.2505187392234802,0.23561009764671326
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.20304065942764282,0.15805098414421082,0.9999999403953552,0.3783375024795532,0.1273447424173355,0.1428503692150116,0.25971415638923645,0.22930166125297546,0.4080928862094879,0.3087116777896881,0.24500048160552979,0.2433311939239502
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.17038485407829285,0.24933300912380219,0.3783375024795532,1.0,0.22815600037574768,0.26226839423179626,0.26263290643692017,0.2822398841381073,0.539380669593811,0.4424409866333008,0.19642306864261627,0.23916715383529663
female,0.14235767722129822,0.11328894644975662,0.2673940658569336,0.15206536650657654,0.1588984876871109,0.1273447424173355,0.22815600037574768,0.9999999403953552,0.16160905361175537,0.2540149688720703,0.20161080360412598,0.1986217200756073,0.1943814903497696,0.23638270795345306,0.17839525640010834
upper,0.1592642068862915,0.12086480855941772,0.35289278626441956,0.18279597163200378,0.09906336665153503,0.1428503692150116,0.26226839423179626,0.16160905361175537,1.0000001192092896,0.22581470012664795,0.20381875336170197,0.27419501543045044,0.2519492208957672,0.24590498208999634,0.051342256367206573
body,0.2143840193748474,0.27194929122924805,0.31682634353637695,0.19253990054130554,0.20322267711162567,0.25971415638923645,0.26263290643692017,0.2540149688720703,0.22581470012664795,1.0,0.21330353617668152,0.2549867033958435,0.23673126101493835,0.35297322273254395,0.20136451721191406
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.30105236172676086,0.19672951102256775,0.5477725267410278,0.3739250600337982,0.2491157501935959,0.2172592729330063,0.2872275710105896,0.30117684602737427,0.4954058527946472,0.3841775357723236,0.2658705413341522,0.20544172823429108
holding,0.2065298706293106,0.21290183067321777,0.31092849373817444,0.15100042521953583,0.1905733346939087,0.3204667568206787,0.3320668041706085,0.21165412664413452,0.17711295187473297,0.2372949719429016,0.5733159780502319,0.23142732679843903,0.2492443323135376,0.25769415497779846,0.17956523597240448
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.17038485407829285,0.24933300912380219,0.3783375024795532,1.0,0.22815600037574768,0.26226839423179626,0.26263290643692017,0.2822398841381073,0.539380669593811,0.4424409866333008,0.19642306864261627,0.23916715383529663
sword,0.17386338114738464,0.10088164359331131,0.23306536674499512,0.15198956429958344,0.22699999809265137,0.19644993543624878,0.24241571128368378,0.13557197153568268,0.07740394026041031,0.20107243955135345,0.1849634349346161,0.11138655990362167,0.21524494886398315,0.3829364478588104,0.10794396698474884
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.2302369773387909,0.18909434974193573,0.4080928862094879,0.539380669593811,0.1986217200756073,0.27419501543045044,0.2549867033958435,0.2667064666748047,1.0,0.3793783485889435,0.14657583832740784,0.20430970191955566
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.21550384163856506,0.12795983254909515,0.3087116777896881,0.4424409866333008,0.1943814903497696,0.2519492208957672,0.23673126101493835,0.24689245223999023,0.3793783485889435,1.0,0.3093724846839905,0.15103481709957123
claws,0.1910409927368164,0.19701282680034637,0.20785965025424957,0.28962668776512146,0.2505187392234802,0.24500048160552979,0.19642306864261627,0.23638270795345306,0.24590498208999634,0.35297322273254395,0.277556449174881,0.14657583832740784,0.3093724846839905,0.9999999403953552,0.18907392024993896
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2680719196796417,0.17377932369709015,0.4446153938770294,0.50484299659729,0.28143510222435,0.23727275431156158,0.29751062393188477,0.30296799540519714,0.5591574311256409,0.3566088080406189,0.1862909495830536,0.4130953550338745
