,what,player,won,the,mvp,in,super,bowl,v,?
bart,0.18295758962631226,0.18055209517478943,0.1606581062078476,0.21651144325733185,0.16044077277183533,0.17849065363407135,0.13027718663215637,0.10118050128221512,0.09337639063596725,0.12193363159894943
starr,0.19705338776111603,0.20773471891880035,0.14064140617847443,0.2387159913778305,0.21925531327724457,0.18576864898204803,0.15700428187847137,0.21745410561561584,0.08686797320842743,0.22583505511283875
(,0.2411840260028839,0.2545463740825653,0.25702881813049316,0.33289089798927307,0.24375715851783752,0.3087427020072937,0.17553061246871948,0.15949074923992157,0.2043849378824234,0.40561532974243164
mvp,0.0985465794801712,0.37888097763061523,0.3954806625843048,0.19830666482448578,0.9999998807907104,0.15104249119758606,0.3814384639263153,0.5169888734817505,0.16715121269226074,0.19954749941825867
of,0.33290785551071167,0.1627044975757599,0.20832067728042603,0.733189046382904,0.16760475933551788,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.1655031144618988,0.1826142966747284
super,0.13651713728904724,0.19942335784435272,0.23658764362335205,0.21959073841571808,0.3814384639263153,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.12199956178665161,0.166326642036438
bowls,0.12354444712400436,0.32523587346076965,0.2591380178928375,0.17019082605838776,0.47788205742836,0.14384441077709198,0.3995929956436157,0.73409503698349,0.10427379608154297,0.1849047988653183
i,0.4411132335662842,0.12701088190078735,0.22289855778217316,0.26687872409820557,0.23060163855552673,0.22907796502113342,0.1390690803527832,0.13425463438034058,0.2959514260292053,0.4695145785808563
and,0.31309178471565247,0.22685286402702332,0.2795773446559906,0.5171257257461548,0.16702094674110413,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.19040757417678833,0.20544172823429108
ii,0.13866674900054932,0.11546599119901657,0.1096770390868187,0.2631464898586273,0.16465602815151215,0.21453368663787842,0.14591240882873535,0.142541766166687,0.31702449917793274,0.11928234249353409
),0.26259949803352356,0.26819780468940735,0.255226194858551,0.3456730246543884,0.23705145716667175,0.3326910734176636,0.1971341073513031,0.16361013054847717,0.20857036113739014,0.42300865054130554
and,0.31309178471565247,0.22685286402702332,0.2795773446559906,0.5171257257461548,0.16702094674110413,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.19040757417678833,0.20544172823429108
chuck,0.2127353847026825,0.2787206768989563,0.1829897165298462,0.18221957981586456,0.17876076698303223,0.12264448404312134,0.15287823975086212,0.19879823923110962,0.10886173695325851,0.23381391167640686
howley,0.20245139300823212,0.1850435882806778,0.12960366904735565,0.18301665782928467,0.13057038187980652,0.19749870896339417,0.12345527112483978,0.13780857622623444,0.11431042850017548,0.23596522212028503
(,0.2411840260028839,0.2545463740825653,0.25702881813049316,0.33289089798927307,0.24375715851783752,0.3087427020072937,0.17553061246871948,0.15949074923992157,0.2043849378824234,0.40561532974243164
mvp,0.0985465794801712,0.37888097763061523,0.3954806625843048,0.19830666482448578,0.9999998807907104,0.15104249119758606,0.3814384639263153,0.5169888734817505,0.16715121269226074,0.19954749941825867
of,0.33290785551071167,0.1627044975757599,0.20832067728042603,0.733189046382904,0.16760475933551788,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.1655031144618988,0.1826142966747284
super,0.13651713728904724,0.19942335784435272,0.23658764362335205,0.21959073841571808,0.3814384639263153,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.12199956178665161,0.166326642036438
bowl,0.15942467749118805,0.1651131808757782,0.2380966693162918,0.21576224267482758,0.5169888734817505,0.17236235737800598,0.4848237931728363,1.0,0.17199891805648804,0.21118052303791046
v,0.16628342866897583,0.11319789290428162,0.17591406404972076,0.18580520153045654,0.16715121269226074,0.15216681361198425,0.12199956178665161,0.17199891805648804,1.0,0.28677162528038025
),0.26259949803352356,0.26819780468940735,0.255226194858551,0.3456730246543884,0.23705145716667175,0.3326910734176636,0.1971341073513031,0.16361013054847717,0.20857036113739014,0.42300865054130554
appeared,0.1569073647260666,0.12948496639728546,0.3291776180267334,0.30265679955482483,0.18005269765853882,0.31264984607696533,0.23804286122322083,0.1632842868566513,0.08460533618927002,0.1384376585483551
via,0.16736915707588196,0.069023996591568,0.1524316668510437,0.23979412019252777,0.12894853949546814,0.19981135427951813,0.15354342758655548,0.11781672388315201,0.14738339185714722,0.19443516433238983
video,0.1880173683166504,0.24377210438251495,0.1832045018672943,0.2506899833679199,0.17074552178382874,0.20259293913841248,0.23280853033065796,0.11146090924739838,0.15412893891334534,0.22771678864955902
",",0.3087472915649414,0.25826331973075867,0.35968565940856934,0.4933079481124878,0.2245774120092392,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.22053663432598114,0.31091248989105225
