,the,entrepreneurs,josiah,wedgwood,",",matthew,boulton,and,eleanor,coade,were,influenced,by,what,manufacturing,process,developed,during,the,industrial,revolution,?
as,0.48381632566452026,0.24615590274333954,0.21083533763885498,0.24979326128959656,0.48816442489624023,0.22632376849651337,0.25423628091812134,0.49487000703811646,0.16824564337730408,0.23714981973171234,0.3025437891483307,0.22780272364616394,0.3815547823905945,0.31749409437179565,0.23520907759666443,0.22885268926620483,0.21440666913986206,0.29671990871429443,0.48381632566452026,0.20984408259391785,0.18969079852104187,0.27043893933296204
the,1.0,0.18561235070228577,0.1773129254579544,0.22099289298057556,0.4933079481124878,0.22876815497875214,0.22854043543338776,0.5171257257461548,0.1880929172039032,0.3212464451789856,0.3906462490558624,0.18518297374248505,0.4408751428127289,0.42745697498321533,0.25165510177612305,0.264274537563324,0.24490751326084137,0.4838213622570038,1.0,0.30435431003570557,0.276140034198761,0.22068053483963013
industrial,0.30435431003570557,0.41738197207450867,0.1697138398885727,0.27024877071380615,0.28774935007095337,0.07413481920957565,0.2592245936393738,0.3274568021297455,0.17557066679000854,0.33442196249961853,0.2023591846227646,0.30277055501937866,0.2110709697008133,0.16054853796958923,0.6377511024475098,0.27328482270240784,0.3232499361038208,0.26821866631507874,0.30435431003570557,1.0,0.3976142108440399,0.08039500564336777
revolution,0.276140034198761,0.1972397267818451,0.24091894924640656,0.21570351719856262,0.26235419511795044,0.021872973069548607,0.1656295508146286,0.21575188636779785,0.21803247928619385,0.23478810489177704,0.2724667489528656,0.21346887946128845,0.2466987818479538,0.1946869045495987,0.2765849530696869,0.23990890383720398,0.21275737881660461,0.32303014397621155,0.276140034198761,0.3976142108440399,0.9999999403953552,0.1727980077266693
took,0.31657639145851135,0.13825327157974243,0.254283607006073,0.2574521601200104,0.27655306458473206,0.18493559956550598,0.11616311222314835,0.25750628113746643,0.15994048118591309,0.1461094170808792,0.3994978964328766,0.17888905107975006,0.21169665455818176,0.1316593885421753,0.17640328407287598,0.18498870730400085,0.2235402911901474,0.41548752784729004,0.31657639145851135,0.1747514307498932,0.2667476236820221,0.14109265804290771
hold,0.3067915439605713,0.1911936104297638,0.1677289754152298,0.12498308718204498,0.2803111970424652,0.16389524936676025,0.11316652595996857,0.30117684602737427,0.09721600264310837,0.27512770891189575,0.276141494512558,0.10977960377931595,0.1619003266096115,0.20790280401706696,0.15174424648284912,0.22721783816814423,0.14881578087806702,0.25532129406929016,0.3067915439605713,0.14872276782989502,0.1268616020679474,0.18586084246635437
",",0.4933079481124878,0.2669227719306946,0.2230212688446045,0.28162506222724915,1.0000001192092896,0.22632205486297607,0.2906629741191864,0.6633074283599854,0.2988262176513672,0.28747016191482544,0.36755475401878357,0.2484109252691269,0.3680937886238098,0.3087472915649414,0.24209043383598328,0.2061346471309662,0.24565434455871582,0.3225448727607727,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
the,1.0,0.18561235070228577,0.1773129254579544,0.22099289298057556,0.4933079481124878,0.22876815497875214,0.22854043543338776,0.5171257257461548,0.1880929172039032,0.3212464451789856,0.3906462490558624,0.18518297374248505,0.4408751428127289,0.42745697498321533,0.25165510177612305,0.264274537563324,0.24490751326084137,0.4838213622570038,1.0,0.30435431003570557,0.276140034198761,0.22068053483963013
growth,0.2912366986274719,0.2643004059791565,0.1653396636247635,0.17067399621009827,0.2218456119298935,0.04108419641852379,0.13662756979465485,0.2731747627258301,0.18523427844047546,0.2769298553466797,0.12751753628253937,0.2372118979692459,0.1624399870634079,0.1739405393600464,0.3190085291862488,0.3221324682235718,0.24835304915905,0.22878830134868622,0.2912366986274719,0.42516496777534485,0.2516700029373169,0.07547862827777863
of,0.733189046382904,0.18741069734096527,0.2083442211151123,0.23038503527641296,0.4946078956127167,0.16816847026348114,0.21138660609722137,0.5116966962814331,0.1673504263162613,0.32224294543266296,0.34038281440734863,0.25486209988594055,0.3646814823150635,0.33290785551071167,0.26644885540008545,0.23962904512882233,0.21960023045539856,0.3869180977344513,0.733189046382904,0.3120400011539459,0.27144062519073486,0.1826142966747284
