,what,drove,increased,rental,prices,in,east,new,york,?
through,0.23167094588279724,0.1345256268978119,0.2649828791618347,0.21502619981765747,0.1542854756116867,0.38533157110214233,0.2294437140226364,0.23775440454483032,0.16881541907787323,0.16913433372974396
gentrification,0.30576515197753906,0.1562163233757019,0.34400686621665955,0.34077486395835876,0.26613956689834595,0.24662256240844727,0.29808884859085083,0.21843573451042175,0.2101048082113266,0.26011112332344055
of,0.33290785551071167,0.21205836534500122,0.3371390700340271,0.2598050832748413,0.168605774641037,0.5696388483047485,0.314786434173584,0.343457967042923,0.23040355741977692,0.1826142966747284
older,0.19250206649303436,0.0938478633761406,0.23830890655517578,0.20305472612380981,0.13554856181144714,0.21181264519691467,0.19435162842273712,0.1855780929327011,0.18052637577056885,0.1524270623922348
neighbourhoods,0.22327107191085815,0.1466287523508072,0.20942191779613495,0.26801058650016785,0.24897652864456177,0.28086358308792114,0.31917819380760193,0.20729321241378784,0.17716462910175323,0.1353435069322586
",",0.3087472915649414,0.2306155562400818,0.20936180651187897,0.16921788454055786,0.24323208630084991,0.5201468467712402,0.319791704416275,0.36073189973831177,0.2926291227340698,0.31091248989105225
for,0.3017193675041199,0.17393004894256592,0.2777559161186218,0.26608943939208984,0.2769668698310852,0.4322226941585541,0.20268000662326813,0.2700757384300232,0.23982049524784088,0.264628142118454
example,0.3456268310546875,0.1379448026418686,0.23842652142047882,0.18248026072978973,0.24738247692584991,0.30483278632164,0.13272297382354736,0.20256802439689636,0.16098350286483765,0.30374911427497864
",",0.3087472915649414,0.2306155562400818,0.20936180651187897,0.16921788454055786,0.24323208630084991,0.5201468467712402,0.319791704416275,0.36073189973831177,0.2926291227340698,0.31091248989105225
in,0.30808621644973755,0.2219095677137375,0.244624063372612,0.24991044402122498,0.22619551420211792,1.0,0.32659441232681274,0.3758552670478821,0.2961827218532562,0.20430970191955566
east,0.19840149581432343,0.22160114347934723,0.22244864702224731,0.16725964844226837,0.21192601323127747,0.32659441232681274,1.0000001192092896,0.2007821798324585,0.20359237492084503,0.10070597380399704
new,0.2130378633737564,0.12511324882507324,0.18721123039722443,0.23918604850769043,0.24171312153339386,0.3758552670478821,0.2007821798324585,0.9999999403953552,0.7252664566040039,0.14782847464084625
york,0.15652963519096375,0.16555042564868927,0.17101486027240753,0.26685887575149536,0.23660297691822052,0.2961827218532562,0.20359237492084503,0.7252664566040039,1.0,0.15262620151042938
",",0.3087472915649414,0.2306155562400818,0.20936180651187897,0.16921788454055786,0.24323208630084991,0.5201468467712402,0.319791704416275,0.36073189973831177,0.2926291227340698,0.31091248989105225
rental,0.17012232542037964,0.2391248494386673,0.29604554176330566,1.0,0.4403958022594452,0.24991044402122498,0.16725964844226837,0.23918604850769043,0.26685887575149536,0.13753974437713623
prices,0.23893781006336212,0.17700032889842987,0.327131450176239,0.4403958022594452,0.9999999403953552,0.22619551420211792,0.21192601323127747,0.24171312153339386,0.23660297691822052,0.14604969322681427
increased,0.1599731743335724,0.2793959081172943,1.0000001192092896,0.29604554176330566,0.327131450176239,0.244624063372612,0.22244864702224731,0.18721123039722443,0.17101486027240753,0.09587585180997849
rapidly,0.20276354253292084,0.13637860119342804,0.43001607060432434,0.14445987343788147,0.31895530223846436,0.24791336059570312,0.17700935900211334,0.1842559576034546,0.1237221360206604,0.11245343834161758
as,0.31749409437179565,0.17098911106586456,0.21772481501102448,0.16618332266807556,0.24518172442913055,0.3887844979763031,0.19617025554180145,0.24585270881652832,0.19294045865535736,0.27043893933296204
landlords,0.25003206729888916,0.1440102756023407,0.21228310465812683,0.43384116888046265,0.37637731432914734,0.2548299729824066,0.21541085839271545,0.11330564320087433,0.11377144604921341,0.09299547225236893
found,0.1796332150697708,0.23001499474048615,0.2041970193386078,0.11711731553077698,0.11010535806417465,0.39141854643821716,0.16100725531578064,0.12536095082759857,0.08338110893964767,0.16790300607681274
new,0.2130378633737564,0.12511324882507324,0.18721123039722443,0.23918604850769043,0.24171312153339386,0.3758552670478821,0.2007821798324585,0.9999999403953552,0.7252664566040039,0.14782847464084625
residents,0.21107541024684906,0.14931653439998627,0.3140348792076111,0.27058321237564087,0.26906248927116394,0.27393898367881775,0.2751310169696808,0.19370681047439575,0.21268561482429504,0.09602975845336914
willing,0.4653003215789795,0.2475612759590149,0.27265089750289917,0.24413356184959412,0.3486674129962921,0.21205008029937744,0.16510199010372162,0.28349605202674866,0.22747693955898285,0.4091795086860657
to,0.455847829580307,0.19938457012176514,0.2690577805042267,0.2608352303504944,0.3313114047050476,0.45010748505592346,0.24717837572097778,0.33159172534942627,0.22230617702007294,0.29463258385658264
pay,0.2870062291622162,0.22779615223407745,0.22202713787555695,0.4546983242034912,0.4109203815460205,0.14415781199932098,0.14444489777088165,0.1849757730960846,0.16105233132839203,0.19821009039878845
higher,0.2538340389728546,0.0821654424071312,0.4118451178073883,0.26798033714294434,0.35215646028518677,0.23285751044750214,0.15587888658046722,0.19019809365272522,0.17304998636245728,0.15679465234279633
market,0.12116116285324097,0.1505815088748932,0.22680523991584778,0.32327431440353394,0.49915069341659546,0.27003997564315796,0.2166908085346222,0.1574314683675766,0.15779109299182892,0.12805593013763428
rate,0.21845893561840057,0.16077442467212677,0.47414037585258484,0.2960793077945709,0.3620510399341583,0.24951417744159698,0.10968060046434402,0.17175959050655365,0.11850646883249283,0.1308269053697586
for,0.3017193675041199,0.17393004894256592,0.2777559161186218,0.26608943939208984,0.2769668698310852,0.4322226941585541,0.20268000662326813,0.2700757384300232,0.23982049524784088,0.264628142118454
housing,0.14871764183044434,0.17729231715202332,0.30412471294403076,0.4073203504085541,0.3788161873817444,0.255455881357193,0.2490115612745285,0.23530490696430206,0.2702135145664215,0.11872038245201111
and,0.31309178471565247,0.20731870830059052,0.2943111062049866,0.22526013851165771,0.2769239842891693,0.4954058527946472,0.27633291482925415,0.31402453780174255,0.2509689927101135,0.20544172823429108
left,0.2442072629928589,0.1838243305683136,0.15908007323741913,0.15837588906288147,0.15098123252391815,0.21139952540397644,0.2183542549610138,0.20298340916633606,0.2000579684972763,0.13251960277557373
lower,0.20079238712787628,0.0863042026758194,0.3014509677886963,0.24234864115715027,0.24957333505153656,0.27455443143844604,0.2160152643918991,0.2116442620754242,0.15693241357803345,0.08471795171499252
income,0.21837803721427917,0.13660040497779846,0.34916120767593384,0.39901790022850037,0.46240392327308655,0.1795814335346222,0.17102165520191193,0.14913420379161835,0.18479016423225403,0.14935168623924255
families,0.17109867930412292,0.18537940084934235,0.2559329569339752,0.29600733518600464,0.22210650146007538,0.22269998490810394,0.17048895359039307,0.1886935979127884,0.1450013518333435,0.14422203600406647
without,0.3181614279747009,0.13502873480319977,0.2638935446739197,0.23184216022491455,0.25608500838279724,0.2553589344024658,0.1031390130519867,0.19237087666988373,0.16767658293247223,0.2928665280342102
rental,0.17012232542037964,0.2391248494386673,0.29604554176330566,1.0,0.4403958022594452,0.24991044402122498,0.16725964844226837,0.23918604850769043,0.26685887575149536,0.13753974437713623
units,0.1804584264755249,0.17745226621627808,0.288461297750473,0.28460246324539185,0.23819614946842194,0.24701444804668427,0.19368807971477509,0.1690666675567627,0.17479053139686584,0.089388407766819
