,how,much,did,saudi,arabia,spend,on,spreading,wahhabism,?
saudi,0.1265159696340561,0.21341435611248016,0.12426625192165375,0.9999999403953552,0.8742286562919617,0.20417791604995728,0.20390190184116364,0.24431851506233215,0.44820570945739746,0.1627861112356186
arabia,0.10585584491491318,0.20857764780521393,0.10498837381601334,0.8742286562919617,1.0000001192092896,0.15052728354930878,0.1844814419746399,0.26057127118110657,0.39412543177604675,0.14747555553913116
spent,0.1570643186569214,0.32149234414100647,0.26986101269721985,0.23902961611747742,0.21487195789813995,0.6740381121635437,0.2312440574169159,0.1702675074338913,0.1852237433195114,0.09774520993232727
over,0.31446483731269836,0.3711091876029968,0.2535076439380646,0.20500411093235016,0.23073172569274902,0.22804518043994904,0.39810362458229065,0.34003084897994995,0.20604285597801208,0.25742942094802856
100,0.16096413135528564,0.180547297000885,0.140132337808609,0.051218800246715546,0.06741808354854584,0.14620965719223022,0.11878255754709244,0.145877867937088,0.16333703696727753,0.19397632777690887
billion,0.2582297921180725,0.2614055871963501,0.1482735127210617,0.20358695089817047,0.19172823429107666,0.23530463874340057,0.15091213583946228,0.16767169535160065,0.1395358145236969,0.25791820883750916
dollars,0.23213273286819458,0.24132972955703735,0.2074357569217682,0.19955073297023773,0.19832995533943176,0.2572779655456543,0.19031114876270294,0.09945819526910782,0.0691712498664856,0.21298730373382568
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.21112655103206635,0.19996756315231323,0.211025670170784,0.46853652596473694,0.2809927463531494,0.2390580028295517,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.23420350253582,0.20754998922348022,0.21215185523033142,0.5107308030128479,0.3464648723602295,0.2502059042453766,0.22068053483963013
ensuing,0.2069842517375946,0.18214209377765656,0.30547982454299927,0.26842305064201355,0.2705979347229004,0.1627720445394516,0.24020573496818542,0.2960527837276459,0.2810715436935425,0.15444070100784302
decades,0.17778529226779938,0.299221009016037,0.2064380794763565,0.11242010444402695,0.12116437405347824,0.16004617512226105,0.1831984519958496,0.32313433289527893,0.251589834690094,0.06808225065469742
