,from,which,countries,were,the,v,&,a,'s,collection,of,delftware,produced,?
there,0.2965545952320099,0.45256471633911133,0.31948450207710266,0.4359818994998932,0.47025805711746216,0.10717330873012543,0.10558571666479111,0.4214206337928772,-0.04860968142747879,0.18927989900112152,0.44397735595703125,0.2997470796108246,0.21064646542072296,0.29405656456947327
is,0.27355384826660156,0.4457404911518097,0.254234254360199,0.29386836290359497,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.02396530658006668,0.21135231852531433,0.4854315221309662,0.2779942750930786,0.25678005814552307,0.22961433231830597
an,0.20876385271549225,0.3611921966075897,0.20055769383907318,0.08893381804227829,0.4207492768764496,0.13768543303012848,0.051076289266347885,0.44552403688430786,0.025255560874938965,0.1268877536058426,0.32280945777893066,0.2637423276901245,0.16673175990581512,0.19793890416622162
extensive,0.1829146444797516,0.36640307307243347,0.17159606516361237,0.20231901109218597,0.2952674925327301,0.07732074707746506,0.11891202628612518,0.2568192481994629,-0.018995417281985283,0.29192811250686646,0.2948661148548126,0.2605534493923187,0.15910927951335907,0.16032595932483673
collection,0.2754948139190674,0.30199134349823,0.14210239052772522,0.22638525068759918,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.003388406243175268,0.9999998807907104,0.2915455996990204,0.3153429925441742,0.2307661920785904,0.20069393515586853
of,0.4249346852302551,0.5011631846427917,0.2800094783306122,0.34038281440734863,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.2915455996990204,1.0,0.3228202760219574,0.18961067497730255,0.1826142966747284
delftware,0.20828744769096375,0.3335826098918915,0.2519878149032593,0.23510174453258514,0.3198171555995941,0.11109431087970734,0.15944944322109222,0.3376009166240692,0.012408877722918987,0.3153429925441742,0.3228202760219574,1.0000001192092896,0.19949503242969513,0.2201094776391983
produced,0.19831010699272156,0.36149924993515015,0.2104700803756714,0.23232540488243103,0.22045251727104187,0.15133357048034668,0.1529259979724884,0.21993228793144226,-0.03862787038087845,0.2307661920785904,0.18961067497730255,0.19949503242969513,1.0000001192092896,0.1623450517654419
in,0.4274188280105591,0.4840516746044159,0.3027990758419037,0.3815755248069763,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.23004686832427979,0.5696388483047485,0.30519750714302063,0.2542861998081207,0.20430970191955566
both,0.299375057220459,0.5140923857688904,0.29852816462516785,0.4254525601863861,0.4931981563568115,0.12110912054777145,0.13048413395881653,0.3171786069869995,0.03109198436141014,0.16977696120738983,0.3565710783004761,0.1957738846540451,0.21094295382499695,0.19455738365650177
britain,0.22005745768547058,0.25284263491630554,0.35606032609939575,0.2944076955318451,0.29784059524536133,0.17508196830749512,0.14032991230487823,0.18575294315814972,0.04469253867864609,0.1765190064907074,0.28899943828582764,0.1552230566740036,0.12793028354644775,0.1268460750579834
and,0.3601827025413513,0.506277859210968,0.37200918793678284,0.42175528407096863,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.2953042685985565,0.24455034732818604,0.20544172823429108
holland,0.22366973757743835,0.17337961494922638,0.24391481280326843,0.21168866753578186,0.21247440576553345,0.12680624425411224,0.1645185798406601,0.2016036957502365,0.05289547145366669,0.09286907315254211,0.22898225486278534,0.27855217456817627,0.1580459475517273,0.14312024414539337
",",0.39760664105415344,0.3658004403114319,0.2966555655002594,0.36755475401878357,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.2979108989238739,0.22260788083076477,0.31091248989105225
which,0.38755592703819275,1.0,0.29131221771240234,0.2807837128639221,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.03856118768453598,0.30199134349823,0.5011631846427917,0.3335826098918915,0.36149924993515015,0.25814583897590637
includes,0.28263401985168457,0.36315640807151794,0.2657465934753418,0.2920306921005249,0.3388250470161438,0.036025527864694595,0.27284300327301025,0.25086286664009094,-0.0293574221432209,0.3749653398990631,0.4359378218650818,0.2355191558599472,0.17297863960266113,0.14011523127555847
a,0.322764128446579,0.56894451379776,0.2672088146209717,0.17203083634376526,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.24716788530349731,0.5052502155303955,0.3376009166240692,0.21993228793144226,0.23916715383529663
circa,0.22997374832630157,0.11732152104377747,0.14805391430854797,0.20346802473068237,0.23350559175014496,0.16100367903709412,0.12876996397972107,0.14901764690876007,-0.0041219452396035194,0.2010253220796585,0.2273326963186264,0.2328403741121292,0.0904177725315094,0.11602373421192169
1695,-0.09056995064020157,-0.02155456878244877,-0.16268596053123474,-0.024080155417323112,-0.026173964142799377,0.04781955108046532,-0.03530912473797798,-0.020120248198509216,-0.13535885512828827,0.03992860019207001,-0.0355803482234478,-0.003877273527905345,-0.07745050638914108,0.16480350494384766
flower,0.19786962866783142,0.23161768913269043,0.08501973003149033,0.11386256664991379,0.220725879073143,0.06365232914686203,0.14406020939350128,0.24457770586013794,0.006465347483754158,0.191922128200531,0.22062033414840698,0.2174944281578064,0.12364429235458374,0.1527496725320816
pyramid,0.14948183298110962,0.2330358475446701,0.13222485780715942,0.2212628573179245,0.2686198651790619,0.11263737827539444,0.12669043242931366,0.2418821156024933,0.02871767431497574,0.1536151021718979,0.24883349239826202,0.2034723162651062,0.08723615854978561,0.13843747973442078
over,0.37539660930633545,0.4256240129470825,0.2965930998325348,0.30589473247528076,0.39856547117233276,0.10378551483154297,0.191574826836586,0.32199642062187195,0.016215575858950615,0.21212655305862427,0.36136594414711,0.22721433639526367,0.1474902480840683,0.25742942094802856
a,0.322764128446579,0.56894451379776,0.2672088146209717,0.17203083634376526,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.04866964742541313,0.24716788530349731,0.5052502155303955,0.3376009166240692,0.21993228793144226,0.23916715383529663
metre,0.19466641545295715,0.2928731143474579,0.2093685120344162,0.22018198668956757,0.2578008472919464,0.09045175462961197,0.07996729016304016,0.2711722254753113,0.040105123072862625,0.18451707065105438,0.22002489864826202,0.1595279425382614,0.18048574030399323,0.11374903470277786
