,who,received,the,pass,that,was,ruled,incomplete,and,confirmed,after,a,challenge,?
after,0.32549580931663513,0.2279507964849472,0.4565047025680542,0.12061430513858795,0.373811811208725,0.49306565523147583,0.24952717125415802,0.17057561874389648,0.3765919506549835,0.2401825189590454,1.0,0.3831600844860077,0.29858076572418213,0.16608688235282898
each,0.27337536215782166,0.158075749874115,0.470844566822052,0.1981835514307022,0.46111494302749634,0.14424845576286316,0.11116202175617218,0.24426640570163727,0.2984027564525604,0.13349957764148712,0.21156184375286102,0.434999018907547,0.24162650108337402,0.21173812448978424
team,0.22248858213424683,0.10415145754814148,0.22564226388931274,0.13830174505710602,0.17048367857933044,0.13986483216285706,0.16079801321029663,0.1577998846769333,0.22394508123397827,0.1899520307779312,0.22580721974372864,0.19125498831272125,0.2501007616519928,0.11243411153554916
punted,0.22292710840702057,0.24440446496009827,0.32047709822654724,0.23841960728168488,0.2550969123840332,0.28933829069137573,0.23774243891239166,0.21620339155197144,0.2265259325504303,0.22849100828170776,0.2414385825395584,0.2673415243625641,0.22014763951301575,0.17005157470703125
",",0.3365725874900818,0.2926693558692932,0.4933079481124878,0.22301842272281647,0.4137537479400635,0.45456063747406006,0.25170713663101196,0.23233318328857422,0.6633074283599854,0.18906112015247345,0.38860568404197693,0.427140474319458,0.23062120378017426,0.31091248989105225
panthers,0.2132880985736847,0.16744445264339447,0.2602776288986206,0.16386406123638153,0.14741548895835876,0.2605615258216858,0.15697167813777924,0.16627945005893707,0.2230100929737091,0.1623142808675766,0.19522592425346375,0.2255268394947052,0.18232868611812592,0.16608978807926178
quarterback,0.17410103976726532,0.16501130163669586,0.23757418990135193,0.2788563668727875,0.17249047756195068,0.24103644490242004,0.18212200701236725,0.1707431674003601,0.202833354473114,0.08377064764499664,0.23578743636608124,0.20472733676433563,0.1834171861410141,0.13221268355846405
cam,0.1493443101644516,0.09583654254674911,0.18275147676467896,0.15303480625152588,0.1850440800189972,0.17764709889888763,0.0327441580593586,0.05295085161924362,0.18925651907920837,0.03641004487872124,0.13019852340221405,0.18400311470031738,0.11893205344676971,0.1622646003961563
newton,0.19243690371513367,0.11191529035568237,0.1876603662967682,0.17114058136940002,0.22769790887832642,0.25264593958854675,0.09492484480142593,0.14547526836395264,0.22255054116249084,0.1238369345664978,0.1607818752527237,0.1884482353925705,0.10655727237462997,0.09645649790763855
appeared,0.22738154232501984,0.3238562047481537,0.30265679955482483,0.05215301364660263,0.23015998303890228,0.35842156410217285,0.19626373052597046,0.20525242388248444,0.2529698610305786,0.25755608081817627,0.1840391308069229,0.24508115649223328,0.1220451071858406,0.1384376585483551
to,0.42656609416007996,0.18226240575313568,0.535392165184021,0.28446894884109497,0.5436353087425232,0.3636345863342285,0.15009452402591705,0.27630457282066345,0.48971283435821533,0.16451583802700043,0.37890323996543884,0.45503583550453186,0.314169317483902,0.29463258385658264
complete,0.16334585845470428,0.15787892043590546,0.277624249458313,0.18746964633464813,0.30512917041778564,0.13758507370948792,0.10508449375629425,0.8146076202392578,0.20886704325675964,0.18748311698436737,0.2268172949552536,0.29913821816444397,0.22274410724639893,0.11962060630321503
a,0.36608949303627014,0.22444266080856323,0.5829201340675354,0.19894953072071075,0.47537946701049805,0.4508470594882965,0.11997509747743607,0.2702622711658478,0.3739250600337982,0.21397903561592102,0.3831600844860077,1.0,0.2467266321182251,0.23916715383529663
24-yard,0.2732628285884857,0.14670169353485107,0.3051435649394989,0.26559415459632874,0.27487024664878845,0.2911725342273712,0.14449092745780945,0.21927568316459656,0.29131680727005005,0.1569775640964508,0.2471761852502823,0.2805190086364746,0.1350995898246765,0.11831290274858475
pass,0.12504667043685913,0.17646455764770508,0.25961899757385254,1.0000001192092896,0.24082426726818085,0.1040167361497879,0.16968299448490143,0.16806188225746155,0.2433357536792755,0.15498949587345123,0.12061430513858795,0.19894953072071075,0.1381831020116806,0.09478675574064255
jerricho,0.3134932219982147,0.1901582032442093,0.26607832312583923,0.15251238644123077,0.2958301305770874,0.33080312609672546,0.17573833465576172,0.2513154447078705,0.37535470724105835,0.18727007508277893,0.29049748182296753,0.2963279187679291,0.2847076952457428,0.21562010049819946
cotchery,0.22373145818710327,0.08781274408102036,0.291052907705307,0.11198236048221588,0.23925350606441498,0.22447696328163147,0.15067516267299652,0.11712440848350525,0.29357481002807617,-0.009797677397727966,0.2047058641910553,0.308576762676239,0.25114452838897705,0.124369315803051
",",0.3365725874900818,0.2926693558692932,0.4933079481124878,0.22301842272281647,0.4137537479400635,0.45456063747406006,0.25170713663101196,0.23233318328857422,0.6633074283599854,0.18906112015247345,0.38860568404197693,0.427140474319458,0.23062120378017426,0.31091248989105225
but,0.4487357437610626,0.23787540197372437,0.4859698414802551,0.19200240075588226,0.7244205474853516,0.36023372411727905,0.23204216361045837,0.36669492721557617,0.5762497186660767,0.2674587368965149,0.38354751467704773,0.44750767946243286,0.27949759364128113,0.27921953797340393
the,0.3733934462070465,0.24890556931495667,1.0,0.25961899757385254,0.5473989248275757,0.48711544275283813,0.2668108344078064,0.2598716616630554,0.5171257257461548,0.2951974868774414,0.4565047025680542,0.5829201340675354,0.28209173679351807,0.22068053483963013
call,0.2639438807964325,0.11011931300163269,0.26640447974205017,0.1488819420337677,0.2914465367794037,0.16074088215827942,0.20452015101909637,0.06423988938331604,0.237839937210083,0.13306517899036407,0.2089584618806839,0.2774817645549774,0.173135906457901,0.23091886937618256
was,0.3318818509578705,0.3745744526386261,0.48711544275283813,0.1040167361497879,0.33670201897621155,1.0000001192092896,0.3318201005458832,0.13755717873573303,0.3740963041782379,0.29274246096611023,0.49306565523147583,0.4508470594882965,0.21645358204841614,0.18412111699581146
ruled,0.26271435618400574,0.1806117296218872,0.2668108344078064,0.16968299448490143,0.22988352179527283,0.3318201005458832,1.0,0.1190941110253334,0.1996956765651703,0.23081038892269135,0.24952717125415802,0.11997509747743607,0.17894715070724487,0.19970785081386566
an,0.2848317325115204,0.1721169799566269,0.4207492768764496,0.13785582780838013,0.365763783454895,0.3694365322589874,0.13287919759750366,0.2193440943956375,0.2838519215583801,0.1777935028076172,0.20180045068264008,0.44552403688430786,0.098826564848423,0.19793890416622162
incompletion,0.14256173372268677,0.2638899087905884,0.30983033776283264,0.3042847216129303,0.3720099925994873,0.24201606214046478,0.11756406724452972,0.7519331574440002,0.25964951515197754,0.2301488220691681,0.24767646193504333,0.287943035364151,0.2222507894039154,0.17424984276294708
and,0.41279885172843933,0.24762246012687683,0.5171257257461548,0.2433357536792755,0.4731321930885315,0.3740963041782379,0.1996956765651703,0.22793281078338623,1.0,0.20325973629951477,0.3765919506549835,0.3739250600337982,0.18762853741645813,0.20544172823429108
upheld,0.19596435129642487,0.22716502845287323,0.3273695409297943,0.25846385955810547,0.34109067916870117,0.28265026211738586,0.40964508056640625,0.1813303828239441,0.20631751418113708,0.2619387209415436,0.21623218059539795,0.24785782396793365,0.2835099697113037,0.20348112285137177
after,0.32549580931663513,0.2279507964849472,0.4565047025680542,0.12061430513858795,0.373811811208725,0.49306565523147583,0.24952717125415802,0.17057561874389648,0.3765919506549835,0.2401825189590454,1.0,0.3831600844860077,0.29858076572418213,0.16608688235282898
a,0.36608949303627014,0.22444266080856323,0.5829201340675354,0.19894953072071075,0.47537946701049805,0.4508470594882965,0.11997509747743607,0.2702622711658478,0.3739250600337982,0.21397903561592102,0.3831600844860077,1.0,0.2467266321182251,0.23916715383529663
replay,0.107442207634449,0.1747562736272812,0.17423421144485474,0.08754789084196091,0.2028382569551468,0.1906042844057083,0.05088448151946068,0.14318016171455383,0.19485673308372498,0.20382064580917358,0.1870884895324707,0.16648848354816437,0.25715917348861694,0.25957080721855164
challenge,0.2724786400794983,0.09894072264432907,0.28209173679351807,0.1381831020116806,0.27817201614379883,0.21645358204841614,0.17894715070724487,0.13770578801631927,0.18762853741645813,0.10662943124771118,0.29858076572418213,0.2467266321182251,0.9999998807907104,0.2207598239183426
.,0.3541337847709656,0.25050681829452515,0.5934505462646484,0.1901644617319107,0.4460422694683075,0.40146201848983765,0.22453029453754425,0.2535707652568817,0.588965117931366,0.21654154360294342,0.35870397090911865,0.50484299659729,0.21849171817302704,0.4130953550338745
