,what,was,tesla,on,his,way,to,do,when,he,was,struck,by,the,cab,?
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,0.46853652596473694,0.3598145842552185,0.30444321036338806,0.45010748505592346,0.23402775824069977,0.4431333839893341,0.41690486669540405,0.45514053106307983,0.23015275597572327,0.370934396982193,0.6662389636039734,0.11804144829511642,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.5107308030128479,0.4394008219242096,0.36217406392097473,0.535392165184021,0.30239659547805786,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.2575269043445587,0.4408751428127289,1.0,0.1906982660293579,0.22068053483963013
fall,0.26931828260421753,0.22278504073619843,0.09294824302196503,0.31783363223075867,0.22234342992305756,0.15715999901294708,0.1966593861579895,0.2515643835067749,0.2653101086616516,0.22564740478992462,0.22278504073619843,0.24132895469665527,0.22717894613742828,0.3639753758907318,0.1946021169424057,0.1656162142753601
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,0.3966929316520691,0.38364991545677185,0.266871839761734,0.41548454761505127,0.26150479912757874,0.3757161796092987,0.38706058263778687,0.4069072902202606,0.19604799151420593,0.3646814823150635,0.733189046382904,0.14219637215137482,0.1826142966747284
1937,0.005233327392488718,-0.011258510872721672,0.009204071946442127,0.05254232883453369,-0.1270657628774643,0.03832972049713135,0.03751426562666893,-0.013753238134086132,0.03458652272820473,-0.14754964411258698,-0.011258510872721672,0.08037111908197403,-0.00994559284299612,0.11461441218852997,-0.048893220722675323,-0.06511971354484558
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,0.49057599902153015,0.3378419280052185,0.2861018478870392,0.44245919585227966,0.3283645510673523,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.3179204761981964,0.3680937886238098,0.4933079481124878,0.16197586059570312,0.31091248989105225
after,0.21973377466201782,0.49306565523147583,0.0752151682972908,0.39330315589904785,0.41949746012687683,0.2692895829677582,0.37890323996543884,0.20534609258174896,0.5331412553787231,0.3936046361923218,0.49306565523147583,0.26099124550819397,0.41259682178497314,0.4565047025680542,0.12009250372648239,0.16608688235282898
midnight,0.23391380906105042,0.15151886641979218,0.10686148703098297,0.2411913126707077,0.22701972723007202,0.2423330694437027,0.16860990226268768,0.13260388374328613,0.20717847347259521,0.13821478188037872,0.15151886641979218,0.216762512922287,0.196413055062294,0.1777835637331009,0.173200324177742,0.12207240611314774
one,0.376489520072937,0.3752199709415436,0.2218162566423416,0.3601475656032562,0.3774510324001312,0.3798474967479706,0.4025384783744812,0.26478132605552673,0.38307374715805054,0.3856739401817322,0.3752199709415436,0.237339586019516,0.29445651173591614,0.5514441132545471,0.19552673399448395,0.2673267424106598
night,0.20251014828681946,0.21724213659763336,0.044021330773830414,0.28230446577072144,0.21885263919830322,0.2351253181695938,0.1691640168428421,0.12025651335716248,0.23696854710578918,0.24109213054180145,0.21724213659763336,0.10976698249578476,0.1654970496892929,0.2817382514476776,0.18891027569770813,0.13794848322868347
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,0.49057599902153015,0.3378419280052185,0.2861018478870392,0.44245919585227966,0.3283645510673523,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.3179204761981964,0.3680937886238098,0.4933079481124878,0.16197586059570312,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.16159376502037048,0.1580733060836792,0.1587039679288864,0.17548894882202148,0.13880622386932373,0.1504557579755783,0.12373391538858414,0.16455206274986267,0.1372261643409729,0.16513796150684357,0.1324402391910553,0.2016785740852356,0.10250775516033173
left,0.2442072629928589,0.21956826746463776,0.0739469900727272,0.30747801065444946,0.25896263122558594,0.1931961625814438,0.2724500000476837,0.1755148321390152,0.3236202895641327,0.2527402639389038,0.21956826746463776,0.251088410615921,0.2067900449037552,0.33113980293273926,0.15278413891792297,0.13251960277557373
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.5107308030128479,0.4394008219242096,0.36217406392097473,0.535392165184021,0.30239659547805786,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.2575269043445587,0.4408751428127289,1.0,0.1906982660293579,0.22068053483963013
hotel,0.12076243758201599,0.2647566497325897,0.11258964985609055,0.15628555417060852,0.1632256954908371,0.16314180195331573,0.17259414494037628,0.04192746803164482,0.14345425367355347,0.1800794005393982,0.2647566497325897,0.1425296515226364,0.16024509072303772,0.22439035773277283,0.3063088357448578,0.05846213921904564
new,0.2130378633737564,0.2748313844203949,0.15999311208724976,0.31106263399124146,0.24132801592350006,0.2540363371372223,0.33159172534942627,0.21221688389778137,0.257220059633255,0.2739552855491638,0.2748313844203949,0.15880779922008514,0.25394493341445923,0.3845241069793701,0.1334037184715271,0.14782847464084625
