,how,many,kilometers,of,acres,of,the,ecuadorian,rainforest,is,supported,?
the,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.733189046382904,0.1636062115430832,0.733189046382904,1.0,0.1928035467863083,0.2571161389350891,0.5823672413825989,0.27276676893234253,0.22068053483963013
biodiversity,0.233132466673851,0.31531819701194763,0.2063000202178955,0.3051343262195587,0.25481411814689636,0.3051343262195587,0.2809895873069763,0.2519761025905609,0.48838141560554504,0.2440366894006729,0.17248199880123138,0.12075836956501007
of,0.2480744868516922,0.37253960967063904,0.26878124475479126,1.0,0.17438827455043793,1.0,0.733189046382904,0.21076057851314545,0.22522282600402832,0.4854315221309662,0.30414751172065735,0.1826142966747284
plant,0.24431802332401276,0.2707696259021759,0.1712152510881424,0.26645857095718384,0.2266978770494461,0.26645857095718384,0.28395459055900574,0.13898997008800507,0.3484148681163788,0.2497083991765976,0.13977093994617462,0.16613075137138367
species,0.20142129063606262,0.25436872243881226,0.200748011469841,0.23307405412197113,0.2614980936050415,0.23307405412197113,0.2522439956665039,0.16879527270793915,0.477342426776886,0.2673557698726654,0.10454464703798294,0.1957087516784668
is,0.22544461488723755,0.2649032473564148,0.28149881958961487,0.4854315221309662,0.20078809559345245,0.4854315221309662,0.5823672413825989,0.18410202860832214,0.2674187123775482,1.0,0.1375114768743515,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.733189046382904,0.1636062115430832,0.733189046382904,1.0,0.1928035467863083,0.2571161389350891,0.5823672413825989,0.27276676893234253,0.22068053483963013
highest,0.09736836701631546,0.18659456074237823,0.2239539474248886,0.3223685622215271,0.16204750537872314,0.3223685622215271,0.36945265531539917,0.20370854437351227,0.2163309007883072,0.27460670471191406,0.16825063526630402,0.11527936160564423
on,0.32655060291290283,0.32520127296447754,0.1553163081407547,0.3966929316520691,0.18655167520046234,0.3966929316520691,0.5107308030128479,0.15015608072280884,0.24735786020755768,0.3635730445384979,0.2748899757862091,0.2714994251728058
earth,0.2756480276584625,0.22623728215694427,0.2968935966491699,0.2329314798116684,0.15324169397354126,0.2329314798116684,0.2801888585090637,0.15099328756332397,0.3454352021217346,0.26888176798820496,0.19504013657569885,0.17717236280441284
with,0.3525622487068176,0.35744401812553406,0.15801554918289185,0.41827285289764404,0.1517506092786789,0.41827285289764404,0.4223487675189972,0.10203403234481812,0.19804547727108002,0.3250955045223236,0.2909988462924957,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.30403006076812744,0.4999135136604309,0.17714782059192657,0.4999135136604309,0.5514441132545471,0.18944372236728668,0.2546979784965515,0.4544198513031006,0.23257455229759216,0.2673267424106598
2001,-0.07048824429512024,-0.12044508010149002,-0.11397599428892136,-0.08535187691450119,-0.14616987109184265,-0.08535187691450119,-0.07246288657188416,0.10111934691667557,-0.041004765778779984,-0.2021532505750656,-0.09713240712881088,-0.08740651607513428
study,0.2640102803707123,0.30255988240242004,0.15071547031402588,0.29377859830856323,0.11132747679948807,0.29377859830856323,0.2533665597438812,0.16213130950927734,0.21322646737098694,0.20457550883293152,0.16070404648780823,0.15902167558670044
finding,0.32565203309059143,0.2804713845252991,0.09357184171676636,0.2712748050689697,0.11399443447589874,0.2712748050689697,0.2933822274208069,0.11329048871994019,0.24242228269577026,0.25634825229644775,0.18165521323680878,0.18021653592586517
a,0.29312583804130554,0.2872205972671509,0.26029402017593384,0.5052502155303955,0.18753887712955475,0.5052502155303955,0.5829201340675354,0.196293905377388,0.2497720569372177,0.658733606338501,0.21957339346408844,0.23916715383529663
quarter,0.16386651992797852,0.17006465792655945,0.24729198217391968,0.30494412779808044,0.2468412071466446,0.30494412779808044,0.3659466803073883,0.13863980770111084,0.17036989331245422,0.2525121569633484,0.11295229196548462,0.1356993168592453
square,0.0836852416396141,0.2124457061290741,0.46190181374549866,0.2585134208202362,0.3877204954624176,0.2585134208202362,0.2809545397758484,0.14666885137557983,0.23421312868595123,0.2405121773481369,0.08418893069028854,0.1201515942811966
kilometer,0.1711934208869934,0.1642163097858429,0.9452650547027588,0.24783381819725037,0.3741309940814972,0.24783381819725037,0.30453208088874817,0.13012021780014038,0.2783083915710449,0.2718218266963959,0.02845343016088009,0.10425377637147903
(,0.1676948219537735,0.1455259770154953,0.1371249556541443,0.35032153129577637,0.16313061118125916,0.35032153129577637,0.33289089798927307,0.21014192700386047,0.16459959745407104,0.35393038392066956,0.17724506556987762,0.40561532974243164
62,-0.03404853492975235,-0.11253025382757187,-0.09482290595769882,-0.12567876279354095,-0.08342047780752182,-0.12567876279354095,-0.09844154864549637,0.06176013499498367,-0.14544707536697388,-0.08500964939594269,-0.0669129341840744,0.11978938430547714
acres,0.1119794100522995,0.20931728184223175,0.39434611797332764,0.17438827455043793,1.0000001192092896,0.17438827455043793,0.1636062115430832,0.08243381977081299,0.3613474369049072,0.20078809559345245,0.05786140263080597,0.15370787680149078
),0.17939934134483337,0.16602720320224762,0.16562522947788239,0.3680361211299896,0.17851896584033966,0.3680361211299896,0.3456730246543884,0.2260431945323944,0.16588199138641357,0.37732169032096863,0.1854490488767624,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.26878124475479126,1.0,0.17438827455043793,1.0,0.733189046382904,0.21076057851314545,0.22522282600402832,0.4854315221309662,0.30414751172065735,0.1826142966747284
ecuadorian,0.18039976060390472,0.19073963165283203,0.13278605043888092,0.21076057851314545,0.08243381977081299,0.21076057851314545,0.1928035467863083,1.0000001192092896,0.22489477694034576,0.18410202860832214,0.16379837691783905,0.1844521313905716
rainforest,0.15943723917007446,0.30444011092185974,0.31985965371131897,0.22522282600402832,0.3613474369049072,0.22522282600402832,0.2571161389350891,0.22489477694034576,1.0,0.2674187123775482,0.12010163813829422,0.1917492002248764
supports,0.23284021019935608,0.2453024834394455,0.11278820037841797,0.29851028323173523,0.08662299066781998,0.29851028323173523,0.2929544150829315,0.15027429163455963,0.18382659554481506,0.28216952085494995,0.7491285800933838,0.15266138315200806
more,0.4319567084312439,0.48608261346817017,0.19072973728179932,0.30478984117507935,0.1925821304321289,0.30478984117507935,0.39758381247520447,0.16310462355613708,0.21651415526866913,0.2946030795574188,0.22694715857505798,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.2511681914329529,0.33036211133003235,0.22241434454917908,0.33036211133003235,0.3227543234825134,0.16417354345321655,0.2140055149793625,0.2839990258216858,0.2146187722682953,0.24917294085025787
"1,100",0.18627043068408966,0.22867105901241302,0.18482394516468048,0.3025454580783844,0.22484998404979706,0.3025454580783844,0.3130826950073242,0.26617011427879333,0.26747098565101624,0.23543353378772736,0.16189789772033691,0.2415713518857956
tree,0.1879938840866089,0.21296708285808563,0.18617933988571167,0.23309285938739777,0.1842614710330963,0.23309285938739777,0.2565799951553345,0.1165296882390976,0.41840243339538574,0.2044319063425064,0.12472795695066452,0.10740261524915695
species,0.20142129063606262,0.25436872243881226,0.200748011469841,0.23307405412197113,0.2614980936050415,0.23307405412197113,0.2522439956665039,0.16879527270793915,0.477342426776886,0.2673557698726654,0.10454464703798294,0.1957087516784668
.,0.3287222981452942,0.3974229395389557,0.23192454874515533,0.5352458953857422,0.20271193981170654,0.5352458953857422,0.5934505462646484,0.2175646424293518,0.25713270902633667,0.4569662809371948,0.29144924879074097,0.4130953550338745
