,what,team,di,the,broncos,tie,a,super,bowl,record,for,in,sacks,?
the,0.42745697498321533,0.22564226388931274,0.1722872257232666,1.0,0.25985947251319885,0.22106048464775085,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.23569516837596893,0.4739971458911896,0.6662389636039734,0.23296904563903809,0.22068053483963013
broncos,0.1787765771150589,0.32797038555145264,0.1333191692829132,0.25985947251319885,1.0000001192092896,0.23266935348510742,0.19771797955036163,0.36141330003738403,0.4351775348186493,0.18765106797218323,0.2739109396934509,0.20316283404827118,0.3775857388973236,0.18377114832401276
',0.3245812654495239,0.23008745908737183,0.2176418900489807,0.474788099527359,0.10725529491901398,0.1424107849597931,0.48837921023368835,0.17380782961845398,0.10706733912229538,0.17030225694179535,0.31184524297714233,0.4158826768398285,0.14246787130832672,0.330942302942276
seven,0.15978287160396576,0.15350040793418884,0.1048751175403595,0.28151169419288635,0.18732549250125885,0.15982362627983093,0.2029859572649002,0.16763919591903687,0.16826416552066803,0.20696865022182465,0.22466500103473663,0.24717609584331512,0.1222083643078804,0.1732930988073349
sacks,0.0888017937541008,0.12940412759780884,0.1111285388469696,0.23296904563903809,0.3775857388973236,0.21781755983829498,0.1267087310552597,0.14356042444705963,0.2921851873397827,0.2555406093597412,0.2247573584318161,0.2059689611196518,1.0,0.0761517658829689
tied,0.13032014667987823,0.15881182253360748,0.11651389300823212,0.24453675746917725,0.25319045782089233,0.5780223608016968,0.2269858568906784,0.15753702819347382,0.19662193953990936,0.25650930404663086,0.2228156179189682,0.19519025087356567,0.3371548652648926,0.14687292277812958
a,0.3320399522781372,0.19125498831272125,0.1462870091199875,0.5829201340675354,0.19771797955036163,0.2371845692396164,1.0,0.26005712151527405,0.19533146917819977,0.2588478624820709,0.44038116931915283,0.539380669593811,0.1267087310552597,0.23916715383529663
super,0.13651713728904724,0.23339706659317017,0.1767783761024475,0.21959073841571808,0.36141330003738403,0.17262586951255798,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.2505435347557068,0.22938419878482819,0.18576006591320038,0.14356042444705963,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.1715613603591919,0.21576224267482758,0.4351775348186493,0.11696851253509521,0.19533146917819977,0.4848237931728363,1.0,0.24389338493347168,0.24430087208747864,0.17236235737800598,0.2921851873397827,0.21118052303791046
record,0.1772487461566925,0.19106104969978333,0.09930893033742905,0.23569516837596893,0.18765106797218323,0.24623534083366394,0.2588478624820709,0.2505435347557068,0.24389338493347168,1.0,0.24185582995414734,0.23162534832954407,0.2555406093597412,0.14407116174697876
set,0.28954121470451355,0.1533861607313156,0.12819336354732513,0.2927955985069275,0.17981673777103424,0.18873776495456696,0.2540091574192047,0.1139470711350441,0.16605548560619354,0.22965846955776215,0.30194196105003357,0.2663729190826416,0.2109062671661377,0.1698019951581955
by,0.2455483376979828,0.12826743721961975,0.15476316213607788,0.4408751428127289,0.11333504319190979,0.09082552045583725,0.32094135880470276,0.15233319997787476,0.12992306053638458,0.1887274980545044,0.3248702883720398,0.370934396982193,0.09613382816314697,0.17966607213020325
the,0.42745697498321533,0.22564226388931274,0.1722872257232666,1.0,0.25985947251319885,0.22106048464775085,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.23569516837596893,0.4739971458911896,0.6662389636039734,0.23296904563903809,0.22068053483963013
chicago,0.1521448791027069,0.18985861539840698,0.0953155979514122,0.27360326051712036,0.3181505799293518,0.23182068765163422,0.17899899184703827,0.11570389568805695,0.18324002623558044,0.24341893196105957,0.2320132851600647,0.23921214044094086,0.2068002074956894,0.16446958482265472
bears,0.19530993700027466,0.23622120916843414,0.016344690695405006,0.2872300446033478,0.47246217727661133,0.200524240732193,0.19761694967746735,0.22805571556091309,0.3094787001609802,0.17051105201244354,0.29828059673309326,0.21073439717292786,0.3438683748245239,0.13283714652061462
in,0.30808621644973755,0.18841172754764557,0.14995694160461426,0.6662389636039734,0.20316283404827118,0.13505159318447113,0.539380669593811,0.18576006591320038,0.17236235737800598,0.23162534832954407,0.4322226941585541,1.0,0.2059689611196518,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.1767783761024475,0.21959073841571808,0.36141330003738403,0.17262586951255798,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.2505435347557068,0.22938419878482819,0.18576006591320038,0.14356042444705963,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.1715613603591919,0.21576224267482758,0.4351775348186493,0.11696851253509521,0.19533146917819977,0.4848237931728363,1.0,0.24389338493347168,0.24430087208747864,0.17236235737800598,0.2921851873397827,0.21118052303791046
xx,0.05625376105308533,0.15849855542182922,0.22365689277648926,0.2355078011751175,0.18524041771888733,0.11888033896684647,0.16178521513938904,0.31983134150505066,0.29072365164756775,0.11734691262245178,0.16021662950515747,0.19526483118534088,0.1295449137687683,0.11678656935691833
.,0.3567904531955719,0.26467522978782654,0.26569193601608276,0.5934505462646484,0.2612393796443939,0.1422811895608902,0.50484299659729,0.2757420241832733,0.21516893804073334,0.2186054140329361,0.4726039469242096,0.5591574311256409,0.20474085211753845,0.4130953550338745
