,who,upon,arriving,gave,the,original,viking,settlers,a,common,identity,?
before,0.31244513392448425,0.33818525075912476,0.31686291098594666,0.2608739733695984,0.45900648832321167,0.2171209305524826,0.16783301532268524,0.24238647520542145,0.3583870828151703,0.1685413420200348,0.1771065890789032,0.2507109045982361
rollo,0.2844695448875427,0.22442315518856049,0.24066610634326935,0.3052784502506256,0.2636377513408661,0.17152690887451172,0.3216826617717743,0.30486875772476196,0.2818808853626251,0.0921466276049614,0.1265418380498886,0.18782676756381989
's,0.05599616840481758,-0.10459267348051071,0.0189359113574028,0.0414002351462841,-0.01540423184633255,0.0564689077436924,0.030846303328871727,-0.01573856733739376,0.04866964742541313,0.04670591652393341,-0.05894738435745239,-0.023395681753754616
arrival,0.24504698812961578,0.2827679514884949,0.7254967093467712,0.1459929198026657,0.3051127791404724,0.13806568086147308,0.2400343269109726,0.47352397441864014,0.17715071141719818,0.12425657361745834,0.17857758700847626,0.07185088098049164
",",0.3365725874900818,0.27234330773353577,0.29681581258773804,0.2448001652956009,0.4933079481124878,0.23508994281291962,0.21046271920204163,0.23535142838954926,0.427140474319458,0.2497023195028305,0.20418424904346466,0.31091248989105225
its,0.1326070874929428,0.21656565368175507,0.19013209640979767,0.2715085744857788,0.559237003326416,0.38020971417427063,0.13016493618488312,0.1896488070487976,0.4424409866333008,0.24024547636508942,0.1754866987466812,0.15103481709957123
populations,0.16651174426078796,0.1351279467344284,0.26641973853111267,0.03237207233905792,0.2796059846878052,0.14800751209259033,0.10372241586446762,0.3652009963989258,0.20712152123451233,0.275991290807724,0.16951066255569458,0.17519071698188782
did,0.34038686752319336,0.1879829615354538,0.2379974126815796,0.4154756963253021,0.34736719727516174,0.2664784789085388,0.17692700028419495,0.23855452239513397,0.2552328109741211,0.12848728895187378,0.17384132742881775,0.3023456633090973
not,0.369414746761322,0.23443610966205597,0.21110674738883972,0.20783072710037231,0.4310511648654938,0.21079102158546448,0.13297152519226074,0.22169196605682373,0.3791346549987793,0.25485387444496155,0.2828095555305481,0.41942933201789856
differ,0.12371717393398285,0.253276526927948,0.18840068578720093,0.12777896225452423,0.274601012468338,0.23522521555423737,0.11249168962240219,0.20166774094104767,0.16566063463687897,0.3499044179916382,0.20147597789764404,0.18697237968444824
from,0.27839982509613037,0.22521688044071198,0.2728966176509857,0.2647669017314911,0.40150508284568787,0.233787402510643,0.1703951507806778,0.20406807959079742,0.322764128446579,0.1902724653482437,0.10983318835496902,0.19969791173934937
picardy,0.19970713555812836,0.14674706757068634,0.16053904592990875,0.14537130296230316,0.237208753824234,0.14296448230743408,0.19822663068771362,0.18738405406475067,0.22394604980945587,0.17960460484027863,0.1488303691148758,0.14280888438224792
or,0.31144875288009644,0.24800778925418854,0.18681089580059052,0.18295833468437195,0.4174870550632477,0.22172430157661438,0.13212348520755768,0.2354258894920349,0.48853766918182373,0.39668911695480347,0.24633058905601501,0.32389625906944275
the,0.3733934462070465,0.28184252977371216,0.340482234954834,0.32555076479911804,1.0,0.4037000238895416,0.2372916340827942,0.27202945947647095,0.5829201340675354,0.2705984115600586,0.22824928164482117,0.22068053483963013
île-de-france,0.23409157991409302,0.21114514768123627,0.2717689871788025,0.2642822861671448,0.32512325048446655,0.20672646164894104,0.27591684460639954,0.2544509768486023,0.24548032879829407,0.10308793932199478,0.21878859400749207,0.21390952169895172
",",0.3365725874900818,0.27234330773353577,0.29681581258773804,0.2448001652956009,0.4933079481124878,0.23508994281291962,0.21046271920204163,0.23535142838954926,0.427140474319458,0.2497023195028305,0.20418424904346466,0.31091248989105225
which,0.3688730001449585,0.28099435567855835,0.21544808149337769,0.19981732964515686,0.6521818041801453,0.3607312738895416,0.14560237526893616,0.20580653846263885,0.56894451379776,0.3148902356624603,0.24152661859989166,0.25814583897590637
were,0.3188014328479767,0.18159154057502747,0.3106825351715088,0.32821545004844666,0.3906462490558624,0.27702075242996216,0.22084827721118927,0.43016865849494934,0.17203083634376526,0.14443030953407288,0.17603038251399994,0.17890112102031708
considered,0.2708154320716858,0.1993054449558258,0.08036179840564728,0.20128145813941956,0.4028765559196472,0.2477429360151291,0.12338975071907043,0.1498144418001175,0.36109375953674316,0.2860495448112488,0.22992552816867828,0.19909770786762238
``,0.02397952415049076,0.01700671948492527,-0.016050834208726883,0.057774219661951065,0.029072100296616554,-0.09917053580284119,-0.1116134375333786,0.009791930206120014,0.07272057235240936,0.13911877572536469,0.10362913459539413,0.0685480609536171
frankish,0.27351266145706177,0.2623155415058136,0.20262552797794342,0.17257928848266602,0.3168545961380005,0.13604021072387695,0.28911176323890686,0.3069744408130646,0.1991293728351593,0.2310381978750229,0.14847995340824127,0.152495339512825
'',0.024401003494858742,0.07493924349546432,-0.09020565450191498,0.0004622935375664383,0.041273195296525955,0.15586623549461365,-0.06693407148122787,-0.08183185011148453,0.04890415817499161,-0.003978588618338108,0.004630522336810827,0.018684765323996544
.,0.3541337847709656,0.18839296698570251,0.2727765142917633,0.29957500100135803,0.5934505462646484,0.275844931602478,0.18524469435214996,0.21710044145584106,0.50484299659729,0.21817955374717712,0.23951315879821777,0.4130953550338745
