,how,long,since,it,'s,been,that,geoglyphs,were,first,discovered,on,deforested,land,?
since,0.2347431182861328,0.2609017491340637,1.0000001192092896,0.39943817257881165,-0.04899144917726517,0.6581953763961792,0.3873181641101837,0.13051959872245789,0.3373812139034271,0.42581459879875183,0.22055810689926147,0.32446393370628357,0.26276519894599915,0.17275309562683105,0.2876587212085724
the,0.33890387415885925,0.3075225353240967,0.4054957628250122,0.6251175999641418,-0.01540423184633255,0.3563927710056305,0.5473989248275757,0.28739407658576965,0.3906462490558624,0.49448907375335693,0.27493247389793396,0.5107308030128479,0.2549322545528412,0.28587454557418823,0.22068053483963013
1970s,-0.026102442294359207,0.05018178001046181,-0.0012751081958413124,-0.011373424902558327,0.019194331020116806,0.009902606718242168,0.051623061299324036,-0.01895171031355858,0.08689665049314499,0.016542699187994003,0.039385102689266205,0.02983531542122364,0.0057392604649066925,-0.006001595873385668,0.03861190751194954
",",0.22659391164779663,0.3431144952774048,0.3991432189941406,0.48329564929008484,-0.0016132977325469255,0.34873589873313904,0.4137537479400635,0.24075524508953094,0.36755475401878357,0.34503069519996643,0.26185235381126404,0.49057599902153015,0.31387853622436523,0.22220008075237274,0.31091248989105225
numerous,0.18753044307231903,0.1966770589351654,0.27854785323143005,0.2089594006538391,-0.008055475540459156,0.4890277087688446,0.3390238285064697,0.23369291424751282,0.38886791467666626,0.19810831546783447,0.1971583068370819,0.27582502365112305,0.22531510889530182,0.17109358310699463,0.0875130444765091
geoglyphs,0.2042863517999649,0.2751391530036926,0.13051959872245789,0.24873536825180054,0.019940001890063286,0.2337958961725235,0.30532124638557434,1.0,0.23081722855567932,0.1963231861591339,0.2759598195552826,0.20877650380134583,0.23187406361103058,0.2769302725791931,0.21607805788516998
have,0.4370637536048889,0.3668093681335449,0.47784632444381714,0.40974161028862,-0.02807004563510418,0.6493861675262451,0.6182622313499451,0.32899144291877747,0.5193349123001099,0.3030114769935608,0.2744525372982025,0.36494916677474976,0.27589336037635803,0.24725517630577087,0.32991164922714233
been,0.26456597447395325,0.3324016332626343,0.6581953763961792,0.35515493154525757,-0.10734795778989792,0.9999998807907104,0.4152003228664398,0.2337958961725235,0.5062422156333923,0.32745984196662903,0.3348144292831421,0.29937630891799927,0.27984166145324707,0.17860938608646393,0.24354910850524902
discovered,0.14884135127067566,0.21151502430438995,0.22055810689926147,0.2705569565296173,-0.08296903222799301,0.3348144292831421,0.3047933280467987,0.2759598195552826,0.29743650555610657,0.27240344882011414,0.9999998807907104,0.17871862649917603,0.34884732961654663,0.09164997935295105,0.08452875912189484
on,0.32655060291290283,0.3373977243900299,0.32446393370628357,0.4529881477355957,0.0026888418942689896,0.29937630891799927,0.42569106817245483,0.20877650380134583,0.2774328887462616,0.3120559751987457,0.17871862649917603,0.9999999403953552,0.2054160088300705,0.2075873464345932,0.2714994251728058
deforested,0.17431385815143585,0.28949615359306335,0.26276519894599915,0.23626531660556793,0.0038490002043545246,0.27984166145324707,0.2935453951358795,0.23187406361103058,0.2920254170894623,0.18292288482189178,0.34884732961654663,0.2054160088300705,0.9999999403953552,0.35675618052482605,0.14068925380706787
land,0.1918935328722,0.16064174473285675,0.17275309562683105,0.2534204423427582,0.10497291386127472,0.17860938608646393,0.256797194480896,0.2769302725791931,0.27322420477867126,0.21889498829841614,0.09164997935295105,0.2075873464345932,0.35675618052482605,1.0000001192092896,0.1432059109210968
dating,0.1927265226840973,0.16480492055416107,0.2840975224971771,0.21785187721252441,-0.07326678186655045,0.27349013090133667,0.2635617256164551,0.28627198934555054,0.21325208246707916,0.1771058589220047,0.3393344581127167,0.13376538455486298,0.18135903775691986,0.05360785871744156,0.1135709211230278
between,0.2747800648212433,0.2935289144515991,0.25121670961380005,0.311247855424881,0.006096371449530125,0.16697090864181519,0.299440860748291,0.18767867982387543,0.27047741413116455,0.2911831736564636,0.18693283200263977,0.3335416913032532,0.1557106077671051,0.1967475861310959,0.12887074053287506
ad,0.11213856190443039,0.14816346764564514,0.2365534007549286,0.20261158049106598,-0.026603031903505325,0.19945558905601501,0.22409899532794952,0.22344695031642914,0.1702962964773178,0.1402200311422348,0.19105520844459534,0.1486295908689499,0.1363794058561325,0.08735516667366028,0.20824462175369263
0–1250,-0.020562777295708656,0.03699013963341713,-0.05440384894609451,0.07076699286699295,-0.11274765431880951,0.005812680348753929,-0.046186190098524094,0.2015584409236908,-0.0012525644851848483,-0.005687149707227945,0.0937289372086525,0.03652889281511307,0.08592711389064789,0.08022164553403854,0.007967631332576275
",",0.22659391164779663,0.3431144952774048,0.3991432189941406,0.48329564929008484,-0.0016132977325469255,0.34873589873313904,0.4137537479400635,0.24075524508953094,0.36755475401878357,0.34503069519996643,0.26185235381126404,0.49057599902153015,0.31387853622436523,0.22220008075237274,0.31091248989105225
furthering,0.315592497587204,0.20617632567882538,0.28912225365638733,0.28556302189826965,0.0462767519056797,0.3717658817768097,0.42837274074554443,0.32265233993530273,0.2992837727069855,0.17704150080680847,0.20203855633735657,0.27254465222358704,0.28802281618118286,0.23401375114917755,0.18987780809402466
claims,0.15778739750385284,0.1406301110982895,0.2603732645511627,0.26409366726875305,0.0369621105492115,0.24226421117782593,0.35298386216163635,0.16817356646060944,0.16468463838100433,0.194555401802063,0.20229731500148773,0.2184356153011322,0.15789642930030823,0.24851316213607788,0.18741291761398315
about,0.44264400005340576,0.39844584465026855,0.2784513235092163,0.4291239380836487,-0.020936643704771996,0.2887439727783203,0.4500710964202881,0.22743993997573853,0.29814305901527405,0.23546195030212402,0.297345906496048,0.322975218296051,0.26085448265075684,0.21863584220409393,0.302409827709198
pre-columbian,0.22885718941688538,0.19411352276802063,0.2297012060880661,0.22916187345981598,0.056100450456142426,0.21516384184360504,0.27663540840148926,0.37367215752601624,0.2197760045528412,0.2954447269439697,0.3045201003551483,0.16907671093940735,0.25456342101097107,0.15045829117298126,0.1626415103673935
civilizations,0.27033531665802,0.23680292069911957,0.2768513858318329,0.30301332473754883,0.05356171727180481,0.2725369930267334,0.2870614230632782,0.48926350474357605,0.2763247787952423,0.19835558533668518,0.2545967102050781,0.1851191371679306,0.2832624912261963,0.2413748800754547,0.192657008767128
.,0.3287222981452942,0.3247973620891571,0.431787371635437,0.5593622326850891,-0.003708066651597619,0.33645182847976685,0.4460422694683075,0.2285386323928833,0.3378238379955292,0.4345304071903229,0.23523737490177155,0.49257001280784607,0.274822473526001,0.259204238653183,0.4130953550338745
,how,long,since,it,'s,been,that,geoglyphs,were,first,discovered,on,deforested,land,?
it,0.36714982986450195,0.34568047523498535,0.39943817257881165,0.9999999403953552,0.06608816236257553,0.35515493154525757,0.5921133160591125,0.24873536825180054,0.25487732887268066,0.3491429388523102,0.2705569565296173,0.4529881477355957,0.23626531660556793,0.2534204423427582,0.25732165575027466
is,0.22544461488723755,0.28473302721977234,0.3567592203617096,0.6328473687171936,0.02396530658006668,0.39566612243652344,0.3995479643344879,0.19972674548625946,0.29386836290359497,0.30889374017715454,0.21262536942958832,0.3635730445384979,0.2558184266090393,0.22457899153232574,0.22961433231830597
believed,0.27366891503334045,0.18683739006519318,0.24582213163375854,0.30581751465797424,0.059631526470184326,0.30738720297813416,0.4644409120082855,0.1809535175561905,0.35804519057273865,0.19041430950164795,0.39856183528900146,0.18893791735172272,0.2827466130256653,0.21821317076683044,0.17606885731220245
that,0.557814359664917,0.34424030780792236,0.3873181641101837,0.5921133160591125,0.04397977516055107,0.4152003228664398,1.0,0.30532124638557434,0.35517072677612305,0.3482176661491394,0.3047933280467987,0.42569106817245483,0.2935453951358795,0.256797194480896,0.32716336846351624
the,0.33890387415885925,0.3075225353240967,0.4054957628250122,0.6251175999641418,-0.01540423184633255,0.3563927710056305,0.5473989248275757,0.28739407658576965,0.3906462490558624,0.49448907375335693,0.27493247389793396,0.5107308030128479,0.2549322545528412,0.28587454557418823,0.22068053483963013
civilization,0.24592772126197815,0.2093733251094818,0.24061261117458344,0.31116044521331787,0.04152505099773407,0.21071386337280273,0.2619774639606476,0.4460541605949402,0.2086675763130188,0.1940653771162033,0.25255170464515686,0.15435422956943512,0.275037944316864,0.2517000734806061,0.17937326431274414
was,0.16678167879581451,0.1968146562576294,0.4384658932685852,0.4577186405658722,0.008974763564765453,0.518218457698822,0.33670201897621155,0.101226307451725,0.590133786201477,0.5022147297859192,0.3177400529384613,0.3909217119216919,0.2526414692401886,0.23751215636730194,0.18412111699581146
later,0.2534695267677307,0.18281172215938568,0.35745054483413696,0.3362252712249756,0.05591587722301483,0.4086209535598755,0.42443475127220154,0.21135440468788147,0.46195727586746216,0.48412203788757324,0.23841983079910278,0.30872204899787903,0.24339944124221802,0.23481012880802155,0.1417175978422165
devastated,0.12053904682397842,0.12949152290821075,0.25242865085601807,0.18900790810585022,0.0068419561721384525,0.22675646841526031,0.22420278191566467,0.1869155764579773,0.3099234700202942,0.16938714683055878,0.18246199190616608,0.23260119557380676,0.36369141936302185,0.27349162101745605,0.16371417045593262
by,0.34370526671409607,0.17269869148731232,0.32704517245292664,0.40926623344421387,-0.010884488001465797,0.39107078313827515,0.37496164441108704,0.17230717837810516,0.4406847059726715,0.3877052962779999,0.2291465401649475,0.33887791633605957,0.2444685995578766,0.2530721127986908,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.4054957628250122,0.6251175999641418,-0.01540423184633255,0.3563927710056305,0.5473989248275757,0.28739407658576965,0.3906462490558624,0.49448907375335693,0.27493247389793396,0.5107308030128479,0.2549322545528412,0.28587454557418823,0.22068053483963013
