,when,has,toyota,said,it,will,close,its,victoria,plant,?
historically,0.2447190284729004,0.24491237103939056,0.11964524537324905,0.16286273300647736,0.3716437518596649,0.09853838384151459,0.22116024792194366,0.2862023711204529,0.11826910823583603,0.19105064868927002,0.10566957294940948
",",0.36674630641937256,0.3734780251979828,0.21259759366512299,0.34496036171913147,0.48329564929008484,0.29706671833992004,0.34483593702316284,0.33157986402511597,0.2279360294342041,0.25194862484931946,0.31091248989105225
victoria,0.18752387166023254,0.12203460186719894,0.1603408008813858,0.13952024281024933,0.21222682297229767,0.16380485892295837,0.16732914745807648,0.17721910774707794,1.0,0.14971517026424408,0.12246892601251602
has,0.34538573026657104,1.0,0.15359827876091003,0.262355774641037,0.41962623596191406,0.3418941795825958,0.17172996699810028,0.4627293348312378,0.12203460186719894,0.18345318734645844,0.15994466841220856
been,0.3339833617210388,0.6162750124931335,0.1964026242494583,0.32838234305381775,0.35515493154525757,0.2919718027114868,0.15140651166439056,0.2810076177120209,0.1549891233444214,0.22371040284633636,0.24354910850524902
the,0.5091903209686279,0.4177538752555847,0.175506591796875,0.3024602234363556,0.6251175999641418,0.3635469079017639,0.2625353932380676,0.559237003326416,0.2204313427209854,0.28395459055900574,0.22068053483963013
base,0.2460559606552124,0.22870168089866638,0.1495451033115387,0.08182627707719803,0.28890976309776306,0.15292495489120483,0.19899527728557587,0.2558134198188782,0.09450877457857132,0.19164198637008667,0.10518061369657516
for,0.43402108550071716,0.450642853975296,0.21332375705242157,0.31942054629325867,0.32171204686164856,0.3647450804710388,0.17879165709018707,0.2992613911628723,0.18287640810012817,0.18604038655757904,0.264628142118454
the,0.5091903209686279,0.4177538752555847,0.175506591796875,0.3024602234363556,0.6251175999641418,0.3635469079017639,0.2625353932380676,0.559237003326416,0.2204313427209854,0.28395459055900574,0.22068053483963013
manufacturing,0.20517916977405548,0.198152557015419,0.3828045129776001,0.13172326982021332,0.26743656396865845,0.17159265279769897,0.1557798981666565,0.3141535222530365,0.10239111632108688,0.30798134207725525,0.11596895009279251
plants,0.2508329749107361,0.20520955324172974,0.22274993360042572,0.11269442737102509,0.2540656328201294,0.2571853697299957,0.190822571516037,0.2317553162574768,0.20050090551376343,0.8344468474388123,0.1473488062620163
of,0.3757161796092987,0.3909035325050354,0.1666925847530365,0.29014745354652405,0.38761502504348755,0.2473582625389099,0.24178770184516907,0.48690423369407654,0.2505437433719635,0.26645857095718384,0.1826142966747284
the,0.5091903209686279,0.4177538752555847,0.175506591796875,0.3024602234363556,0.6251175999641418,0.3635469079017639,0.2625353932380676,0.559237003326416,0.2204313427209854,0.28395459055900574,0.22068053483963013
major,0.17186790704727173,0.2243996560573578,0.13455893099308014,0.15077915787696838,0.22329258918762207,0.1409427672624588,0.15904730558395386,0.24033352732658386,0.10960465669631958,0.16050483286380768,0.19788557291030884
car,0.2605381906032562,0.16813571751117706,0.4981869161128998,0.17942248284816742,0.2159072756767273,0.20859842002391815,0.09104935079813004,0.19841082394123077,0.12522701919078827,0.22337165474891663,0.19800566136837006
brands,0.10820173472166061,0.18526014685630798,0.3493889570236206,0.12990717589855194,0.1676386296749115,0.20184502005577087,0.11428453028202057,0.20670565962791443,0.20209051668643951,0.1950535923242569,0.12772762775421143
ford,0.20342567563056946,0.11802871525287628,0.40168505907058716,0.17407861351966858,0.15887437760829926,0.19746237993240356,0.15441714227199554,0.13814926147460938,0.21436110138893127,0.13019907474517822,0.19164219498634338
",",0.36674630641937256,0.3734780251979828,0.21259759366512299,0.34496036171913147,0.48329564929008484,0.29706671833992004,0.34483593702316284,0.33157986402511597,0.2279360294342041,0.25194862484931946,0.31091248989105225
toyota,0.11610712856054306,0.15359827876091003,1.0,0.1281353086233139,0.22383332252502441,0.14776049554347992,0.1732306331396103,0.2136515974998474,0.1603408008813858,0.23358818888664246,0.06279262900352478
